# event_ticker=KXATPMATCH-26JAN10BAUMPE
# final_score=6-3 7-6(2)
# score_resolution=6-3 7-6
# match_winner=Giovanni Mpetshi Perricard
# fav_player=Giovanni Mpetshi Perricard
# dog_player=Roberto Bautista Agut
# kalshi_date=2026-01-10
timestamp,Giovanni Mpetshi Perricard,Roberto Bautista Agut
2026-01-12T23:44:00Z,71.00,31.00
2026-01-12T23:45:00Z,71.00,31.00
2026-01-12T23:46:00Z,71.00,31.00
2026-01-12T23:49:00Z,71.00,31.00
2026-01-12T23:52:00Z,71.00,31.00
2026-01-12T23:53:00Z,71.00,31.00
2026-01-12T23:54:00Z,71.00,30.00
2026-01-12T23:59:00Z,72.00,30.00
2026-01-13T00:00:00Z,71.00,30.00
2026-01-13T00:01:00Z,71.00,30.00
2026-01-13T00:02:00Z,70.00,30.25
2026-01-13T00:03:00Z,67.04,31.94
2026-01-13T00:04:00Z,64.26,35.25
2026-01-13T00:05:00Z,69.00,34.80
2026-01-13T00:06:00Z,70.23,30.28
2026-01-13T00:07:00Z,72.00,27.67
2026-01-13T00:08:00Z,72.38,27.69
2026-01-13T00:09:00Z,70.96,28.02
2026-01-13T00:10:00Z,70.96,29.00
2026-01-13T00:11:00Z,70.00,30.00
2026-01-13T00:12:00Z,70.13,29.66
2026-01-13T00:13:00Z,70.13,29.00
2026-01-13T00:14:00Z,71.00,29.00
2026-01-13T00:15:00Z,70.00,29.00
2026-01-13T00:16:00Z,70.00,31.00
2026-01-13T00:17:00Z,69.00,30.00
2026-01-13T00:18:00Z,69.00,32.00
2026-01-13T00:19:00Z,71.00,31.00
2026-01-13T00:20:00Z,70.00,30.98
2026-01-13T00:21:00Z,70.18,31.00
2026-01-13T00:22:00Z,69.00,32.00
2026-01-13T00:23:00Z,70.00,31.97
2026-01-13T00:24:00Z,70.00,32.37
2026-01-13T00:25:00Z,66.00,34.36
2026-01-13T00:26:00Z,66.00,30.00
2026-01-13T00:27:00Z,69.03,30.00
2026-01-13T00:29:00Z,74.04,25.82
2026-01-13T00:30:00Z,76.77,20.00
2026-01-13T00:31:00Z,76.70,21.87
2026-01-13T00:32:00Z,76.70,27.71
2026-01-13T00:33:00Z,72.00,27.71
2026-01-13T00:34:00Z,70.14,30.25
2026-01-13T00:35:00Z,82.37,15.68
2026-01-13T00:36:00Z,86.66,12.58
2026-01-13T00:37:00Z,85.57,14.86
2026-01-13T00:38:00Z,86.04,14.43
2026-01-13T00:39:00Z,86.04,11.65
2026-01-13T00:40:00Z,88.00,12.00
2026-01-13T00:41:00Z,88.00,11.81
2026-01-13T00:42:00Z,88.00,13.00
2026-01-13T00:43:00Z,90.64,8.55
2026-01-13T00:44:00Z,96.26,4.16
2026-01-13T00:45:00Z,97.17,2.15
2026-01-13T00:46:00Z,97.05,3.73
2026-01-13T00:47:00Z,98.00,3.00
2026-01-13T00:48:00Z,97.04,3.00
2026-01-13T00:49:00Z,97.15,3.00
2026-01-13T00:50:00Z,98.00,3.00
2026-01-13T00:51:00Z,97.02,4.40
2026-01-13T00:52:00Z,91.30,10.28
2026-01-13T00:53:00Z,93.91,8.36
2026-01-13T00:54:00Z,96.50,3.70
2026-01-13T00:55:00Z,98.00,3.70
2026-01-13T00:56:00Z,97.18,3.00
2026-01-13T00:57:00Z,97.18,3.00
2026-01-13T00:58:00Z,97.18,3.00
2026-01-13T00:59:00Z,97.80,3.07
2026-01-13T01:01:00Z,98.00,3.07
2026-01-13T01:02:00Z,97.26,3.06
2026-01-13T01:03:00Z,97.00,3.00
2026-01-13T01:04:00Z,98.00,2.55
2026-01-13T01:05:00Z,97.04,3.00
2026-01-13T01:06:00Z,93.05,4.76
2026-01-13T01:07:00Z,93.46,4.94
2026-01-13T01:08:00Z,98.01,3.23
2026-01-13T01:09:00Z,99.00,2.12
2026-01-13T01:10:00Z,98.04,2.00
2026-01-13T01:11:00Z,98.10,2.00
2026-01-13T01:12:00Z,99.00,2.00
2026-01-13T01:13:00Z,99.00,2.11
2026-01-13T01:14:00Z,97.56,3.84
2026-01-13T01:15:00Z,93.17,6.66
2026-01-13T01:16:00Z,89.41,6.81
2026-01-13T01:17:00Z,89.41,17.38
2026-01-13T01:18:00Z,80.48,22.46
2026-01-13T01:19:00Z,78.75,21.04
2026-01-13T01:20:00Z,88.97,9.41
2026-01-13T01:21:00Z,86.27,15.46
2026-01-13T01:22:00Z,83.06,16.07
2026-01-13T01:23:00Z,84.93,11.11
2026-01-13T01:24:00Z,85.69,13.12
2026-01-13T01:25:00Z,80.76,19.13
2026-01-13T01:26:00Z,81.09,20.30
2026-01-13T01:27:00Z,79.99,20.95
2026-01-13T01:28:00Z,76.27,24.00
2026-01-13T01:29:00Z,76.27,24.81
2026-01-13T01:30:00Z,75.00,17.88
2026-01-13T01:31:00Z,80.00,23.13
2026-01-13T01:32:00Z,76.36,23.43
2026-01-13T01:33:00Z,76.36,23.02
2026-01-13T01:34:00Z,80.80,18.00
2026-01-13T01:35:00Z,90.26,8.21
2026-01-13T01:36:00Z,98.61,3.54
2026-01-13T01:37:00Z,99.00,1.24
2026-01-13T01:38:00Z,99.00,1.00
2026-01-13T01:39:00Z,99.00,1.00
2026-01-13T01:41:00Z,99.00,1.00
2026-01-13T01:45:00Z,99.00,1.00
2026-01-13T01:50:00Z,99.00,1.00
2026-01-13T01:52:00Z,99.00,1.00
2026-01-13T01:53:00Z,99.00,1.00
2026-01-13T01:57:00Z,99.00,1.00
2026-01-13T02:00:00Z,99.00,1.00
