# event_ticker=KXATPMATCH-26JAN03SONSAK
# final_score=6-2 7-6(4)
# score_resolution=6-2 7-6
# match_winner=Lorenzo Sonego
# fav_player=Lorenzo Sonego
# dog_player=Rei Sakamoto
# kalshi_date=2026-01-03
timestamp,Lorenzo Sonego,Rei Sakamoto
2026-01-06T05:37:00Z,67.00,36.00
2026-01-06T05:38:00Z,66.54,36.00
2026-01-06T05:39:00Z,66.66,36.00
2026-01-06T05:40:00Z,67.76,33.40
2026-01-06T05:41:00Z,71.74,33.40
2026-01-06T05:42:00Z,66.57,36.40
2026-01-06T05:43:00Z,64.05,38.74
2026-01-06T05:44:00Z,75.08,34.11
2026-01-06T05:45:00Z,72.58,30.75
2026-01-06T05:46:00Z,66.62,42.54
2026-01-06T05:47:00Z,64.83,35.69
2026-01-06T05:48:00Z,65.93,36.98
2026-01-06T05:49:00Z,67.77,37.77
2026-01-06T05:50:00Z,67.06,36.02
2026-01-06T05:51:00Z,66.97,35.68
2026-01-06T05:52:00Z,67.19,34.37
2026-01-06T05:53:00Z,71.24,30.98
2026-01-06T05:54:00Z,69.98,31.73
2026-01-06T05:55:00Z,73.05,28.57
2026-01-06T05:56:00Z,76.58,22.33
2026-01-06T05:57:00Z,81.00,20.06
2026-01-06T05:58:00Z,80.88,19.65
2026-01-06T05:59:00Z,85.22,18.44
2026-01-06T06:00:00Z,83.00,16.02
2026-01-06T06:01:00Z,83.00,18.46
2026-01-06T06:02:00Z,83.26,16.98
2026-01-06T06:03:00Z,84.72,17.04
2026-01-06T06:04:00Z,84.00,18.00
2026-01-06T06:05:00Z,81.00,18.00
2026-01-06T06:06:00Z,79.00,20.10
2026-01-06T06:07:00Z,80.09,17.35
2026-01-06T06:08:00Z,80.09,14.48
2026-01-06T06:09:00Z,86.61,13.21
2026-01-06T06:10:00Z,86.00,15.82
2026-01-06T06:11:00Z,86.98,16.00
2026-01-06T06:12:00Z,86.00,15.10
2026-01-06T06:13:00Z,87.90,12.18
2026-01-06T06:14:00Z,90.67,10.48
2026-01-06T06:15:00Z,90.26,11.00
2026-01-06T06:16:00Z,90.67,10.00
2026-01-06T06:17:00Z,90.83,10.23
2026-01-06T06:18:00Z,91.00,9.93
2026-01-06T06:19:00Z,90.53,9.13
2026-01-06T06:20:00Z,90.01,10.78
2026-01-06T06:21:00Z,90.01,11.75
2026-01-06T06:22:00Z,89.09,11.12
2026-01-06T06:23:00Z,89.09,13.00
2026-01-06T06:24:00Z,88.90,12.40
2026-01-06T06:25:00Z,90.37,13.84
2026-01-06T06:26:00Z,90.35,12.47
2026-01-06T06:27:00Z,89.33,12.38
2026-01-06T06:28:00Z,90.00,11.03
2026-01-06T06:29:00Z,92.50,7.14
2026-01-06T06:30:00Z,95.87,5.21
2026-01-06T06:31:00Z,95.69,4.43
2026-01-06T06:32:00Z,96.74,3.69
2026-01-06T06:33:00Z,96.92,3.20
2026-01-06T06:34:00Z,96.98,3.49
2026-01-06T06:35:00Z,97.10,3.37
2026-01-06T06:36:00Z,98.00,2.57
2026-01-06T06:37:00Z,97.01,2.57
2026-01-06T06:38:00Z,98.00,3.00
2026-01-06T06:39:00Z,97.00,3.00
2026-01-06T06:40:00Z,97.00,3.15
2026-01-06T06:41:00Z,97.00,2.04
2026-01-06T06:42:00Z,97.95,3.08
2026-01-06T06:43:00Z,98.00,2.00
2026-01-06T06:44:00Z,98.99,1.34
2026-01-06T06:45:00Z,99.00,2.31
2026-01-06T06:46:00Z,98.00,2.06
2026-01-06T06:47:00Z,98.00,1.09
2026-01-06T06:48:00Z,98.00,1.87
2026-01-06T06:49:00Z,98.00,2.39
2026-01-06T06:50:00Z,98.00,2.80
2026-01-06T06:51:00Z,98.00,3.00
2026-01-06T06:52:00Z,98.00,2.43
2026-01-06T06:54:00Z,96.52,3.00
2026-01-06T06:55:00Z,96.85,2.96
2026-01-06T06:56:00Z,95.18,4.60
2026-01-06T06:57:00Z,95.18,4.00
2026-01-06T06:58:00Z,93.82,8.16
2026-01-06T06:59:00Z,86.97,14.20
2026-01-06T07:00:00Z,86.97,14.92
2026-01-06T07:01:00Z,89.86,10.96
2026-01-06T07:02:00Z,86.64,15.18
2026-01-06T07:03:00Z,84.77,17.74
2026-01-06T07:04:00Z,84.00,16.85
2026-01-06T07:05:00Z,82.00,17.94
2026-01-06T07:06:00Z,85.35,17.24
2026-01-06T07:07:00Z,83.00,17.17
2026-01-06T07:08:00Z,85.99,13.43
2026-01-06T07:09:00Z,85.18,14.62
2026-01-06T07:10:00Z,85.18,15.62
2026-01-06T07:11:00Z,83.33,17.67
2026-01-06T07:12:00Z,81.43,18.14
2026-01-06T07:13:00Z,81.43,20.75
2026-01-06T07:14:00Z,83.57,19.10
2026-01-06T07:15:00Z,81.17,19.24
2026-01-06T07:16:00Z,84.17,18.34
2026-01-06T07:17:00Z,81.38,20.15
2026-01-06T07:18:00Z,83.01,15.36
2026-01-06T07:19:00Z,87.42,11.45
2026-01-06T07:20:00Z,88.94,8.84
2026-01-06T07:21:00Z,85.69,15.25
2026-01-06T07:22:00Z,80.61,17.05
2026-01-06T07:23:00Z,86.63,13.83
2026-01-06T07:24:00Z,92.58,4.43
2026-01-06T07:25:00Z,96.93,6.42
2026-01-06T07:26:00Z,98.99,1.36
2026-01-06T07:27:00Z,99.00,1.36
2026-01-06T07:29:00Z,99.00,1.36
2026-01-06T07:30:00Z,99.00,1.36
2026-01-06T07:31:00Z,99.00,1.36
