# event_ticker=KXATPMATCH-25JUL30RUBGAS
# final_score=6-2 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Hugo Gaston
# kalshi_date=2025-07-30
timestamp,Andrey Rublev,Hugo Gaston
2025-07-30T05:30:00Z,93.00,
2025-07-30T05:34:00Z,93.00,26.00
2025-07-30T05:43:00Z,93.00,26.00
2025-07-30T05:48:00Z,92.00,26.00
2025-07-30T05:56:00Z,86.65,26.00
2025-07-30T05:59:00Z,82.49,26.00
2025-07-30T06:03:00Z,87.56,26.00
2025-07-30T06:16:00Z,87.56,22.21
2025-07-30T06:17:00Z,87.00,22.21
2025-07-30T06:21:00Z,87.00,25.00
2025-07-30T06:27:00Z,87.00,25.00
2025-07-30T06:35:00Z,86.00,25.00
2025-07-30T06:37:00Z,85.16,22.00
2025-07-30T06:38:00Z,85.16,22.00
2025-07-30T06:39:00Z,85.27,22.00
2025-07-30T06:40:00Z,85.27,22.00
2025-07-30T06:45:00Z,87.00,22.00
2025-07-30T06:56:00Z,87.00,22.00
2025-07-30T12:01:00Z,86.82,22.00
2025-07-30T12:02:00Z,86.82,14.00
2025-07-30T12:04:00Z,87.00,13.00
2025-07-30T12:05:00Z,87.00,13.00
2025-07-30T12:07:00Z,87.00,13.00
2025-07-30T12:09:00Z,87.00,13.00
2025-07-30T12:12:00Z,87.00,13.00
2025-07-30T12:13:00Z,87.00,13.00
2025-07-30T12:19:00Z,87.00,13.00
2025-07-30T12:20:00Z,87.00,13.00
2025-07-30T12:24:00Z,87.00,13.00
2025-07-30T12:27:00Z,87.00,13.00
2025-07-30T12:29:00Z,88.00,13.00
2025-07-30T12:30:00Z,88.16,13.00
2025-07-30T12:32:00Z,88.16,13.00
2025-07-30T12:36:00Z,88.16,12.00
2025-07-30T12:37:00Z,89.00,12.00
2025-07-30T12:38:00Z,89.00,12.00
2025-07-30T12:41:00Z,89.00,12.00
2025-07-30T12:45:00Z,89.00,12.00
2025-07-30T12:47:00Z,89.00,12.00
2025-07-30T12:49:00Z,89.00,12.00
2025-07-30T12:50:00Z,89.00,12.00
2025-07-30T12:52:00Z,89.00,12.00
2025-07-30T12:57:00Z,89.00,12.00
2025-07-30T13:00:00Z,89.00,12.00
2025-07-30T13:01:00Z,87.00,12.00
2025-07-30T13:04:00Z,89.00,12.00
2025-07-30T13:05:00Z,89.00,12.00
2025-07-30T13:06:00Z,89.00,12.00
2025-07-30T13:11:00Z,89.00,12.60
2025-07-30T13:14:00Z,89.00,12.00
2025-07-30T13:15:00Z,89.00,12.00
2025-07-30T13:21:00Z,89.00,12.00
2025-07-30T13:23:00Z,89.00,12.00
2025-07-30T13:25:00Z,89.00,12.00
2025-07-30T13:27:00Z,89.00,12.00
2025-07-30T13:28:00Z,89.00,12.00
2025-07-30T13:30:00Z,89.00,12.00
2025-07-30T13:32:00Z,89.00,12.00
2025-07-30T13:33:00Z,89.00,12.00
2025-07-30T13:37:00Z,89.00,12.00
2025-07-30T13:43:00Z,89.00,12.00
2025-07-30T13:45:00Z,89.00,12.00
2025-07-30T13:46:00Z,89.00,12.00
2025-07-30T13:47:00Z,89.00,13.00
2025-07-30T13:49:00Z,89.00,12.00
2025-07-30T13:50:00Z,89.00,12.00
2025-07-30T13:51:00Z,88.50,12.00
2025-07-30T13:52:00Z,89.00,12.00
2025-07-30T13:55:00Z,89.00,12.00
2025-07-30T13:56:00Z,89.00,12.00
2025-07-30T13:57:00Z,89.00,12.00
2025-07-30T13:59:00Z,89.00,12.00
2025-07-30T14:03:00Z,89.00,12.00
2025-07-30T14:06:00Z,89.00,12.00
2025-07-30T14:09:00Z,89.00,12.00
2025-07-30T14:11:00Z,89.00,12.00
2025-07-30T14:13:00Z,89.00,12.00
2025-07-30T14:15:00Z,89.00,12.00
2025-07-30T14:16:00Z,89.00,12.25
2025-07-30T14:17:00Z,89.00,12.00
2025-07-30T14:23:00Z,89.00,12.00
2025-07-30T14:25:00Z,89.00,12.00
2025-07-30T14:27:00Z,89.00,12.00
2025-07-30T14:29:00Z,89.00,11.00
2025-07-30T14:30:00Z,89.00,11.00
2025-07-30T14:31:00Z,89.00,11.00
2025-07-30T14:32:00Z,89.00,11.56
2025-07-30T14:35:00Z,89.00,12.00
2025-07-30T14:36:00Z,89.00,12.00
2025-07-30T14:37:00Z,89.00,12.00
2025-07-30T14:39:00Z,89.00,12.00
2025-07-30T14:47:00Z,89.00,12.00
2025-07-30T14:48:00Z,89.00,12.00
2025-07-30T14:52:00Z,89.00,12.00
2025-07-30T14:53:00Z,89.00,12.00
2025-07-30T14:57:00Z,89.00,12.00
2025-07-30T14:58:00Z,89.00,12.00
2025-07-30T15:00:00Z,89.00,12.00
