# event_ticker=KXATPMATCH-25JUL30RUBGAS
# final_score=6-2 6-3
# match_winner=Andrey Rublev
# fav_player=Andrey Rublev
# dog_player=Hugo Gaston
# kalshi_date=2025-07-30
timestamp,Andrey Rublev,Hugo Gaston
2025-07-30T15:02:00Z,89.00,13.00
2025-07-30T15:08:00Z,89.00,12.00
2025-07-30T15:09:00Z,89.00,12.00
2025-07-30T15:10:00Z,89.00,12.00
2025-07-30T15:11:00Z,89.00,12.00
2025-07-30T15:13:00Z,89.00,12.00
2025-07-30T15:14:00Z,89.00,12.18
2025-07-30T15:15:00Z,89.00,12.00
2025-07-30T15:16:00Z,90.00,13.00
2025-07-30T15:17:00Z,90.00,12.00
2025-07-30T15:18:00Z,90.00,12.00
2025-07-30T15:19:00Z,89.71,12.00
2025-07-30T15:20:00Z,89.71,10.20
2025-07-30T15:21:00Z,89.71,10.00
2025-07-30T15:22:00Z,89.71,8.00
2025-07-30T15:24:00Z,92.78,11.00
2025-07-30T15:25:00Z,92.00,11.00
2025-07-30T15:26:00Z,91.76,11.00
2025-07-30T15:27:00Z,91.76,9.00
2025-07-30T15:28:00Z,94.00,8.00
2025-07-30T15:29:00Z,94.00,10.00
2025-07-30T15:30:00Z,94.00,10.00
2025-07-30T15:31:00Z,93.78,8.00
2025-07-30T15:32:00Z,93.78,9.53
2025-07-30T15:33:00Z,93.78,8.45
2025-07-30T15:34:00Z,93.78,7.10
2025-07-30T15:35:00Z,93.78,7.79
2025-07-30T15:36:00Z,94.00,8.35
2025-07-30T15:40:00Z,93.00,8.35
2025-07-30T15:41:00Z,93.00,9.00
2025-07-30T15:42:00Z,93.00,9.45
2025-07-30T15:43:00Z,90.00,11.38
2025-07-30T15:44:00Z,88.00,13.47
2025-07-30T15:45:00Z,88.00,14.00
2025-07-30T15:46:00Z,88.00,13.00
2025-07-30T15:47:00Z,88.00,13.85
2025-07-30T15:48:00Z,91.00,13.85
2025-07-30T15:49:00Z,91.00,11.96
2025-07-30T15:50:00Z,91.00,9.00
2025-07-30T15:52:00Z,93.00,9.00
2025-07-30T15:53:00Z,94.00,7.00
2025-07-30T15:54:00Z,94.00,7.83
2025-07-30T15:57:00Z,94.00,7.83
2025-07-30T15:58:00Z,94.00,6.00
2025-07-30T15:59:00Z,95.00,6.00
2025-07-30T16:00:00Z,96.00,6.00
2025-07-30T16:01:00Z,96.00,4.47
2025-07-30T16:02:00Z,95.00,5.00
2025-07-30T16:03:00Z,96.00,4.29
2025-07-30T16:04:00Z,96.00,4.00
2025-07-30T16:05:00Z,99.00,4.00
2025-07-30T16:06:00Z,97.00,3.60
2025-07-30T16:08:00Z,97.00,3.24
2025-07-30T16:09:00Z,98.00,3.24
2025-07-30T16:10:00Z,99.00,3.24
2025-07-30T16:11:00Z,99.00,2.00
