# event_ticker=KXATPCHALLENGERMATCH-26APR20KOPZHA
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Sandro Kopp
# fav_player=Damir Zhalgasbay
# dog_player=Sandro Kopp
# kalshi_date=2026-04-20
timestamp,Sandro Kopp,Damir Zhalgasbay
2026-04-19T21:52:00Z,,9.00
2026-04-20T00:00:00Z,93.00,9.00
2026-04-20T00:36:00Z,93.00,7.00
2026-04-20T02:50:00Z,93.00,10.00
2026-04-20T03:44:00Z,90.00,10.00
2026-04-20T04:07:00Z,90.00,10.00
2026-04-20T05:06:00Z,90.00,10.00
2026-04-20T05:32:00Z,90.00,10.00
2026-04-20T05:42:00Z,90.00,10.00
2026-04-20T05:43:00Z,90.00,10.00
2026-04-20T05:49:00Z,90.00,10.00
2026-04-20T05:50:00Z,90.00,10.00
2026-04-20T05:51:00Z,90.00,10.00
2026-04-20T05:56:00Z,90.00,10.00
2026-04-20T06:01:00Z,90.00,10.00
2026-04-20T06:02:00Z,93.03,10.00
2026-04-20T06:03:00Z,93.00,10.00
2026-04-20T06:18:00Z,93.00,9.00
2026-04-20T06:20:00Z,93.00,9.00
2026-04-20T06:26:00Z,93.00,9.28
2026-04-20T06:31:00Z,92.00,9.00
2026-04-20T06:35:00Z,92.00,9.56
2026-04-20T06:42:00Z,92.00,9.00
2026-04-20T06:54:00Z,92.00,9.00
2026-04-20T07:09:00Z,92.00,9.00
2026-04-20T07:10:00Z,92.00,9.00
2026-04-20T07:11:00Z,92.00,9.00
2026-04-20T07:14:00Z,92.00,9.00
2026-04-20T07:20:00Z,92.00,9.00
2026-04-20T07:24:00Z,92.00,9.00
2026-04-20T07:25:00Z,92.00,9.00
2026-04-20T07:31:00Z,93.83,9.00
2026-04-20T07:35:00Z,93.83,9.00
2026-04-20T07:37:00Z,93.83,9.00
2026-04-20T07:38:00Z,93.83,9.00
2026-04-20T07:40:00Z,93.83,9.00
2026-04-20T07:47:00Z,93.83,9.00
2026-04-20T07:48:00Z,93.83,9.00
2026-04-20T07:50:00Z,93.83,9.00
2026-04-20T07:57:00Z,93.00,9.00
2026-04-20T07:58:00Z,93.00,9.00
2026-04-20T08:06:00Z,93.00,9.00
2026-04-20T08:14:00Z,93.00,9.00
2026-04-20T08:21:00Z,93.00,7.00
2026-04-20T08:23:00Z,93.00,7.00
2026-04-20T08:43:00Z,92.00,7.00
2026-04-20T08:48:00Z,92.00,7.00
2026-04-20T08:55:00Z,92.00,7.00
2026-04-20T09:10:00Z,92.00,9.56
2026-04-20T09:12:00Z,92.00,9.33
2026-04-20T09:16:00Z,92.95,9.33
2026-04-20T09:18:00Z,92.95,10.31
2026-04-20T09:19:00Z,83.68,14.25
2026-04-20T09:20:00Z,90.35,12.00
2026-04-20T09:22:00Z,90.35,12.00
2026-04-20T09:23:00Z,89.85,11.00
2026-04-20T09:25:00Z,90.00,11.00
2026-04-20T09:26:00Z,90.00,10.42
2026-04-20T09:27:00Z,90.00,10.00
2026-04-20T09:28:00Z,88.00,10.00
2026-04-20T09:29:00Z,87.00,14.00
2026-04-20T09:30:00Z,87.00,13.53
2026-04-20T09:31:00Z,79.59,16.59
2026-04-20T09:32:00Z,82.76,19.27
2026-04-20T09:33:00Z,84.56,18.00
2026-04-20T09:35:00Z,84.56,17.00
2026-04-20T09:36:00Z,84.56,14.97
2026-04-20T09:37:00Z,83.00,14.97
2026-04-20T09:38:00Z,87.61,15.10
2026-04-20T09:39:00Z,88.25,12.00
2026-04-20T09:40:00Z,86.50,14.97
2026-04-20T09:41:00Z,88.96,10.50
2026-04-20T09:42:00Z,88.96,11.00
2026-04-20T09:43:00Z,90.00,10.00
2026-04-20T09:44:00Z,91.57,8.17
2026-04-20T09:45:00Z,91.57,8.13
2026-04-20T09:46:00Z,91.57,8.00
2026-04-20T09:47:00Z,90.00,8.00
2026-04-20T09:48:00Z,90.00,8.00
2026-04-20T09:49:00Z,90.00,8.00
2026-04-20T09:50:00Z,91.00,8.47
2026-04-20T09:51:00Z,89.00,8.47
2026-04-20T09:52:00Z,89.00,11.00
2026-04-20T09:55:00Z,86.65,16.76
2026-04-20T09:56:00Z,81.31,20.25
2026-04-20T09:57:00Z,83.60,15.58
