# event_ticker=KXATPCHALLENGERMATCH-26FEB13XILFER
# final_score=6-2 6-4
# match_winner=Frederico Ferreira Silva
# fav_player=Frederico Ferreira Silva
# dog_player=Ioannis Xilas
# kalshi_date=2026-02-13
timestamp,Frederico Ferreira Silva,Ioannis Xilas
2026-02-12T19:33:00Z,74.00,
2026-02-12T19:42:00Z,74.00,30.00
2026-02-12T19:49:00Z,74.00,30.00
2026-02-12T19:57:00Z,71.00,30.00
2026-02-12T20:34:00Z,74.00,26.00
2026-02-12T20:35:00Z,74.00,29.00
2026-02-12T21:15:00Z,74.00,29.00
2026-02-12T22:42:00Z,74.00,29.00
2026-02-12T23:22:00Z,74.00,29.00
2026-02-13T00:00:00Z,74.00,29.00
2026-02-13T00:07:00Z,74.00,29.00
2026-02-13T00:22:00Z,74.00,29.00
2026-02-13T00:56:00Z,74.00,26.00
2026-02-13T01:13:00Z,74.00,30.00
2026-02-13T01:46:00Z,73.00,30.00
2026-02-13T02:51:00Z,73.00,32.00
2026-02-13T03:06:00Z,71.00,32.00
2026-02-13T03:10:00Z,71.00,32.00
2026-02-13T03:13:00Z,71.00,32.00
2026-02-13T03:25:00Z,71.00,32.00
2026-02-13T03:26:00Z,71.00,32.00
2026-02-13T03:45:00Z,71.00,32.00
2026-02-13T04:11:00Z,71.00,32.00
2026-02-13T04:21:00Z,71.00,32.00
2026-02-13T04:22:00Z,71.00,32.00
2026-02-13T04:24:00Z,71.00,32.00
2026-02-13T04:30:00Z,71.00,32.00
2026-02-13T04:34:00Z,71.00,32.00
2026-02-13T04:41:00Z,71.00,32.00
2026-02-13T04:47:00Z,71.00,32.00
2026-02-13T04:56:00Z,71.00,32.00
2026-02-13T04:58:00Z,71.00,32.00
2026-02-13T05:06:00Z,71.00,32.00
2026-02-13T05:07:00Z,71.00,32.00
2026-02-13T05:10:00Z,71.00,32.00
2026-02-13T05:16:00Z,71.00,32.00
2026-02-13T05:18:00Z,71.00,32.00
2026-02-13T05:20:00Z,71.00,31.00
2026-02-13T05:21:00Z,70.00,31.00
2026-02-13T05:22:00Z,70.00,31.95
2026-02-13T05:28:00Z,68.00,31.95
2026-02-13T05:30:00Z,68.00,32.00
2026-02-13T05:31:00Z,68.00,32.00
2026-02-13T05:35:00Z,68.00,32.00
2026-02-13T05:36:00Z,68.21,32.00
2026-02-13T05:39:00Z,68.21,34.00
2026-02-13T05:43:00Z,69.00,34.00
2026-02-13T05:45:00Z,69.00,34.00
2026-02-13T05:46:00Z,68.00,34.00
2026-02-13T05:47:00Z,68.00,34.00
2026-02-13T05:48:00Z,68.95,34.00
2026-02-13T05:49:00Z,69.00,34.00
2026-02-13T05:51:00Z,69.00,34.00
2026-02-13T05:54:00Z,69.00,34.00
2026-02-13T05:56:00Z,69.00,34.00
2026-02-13T05:57:00Z,69.00,34.00
2026-02-13T05:58:00Z,69.00,34.00
2026-02-13T05:59:00Z,69.00,34.00
2026-02-13T06:00:00Z,69.00,34.00
2026-02-13T06:01:00Z,68.55,34.00
2026-02-13T06:02:00Z,69.00,34.00
2026-02-13T06:03:00Z,69.00,34.00
2026-02-13T06:06:00Z,69.00,34.00
2026-02-13T06:08:00Z,69.00,34.00
2026-02-13T06:09:00Z,69.00,34.00
2026-02-13T06:10:00Z,69.00,34.00
2026-02-13T06:11:00Z,69.00,34.00
2026-02-13T06:13:00Z,69.00,34.00
2026-02-13T06:15:00Z,68.00,34.00
2026-02-13T06:16:00Z,68.43,34.00
2026-02-13T06:17:00Z,68.43,34.00
2026-02-13T06:21:00Z,69.00,34.00
2026-02-13T06:22:00Z,69.00,34.00
2026-02-13T06:23:00Z,69.00,34.00
2026-02-13T06:24:00Z,69.00,34.00
2026-02-13T06:25:00Z,69.00,34.00
2026-02-13T06:26:00Z,69.00,34.00
2026-02-13T06:30:00Z,68.93,34.00
2026-02-13T06:32:00Z,69.00,34.00
2026-02-13T06:33:00Z,69.00,34.00
2026-02-13T06:37:00Z,69.00,34.00
2026-02-13T06:38:00Z,69.00,34.00
2026-02-13T06:40:00Z,67.00,34.00
2026-02-13T06:41:00Z,67.00,34.00
2026-02-13T06:42:00Z,67.00,34.00
2026-02-13T06:43:00Z,67.00,34.00
2026-02-13T06:44:00Z,67.00,34.00
2026-02-13T06:45:00Z,67.00,34.00
2026-02-13T06:46:00Z,67.00,34.00
2026-02-13T06:47:00Z,67.00,34.00
2026-02-13T06:48:00Z,67.00,34.00
2026-02-13T06:49:00Z,67.00,34.00
2026-02-13T06:50:00Z,67.00,34.20
2026-02-13T06:51:00Z,67.00,34.20
2026-02-13T06:52:00Z,67.00,34.20
2026-02-13T06:53:00Z,67.00,34.20
2026-02-13T06:54:00Z,67.00,34.20
2026-02-13T06:55:00Z,65.00,34.20
2026-02-13T06:56:00Z,65.00,37.00
2026-02-13T06:57:00Z,65.00,37.00
2026-02-13T06:58:00Z,65.00,37.00
2026-02-13T06:59:00Z,65.39,37.00
2026-02-13T07:00:00Z,66.00,36.95
2026-02-13T07:01:00Z,66.04,36.95
2026-02-13T07:02:00Z,67.11,36.95
2026-02-13T07:03:00Z,67.17,36.00
2026-02-13T07:04:00Z,67.00,36.00
2026-02-13T07:05:00Z,67.00,36.12
2026-02-13T07:06:00Z,67.00,36.83
2026-02-13T07:07:00Z,67.00,36.62
2026-02-13T07:08:00Z,67.00,36.00
2026-02-13T07:09:00Z,64.96,37.07
2026-02-13T07:10:00Z,68.08,35.10
2026-02-13T07:11:00Z,74.00,27.91
2026-02-13T07:12:00Z,78.00,23.00
2026-02-13T07:13:00Z,76.56,23.18
2026-02-13T07:14:00Z,78.79,22.21
2026-02-13T07:15:00Z,81.00,21.00
2026-02-13T07:16:00Z,83.00,17.98
2026-02-13T07:17:00Z,85.96,15.46
2026-02-13T07:18:00Z,84.14,16.47
2026-02-13T07:19:00Z,83.32,17.15
2026-02-13T07:20:00Z,88.97,14.70
2026-02-13T07:21:00Z,90.00,10.53
2026-02-13T07:22:00Z,91.00,11.00
2026-02-13T07:23:00Z,89.00,10.60
2026-02-13T07:24:00Z,90.00,11.34
2026-02-13T07:25:00Z,90.00,10.64
2026-02-13T07:26:00Z,90.00,9.92
2026-02-13T07:27:00Z,90.18,10.34
2026-02-13T07:28:00Z,90.00,12.50
2026-02-13T07:29:00Z,89.00,11.60
2026-02-13T07:30:00Z,88.24,11.99
2026-02-13T07:31:00Z,90.45,11.71
2026-02-13T07:32:00Z,90.45,11.16
2026-02-13T07:33:00Z,91.00,10.98
2026-02-13T07:34:00Z,89.96,11.02
2026-02-13T07:35:00Z,90.00,11.44
2026-02-13T07:36:00Z,88.99,11.67
2026-02-13T07:37:00Z,88.03,12.47
2026-02-13T07:38:00Z,88.00,12.89
2026-02-13T07:39:00Z,90.95,11.02
2026-02-13T07:40:00Z,90.95,11.80
2026-02-13T07:41:00Z,89.00,11.00
2026-02-13T07:42:00Z,89.00,12.00
2026-02-13T07:43:00Z,88.00,12.93
2026-02-13T07:44:00Z,87.00,13.52
2026-02-13T07:45:00Z,90.00,11.03
2026-02-13T07:46:00Z,87.21,13.29
2026-02-13T07:47:00Z,90.78,10.66
2026-02-13T07:48:00Z,91.00,10.94
2026-02-13T07:49:00Z,91.00,10.96
2026-02-13T07:50:00Z,91.00,11.00
2026-02-13T07:51:00Z,91.00,10.88
2026-02-13T07:52:00Z,91.00,10.95
2026-02-13T07:53:00Z,90.00,11.00
2026-02-13T07:54:00Z,92.00,10.00
2026-02-13T07:55:00Z,92.69,7.78
2026-02-13T07:56:00Z,95.03,5.67
2026-02-13T07:57:00Z,96.00,5.25
2026-02-13T07:58:00Z,96.00,4.75
2026-02-13T07:59:00Z,95.96,6.00
2026-02-13T08:00:00Z,97.00,4.94
2026-02-13T08:01:00Z,96.00,4.16
2026-02-13T08:02:00Z,96.00,4.83
2026-02-13T08:03:00Z,96.89,3.87
2026-02-13T08:04:00Z,96.01,5.05
2026-02-13T08:05:00Z,95.82,6.82
2026-02-13T08:06:00Z,93.79,7.00
2026-02-13T08:07:00Z,95.00,6.00
2026-02-13T08:08:00Z,93.49,7.00
2026-02-13T08:09:00Z,95.00,5.31
2026-02-13T08:10:00Z,93.32,7.44
2026-02-13T08:11:00Z,90.41,10.51
2026-02-13T08:12:00Z,89.68,12.34
2026-02-13T08:13:00Z,86.01,14.55
2026-02-13T08:14:00Z,81.71,16.87
2026-02-13T08:15:00Z,82.00,19.11
2026-02-13T08:16:00Z,82.00,17.91
2026-02-13T08:17:00Z,82.00,18.16
2026-02-13T08:18:00Z,82.01,17.83
2026-02-13T08:19:00Z,85.29,15.07
2026-02-13T08:20:00Z,86.71,16.18
2026-02-13T08:21:00Z,83.88,15.05
2026-02-13T08:22:00Z,81.17,19.39
2026-02-13T08:23:00Z,76.98,20.94
2026-02-13T08:24:00Z,80.00,21.90
2026-02-13T08:25:00Z,79.31,19.45
2026-02-13T08:26:00Z,84.12,16.36
2026-02-13T08:27:00Z,85.10,14.44
2026-02-13T08:28:00Z,85.16,15.51
2026-02-13T08:29:00Z,88.54,13.08
2026-02-13T08:30:00Z,82.26,18.63
2026-02-13T08:31:00Z,86.12,16.66
2026-02-13T08:32:00Z,84.59,17.08
2026-02-13T08:33:00Z,92.30,10.13
2026-02-13T08:34:00Z,97.47,3.84
2026-02-13T08:35:00Z,97.99,4.05
2026-02-13T08:36:00Z,98.86,3.44
2026-02-13T08:37:00Z,98.61,1.31
2026-02-13T08:38:00Z,99.00,1.08
2026-02-13T08:39:00Z,99.00,1.00
2026-02-13T08:40:00Z,99.00,1.00
2026-02-13T08:41:00Z,99.00,1.00
2026-02-13T08:42:00Z,99.00,1.00
