# event_ticker=KXATPMATCH-25OCT28MOUOPE
# final_score=3-6 7-5 6-1
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Reilly Opelka
# kalshi_date=2025-10-28
timestamp,Corentin Moutet,Reilly Opelka
2025-10-28T11:24:00Z,66.26,33.00
2025-10-28T11:25:00Z,67.96,35.00
2025-10-28T11:27:00Z,67.00,35.00
2025-10-28T11:28:00Z,67.00,35.00
2025-10-28T11:29:00Z,66.09,35.26
2025-10-28T11:30:00Z,66.18,35.82
2025-10-28T11:31:00Z,66.00,37.50
2025-10-28T11:32:00Z,66.14,34.60
2025-10-28T11:33:00Z,65.00,37.00
2025-10-28T11:34:00Z,62.00,36.44
2025-10-28T11:35:00Z,58.23,42.05
2025-10-28T11:36:00Z,49.03,54.51
2025-10-28T11:37:00Z,49.03,59.23
2025-10-28T11:38:00Z,36.50,63.95
2025-10-28T11:39:00Z,36.00,65.46
2025-10-28T11:40:00Z,35.00,66.00
2025-10-28T11:41:00Z,34.00,68.00
2025-10-28T11:42:00Z,31.00,67.03
2025-10-28T11:43:00Z,36.00,66.95
2025-10-28T11:44:00Z,38.77,61.16
2025-10-28T11:45:00Z,37.99,63.07
2025-10-28T11:46:00Z,36.00,64.52
2025-10-28T11:47:00Z,36.00,64.40
2025-10-28T11:48:00Z,31.00,65.13
2025-10-28T11:49:00Z,36.00,67.68
2025-10-28T11:50:00Z,37.00,64.89
2025-10-28T11:51:00Z,39.25,62.29
2025-10-28T11:52:00Z,40.66,58.66
2025-10-28T11:53:00Z,38.89,60.09
2025-10-28T11:54:00Z,38.91,70.37
2025-10-28T11:55:00Z,35.00,64.77
2025-10-28T11:56:00Z,37.28,64.12
2025-10-28T11:57:00Z,38.08,65.00
2025-10-28T11:58:00Z,30.00,66.00
2025-10-28T11:59:00Z,33.99,68.78
2025-10-28T12:00:00Z,35.06,64.00
2025-10-28T12:01:00Z,34.81,65.91
2025-10-28T12:02:00Z,33.00,69.63
2025-10-28T12:03:00Z,32.00,70.23
2025-10-28T12:04:00Z,32.00,69.86
2025-10-28T12:05:00Z,32.04,69.86
2025-10-28T12:06:00Z,29.73,70.39
2025-10-28T12:07:00Z,33.21,66.71
2025-10-28T12:08:00Z,34.84,66.00
2025-10-28T12:09:00Z,39.10,65.07
2025-10-28T12:10:00Z,40.45,59.47
2025-10-28T12:11:00Z,36.11,67.78
2025-10-28T12:12:00Z,34.39,69.10
2025-10-28T12:13:00Z,35.00,68.58
2025-10-28T12:14:00Z,30.68,69.14
2025-10-28T12:15:00Z,34.99,67.46
2025-10-28T12:16:00Z,35.51,66.49
2025-10-28T12:17:00Z,36.63,64.19
2025-10-28T12:18:00Z,40.00,62.18
2025-10-28T12:19:00Z,42.74,57.38
2025-10-28T12:20:00Z,37.96,64.05
2025-10-28T12:21:00Z,36.44,61.09
2025-10-28T12:22:00Z,33.88,65.94
2025-10-28T12:23:00Z,30.00,71.32
2025-10-28T12:24:00Z,34.11,67.13
2025-10-28T12:25:00Z,37.00,65.25
2025-10-28T12:26:00Z,35.83,65.00
2025-10-28T12:27:00Z,37.35,67.08
2025-10-28T12:28:00Z,32.90,70.72
2025-10-28T12:29:00Z,31.00,69.20
2025-10-28T12:30:00Z,32.66,69.61
2025-10-28T12:31:00Z,37.27,66.68
2025-10-28T12:32:00Z,38.42,63.66
2025-10-28T12:33:00Z,38.00,63.00
2025-10-28T12:34:00Z,39.88,61.23
2025-10-28T12:35:00Z,39.88,62.45
2025-10-28T12:36:00Z,36.61,63.87
2025-10-28T12:37:00Z,34.69,67.99
2025-10-28T12:38:00Z,30.80,67.24
2025-10-28T12:39:00Z,37.73,63.92
2025-10-28T12:40:00Z,35.56,62.23
2025-10-28T12:41:00Z,39.00,63.00
2025-10-28T12:42:00Z,37.81,63.21
2025-10-28T12:43:00Z,40.00,61.27
2025-10-28T12:44:00Z,39.28,62.81
2025-10-28T12:45:00Z,40.19,60.79
2025-10-28T12:46:00Z,45.67,56.14
2025-10-28T12:47:00Z,45.32,59.60
2025-10-28T12:48:00Z,40.44,62.43
2025-10-28T12:49:00Z,39.98,63.32
2025-10-28T12:50:00Z,41.32,61.22
2025-10-28T12:51:00Z,43.14,58.94
2025-10-28T12:52:00Z,42.97,58.98
2025-10-28T12:53:00Z,45.04,56.06
2025-10-28T12:54:00Z,51.93,47.40
2025-10-28T12:55:00Z,58.92,40.71
2025-10-28T12:56:00Z,58.98,40.09
2025-10-28T12:57:00Z,67.67,33.19
2025-10-28T12:58:00Z,64.88,32.89
2025-10-28T12:59:00Z,67.64,33.96
2025-10-28T13:00:00Z,68.10,34.34
2025-10-28T13:01:00Z,67.92,34.25
2025-10-28T13:02:00Z,66.48,33.29
2025-10-28T13:03:00Z,58.78,36.81
2025-10-28T13:04:00Z,69.50,35.85
2025-10-28T13:05:00Z,68.27,35.52
2025-10-28T13:06:00Z,70.01,32.87
2025-10-28T13:07:00Z,70.35,30.90
2025-10-28T13:08:00Z,68.47,32.54
2025-10-28T13:09:00Z,70.15,33.77
2025-10-28T13:10:00Z,74.78,26.54
2025-10-28T13:11:00Z,75.79,27.14
2025-10-28T13:12:00Z,75.78,28.87
2025-10-28T13:13:00Z,74.34,28.52
2025-10-28T13:14:00Z,79.50,21.34
2025-10-28T13:15:00Z,91.56,7.28
2025-10-28T13:16:00Z,96.63,5.76
2025-10-28T13:17:00Z,96.19,3.81
2025-10-28T13:18:00Z,96.85,3.77
2025-10-28T13:19:00Z,95.16,4.86
2025-10-28T13:20:00Z,97.75,4.00
2025-10-28T13:21:00Z,96.85,3.09
2025-10-28T13:22:00Z,94.95,4.87
2025-10-28T13:23:00Z,95.28,3.72
2025-10-28T13:24:00Z,96.31,5.00
2025-10-28T13:25:00Z,97.95,3.78
2025-10-28T13:26:00Z,96.90,3.07
2025-10-28T13:27:00Z,97.94,3.65
2025-10-28T13:28:00Z,96.17,3.13
2025-10-28T13:29:00Z,98.90,2.92
2025-10-28T13:30:00Z,99.00,1.05
2025-10-28T13:31:00Z,99.00,1.02
2025-10-28T13:32:00Z,99.00,1.00
2025-10-28T13:33:00Z,99.00,1.00
2025-10-28T13:34:00Z,99.00,1.00
2025-10-28T13:35:00Z,99.00,1.00
2025-10-28T13:36:00Z,99.00,1.00
2025-10-28T13:37:00Z,99.00,1.00
2025-10-28T13:38:00Z,99.00,1.00
2025-10-28T13:39:00Z,99.00,1.00
2025-10-28T13:41:00Z,99.00,1.00
