# event_ticker=KXATPMATCH-25OCT03BUBVAC
# final_score=3-6 6-3 6-4
# score_resolution=6-3 3-6 4-6
# match_winner=Valentin Vacherot
# fav_player=Alexander Bublik
# dog_player=Valentin Vacherot
# kalshi_date=2025-10-03
timestamp,Alexander Bublik,Valentin Vacherot
2025-10-02T23:27:00Z,76.00,
2025-10-02T23:28:00Z,76.00,
2025-10-02T23:38:00Z,77.00,
2025-10-02T23:44:00Z,76.00,24.00
2025-10-03T00:15:00Z,77.00,24.00
2025-10-03T00:19:00Z,77.00,24.00
2025-10-03T00:22:00Z,77.00,24.00
2025-10-03T01:16:00Z,77.06,24.00
2025-10-03T01:23:00Z,78.00,24.00
2025-10-03T01:37:00Z,78.00,24.00
2025-10-03T01:49:00Z,78.00,24.00
2025-10-03T01:55:00Z,78.00,24.00
2025-10-03T02:05:00Z,78.00,24.00
2025-10-03T02:25:00Z,78.00,24.00
2025-10-03T02:30:00Z,78.00,24.00
2025-10-03T02:33:00Z,78.00,24.00
2025-10-03T02:57:00Z,78.00,24.00
2025-10-03T03:03:00Z,78.00,24.00
2025-10-03T03:14:00Z,78.00,24.00
2025-10-03T03:26:00Z,78.00,24.00
2025-10-03T03:44:00Z,78.00,24.00
2025-10-03T03:47:00Z,77.00,23.00
2025-10-03T03:51:00Z,77.00,24.00
2025-10-03T03:52:00Z,77.00,24.00
2025-10-03T03:55:00Z,77.00,24.00
2025-10-03T03:58:00Z,77.55,24.00
2025-10-03T04:02:00Z,77.99,24.00
2025-10-03T04:05:00Z,78.00,24.00
2025-10-03T04:06:00Z,78.00,24.00
2025-10-03T04:08:00Z,78.00,24.00
2025-10-03T04:14:00Z,78.00,24.00
2025-10-03T04:16:00Z,78.00,24.00
2025-10-03T04:21:00Z,78.00,24.00
2025-10-03T04:22:00Z,78.00,24.00
2025-10-03T04:24:00Z,78.00,24.00
2025-10-03T04:34:00Z,78.00,24.00
2025-10-03T04:40:00Z,78.00,24.00
2025-10-03T04:58:00Z,78.00,24.00
2025-10-03T05:06:00Z,78.00,23.00
2025-10-03T05:07:00Z,78.00,23.00
2025-10-03T05:08:00Z,75.02,24.00
2025-10-03T05:09:00Z,75.02,24.00
2025-10-03T05:10:00Z,76.00,24.00
2025-10-03T05:11:00Z,76.00,24.00
2025-10-03T05:12:00Z,76.00,24.00
2025-10-03T05:13:00Z,76.00,24.00
2025-10-03T05:14:00Z,76.00,24.00
2025-10-03T05:28:00Z,76.00,24.00
2025-10-03T05:29:00Z,76.00,24.00
2025-10-03T05:43:00Z,76.00,24.00
2025-10-03T05:46:00Z,76.00,23.00
2025-10-03T05:47:00Z,76.00,24.00
2025-10-03T05:57:00Z,76.00,24.00
2025-10-03T06:13:00Z,76.00,24.00
2025-10-03T06:16:00Z,76.00,24.00
2025-10-03T06:17:00Z,76.00,24.00
2025-10-03T06:18:00Z,76.00,24.00
2025-10-03T06:21:00Z,76.00,24.00
2025-10-03T06:22:00Z,76.00,24.00
2025-10-03T06:23:00Z,76.00,24.00
2025-10-03T06:25:00Z,76.00,24.00
2025-10-03T06:32:00Z,76.00,24.00
2025-10-03T06:33:00Z,76.00,24.00
2025-10-03T06:36:00Z,76.00,24.00
2025-10-03T06:38:00Z,76.00,24.00
2025-10-03T06:41:00Z,76.00,24.00
2025-10-03T06:43:00Z,76.00,24.00
2025-10-03T06:47:00Z,76.00,24.00
2025-10-03T06:49:00Z,76.00,24.00
2025-10-03T06:52:00Z,76.00,24.00
2025-10-03T06:53:00Z,76.00,24.00
2025-10-03T06:56:00Z,76.00,24.00
2025-10-03T06:57:00Z,76.00,24.00
2025-10-03T07:03:00Z,76.00,24.00
2025-10-03T07:04:00Z,75.00,24.00
2025-10-03T07:08:00Z,76.00,24.00
2025-10-03T07:31:00Z,76.00,24.00
2025-10-03T07:32:00Z,76.00,24.00
2025-10-03T07:33:00Z,76.00,24.00
2025-10-03T07:36:00Z,76.00,24.00
2025-10-03T07:37:00Z,76.00,24.00
2025-10-03T07:48:00Z,76.00,24.00
2025-10-03T07:56:00Z,76.00,25.00
2025-10-03T07:59:00Z,76.00,25.00
2025-10-03T08:03:00Z,76.00,25.00
2025-10-03T08:06:00Z,76.00,25.00
2025-10-03T08:10:00Z,75.00,25.00
2025-10-03T08:15:00Z,75.00,25.00
2025-10-03T08:19:00Z,75.00,25.00
2025-10-03T08:20:00Z,75.00,26.00
2025-10-03T08:25:00Z,75.00,26.00
2025-10-03T08:32:00Z,75.00,26.00
2025-10-03T08:33:00Z,75.00,26.00
2025-10-03T08:34:00Z,75.00,26.00
2025-10-03T08:38:00Z,75.00,26.00
2025-10-03T08:40:00Z,75.00,26.00
2025-10-03T08:42:00Z,75.00,26.00
2025-10-03T08:43:00Z,76.00,26.00
2025-10-03T08:50:00Z,76.00,26.00
2025-10-03T08:53:00Z,76.00,26.00
2025-10-03T08:56:00Z,76.00,26.00
2025-10-03T09:00:00Z,76.00,26.00
2025-10-03T09:02:00Z,76.00,26.00
2025-10-03T09:03:00Z,76.00,26.00
2025-10-03T09:12:00Z,76.00,25.00
2025-10-03T09:23:00Z,76.00,25.00
2025-10-03T09:27:00Z,76.00,25.00
2025-10-03T09:29:00Z,76.00,25.00
2025-10-03T09:30:00Z,76.00,25.00
2025-10-03T09:48:00Z,76.00,25.00
2025-10-03T10:04:00Z,76.00,25.00
2025-10-03T10:05:00Z,76.00,25.00
2025-10-03T10:06:00Z,77.00,25.00
2025-10-03T10:07:00Z,77.00,25.00
2025-10-03T10:17:00Z,77.00,25.00
2025-10-03T10:21:00Z,77.00,25.00
2025-10-03T10:27:00Z,77.00,25.00
2025-10-03T10:36:00Z,77.00,25.00
2025-10-03T10:41:00Z,77.00,25.39
2025-10-03T10:42:00Z,77.00,25.39
2025-10-03T10:43:00Z,77.00,25.00
2025-10-03T10:44:00Z,77.00,25.00
2025-10-03T10:46:00Z,77.00,25.00
2025-10-03T10:49:00Z,77.00,25.00
2025-10-03T10:51:00Z,77.00,25.00
2025-10-03T10:52:00Z,77.00,25.00
2025-10-03T10:57:00Z,77.00,25.00
2025-10-03T10:59:00Z,77.00,25.00
2025-10-03T11:02:00Z,77.00,25.00
2025-10-03T11:04:00Z,77.00,25.00
2025-10-03T11:06:00Z,77.00,25.00
2025-10-03T11:07:00Z,77.00,25.00
2025-10-03T11:09:00Z,74.00,25.00
2025-10-03T11:10:00Z,74.00,25.00
2025-10-03T11:13:00Z,74.89,25.00
2025-10-03T11:15:00Z,74.89,25.00
2025-10-03T11:17:00Z,75.00,26.10
2025-10-03T11:18:00Z,75.00,28.47
2025-10-03T11:19:00Z,67.26,26.50
2025-10-03T11:20:00Z,71.00,26.50
2025-10-03T11:21:00Z,74.00,26.13
2025-10-03T11:22:00Z,74.00,25.00
2025-10-03T11:23:00Z,80.00,21.96
2025-10-03T11:24:00Z,80.00,21.96
2025-10-03T11:25:00Z,76.88,24.04
2025-10-03T11:27:00Z,76.00,27.00
2025-10-03T11:29:00Z,76.00,24.00
2025-10-03T11:30:00Z,76.00,25.42
2025-10-03T11:31:00Z,76.00,30.00
2025-10-03T11:32:00Z,71.85,30.00
2025-10-03T11:33:00Z,71.66,30.00
