# event_ticker=KXATPCHALLENGERMATCH-26APR23MCCRIE
# final_score=6-1 6-4
# match_winner=Leandro Riedi
# fav_player=Leandro Riedi
# dog_player=James McCabe
# kalshi_date=2026-04-23
timestamp,James McCabe,Leandro Riedi
2026-04-23T23:26:00Z,26.00,76.00
2026-04-23T23:28:00Z,26.00,76.00
2026-04-23T23:31:00Z,26.00,76.00
2026-04-23T23:44:00Z,26.00,76.00
2026-04-23T23:52:00Z,26.00,76.00
2026-04-24T00:03:00Z,26.00,76.00
2026-04-24T00:06:00Z,26.00,76.00
2026-04-24T00:11:00Z,26.00,76.00
2026-04-24T00:15:00Z,26.00,76.00
2026-04-24T00:19:00Z,26.00,76.00
2026-04-24T00:28:00Z,26.00,76.00
2026-04-24T00:29:00Z,26.00,76.00
2026-04-24T00:36:00Z,24.77,76.00
2026-04-24T00:37:00Z,24.77,76.00
2026-04-24T00:41:00Z,23.00,76.00
2026-04-24T00:43:00Z,24.00,76.00
2026-04-24T00:45:00Z,24.00,76.00
2026-04-24T00:50:00Z,24.00,77.00
2026-04-24T00:51:00Z,24.00,77.00
2026-04-24T00:52:00Z,24.00,77.00
2026-04-24T00:54:00Z,24.00,77.00
2026-04-24T00:56:00Z,24.00,77.00
2026-04-24T00:57:00Z,24.00,77.00
2026-04-24T00:59:00Z,24.00,77.00
2026-04-24T01:02:00Z,24.00,77.00
2026-04-24T01:03:00Z,24.00,77.00
2026-04-24T01:05:00Z,24.00,77.00
2026-04-24T01:08:00Z,24.79,77.00
2026-04-24T01:10:00Z,24.00,76.00
2026-04-24T01:11:00Z,24.00,77.00
2026-04-24T01:19:00Z,25.00,77.00
2026-04-24T01:21:00Z,25.00,77.00
2026-04-24T01:23:00Z,25.00,77.00
2026-04-24T01:25:00Z,25.00,77.00
2026-04-24T01:29:00Z,25.00,77.00
2026-04-24T01:30:00Z,25.00,77.00
2026-04-24T01:31:00Z,25.00,77.00
2026-04-24T01:33:00Z,23.12,77.00
2026-04-24T01:38:00Z,23.12,75.00
2026-04-24T01:46:00Z,23.12,77.00
2026-04-24T01:48:00Z,23.12,77.00
2026-04-24T01:49:00Z,25.00,78.00
2026-04-24T01:50:00Z,25.00,79.00
2026-04-24T01:51:00Z,25.00,79.00
2026-04-24T01:53:00Z,25.00,79.00
2026-04-24T01:54:00Z,25.00,79.00
2026-04-24T01:55:00Z,25.00,79.00
2026-04-24T01:56:00Z,25.00,79.00
2026-04-24T01:58:00Z,25.00,79.00
2026-04-24T01:59:00Z,25.00,79.00
2026-04-24T02:00:00Z,25.00,79.00
2026-04-24T02:01:00Z,24.43,79.00
2026-04-24T02:02:00Z,24.00,78.00
2026-04-24T02:03:00Z,24.00,79.00
2026-04-24T02:04:00Z,24.00,78.00
2026-04-24T02:05:00Z,24.00,79.00
2026-04-24T02:06:00Z,24.00,77.15
2026-04-24T02:07:00Z,23.00,78.50
2026-04-24T02:08:00Z,21.66,78.50
2026-04-24T02:09:00Z,23.00,79.00
2026-04-24T02:10:00Z,23.00,79.00
2026-04-24T02:11:00Z,23.00,79.00
2026-04-24T02:12:00Z,23.00,79.00
2026-04-24T02:13:00Z,23.00,78.00
2026-04-24T02:14:00Z,22.00,78.00
2026-04-24T02:15:00Z,21.00,79.00
2026-04-24T02:16:00Z,16.18,83.87
2026-04-24T02:17:00Z,14.00,85.00
2026-04-24T02:18:00Z,10.98,87.99
2026-04-24T02:19:00Z,15.21,88.00
2026-04-24T02:20:00Z,13.63,85.76
2026-04-24T02:21:00Z,14.13,87.93
2026-04-24T02:22:00Z,12.00,89.50
2026-04-24T02:23:00Z,10.63,90.00
2026-04-24T02:24:00Z,10.13,90.69
2026-04-24T02:25:00Z,7.66,92.92
2026-04-24T02:26:00Z,8.44,92.93
2026-04-24T02:27:00Z,7.99,93.00
2026-04-24T02:28:00Z,8.00,93.00
2026-04-24T02:29:00Z,8.00,93.91
2026-04-24T02:30:00Z,7.73,93.06
2026-04-24T02:31:00Z,7.67,93.98
2026-04-24T02:32:00Z,6.81,94.00
2026-04-24T02:33:00Z,6.20,93.41
2026-04-24T02:34:00Z,7.00,93.05
2026-04-24T02:35:00Z,7.96,93.00
2026-04-24T02:36:00Z,7.17,93.00
2026-04-24T02:37:00Z,7.44,92.57
2026-04-24T02:38:00Z,8.09,92.00
2026-04-24T02:39:00Z,8.00,92.96
2026-04-24T02:40:00Z,8.39,92.99
2026-04-24T02:41:00Z,7.71,93.00
2026-04-24T02:42:00Z,8.81,92.00
2026-04-24T02:43:00Z,7.65,92.27
2026-04-24T02:44:00Z,7.15,93.91
2026-04-24T02:45:00Z,8.40,91.20
2026-04-24T02:46:00Z,9.81,91.00
2026-04-24T02:47:00Z,11.89,89.03
2026-04-24T02:48:00Z,17.25,83.35
2026-04-24T02:49:00Z,14.83,85.67
2026-04-24T02:50:00Z,10.00,90.07
2026-04-24T02:51:00Z,11.05,90.00
2026-04-24T02:52:00Z,11.32,89.97
2026-04-24T02:53:00Z,11.71,89.60
2026-04-24T02:54:00Z,11.68,89.00
2026-04-24T02:55:00Z,13.90,87.22
2026-04-24T02:56:00Z,11.39,88.10
2026-04-24T02:57:00Z,12.30,87.60
2026-04-24T02:58:00Z,9.97,92.02
2026-04-24T02:59:00Z,8.67,93.02
2026-04-24T03:00:00Z,10.55,90.49
2026-04-24T03:01:00Z,12.66,88.00
2026-04-24T03:02:00Z,12.74,88.00
2026-04-24T03:03:00Z,13.55,88.00
2026-04-24T03:04:00Z,12.49,87.02
2026-04-24T03:05:00Z,11.29,89.51
2026-04-24T03:06:00Z,8.85,90.75
2026-04-24T03:07:00Z,6.79,93.48
2026-04-24T03:08:00Z,4.00,96.11
2026-04-24T03:09:00Z,2.95,97.32
2026-04-24T03:10:00Z,2.21,97.90
2026-04-24T03:11:00Z,1.18,99.00
2026-04-24T03:12:00Z,1.17,99.00
2026-04-24T03:13:00Z,1.00,99.00
2026-04-24T03:14:00Z,1.00,99.00
2026-04-24T03:15:00Z,1.00,99.00
2026-04-24T03:16:00Z,1.00,99.00
2026-04-24T03:17:00Z,1.00,99.00
2026-04-24T03:18:00Z,1.12,99.00
2026-04-24T03:19:00Z,1.00,99.00
2026-04-24T03:20:00Z,1.00,99.00
2026-04-24T03:21:00Z,1.00,99.00
2026-04-24T03:22:00Z,1.00,99.00
2026-04-24T03:23:00Z,1.00,99.00
2026-04-24T03:24:00Z,1.00,99.00
2026-04-24T03:25:00Z,1.00,99.00
2026-04-24T03:26:00Z,1.00,99.00
2026-04-24T03:27:00Z,1.00,99.00
2026-04-24T03:28:00Z,1.00,99.00
2026-04-24T03:30:00Z,1.00,99.00
