# event_ticker=KXATPMATCH-26MAY10ARNJOD
# final_score=6-1 4-6 6-3
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Matteo Arnaldi
# kalshi_date=2026-05-10
timestamp,Matteo Arnaldi,Rafael Jodar
2026-05-10T07:11:00Z,,76.00
2026-05-10T07:20:00Z,,76.00
2026-05-10T07:27:00Z,,76.00
2026-05-10T07:37:00Z,,76.00
2026-05-10T07:38:00Z,26.00,76.00
2026-05-10T07:50:00Z,26.00,75.00
2026-05-10T07:55:00Z,26.00,76.00
2026-05-10T07:56:00Z,26.00,76.00
2026-05-10T08:10:00Z,26.00,76.00
2026-05-10T08:20:00Z,26.00,76.00
2026-05-10T08:22:00Z,26.00,76.00
2026-05-10T08:24:00Z,26.00,76.00
2026-05-10T08:29:00Z,26.00,76.00
2026-05-10T08:35:00Z,25.00,76.00
2026-05-10T08:39:00Z,25.00,76.00
2026-05-10T08:47:00Z,26.00,76.00
2026-05-10T08:49:00Z,26.00,76.00
2026-05-10T08:50:00Z,26.00,76.00
2026-05-10T08:52:00Z,26.00,76.00
2026-05-10T08:54:00Z,26.00,76.00
2026-05-10T08:55:00Z,26.00,76.00
2026-05-10T08:56:00Z,26.00,76.00
2026-05-10T09:24:00Z,25.00,76.00
2026-05-10T09:29:00Z,26.00,76.00
2026-05-10T09:49:00Z,26.00,76.00
2026-05-10T09:50:00Z,26.00,76.00
2026-05-10T10:15:00Z,26.00,76.00
2026-05-10T10:20:00Z,26.00,76.00
2026-05-10T10:24:00Z,26.00,76.00
2026-05-10T10:25:00Z,26.00,76.00
2026-05-10T10:26:00Z,26.00,76.00
2026-05-10T10:32:00Z,26.00,76.00
2026-05-10T10:33:00Z,26.00,76.00
2026-05-10T10:37:00Z,26.00,76.00
2026-05-10T10:38:00Z,26.00,76.00
2026-05-10T10:45:00Z,26.00,76.00
2026-05-10T10:46:00Z,26.00,76.00
2026-05-10T10:48:00Z,26.00,75.00
2026-05-10T10:58:00Z,26.00,76.00
2026-05-10T10:59:00Z,26.00,76.00
2026-05-10T11:02:00Z,26.00,76.00
2026-05-10T11:06:00Z,26.00,76.00
2026-05-10T11:11:00Z,26.00,76.00
2026-05-10T11:12:00Z,26.00,76.00
2026-05-10T11:14:00Z,26.00,76.00
2026-05-10T11:15:00Z,26.00,76.00
2026-05-10T11:19:00Z,25.97,76.00
2026-05-10T11:22:00Z,25.97,76.00
2026-05-10T11:44:00Z,25.97,76.00
2026-05-10T11:46:00Z,25.97,76.00
2026-05-10T11:47:00Z,25.97,76.00
2026-05-10T11:51:00Z,25.97,76.00
2026-05-10T11:57:00Z,26.00,76.00
2026-05-10T11:58:00Z,26.00,76.00
2026-05-10T12:00:00Z,26.00,76.00
2026-05-10T12:03:00Z,26.00,76.00
2026-05-10T12:10:00Z,26.00,76.00
2026-05-10T12:19:00Z,26.00,76.00
2026-05-10T12:26:00Z,26.00,76.00
2026-05-10T12:29:00Z,26.00,76.00
2026-05-10T12:32:00Z,26.00,76.00
2026-05-10T12:36:00Z,26.00,76.00
2026-05-10T12:41:00Z,26.00,76.00
2026-05-10T12:43:00Z,26.00,76.00
2026-05-10T12:44:00Z,26.00,76.00
2026-05-10T12:46:00Z,26.00,77.00
2026-05-10T12:48:00Z,26.00,75.50
2026-05-10T12:50:00Z,26.00,75.00
2026-05-10T12:54:00Z,26.00,77.00
2026-05-10T12:57:00Z,26.00,77.00
2026-05-10T13:01:00Z,25.00,77.00
2026-05-10T13:02:00Z,26.00,77.00
2026-05-10T13:09:00Z,26.00,77.00
2026-05-10T13:10:00Z,26.00,76.00
2026-05-10T13:14:00Z,26.00,76.00
2026-05-10T13:15:00Z,26.00,76.00
2026-05-10T13:19:00Z,26.00,76.00
2026-05-10T13:20:00Z,26.00,76.00
2026-05-10T13:21:00Z,25.00,76.00
2026-05-10T13:24:00Z,25.00,76.00
2026-05-10T13:25:00Z,25.00,76.00
2026-05-10T13:27:00Z,25.00,76.00
2026-05-10T13:29:00Z,25.00,76.00
2026-05-10T13:31:00Z,26.00,76.00
2026-05-10T13:33:00Z,26.00,76.00
2026-05-10T13:34:00Z,26.00,76.00
2026-05-10T13:35:00Z,26.00,76.00
2026-05-10T13:37:00Z,26.00,76.00
2026-05-10T13:42:00Z,26.00,76.00
2026-05-10T13:44:00Z,26.00,76.00
2026-05-10T13:45:00Z,26.00,76.00
2026-05-10T13:49:00Z,26.00,76.00
2026-05-10T13:50:00Z,26.00,76.00
2026-05-10T13:52:00Z,26.00,76.00
2026-05-10T13:54:00Z,26.00,76.00
2026-05-10T14:02:00Z,26.00,76.00
2026-05-10T14:04:00Z,26.00,76.00
2026-05-10T14:07:00Z,26.00,76.00
2026-05-10T14:08:00Z,26.00,76.00
2026-05-10T14:11:00Z,26.00,76.00
2026-05-10T14:13:00Z,26.00,76.00
2026-05-10T14:18:00Z,26.00,76.00
2026-05-10T14:21:00Z,26.00,75.00
2026-05-10T14:26:00Z,26.00,76.00
2026-05-10T14:29:00Z,26.00,76.00
2026-05-10T14:32:00Z,25.00,76.00
2026-05-10T14:34:00Z,25.00,76.00
2026-05-10T14:45:00Z,25.00,76.00
2026-05-10T14:47:00Z,26.00,76.00
2026-05-10T14:48:00Z,26.00,76.00
2026-05-10T14:50:00Z,26.00,76.00
2026-05-10T14:54:00Z,26.00,76.00
2026-05-10T14:58:00Z,26.00,76.00
2026-05-10T14:59:00Z,26.00,76.00
2026-05-10T15:00:00Z,26.00,76.00
2026-05-10T15:02:00Z,26.00,76.00
2026-05-10T15:07:00Z,26.00,76.00
2026-05-10T15:10:00Z,26.00,75.00
2026-05-10T15:12:00Z,26.00,75.00
2026-05-10T15:13:00Z,26.00,76.00
2026-05-10T15:14:00Z,26.00,76.00
2026-05-10T15:17:00Z,26.00,76.00
2026-05-10T15:20:00Z,26.00,76.00
2026-05-10T15:23:00Z,26.00,76.00
2026-05-10T15:25:00Z,26.00,76.00
2026-05-10T15:28:00Z,26.00,76.00
2026-05-10T15:29:00Z,26.00,75.00
2026-05-10T15:31:00Z,26.00,76.00
2026-05-10T15:32:00Z,26.00,76.00
2026-05-10T15:33:00Z,26.00,76.00
2026-05-10T15:34:00Z,26.00,76.00
2026-05-10T15:35:00Z,26.00,76.00
2026-05-10T15:37:00Z,26.00,76.00
2026-05-10T15:38:00Z,26.00,76.00
2026-05-10T15:39:00Z,26.00,76.00
2026-05-10T15:44:00Z,26.00,76.00
2026-05-10T15:45:00Z,26.00,75.88
2026-05-10T15:47:00Z,26.00,76.00
2026-05-10T15:48:00Z,26.00,76.00
2026-05-10T15:49:00Z,26.00,76.00
2026-05-10T15:50:00Z,26.00,76.00
2026-05-10T15:52:00Z,26.00,76.00
2026-05-10T15:54:00Z,26.00,76.00
2026-05-10T15:55:00Z,26.00,76.00
2026-05-10T15:57:00Z,26.00,76.00
2026-05-10T15:58:00Z,26.00,76.00
2026-05-10T15:59:00Z,26.00,76.00
2026-05-10T16:00:00Z,26.00,75.23
2026-05-10T16:01:00Z,26.00,76.00
2026-05-10T16:02:00Z,26.00,76.00
2026-05-10T16:04:00Z,26.00,76.00
2026-05-10T16:05:00Z,25.03,76.00
2026-05-10T16:06:00Z,25.86,76.00
2026-05-10T16:08:00Z,26.00,76.00
2026-05-10T16:09:00Z,26.00,76.00
2026-05-10T16:10:00Z,25.00,76.00
2026-05-10T16:11:00Z,26.00,75.02
2026-05-10T16:12:00Z,26.00,76.00
2026-05-10T16:13:00Z,26.00,76.00
2026-05-10T16:14:00Z,26.00,76.00
2026-05-10T16:15:00Z,26.00,76.00
