# event_ticker=KXATPCHALLENGERMATCH-26APR28DELBRO
# final_score=6-4 6-0
# match_winner=Liam Broady
# fav_player=Liam Broady
# dog_player=Matthew Dellavedova
# kalshi_date=2026-04-28
timestamp,Matthew Dellavedova,Liam Broady
2026-04-28T21:53:00Z,13.00,
2026-04-28T22:49:00Z,13.00,
2026-04-28T23:14:00Z,13.00,88.00
2026-04-28T23:59:00Z,13.00,88.00
2026-04-29T00:06:00Z,13.00,88.00
2026-04-29T00:33:00Z,13.00,88.00
2026-04-29T00:35:00Z,13.00,88.00
2026-04-29T00:40:00Z,13.64,88.00
2026-04-29T00:43:00Z,14.00,88.00
2026-04-29T00:45:00Z,14.00,87.00
2026-04-29T00:47:00Z,14.00,87.00
2026-04-29T00:48:00Z,14.00,87.00
2026-04-29T00:56:00Z,13.00,87.00
2026-04-29T01:00:00Z,14.00,87.00
2026-04-29T01:09:00Z,14.00,87.00
2026-04-29T01:10:00Z,14.00,87.00
2026-04-29T01:14:00Z,15.00,87.00
2026-04-29T01:26:00Z,15.00,87.00
2026-04-29T01:30:00Z,15.00,87.00
2026-04-29T01:31:00Z,15.00,87.00
2026-04-29T01:34:00Z,15.00,87.00
2026-04-29T01:36:00Z,15.00,88.00
2026-04-29T01:42:00Z,14.00,88.00
2026-04-29T01:43:00Z,14.00,88.00
2026-04-29T01:44:00Z,14.00,88.00
2026-04-29T01:46:00Z,14.00,88.00
2026-04-29T01:47:00Z,14.00,88.00
2026-04-29T01:48:00Z,14.00,88.00
2026-04-29T01:49:00Z,14.00,88.00
2026-04-29T01:53:00Z,14.00,88.00
2026-04-29T01:54:00Z,14.00,88.00
2026-04-29T02:00:00Z,14.00,88.00
2026-04-29T02:02:00Z,14.00,88.00
2026-04-29T02:03:00Z,14.00,88.00
2026-04-29T02:05:00Z,14.00,88.00
2026-04-29T02:09:00Z,14.00,88.00
2026-04-29T02:12:00Z,14.00,88.00
2026-04-29T02:16:00Z,14.00,88.00
2026-04-29T02:17:00Z,14.00,88.00
2026-04-29T02:20:00Z,14.00,86.00
2026-04-29T02:24:00Z,14.00,86.00
2026-04-29T02:27:00Z,14.00,88.00
2026-04-29T02:30:00Z,14.00,88.00
2026-04-29T02:34:00Z,14.00,88.00
2026-04-29T02:36:00Z,14.00,88.00
2026-04-29T02:40:00Z,14.00,88.00
2026-04-29T02:44:00Z,14.00,88.00
2026-04-29T02:46:00Z,14.00,88.00
2026-04-29T02:47:00Z,14.00,88.00
2026-04-29T02:48:00Z,14.00,88.00
2026-04-29T02:50:00Z,14.00,88.00
2026-04-29T02:51:00Z,14.00,88.00
2026-04-29T02:55:00Z,14.00,88.00
2026-04-29T02:56:00Z,13.03,88.00
2026-04-29T02:57:00Z,13.00,88.00
2026-04-29T02:59:00Z,13.00,88.00
2026-04-29T03:00:00Z,13.00,88.00
2026-04-29T03:01:00Z,13.00,88.00
2026-04-29T03:03:00Z,13.00,88.00
2026-04-29T03:06:00Z,13.00,88.00
2026-04-29T03:07:00Z,13.28,88.81
2026-04-29T03:08:00Z,14.00,88.81
2026-04-29T03:09:00Z,14.00,88.81
2026-04-29T03:11:00Z,14.00,88.96
2026-04-29T03:13:00Z,14.00,88.96
2026-04-29T03:14:00Z,14.00,88.00
2026-04-29T03:17:00Z,14.00,88.00
2026-04-29T03:18:00Z,14.35,88.00
2026-04-29T03:20:00Z,14.61,88.00
2026-04-29T03:22:00Z,14.00,87.44
2026-04-29T03:23:00Z,14.00,87.44
2026-04-29T03:25:00Z,14.00,88.00
2026-04-29T03:26:00Z,14.00,88.00
2026-04-29T03:31:00Z,14.00,88.00
2026-04-29T03:32:00Z,14.00,88.00
2026-04-29T03:33:00Z,14.00,88.00
2026-04-29T03:34:00Z,14.00,88.00
2026-04-29T03:35:00Z,14.00,86.00
2026-04-29T03:36:00Z,14.00,88.00
2026-04-29T03:38:00Z,13.00,88.00
2026-04-29T03:39:00Z,12.00,88.00
2026-04-29T03:41:00Z,12.00,88.00
2026-04-29T03:43:00Z,14.00,88.00
2026-04-29T03:44:00Z,12.00,88.00
2026-04-29T03:45:00Z,13.98,88.00
2026-04-29T03:47:00Z,14.00,88.00
2026-04-29T03:49:00Z,14.00,88.00
2026-04-29T03:50:00Z,14.00,88.17
2026-04-29T03:51:00Z,14.00,88.17
2026-04-29T03:52:00Z,14.00,86.00
2026-04-29T03:57:00Z,14.00,88.00
2026-04-29T03:58:00Z,14.00,88.00
2026-04-29T04:00:00Z,12.00,88.00
2026-04-29T04:04:00Z,12.00,86.00
2026-04-29T04:07:00Z,14.93,86.00
2026-04-29T04:11:00Z,15.00,86.00
2026-04-29T04:12:00Z,15.00,86.00
2026-04-29T04:13:00Z,15.00,86.00
2026-04-29T04:18:00Z,15.00,86.00
2026-04-29T04:22:00Z,15.00,86.00
2026-04-29T04:23:00Z,15.00,88.00
2026-04-29T04:24:00Z,15.00,88.00
2026-04-29T04:25:00Z,15.00,88.00
2026-04-29T04:27:00Z,15.00,88.00
2026-04-29T04:32:00Z,15.00,88.00
2026-04-29T04:33:00Z,15.00,88.00
2026-04-29T04:34:00Z,12.00,88.00
2026-04-29T04:36:00Z,13.94,88.00
2026-04-29T04:41:00Z,14.00,88.00
2026-04-29T04:42:00Z,15.00,88.00
2026-04-29T04:45:00Z,15.00,87.00
2026-04-29T04:46:00Z,14.00,87.00
2026-04-29T04:47:00Z,14.00,87.00
2026-04-29T04:48:00Z,14.00,87.00
2026-04-29T04:49:00Z,14.00,87.00
2026-04-29T04:50:00Z,14.00,87.00
2026-04-29T04:51:00Z,13.11,86.00
2026-04-29T04:54:00Z,14.00,86.00
2026-04-29T04:55:00Z,14.00,87.00
2026-04-29T04:57:00Z,14.00,87.00
2026-04-29T04:59:00Z,14.78,87.00
2026-04-29T05:01:00Z,13.43,87.00
2026-04-29T05:04:00Z,13.43,87.00
2026-04-29T05:05:00Z,15.00,87.00
2026-04-29T05:12:00Z,15.00,86.95
2026-04-29T05:14:00Z,15.00,86.95
2026-04-29T05:16:00Z,15.00,87.00
2026-04-29T05:18:00Z,11.50,87.00
2026-04-29T05:27:00Z,14.00,87.00
2026-04-29T05:35:00Z,14.00,87.00
2026-04-29T05:36:00Z,14.00,86.00
2026-04-29T05:37:00Z,15.00,86.00
2026-04-29T05:42:00Z,15.00,87.00
2026-04-29T05:49:00Z,15.00,87.00
2026-04-29T05:50:00Z,15.00,87.00
2026-04-29T06:05:00Z,14.00,87.00
2026-04-29T06:07:00Z,12.00,87.00
2026-04-29T06:09:00Z,14.00,87.00
2026-04-29T06:17:00Z,14.00,87.00
2026-04-29T06:19:00Z,14.00,87.00
2026-04-29T06:21:00Z,14.00,87.00
2026-04-29T06:23:00Z,14.00,87.00
2026-04-29T06:25:00Z,14.00,87.00
2026-04-29T06:26:00Z,14.00,87.00
2026-04-29T06:28:00Z,14.00,87.00
2026-04-29T06:29:00Z,13.81,87.00
2026-04-29T06:30:00Z,14.81,87.00
2026-04-29T06:32:00Z,14.00,87.00
2026-04-29T06:33:00Z,14.85,87.00
2026-04-29T06:34:00Z,14.85,86.00
2026-04-29T06:39:00Z,14.85,87.00
2026-04-29T06:41:00Z,15.00,87.00
2026-04-29T06:43:00Z,15.00,87.00
2026-04-29T06:48:00Z,15.00,87.00
2026-04-29T06:57:00Z,12.00,87.00
2026-04-29T07:02:00Z,12.00,87.00
2026-04-29T07:09:00Z,14.00,87.00
2026-04-29T07:11:00Z,11.14,87.00
2026-04-29T07:12:00Z,11.00,87.00
2026-04-29T07:15:00Z,11.00,87.00
2026-04-29T07:17:00Z,14.00,87.00
2026-04-29T07:21:00Z,11.00,87.00
2026-04-29T07:25:00Z,11.00,87.00
