# event_ticker=KXATPCHALLENGERMATCH-26MAY28BARGOM
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Hynek Barton
# fav_player=Norbert Gombos
# dog_player=Hynek Barton
# kalshi_date=2026-05-28
timestamp,Hynek Barton,Norbert Gombos
2026-05-28T02:19:00Z,,33.00
2026-05-28T02:41:00Z,67.00,33.00
2026-05-28T02:52:00Z,67.00,33.00
2026-05-28T03:08:00Z,67.00,33.00
2026-05-28T03:24:00Z,67.00,33.00
2026-05-28T03:50:00Z,67.00,33.00
2026-05-28T03:53:00Z,67.00,33.00
2026-05-28T04:43:00Z,69.00,33.00
2026-05-28T05:19:00Z,69.00,33.00
2026-05-28T06:31:00Z,70.00,33.00
2026-05-28T11:28:00Z,70.00,32.00
2026-05-28T11:48:00Z,70.00,32.00
2026-05-28T12:48:00Z,70.00,32.00
2026-05-28T13:03:00Z,70.00,32.00
2026-05-28T13:17:00Z,70.00,32.00
2026-05-28T13:50:00Z,70.00,32.00
2026-05-28T13:56:00Z,70.00,32.00
2026-05-28T13:58:00Z,70.00,32.00
2026-05-28T13:59:00Z,70.00,32.00
2026-05-28T14:03:00Z,70.73,32.00
2026-05-28T14:05:00Z,71.26,32.00
2026-05-28T14:06:00Z,71.26,33.00
2026-05-28T14:07:00Z,69.00,31.00
2026-05-28T14:08:00Z,69.00,32.00
2026-05-28T14:09:00Z,69.00,31.00
2026-05-28T14:10:00Z,69.00,32.00
2026-05-28T14:11:00Z,69.56,30.08
2026-05-28T14:12:00Z,72.16,27.23
2026-05-28T14:13:00Z,78.51,22.00
2026-05-28T14:14:00Z,83.59,22.00
2026-05-28T14:15:00Z,82.02,19.00
2026-05-28T14:16:00Z,82.00,20.90
2026-05-28T14:17:00Z,83.00,20.90
2026-05-28T14:18:00Z,82.00,18.00
2026-05-28T14:19:00Z,81.00,19.72
2026-05-28T14:21:00Z,84.01,16.43
2026-05-28T14:22:00Z,86.88,14.00
2026-05-28T14:23:00Z,89.00,14.00
2026-05-28T14:24:00Z,86.00,14.00
2026-05-28T14:25:00Z,84.00,14.00
2026-05-28T14:26:00Z,86.00,14.00
2026-05-28T14:28:00Z,86.00,16.00
2026-05-28T14:29:00Z,84.00,16.00
2026-05-28T14:31:00Z,83.00,16.00
2026-05-28T14:32:00Z,83.00,17.47
2026-05-28T14:35:00Z,85.00,17.00
2026-05-28T14:36:00Z,84.74,17.00
2026-05-28T14:37:00Z,85.00,17.00
2026-05-28T14:39:00Z,84.00,17.00
2026-05-28T14:40:00Z,84.00,17.00
2026-05-28T14:41:00Z,85.00,17.00
2026-05-28T14:42:00Z,85.00,17.00
2026-05-28T14:45:00Z,86.00,17.00
2026-05-28T14:46:00Z,86.04,15.00
2026-05-28T14:47:00Z,86.04,15.87
2026-05-28T14:48:00Z,87.00,15.87
2026-05-28T14:49:00Z,87.00,15.87
2026-05-28T14:50:00Z,87.05,15.87
2026-05-28T14:51:00Z,87.50,15.00
2026-05-28T14:52:00Z,87.00,12.95
2026-05-28T14:53:00Z,87.99,12.93
2026-05-28T14:54:00Z,89.00,12.93
2026-05-28T14:55:00Z,89.93,10.00
2026-05-28T14:56:00Z,89.61,10.00
2026-05-28T14:57:00Z,89.49,11.00
2026-05-28T14:58:00Z,89.39,10.00
2026-05-28T14:59:00Z,89.39,10.69
2026-05-28T15:00:00Z,90.00,10.00
2026-05-28T15:01:00Z,90.00,11.36
2026-05-28T15:02:00Z,88.00,11.52
2026-05-28T15:03:00Z,91.05,8.73
2026-05-28T15:04:00Z,94.00,6.00
2026-05-28T15:05:00Z,94.00,6.42
2026-05-28T15:06:00Z,94.99,6.42
2026-05-28T15:07:00Z,94.99,6.00
2026-05-28T15:08:00Z,94.99,5.00
2026-05-28T15:09:00Z,95.44,5.00
2026-05-28T15:10:00Z,95.44,4.94
2026-05-28T15:11:00Z,96.00,3.79
2026-05-28T15:12:00Z,97.00,3.03
2026-05-28T15:13:00Z,98.00,2.80
2026-05-28T15:14:00Z,98.00,2.00
2026-05-28T15:16:00Z,99.00,1.98
2026-05-28T15:17:00Z,98.00,1.60
2026-05-28T15:18:00Z,99.00,2.00
2026-05-28T15:19:00Z,99.00,2.00
2026-05-28T15:20:00Z,99.00,2.00
2026-05-28T15:21:00Z,97.99,2.12
2026-05-28T15:22:00Z,96.02,4.31
2026-05-28T15:23:00Z,95.00,4.59
2026-05-28T15:24:00Z,96.61,5.00
2026-05-28T15:25:00Z,97.00,4.00
2026-05-28T15:26:00Z,97.04,4.00
2026-05-28T15:27:00Z,98.15,2.00
2026-05-28T15:28:00Z,99.00,2.00
2026-05-28T15:29:00Z,99.00,1.04
2026-05-28T15:31:00Z,99.00,1.04
