# event_ticker=KXATPMATCH-26JAN07MUSETC
# final_score=6-7(3) 6-2 6-4
# score_resolution=6-7 6-2 6-4
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Tomas Martin Etcheverry
# kalshi_date=2026-01-07
timestamp,Lorenzo Musetti,Tomas Martin Etcheverry
2026-01-06T19:33:00Z,74.00,
2026-01-06T19:44:00Z,74.00,
2026-01-06T21:16:00Z,74.00,27.00
2026-01-06T21:17:00Z,74.00,27.00
2026-01-06T21:26:00Z,74.00,27.00
2026-01-06T22:35:00Z,74.00,27.77
2026-01-07T00:18:00Z,74.00,27.00
2026-01-07T00:39:00Z,73.00,27.00
2026-01-07T00:55:00Z,73.00,27.00
2026-01-07T01:05:00Z,73.00,27.00
2026-01-07T01:14:00Z,73.00,27.00
2026-01-07T01:26:00Z,73.00,27.00
2026-01-07T02:01:00Z,73.00,27.00
2026-01-07T02:17:00Z,73.00,27.00
2026-01-07T02:24:00Z,73.58,27.00
2026-01-07T02:36:00Z,73.58,27.00
2026-01-07T02:43:00Z,74.00,27.00
2026-01-07T02:46:00Z,74.00,27.00
2026-01-07T02:54:00Z,74.00,27.00
2026-01-07T03:21:00Z,74.00,27.00
2026-01-07T03:25:00Z,74.00,27.00
2026-01-07T03:28:00Z,74.00,27.00
2026-01-07T03:32:00Z,74.00,27.00
2026-01-07T03:38:00Z,74.00,27.00
2026-01-07T03:42:00Z,74.00,27.00
2026-01-07T03:56:00Z,74.00,27.00
2026-01-07T03:57:00Z,74.00,27.00
2026-01-07T03:58:00Z,74.00,27.00
2026-01-07T03:59:00Z,74.00,27.00
2026-01-07T04:01:00Z,74.00,27.00
2026-01-07T04:03:00Z,75.00,27.00
2026-01-07T04:12:00Z,74.81,27.00
2026-01-07T04:13:00Z,75.00,27.00
2026-01-07T04:19:00Z,75.00,27.00
2026-01-07T04:20:00Z,75.00,27.00
2026-01-07T04:22:00Z,75.00,27.00
2026-01-07T04:25:00Z,75.00,27.00
2026-01-07T04:30:00Z,75.00,27.00
2026-01-07T04:32:00Z,75.00,26.00
2026-01-07T04:33:00Z,75.00,25.00
2026-01-07T04:35:00Z,75.00,26.00
2026-01-07T04:36:00Z,75.00,26.00
2026-01-07T04:37:00Z,75.00,26.00
2026-01-07T04:40:00Z,75.00,26.00
2026-01-07T04:46:00Z,75.00,26.00
2026-01-07T04:48:00Z,75.00,26.00
2026-01-07T04:51:00Z,75.00,26.00
2026-01-07T04:52:00Z,75.00,26.00
2026-01-07T04:56:00Z,75.80,26.00
2026-01-07T04:58:00Z,75.86,26.00
2026-01-07T05:03:00Z,76.00,26.00
2026-01-07T05:06:00Z,76.00,26.00
2026-01-07T05:07:00Z,76.00,26.00
2026-01-07T05:10:00Z,76.00,26.00
2026-01-07T05:12:00Z,76.00,26.00
2026-01-07T05:13:00Z,76.00,26.00
2026-01-07T05:17:00Z,76.00,26.00
2026-01-07T05:19:00Z,76.00,26.00
2026-01-07T05:20:00Z,76.00,26.00
2026-01-07T05:21:00Z,76.00,26.00
2026-01-07T05:22:00Z,76.00,26.00
2026-01-07T05:23:00Z,76.00,26.00
2026-01-07T05:24:00Z,76.00,26.00
2026-01-07T05:25:00Z,76.00,26.00
