# event_ticker=KXATPCHALLENGERMATCH-26MAR31HERMEJ
# final_score=6-3 6-7(3) 6-3
# score_resolution=3-6 7-6 3-6
# match_winner=Nicolas Mejia
# fav_player=Alex Hernandez
# dog_player=Nicolas Mejia
# kalshi_date=2026-03-31
timestamp,Alex Hernandez,Nicolas Mejia
2026-03-31T15:52:00Z,,81.00
2026-03-31T17:23:00Z,,81.00
2026-03-31T17:55:00Z,,81.00
2026-03-31T18:57:00Z,,81.17
2026-03-31T19:31:00Z,,82.00
2026-03-31T21:21:00Z,,82.00
2026-03-31T21:31:00Z,,82.00
2026-03-31T21:43:00Z,,82.00
2026-03-31T22:01:00Z,,82.00
2026-03-31T22:09:00Z,,82.00
2026-03-31T22:21:00Z,19.00,82.00
2026-03-31T22:49:00Z,19.00,82.00
2026-03-31T22:55:00Z,19.00,82.00
2026-03-31T23:01:00Z,19.00,83.00
2026-03-31T23:08:00Z,19.00,83.00
2026-03-31T23:14:00Z,19.00,83.00
2026-03-31T23:20:00Z,19.00,83.00
2026-03-31T23:22:00Z,19.00,83.00
2026-03-31T23:31:00Z,19.00,83.00
2026-03-31T23:42:00Z,19.48,83.00
2026-03-31T23:59:00Z,20.00,83.00
2026-04-01T00:00:00Z,20.00,83.00
2026-04-01T00:04:00Z,20.00,83.00
2026-04-01T00:11:00Z,20.00,83.00
2026-04-01T00:14:00Z,19.00,83.00
2026-04-01T00:22:00Z,20.00,83.00
2026-04-01T00:28:00Z,20.00,83.00
2026-04-01T00:29:00Z,20.00,83.00
2026-04-01T00:31:00Z,20.00,83.00
2026-04-01T00:35:00Z,19.00,83.00
2026-04-01T00:41:00Z,19.00,82.00
2026-04-01T00:46:00Z,19.00,82.00
2026-04-01T00:47:00Z,19.00,81.48
2026-04-01T00:49:00Z,19.00,82.00
2026-04-01T00:50:00Z,19.00,82.00
2026-04-01T00:52:00Z,19.00,82.00
2026-04-01T00:55:00Z,19.00,81.00
2026-04-01T00:56:00Z,19.00,82.00
2026-04-01T00:59:00Z,19.00,82.00
2026-04-01T01:03:00Z,19.00,82.00
2026-04-01T01:04:00Z,19.00,82.00
2026-04-01T01:05:00Z,19.00,80.42
2026-04-01T01:06:00Z,19.00,82.00
2026-04-01T01:07:00Z,19.00,82.00
2026-04-01T01:10:00Z,19.00,81.00
2026-04-01T01:14:00Z,19.00,82.00
2026-04-01T01:15:00Z,19.00,82.00
2026-04-01T01:17:00Z,19.00,82.72
2026-04-01T01:18:00Z,20.00,82.72
2026-04-01T01:23:00Z,20.00,83.00
2026-04-01T01:24:00Z,20.00,83.00
2026-04-01T01:29:00Z,20.98,83.00
2026-04-01T01:31:00Z,20.00,82.00
2026-04-01T01:32:00Z,20.00,82.00
2026-04-01T01:34:00Z,20.00,82.00
2026-04-01T01:36:00Z,17.25,82.00
2026-04-01T01:37:00Z,14.00,84.00
2026-04-01T01:38:00Z,16.00,86.00
2026-04-01T01:39:00Z,12.90,86.00
2026-04-01T01:40:00Z,13.85,87.07
2026-04-01T01:41:00Z,13.12,86.08
2026-04-01T01:42:00Z,15.67,85.18
2026-04-01T01:43:00Z,12.76,85.96
2026-04-01T01:44:00Z,14.05,87.00
2026-04-01T01:45:00Z,15.22,86.00
2026-04-01T01:46:00Z,19.22,82.00
2026-04-01T01:47:00Z,20.81,81.00
2026-04-01T01:48:00Z,17.21,83.00
2026-04-01T01:49:00Z,20.71,82.00
2026-04-01T01:50:00Z,17.47,83.00
2026-04-01T01:51:00Z,16.00,83.00
2026-04-01T01:52:00Z,14.00,86.14
2026-04-01T01:53:00Z,9.09,90.38
2026-04-01T01:54:00Z,8.20,91.24
2026-04-01T01:55:00Z,10.03,91.78
2026-04-01T01:56:00Z,8.97,91.95
2026-04-01T01:57:00Z,10.69,89.08
2026-04-01T01:58:00Z,12.99,87.77
2026-04-01T01:59:00Z,12.52,90.96
2026-04-01T02:00:00Z,12.24,87.82
2026-04-01T02:01:00Z,13.51,87.07
2026-04-01T02:02:00Z,11.06,90.01
2026-04-01T02:03:00Z,8.71,91.23
2026-04-01T02:04:00Z,9.00,92.00
2026-04-01T02:05:00Z,10.12,92.00
2026-04-01T02:06:00Z,11.25,89.50
2026-04-01T02:07:00Z,10.91,89.02
2026-04-01T02:08:00Z,8.07,92.41
2026-04-01T02:09:00Z,7.69,93.00
2026-04-01T02:10:00Z,7.74,93.00
2026-04-01T02:11:00Z,8.38,92.08
2026-04-01T02:12:00Z,8.46,92.00
2026-04-01T02:13:00Z,8.73,92.00
2026-04-01T02:14:00Z,8.25,92.00
2026-04-01T02:15:00Z,9.02,92.00
2026-04-01T02:16:00Z,9.43,92.00
2026-04-01T02:17:00Z,6.97,93.50
2026-04-01T02:18:00Z,7.00,94.70
2026-04-01T02:19:00Z,6.22,95.00
2026-04-01T02:20:00Z,5.88,95.00
2026-04-01T02:21:00Z,6.00,93.81
2026-04-01T02:22:00Z,7.82,92.08
2026-04-01T02:23:00Z,9.96,91.00
2026-04-01T02:24:00Z,9.66,91.00
2026-04-01T02:25:00Z,9.27,91.66
2026-04-01T02:26:00Z,11.22,88.64
2026-04-01T02:27:00Z,11.77,89.00
2026-04-01T02:28:00Z,12.20,89.30
2026-04-01T02:29:00Z,12.44,86.14
2026-04-01T02:30:00Z,17.83,85.62
2026-04-01T02:31:00Z,18.76,82.01
2026-04-01T02:32:00Z,13.86,86.71
2026-04-01T02:33:00Z,10.52,89.26
2026-04-01T02:34:00Z,11.81,89.35
2026-04-01T02:35:00Z,15.95,85.59
2026-04-01T02:36:00Z,20.01,81.13
2026-04-01T02:37:00Z,17.08,83.87
2026-04-01T02:38:00Z,20.06,80.00
2026-04-01T02:39:00Z,21.67,79.43
2026-04-01T02:40:00Z,21.58,79.37
2026-04-01T02:41:00Z,20.13,81.99
2026-04-01T02:42:00Z,22.17,78.00
2026-04-01T02:43:00Z,21.97,78.86
2026-04-01T02:44:00Z,23.20,75.73
2026-04-01T02:45:00Z,28.82,71.43
2026-04-01T02:46:00Z,27.37,73.93
2026-04-01T02:47:00Z,26.15,74.40
2026-04-01T02:48:00Z,25.44,75.92
2026-04-01T02:49:00Z,25.66,77.70
2026-04-01T02:50:00Z,23.37,78.00
2026-04-01T02:51:00Z,25.07,77.47
2026-04-01T02:52:00Z,25.95,74.86
2026-04-01T02:53:00Z,25.67,75.00
2026-04-01T02:54:00Z,24.23,76.90
2026-04-01T02:55:00Z,24.24,77.00
2026-04-01T02:56:00Z,23.02,77.38
2026-04-01T02:57:00Z,24.21,77.70
2026-04-01T02:58:00Z,15.07,84.99
2026-04-01T02:59:00Z,13.55,85.77
2026-04-01T03:00:00Z,12.54,87.76
2026-04-01T03:01:00Z,12.58,88.00
2026-04-01T03:02:00Z,10.81,88.84
2026-04-01T03:03:00Z,12.65,87.96
2026-04-01T03:04:00Z,12.27,87.07
2026-04-01T03:05:00Z,12.16,87.71
2026-04-01T03:06:00Z,9.48,90.02
2026-04-01T03:07:00Z,13.20,88.65
2026-04-01T03:08:00Z,14.50,87.39
2026-04-01T03:09:00Z,14.38,86.96
2026-04-01T03:10:00Z,14.92,86.00
2026-04-01T03:11:00Z,15.34,85.75
2026-04-01T03:12:00Z,12.44,86.80
2026-04-01T03:13:00Z,10.01,90.94
2026-04-01T03:14:00Z,6.09,92.82
2026-04-01T03:15:00Z,7.06,94.83
2026-04-01T03:16:00Z,5.55,95.96
2026-04-01T03:17:00Z,6.67,93.31
2026-04-01T03:18:00Z,11.02,90.29
2026-04-01T03:19:00Z,15.11,85.63
2026-04-01T03:20:00Z,16.50,84.96
2026-04-01T03:21:00Z,14.89,87.61
2026-04-01T03:22:00Z,12.07,90.09
2026-04-01T03:23:00Z,12.48,89.00
2026-04-01T03:24:00Z,14.80,85.63
2026-04-01T03:25:00Z,19.24,79.36
2026-04-01T03:26:00Z,19.91,82.63
2026-04-01T03:27:00Z,25.19,75.74
2026-04-01T03:28:00Z,31.39,69.71
2026-04-01T03:29:00Z,31.27,70.24
2026-04-01T03:30:00Z,26.19,72.90
2026-04-01T03:31:00Z,31.93,68.10
2026-04-01T03:32:00Z,31.48,67.21
2026-04-01T03:33:00Z,32.28,67.97
2026-04-01T03:34:00Z,32.76,68.00
2026-04-01T03:35:00Z,33.31,67.94
2026-04-01T03:36:00Z,32.40,68.02
2026-04-01T03:37:00Z,28.47,73.20
2026-04-01T03:38:00Z,27.84,73.56
2026-04-01T03:39:00Z,27.19,73.26
2026-04-01T03:40:00Z,26.85,77.81
2026-04-01T03:41:00Z,15.08,86.36
2026-04-01T03:42:00Z,14.53,86.43
2026-04-01T03:43:00Z,17.57,82.92
2026-04-01T03:44:00Z,20.38,82.91
2026-04-01T03:45:00Z,19.69,79.26
2026-04-01T03:46:00Z,20.83,79.45
2026-04-01T03:47:00Z,26.45,73.60
2026-04-01T03:48:00Z,30.62,69.45
2026-04-01T03:49:00Z,31.63,71.06
2026-04-01T03:50:00Z,25.28,74.87
2026-04-01T03:51:00Z,24.85,75.83
2026-04-01T03:52:00Z,24.00,76.98
2026-04-01T03:53:00Z,21.21,77.61
2026-04-01T03:54:00Z,23.30,76.33
2026-04-01T03:55:00Z,30.28,69.55
2026-04-01T03:56:00Z,31.45,69.34
2026-04-01T03:57:00Z,24.74,75.11
2026-04-01T03:58:00Z,23.47,76.66
2026-04-01T03:59:00Z,24.57,76.57
2026-04-01T04:00:00Z,29.27,74.28
2026-04-01T04:01:00Z,24.37,78.98
2026-04-01T04:02:00Z,11.88,88.80
2026-04-01T04:03:00Z,8.41,91.60
2026-04-01T04:04:00Z,8.40,91.96
2026-04-01T04:05:00Z,5.48,93.98
2026-04-01T04:06:00Z,4.04,95.61
2026-04-01T04:07:00Z,3.18,97.61
2026-04-01T04:08:00Z,2.94,97.79
2026-04-01T04:09:00Z,1.64,98.74
2026-04-01T04:10:00Z,1.71,98.09
2026-04-01T04:11:00Z,2.37,97.39
2026-04-01T04:12:00Z,3.00,96.88
2026-04-01T04:13:00Z,3.92,95.53
2026-04-01T04:14:00Z,5.14,96.52
2026-04-01T04:15:00Z,2.20,98.59
2026-04-01T04:16:00Z,1.51,98.98
2026-04-01T04:17:00Z,1.51,99.00
2026-04-01T04:18:00Z,1.51,99.00
2026-04-01T04:19:00Z,1.51,99.00
2026-04-01T04:20:00Z,1.51,99.00
2026-04-01T04:22:00Z,1.51,99.00
