# event_ticker=KXATPMATCH-25JUL15GASDZU
# final_score=4-6 6-2 6-2
# match_winner=Damir Dzumhur
# fav_player=Damir Dzumhur
# dog_player=Hugo Gaston
# kalshi_date=2025-07-15
timestamp,Damir Dzumhur,Hugo Gaston
2025-07-17T05:05:00Z,56.00,
2025-07-17T05:42:00Z,56.00,44.00
2025-07-17T05:50:00Z,56.00,44.00
2025-07-17T05:59:00Z,56.00,44.00
2025-07-17T06:12:00Z,54.88,44.00
2025-07-17T06:51:00Z,57.00,44.00
2025-07-17T12:23:00Z,57.00,47.00
2025-07-17T12:52:00Z,57.00,46.00
2025-07-17T12:57:00Z,57.00,46.00
2025-07-17T12:59:00Z,56.00,46.00
2025-07-17T13:01:00Z,56.00,46.00
2025-07-17T13:03:00Z,57.00,46.00
2025-07-17T13:05:00Z,56.00,45.00
2025-07-17T13:18:00Z,56.00,45.00
2025-07-17T13:35:00Z,56.00,45.00
2025-07-17T13:46:00Z,56.00,45.00
2025-07-17T14:01:00Z,56.00,45.00
2025-07-17T14:13:00Z,57.00,45.00
2025-07-17T14:25:00Z,57.00,45.00
2025-07-17T14:32:00Z,57.00,45.61
2025-07-17T14:38:00Z,57.00,46.00
2025-07-17T14:40:00Z,57.00,46.00
2025-07-17T14:42:00Z,55.00,46.00
2025-07-17T14:43:00Z,55.00,46.00
2025-07-17T14:45:00Z,55.00,46.00
2025-07-17T14:46:00Z,56.00,46.00
2025-07-17T14:52:00Z,56.00,46.00
2025-07-17T14:54:00Z,56.00,46.00
2025-07-17T15:06:00Z,56.00,46.00
2025-07-17T15:07:00Z,56.00,45.00
2025-07-17T15:14:00Z,56.00,45.00
2025-07-17T15:15:00Z,56.00,45.00
2025-07-17T15:17:00Z,57.22,45.00
2025-07-17T15:18:00Z,57.22,44.00
2025-07-17T15:19:00Z,57.00,44.00
2025-07-17T15:20:00Z,57.00,44.00
2025-07-17T15:22:00Z,57.00,45.00
2025-07-17T15:24:00Z,57.50,45.00
2025-07-17T15:25:00Z,58.00,45.00
2025-07-17T15:26:00Z,58.00,45.00
2025-07-17T15:27:00Z,58.00,45.00
2025-07-17T15:28:00Z,58.00,44.41
2025-07-17T15:29:00Z,57.00,43.00
2025-07-17T15:30:00Z,57.00,44.00
2025-07-17T15:32:00Z,57.00,44.00
2025-07-17T15:33:00Z,57.00,44.53
2025-07-17T15:34:00Z,57.00,45.00
2025-07-17T15:36:00Z,57.00,45.00
2025-07-17T15:37:00Z,57.65,45.00
2025-07-17T15:38:00Z,57.65,44.00
2025-07-17T15:40:00Z,57.65,44.00
2025-07-17T15:43:00Z,57.65,44.79
2025-07-17T15:46:00Z,57.65,45.00
2025-07-17T15:47:00Z,57.65,45.00
2025-07-17T15:50:00Z,57.65,45.00
2025-07-17T15:52:00Z,57.00,45.00
2025-07-17T15:54:00Z,57.00,45.17
2025-07-17T15:55:00Z,57.00,46.00
2025-07-17T15:57:00Z,56.00,46.00
2025-07-17T16:00:00Z,60.49,46.00
2025-07-17T16:01:00Z,59.32,46.00
2025-07-17T16:03:00Z,58.00,46.00
2025-07-17T16:05:00Z,58.00,44.35
2025-07-17T16:07:00Z,58.00,45.57
2025-07-17T16:09:00Z,58.00,45.91
2025-07-17T16:11:00Z,57.00,45.91
2025-07-17T16:12:00Z,57.00,45.00
2025-07-17T16:13:00Z,57.00,45.00
2025-07-17T16:14:00Z,57.00,45.00
2025-07-17T16:15:00Z,57.00,45.00
2025-07-17T16:17:00Z,59.66,44.00
2025-07-17T16:18:00Z,56.20,44.00
2025-07-17T16:19:00Z,57.00,44.00
2025-07-17T16:20:00Z,58.00,44.00
2025-07-17T16:22:00Z,58.00,44.00
2025-07-17T16:23:00Z,57.00,44.00
2025-07-17T16:24:00Z,57.60,44.00
2025-07-17T16:25:00Z,58.60,44.00
2025-07-17T16:26:00Z,58.40,44.00
2025-07-17T16:27:00Z,56.20,44.50
2025-07-17T16:28:00Z,56.32,44.50
2025-07-17T16:29:00Z,57.37,47.00
2025-07-17T16:30:00Z,57.41,44.14
2025-07-17T16:31:00Z,57.96,42.00
2025-07-17T16:32:00Z,58.00,42.15
2025-07-17T16:33:00Z,60.22,42.01
2025-07-17T16:34:00Z,54.49,42.01
2025-07-17T16:35:00Z,57.00,51.82
2025-07-17T16:36:00Z,60.54,56.00
2025-07-17T16:37:00Z,53.12,47.80
2025-07-17T16:38:00Z,53.12,47.00
2025-07-17T16:39:00Z,52.87,47.19
2025-07-17T16:40:00Z,52.00,48.00
2025-07-17T16:41:00Z,57.31,48.00
2025-07-17T16:42:00Z,50.59,53.32
2025-07-17T16:43:00Z,50.59,49.90
2025-07-17T16:44:00Z,50.59,46.91
2025-07-17T16:45:00Z,59.67,43.00
2025-07-17T16:46:00Z,58.00,42.34
2025-07-17T16:47:00Z,58.90,42.00
2025-07-17T16:48:00Z,61.00,40.01
2025-07-17T16:49:00Z,61.00,38.41
2025-07-17T16:50:00Z,58.00,36.00
2025-07-17T16:51:00Z,55.00,47.00
2025-07-17T16:52:00Z,55.00,47.00
2025-07-17T16:54:00Z,55.00,46.57
2025-07-17T16:55:00Z,77.00,42.00
2025-07-17T16:56:00Z,77.00,48.10
2025-07-17T16:57:00Z,51.39,46.00
2025-07-17T16:58:00Z,57.00,46.15
2025-07-17T16:59:00Z,64.70,45.30
2025-07-17T17:00:00Z,63.07,45.30
2025-07-17T17:01:00Z,70.79,49.00
2025-07-17T17:02:00Z,58.73,42.26
2025-07-17T17:03:00Z,58.00,43.41
2025-07-17T17:04:00Z,62.11,42.77
2025-07-17T17:05:00Z,56.28,47.94
2025-07-17T17:06:00Z,59.00,47.94
2025-07-17T17:07:00Z,59.00,47.00
2025-07-17T17:08:00Z,55.00,53.78
2025-07-17T17:09:00Z,55.00,52.00
2025-07-17T17:10:00Z,50.00,53.00
2025-07-17T17:11:00Z,47.52,53.00
2025-07-17T17:12:00Z,43.46,59.46
2025-07-17T17:13:00Z,44.27,60.63
2025-07-17T17:14:00Z,41.31,58.36
2025-07-17T17:15:00Z,29.08,72.00
2025-07-17T17:16:00Z,28.01,69.05
2025-07-17T17:17:00Z,30.00,69.03
2025-07-17T17:18:00Z,35.00,71.00
2025-07-17T17:19:00Z,33.46,68.00
2025-07-17T17:20:00Z,34.06,67.20
2025-07-17T17:21:00Z,46.00,62.00
2025-07-17T17:22:00Z,45.00,62.00
2025-07-17T17:23:00Z,51.20,62.00
2025-07-17T17:24:00Z,50.02,48.00
2025-07-17T17:25:00Z,53.07,48.00
2025-07-17T17:26:00Z,60.63,43.78
2025-07-17T17:27:00Z,67.15,32.75
2025-07-17T17:28:00Z,65.45,42.28
2025-07-17T17:29:00Z,68.92,44.73
2025-07-17T17:30:00Z,66.61,41.92
2025-07-17T17:31:00Z,69.00,38.25
2025-07-17T17:32:00Z,69.87,34.29
2025-07-17T17:33:00Z,69.11,38.00
2025-07-17T17:34:00Z,68.36,35.17
2025-07-17T17:35:00Z,65.22,37.80
2025-07-17T17:36:00Z,68.92,40.49
2025-07-17T17:37:00Z,69.90,36.32
2025-07-17T17:38:00Z,73.68,32.53
2025-07-17T17:39:00Z,74.77,33.99
2025-07-17T17:40:00Z,68.19,41.00
2025-07-17T17:41:00Z,67.42,36.00
2025-07-17T17:42:00Z,72.49,39.27
2025-07-17T17:43:00Z,67.54,37.00
2025-07-17T17:44:00Z,74.21,38.00
2025-07-17T17:45:00Z,71.30,33.59
2025-07-17T17:46:00Z,73.24,38.69
2025-07-17T17:47:00Z,74.34,32.69
2025-07-17T17:48:00Z,77.80,26.00
2025-07-17T17:49:00Z,87.34,18.99
2025-07-17T17:50:00Z,89.01,11.10
2025-07-17T17:51:00Z,80.37,18.48
2025-07-17T17:52:00Z,64.82,31.05
2025-07-17T17:53:00Z,74.25,42.74
2025-07-17T17:54:00Z,61.50,45.05
2025-07-17T17:55:00Z,53.28,46.56
2025-07-17T17:56:00Z,53.37,47.00
2025-07-17T17:57:00Z,53.81,47.31
2025-07-17T17:58:00Z,56.26,46.17
2025-07-17T17:59:00Z,58.83,47.88
2025-07-17T18:00:00Z,63.72,41.83
2025-07-17T18:01:00Z,69.70,34.85
2025-07-17T18:02:00Z,76.93,30.37
2025-07-17T18:03:00Z,76.67,23.41
2025-07-17T18:04:00Z,81.49,22.55
2025-07-17T18:05:00Z,84.74,13.03
2025-07-17T18:06:00Z,87.29,23.45
2025-07-17T18:07:00Z,89.38,45.00
2025-07-17T18:08:00Z,97.00,23.00
2025-07-17T18:09:00Z,96.00,23.00
2025-07-17T18:10:00Z,98.00,2.99
2025-07-17T18:11:00Z,96.37,4.07
2025-07-17T18:12:00Z,97.33,2.83
2025-07-17T18:13:00Z,97.33,2.00
2025-07-17T18:14:00Z,99.00,2.00
2025-07-17T18:15:00Z,99.00,1.00
2025-07-17T18:16:00Z,99.00,1.00
