# event_ticker=KXATPCHALLENGERMATCH-26MAY01BOLWAL
# final_score=6-2 3-6 7-6(5)
# score_resolution=2-6 6-3 6-7
# match_winner=Adam Walton
# fav_player=Alex Bolt
# dog_player=Adam Walton
# kalshi_date=2026-05-01
timestamp,Alex Bolt,Adam Walton
2026-05-01T16:36:00Z,39.00,
2026-05-01T17:06:00Z,39.00,
2026-05-01T17:28:00Z,39.00,63.00
2026-05-01T17:41:00Z,39.00,63.00
2026-05-01T18:00:00Z,39.00,64.00
2026-05-01T18:19:00Z,39.00,64.00
2026-05-01T18:31:00Z,38.00,64.00
2026-05-01T18:32:00Z,39.00,64.00
2026-05-01T18:51:00Z,39.00,63.00
2026-05-01T19:17:00Z,39.00,64.00
2026-05-01T19:23:00Z,39.00,63.00
2026-05-01T19:29:00Z,39.00,63.00
2026-05-01T19:39:00Z,39.00,63.00
2026-05-01T20:01:00Z,39.00,63.00
2026-05-01T20:02:00Z,39.00,63.00
2026-05-01T20:08:00Z,39.00,63.00
2026-05-01T20:18:00Z,39.00,63.00
2026-05-01T20:42:00Z,39.00,63.00
2026-05-01T20:46:00Z,39.00,63.00
2026-05-01T21:04:00Z,39.00,63.00
2026-05-01T21:09:00Z,39.00,63.00
2026-05-01T21:12:00Z,38.00,63.00
2026-05-01T21:18:00Z,38.00,63.00
2026-05-01T21:23:00Z,38.00,63.00
2026-05-01T21:27:00Z,38.00,63.00
2026-05-01T21:31:00Z,38.00,63.00
2026-05-01T21:40:00Z,38.00,63.56
2026-05-01T21:52:00Z,38.00,64.62
2026-05-01T21:53:00Z,38.00,65.00
2026-05-01T21:54:00Z,37.00,65.00
2026-05-01T21:57:00Z,37.00,65.00
2026-05-01T22:00:00Z,37.00,65.00
2026-05-01T22:01:00Z,37.00,65.00
2026-05-01T22:04:00Z,37.00,65.00
2026-05-01T22:06:00Z,35.67,65.00
2026-05-01T22:07:00Z,35.00,65.00
2026-05-01T22:11:00Z,35.83,65.00
2026-05-01T22:12:00Z,35.83,65.00
2026-05-01T22:16:00Z,36.00,65.00
2026-05-01T22:18:00Z,36.00,65.00
2026-05-01T22:20:00Z,36.00,65.00
2026-05-01T22:27:00Z,36.00,65.00
2026-05-01T22:33:00Z,36.00,65.00
2026-05-01T22:42:00Z,36.00,65.00
2026-05-01T22:45:00Z,36.00,65.00
2026-05-01T22:48:00Z,36.00,65.00
2026-05-01T22:49:00Z,36.00,65.00
2026-05-01T22:50:00Z,36.00,65.00
2026-05-01T23:04:00Z,36.00,65.00
2026-05-01T23:20:00Z,36.00,65.00
2026-05-01T23:22:00Z,36.00,65.00
2026-05-01T23:41:00Z,36.00,65.00
2026-05-01T23:42:00Z,36.00,65.00
2026-05-01T23:50:00Z,36.00,65.00
2026-05-01T23:52:00Z,36.00,65.00
2026-05-02T00:01:00Z,36.00,65.00
2026-05-02T00:02:00Z,36.00,65.00
2026-05-02T00:05:00Z,36.00,65.00
2026-05-02T00:06:00Z,36.00,65.00
2026-05-02T00:07:00Z,36.00,65.00
2026-05-02T00:10:00Z,36.00,65.00
2026-05-02T00:12:00Z,36.00,65.00
2026-05-02T00:15:00Z,36.00,65.00
2026-05-02T00:16:00Z,36.00,65.00
2026-05-02T00:21:00Z,36.00,65.00
2026-05-02T00:31:00Z,36.00,65.00
2026-05-02T00:38:00Z,36.00,65.00
2026-05-02T00:41:00Z,36.00,65.00
2026-05-02T00:44:00Z,36.00,65.00
2026-05-02T00:54:00Z,36.00,65.00
2026-05-02T01:00:00Z,36.00,65.00
2026-05-02T01:04:00Z,36.00,65.00
2026-05-02T01:06:00Z,36.00,65.00
2026-05-02T01:09:00Z,36.00,65.00
2026-05-02T01:12:00Z,36.00,65.00
2026-05-02T01:15:00Z,36.00,65.00
2026-05-02T01:19:00Z,35.00,65.00
2026-05-02T01:23:00Z,36.00,65.00
2026-05-02T01:25:00Z,36.00,65.00
2026-05-02T01:27:00Z,36.00,65.00
2026-05-02T01:29:00Z,36.00,65.00
2026-05-02T01:30:00Z,36.00,65.00
2026-05-02T01:33:00Z,36.00,65.00
2026-05-02T01:34:00Z,36.00,65.00
2026-05-02T01:36:00Z,36.00,65.00
