# event_ticker=KXATPMATCH-26MAY19DAVDE
# final_score=6-2 4-6 6-4
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Alejandro Davidovich Fokina
# kalshi_date=2026-05-19
timestamp,Alejandro Davidovich Fokina,Alex de Minaur
2026-05-20T03:35:00Z,42.00,
2026-05-20T03:42:00Z,42.00,
2026-05-20T03:47:00Z,42.00,60.00
2026-05-20T03:53:00Z,42.00,60.00
2026-05-20T04:04:00Z,42.00,60.00
2026-05-20T04:07:00Z,42.00,60.00
2026-05-20T04:09:00Z,42.00,59.00
2026-05-20T04:11:00Z,42.00,59.00
2026-05-20T04:13:00Z,42.00,59.00
2026-05-20T04:14:00Z,42.00,59.00
2026-05-20T04:15:00Z,42.00,59.00
2026-05-20T04:18:00Z,42.00,59.00
2026-05-20T04:20:00Z,42.00,59.00
2026-05-20T04:22:00Z,42.00,59.00
2026-05-20T04:26:00Z,42.00,58.00
2026-05-20T04:27:00Z,42.00,58.00
2026-05-20T04:33:00Z,42.00,58.00
2026-05-20T04:35:00Z,42.00,59.00
2026-05-20T04:36:00Z,42.00,59.00
2026-05-20T04:37:00Z,42.00,59.00
2026-05-20T04:38:00Z,42.00,59.00
2026-05-20T04:43:00Z,42.00,59.00
2026-05-20T04:44:00Z,42.00,59.00
2026-05-20T04:52:00Z,42.00,59.00
2026-05-20T04:54:00Z,42.00,59.00
2026-05-20T04:56:00Z,42.00,59.00
2026-05-20T04:59:00Z,42.00,59.00
2026-05-20T05:01:00Z,42.00,59.00
2026-05-20T05:03:00Z,42.00,59.00
2026-05-20T05:06:00Z,42.00,59.00
2026-05-20T05:14:00Z,42.00,59.00
2026-05-20T05:16:00Z,42.00,59.00
2026-05-20T05:17:00Z,42.00,59.00
2026-05-20T05:18:00Z,42.00,59.00
2026-05-20T05:20:00Z,42.00,59.00
2026-05-20T05:21:00Z,42.00,59.00
2026-05-20T05:22:00Z,42.00,59.00
2026-05-20T05:23:00Z,42.00,59.00
2026-05-20T05:26:00Z,42.00,59.00
2026-05-20T05:29:00Z,42.00,59.00
2026-05-20T05:30:00Z,42.00,60.00
2026-05-20T05:35:00Z,42.00,60.00
2026-05-20T05:38:00Z,42.00,60.00
2026-05-20T05:42:00Z,42.00,60.00
2026-05-20T05:44:00Z,42.00,60.00
2026-05-20T05:46:00Z,42.00,60.00
2026-05-20T05:51:00Z,42.00,60.00
2026-05-20T05:57:00Z,42.00,60.00
2026-05-20T06:05:00Z,41.00,60.00
