# event_ticker=KXATPCHALLENGERMATCH-26APR30BURPEL
# final_score=6-4 4-6 7-5
# score_resolution=4-6 6-4 5-7
# match_winner=Roman Andres Burruchaga
# fav_player=Andrea Pellegrino
# dog_player=Roman Andres Burruchaga
# kalshi_date=2026-04-30
timestamp,Roman Andres Burruchaga,Andrea Pellegrino
2026-04-30T14:53:00Z,68.00,33.00
2026-04-30T14:54:00Z,68.00,33.00
2026-04-30T14:57:00Z,67.00,33.00
2026-04-30T15:04:00Z,67.00,33.00
2026-04-30T15:08:00Z,68.00,33.00
2026-04-30T15:09:00Z,68.00,33.00
2026-04-30T15:10:00Z,68.00,33.00
2026-04-30T15:12:00Z,68.00,33.00
2026-04-30T15:13:00Z,68.00,33.00
2026-04-30T15:14:00Z,68.00,33.00
2026-04-30T15:15:00Z,68.00,33.00
2026-04-30T15:16:00Z,68.00,33.00
2026-04-30T15:19:00Z,68.00,33.00
2026-04-30T15:21:00Z,68.00,33.00
2026-04-30T15:22:00Z,68.00,33.00
2026-04-30T15:23:00Z,68.00,33.00
2026-04-30T15:25:00Z,68.00,33.00
2026-04-30T15:26:00Z,68.00,33.00
2026-04-30T15:28:00Z,68.00,33.00
2026-04-30T15:30:00Z,67.94,33.00
2026-04-30T15:31:00Z,68.00,33.00
2026-04-30T15:32:00Z,68.00,33.00
2026-04-30T15:33:00Z,67.15,31.99
2026-04-30T15:34:00Z,69.00,33.00
2026-04-30T15:35:00Z,69.86,33.00
2026-04-30T15:36:00Z,70.57,30.04
2026-04-30T15:37:00Z,73.60,29.79
2026-04-30T15:38:00Z,68.45,30.78
2026-04-30T15:39:00Z,66.51,33.66
2026-04-30T15:40:00Z,65.69,36.00
2026-04-30T15:41:00Z,66.63,35.00
2026-04-30T15:42:00Z,65.55,34.89
2026-04-30T15:43:00Z,66.81,32.37
2026-04-30T15:44:00Z,70.23,30.04
2026-04-30T15:45:00Z,73.23,24.26
2026-04-30T15:46:00Z,73.26,28.80
2026-04-30T15:47:00Z,70.61,30.33
2026-04-30T15:48:00Z,77.99,22.00
2026-04-30T15:49:00Z,77.98,22.59
2026-04-30T15:50:00Z,79.92,21.25
2026-04-30T15:51:00Z,77.46,21.00
2026-04-30T15:52:00Z,74.55,27.59
2026-04-30T15:53:00Z,76.79,28.01
2026-04-30T15:54:00Z,77.35,22.06
2026-04-30T15:55:00Z,77.99,22.92
2026-04-30T15:56:00Z,79.05,21.13
2026-04-30T15:57:00Z,80.04,21.18
2026-04-30T15:58:00Z,78.00,23.00
2026-04-30T15:59:00Z,78.10,23.29
2026-04-30T16:00:00Z,76.88,24.00
2026-04-30T16:01:00Z,77.93,23.49
2026-04-30T16:02:00Z,78.24,23.34
2026-04-30T16:03:00Z,76.16,23.19
2026-04-30T16:04:00Z,77.93,23.62
2026-04-30T16:05:00Z,79.00,21.00
2026-04-30T16:06:00Z,78.64,22.27
2026-04-30T16:07:00Z,78.07,22.26
2026-04-30T16:08:00Z,80.99,19.04
2026-04-30T16:09:00Z,80.40,20.25
2026-04-30T16:10:00Z,77.99,22.01
2026-04-30T16:11:00Z,78.00,22.16
2026-04-30T16:12:00Z,79.83,19.17
2026-04-30T16:13:00Z,82.14,18.51
2026-04-30T16:14:00Z,82.00,19.63
2026-04-30T16:15:00Z,82.00,18.96
2026-04-30T16:16:00Z,81.23,20.00
2026-04-30T16:17:00Z,81.00,17.63
2026-04-30T16:18:00Z,82.16,21.67
2026-04-30T16:19:00Z,75.99,26.80
2026-04-30T16:20:00Z,81.22,21.33
2026-04-30T16:21:00Z,72.60,24.21
2026-04-30T16:22:00Z,79.20,27.09
2026-04-30T16:23:00Z,82.82,17.16
2026-04-30T16:24:00Z,83.66,16.98
2026-04-30T16:25:00Z,84.00,17.00
2026-04-30T16:26:00Z,83.14,17.08
2026-04-30T16:27:00Z,83.05,17.27
2026-04-30T16:28:00Z,82.31,18.93
2026-04-30T16:29:00Z,83.28,17.39
2026-04-30T16:30:00Z,84.57,16.16
2026-04-30T16:31:00Z,87.80,15.25
2026-04-30T16:32:00Z,81.36,18.31
2026-04-30T16:33:00Z,80.22,19.69
2026-04-30T16:34:00Z,77.38,22.60
2026-04-30T16:35:00Z,74.74,25.62
2026-04-30T16:36:00Z,73.45,25.47
2026-04-30T16:37:00Z,77.30,20.04
2026-04-30T16:38:00Z,82.99,18.02
2026-04-30T16:39:00Z,85.20,14.84
2026-04-30T16:40:00Z,88.11,13.08
2026-04-30T16:41:00Z,91.32,9.65
2026-04-30T16:42:00Z,87.77,12.39
2026-04-30T16:43:00Z,92.81,7.89
2026-04-30T16:44:00Z,92.98,7.98
2026-04-30T16:45:00Z,91.24,8.40
2026-04-30T16:46:00Z,92.00,7.97
2026-04-30T16:47:00Z,89.51,10.71
2026-04-30T16:48:00Z,93.53,6.02
2026-04-30T16:49:00Z,94.92,4.74
2026-04-30T16:50:00Z,95.33,3.67
2026-04-30T16:51:00Z,93.07,7.05
2026-04-30T16:52:00Z,92.40,7.20
2026-04-30T16:53:00Z,93.00,7.00
2026-04-30T16:54:00Z,93.78,6.78
2026-04-30T16:55:00Z,95.95,5.08
2026-04-30T16:56:00Z,96.00,4.50
2026-04-30T16:57:00Z,95.07,4.80
2026-04-30T16:58:00Z,95.64,4.02
2026-04-30T16:59:00Z,95.72,3.51
2026-04-30T17:00:00Z,95.64,4.43
2026-04-30T17:01:00Z,94.36,6.00
2026-04-30T17:02:00Z,94.00,6.98
2026-04-30T17:03:00Z,95.87,4.49
2026-04-30T17:04:00Z,96.45,4.11
2026-04-30T17:05:00Z,94.08,5.92
2026-04-30T17:06:00Z,92.07,11.27
2026-04-30T17:07:00Z,80.51,19.14
2026-04-30T17:08:00Z,80.92,19.95
2026-04-30T17:09:00Z,77.94,22.61
2026-04-30T17:10:00Z,76.99,22.73
2026-04-30T17:11:00Z,77.48,22.35
2026-04-30T17:12:00Z,78.08,22.73
2026-04-30T17:13:00Z,77.47,23.86
2026-04-30T17:14:00Z,68.48,30.14
2026-04-30T17:15:00Z,63.35,34.51
2026-04-30T17:16:00Z,57.79,42.30
2026-04-30T17:17:00Z,58.76,39.98
2026-04-30T17:18:00Z,61.68,40.70
2026-04-30T17:19:00Z,61.70,40.21
2026-04-30T17:20:00Z,59.62,43.29
2026-04-30T17:21:00Z,58.83,43.51
2026-04-30T17:22:00Z,61.94,39.58
2026-04-30T17:23:00Z,64.50,36.78
2026-04-30T17:24:00Z,64.44,36.86
2026-04-30T17:25:00Z,70.13,33.94
2026-04-30T17:26:00Z,75.83,25.10
2026-04-30T17:27:00Z,73.47,27.14
2026-04-30T17:28:00Z,67.14,36.23
2026-04-30T17:29:00Z,67.70,35.31
2026-04-30T17:30:00Z,62.66,35.83
2026-04-30T17:31:00Z,66.67,31.74
2026-04-30T17:32:00Z,66.63,33.66
2026-04-30T17:33:00Z,59.98,38.56
2026-04-30T17:34:00Z,50.95,48.07
2026-04-30T17:35:00Z,51.65,47.62
2026-04-30T17:36:00Z,56.26,45.21
2026-04-30T17:37:00Z,58.34,41.38
2026-04-30T17:38:00Z,57.89,44.97
2026-04-30T17:39:00Z,56.40,45.43
2026-04-30T17:40:00Z,61.44,38.92
2026-04-30T17:41:00Z,69.00,30.41
2026-04-30T17:42:00Z,60.25,43.00
2026-04-30T17:43:00Z,59.67,40.97
2026-04-30T17:44:00Z,59.35,42.46
2026-04-30T17:45:00Z,60.64,41.90
2026-04-30T17:46:00Z,60.51,39.22
2026-04-30T17:47:00Z,54.89,44.71
2026-04-30T17:48:00Z,54.07,46.82
2026-04-30T17:49:00Z,54.96,46.14
2026-04-30T17:50:00Z,48.68,54.69
2026-04-30T17:51:00Z,56.52,42.94
2026-04-30T17:52:00Z,56.19,47.14
2026-04-30T17:53:00Z,54.75,48.78
2026-04-30T17:54:00Z,47.15,57.38
2026-04-30T17:55:00Z,45.66,52.98
2026-04-30T17:56:00Z,56.47,43.55
2026-04-30T17:57:00Z,60.61,40.82
2026-04-30T17:58:00Z,57.32,45.06
2026-04-30T17:59:00Z,56.47,44.41
2026-04-30T18:00:00Z,52.68,47.37
2026-04-30T18:01:00Z,51.12,48.90
2026-04-30T18:02:00Z,53.35,47.98
2026-04-30T18:03:00Z,58.54,41.60
2026-04-30T18:04:00Z,60.78,38.83
2026-04-30T18:05:00Z,55.68,45.61
2026-04-30T18:06:00Z,49.14,50.54
2026-04-30T18:07:00Z,48.69,51.37
2026-04-30T18:08:00Z,47.88,53.46
2026-04-30T18:09:00Z,38.39,62.66
2026-04-30T18:10:00Z,42.93,64.63
2026-04-30T18:11:00Z,18.28,76.15
2026-04-30T18:12:00Z,30.23,70.44
2026-04-30T18:13:00Z,46.03,52.76
2026-04-30T18:14:00Z,45.53,50.47
2026-04-30T18:15:00Z,57.44,42.55
2026-04-30T18:16:00Z,52.80,47.61
2026-04-30T18:17:00Z,57.42,44.64
2026-04-30T18:18:00Z,67.41,28.40
2026-04-30T18:19:00Z,66.36,29.54
2026-04-30T18:20:00Z,56.99,43.76
2026-04-30T18:21:00Z,78.83,23.64
2026-04-30T18:22:00Z,88.94,10.43
2026-04-30T18:23:00Z,87.33,12.05
2026-04-30T18:24:00Z,78.25,20.01
2026-04-30T18:25:00Z,79.15,15.94
2026-04-30T18:26:00Z,97.24,4.14
2026-04-30T18:27:00Z,99.00,4.14
