# event_ticker=KXATPMATCH-26APR19COBSHE
# final_score=6-2 7-5
# match_winner=Ben Shelton
# fav_player=Ben Shelton
# dog_player=Flavio Cobolli
# kalshi_date=2026-04-19
timestamp,Flavio Cobolli,Ben Shelton
2026-04-18T23:43:00Z,,56.00
2026-04-18T23:44:00Z,46.00,56.00
2026-04-18T23:45:00Z,46.00,56.00
2026-04-18T23:46:00Z,46.00,56.00
2026-04-18T23:47:00Z,46.00,56.00
2026-04-18T23:48:00Z,46.00,56.00
2026-04-18T23:50:00Z,46.00,56.00
2026-04-18T23:51:00Z,46.00,56.00
2026-04-18T23:52:00Z,46.00,56.00
2026-04-18T23:54:00Z,46.00,56.00
2026-04-18T23:55:00Z,46.00,56.00
2026-04-18T23:59:00Z,46.00,56.00
2026-04-19T00:01:00Z,46.00,56.00
2026-04-19T00:03:00Z,46.00,56.00
2026-04-19T00:04:00Z,46.00,56.00
2026-04-19T00:05:00Z,46.00,56.00
2026-04-19T00:06:00Z,46.00,56.00
2026-04-19T00:07:00Z,46.00,56.00
2026-04-19T00:08:00Z,46.00,55.13
2026-04-19T00:10:00Z,46.00,55.13
2026-04-19T00:11:00Z,46.00,56.00
2026-04-19T00:12:00Z,46.41,56.00
2026-04-19T00:15:00Z,46.07,56.00
2026-04-19T00:17:00Z,47.00,56.00
2026-04-19T00:18:00Z,47.00,56.00
2026-04-19T00:19:00Z,47.00,56.00
2026-04-19T00:20:00Z,47.00,56.00
2026-04-19T00:22:00Z,47.00,56.00
2026-04-19T00:25:00Z,46.00,56.00
2026-04-19T00:26:00Z,46.00,56.00
2026-04-19T00:29:00Z,46.00,56.00
2026-04-19T00:30:00Z,46.00,56.00
2026-04-19T00:33:00Z,47.00,56.00
2026-04-19T00:34:00Z,47.00,56.00
2026-04-19T00:35:00Z,47.00,56.00
2026-04-19T00:36:00Z,47.00,56.00
2026-04-19T00:37:00Z,47.00,56.00
2026-04-19T00:40:00Z,47.00,56.00
2026-04-19T00:41:00Z,47.00,56.00
2026-04-19T00:42:00Z,47.00,56.00
2026-04-19T00:46:00Z,47.93,56.00
2026-04-19T00:51:00Z,47.93,56.00
2026-04-19T00:56:00Z,47.93,56.00
2026-04-19T00:57:00Z,47.93,56.00
2026-04-19T00:58:00Z,48.00,56.00
2026-04-19T01:00:00Z,48.00,56.00
2026-04-19T01:02:00Z,48.00,56.00
2026-04-19T01:03:00Z,48.00,56.00
2026-04-19T01:06:00Z,48.00,56.00
2026-04-19T01:09:00Z,48.00,56.00
2026-04-19T01:10:00Z,48.00,56.00
2026-04-19T01:13:00Z,48.00,56.00
2026-04-19T01:14:00Z,48.00,56.00
2026-04-19T01:18:00Z,48.00,56.00
2026-04-19T01:20:00Z,48.00,56.00
2026-04-19T01:22:00Z,48.00,56.00
2026-04-19T01:25:00Z,48.00,56.00
2026-04-19T01:26:00Z,47.00,56.00
2026-04-19T01:28:00Z,48.00,56.00
2026-04-19T01:29:00Z,48.00,56.00
2026-04-19T01:31:00Z,48.00,56.00
2026-04-19T01:32:00Z,48.00,56.00
2026-04-19T01:33:00Z,48.00,56.00
2026-04-19T01:34:00Z,47.85,56.00
2026-04-19T01:35:00Z,48.00,56.00
2026-04-19T01:36:00Z,48.00,56.00
2026-04-19T01:37:00Z,48.00,56.00
2026-04-19T01:38:00Z,48.00,56.00
2026-04-19T01:40:00Z,48.00,56.00
2026-04-19T01:45:00Z,48.00,56.00
2026-04-19T01:48:00Z,48.00,56.00
2026-04-19T01:49:00Z,47.61,56.00
2026-04-19T01:51:00Z,47.61,56.00
2026-04-19T01:52:00Z,47.61,56.00
2026-04-19T01:53:00Z,48.00,55.00
2026-04-19T01:54:00Z,48.00,54.40
2026-04-19T01:55:00Z,48.00,54.40
2026-04-19T01:57:00Z,48.00,55.00
2026-04-19T02:00:00Z,48.00,55.00
2026-04-19T02:01:00Z,48.00,55.00
2026-04-19T02:06:00Z,48.00,55.00
2026-04-19T02:07:00Z,46.32,55.00
2026-04-19T02:08:00Z,46.32,54.00
2026-04-19T02:09:00Z,46.32,55.00
2026-04-19T02:10:00Z,46.00,55.00
2026-04-19T02:11:00Z,48.00,55.00
2026-04-19T02:12:00Z,48.00,55.00
2026-04-19T02:13:00Z,48.00,55.00
2026-04-19T02:14:00Z,48.00,55.00
2026-04-19T02:16:00Z,48.00,55.00
2026-04-19T02:17:00Z,48.00,55.00
2026-04-19T02:19:00Z,48.00,55.00
2026-04-19T02:20:00Z,48.00,53.32
2026-04-19T02:24:00Z,47.75,54.00
2026-04-19T02:25:00Z,47.75,54.00
2026-04-19T02:26:00Z,47.75,54.00
2026-04-19T02:27:00Z,47.75,54.00
2026-04-19T02:28:00Z,47.75,54.00
2026-04-19T02:31:00Z,48.00,54.00
2026-04-19T02:32:00Z,48.00,54.00
2026-04-19T02:34:00Z,48.00,54.00
2026-04-19T02:35:00Z,48.00,54.00
2026-04-19T02:36:00Z,48.00,54.00
2026-04-19T02:37:00Z,48.00,54.00
2026-04-19T02:38:00Z,48.00,54.00
2026-04-19T02:39:00Z,48.00,54.00
2026-04-19T02:42:00Z,48.00,54.00
2026-04-19T02:44:00Z,48.00,54.00
2026-04-19T02:45:00Z,48.00,54.00
2026-04-19T02:46:00Z,48.00,54.00
2026-04-19T02:47:00Z,48.00,54.00
2026-04-19T02:48:00Z,48.00,54.00
2026-04-19T02:49:00Z,48.00,54.00
2026-04-19T02:50:00Z,48.00,54.00
2026-04-19T02:51:00Z,48.00,54.00
2026-04-19T02:52:00Z,48.00,54.00
2026-04-19T02:54:00Z,48.00,54.00
2026-04-19T02:55:00Z,48.00,54.00
2026-04-19T02:56:00Z,48.00,54.00
2026-04-19T02:57:00Z,48.00,54.00
2026-04-19T02:58:00Z,48.00,54.00
2026-04-19T02:59:00Z,48.00,54.00
2026-04-19T03:01:00Z,48.00,54.00
2026-04-19T03:03:00Z,48.00,54.00
2026-04-19T03:04:00Z,48.00,54.00
2026-04-19T03:05:00Z,48.00,54.00
2026-04-19T03:06:00Z,48.00,54.00
2026-04-19T03:07:00Z,48.00,54.00
2026-04-19T03:08:00Z,48.00,54.00
2026-04-19T03:09:00Z,48.32,54.00
2026-04-19T03:10:00Z,48.00,54.00
2026-04-19T03:11:00Z,48.00,54.00
2026-04-19T03:13:00Z,48.00,54.00
2026-04-19T03:14:00Z,48.00,54.00
2026-04-19T03:16:00Z,48.00,54.00
2026-04-19T03:17:00Z,48.00,54.00
2026-04-19T03:18:00Z,48.00,54.00
2026-04-19T03:19:00Z,47.69,54.00
2026-04-19T03:20:00Z,47.69,54.00
2026-04-19T03:21:00Z,47.69,54.00
2026-04-19T03:22:00Z,48.00,54.00
2026-04-19T03:23:00Z,48.00,54.00
2026-04-19T03:25:00Z,48.00,54.00
2026-04-19T03:26:00Z,48.00,54.00
2026-04-19T03:27:00Z,48.00,54.58
2026-04-19T03:28:00Z,46.00,55.00
2026-04-19T03:29:00Z,46.00,55.00
2026-04-19T03:30:00Z,46.00,55.00
2026-04-19T03:31:00Z,46.00,55.00
2026-04-19T03:32:00Z,47.00,54.30
2026-04-19T03:33:00Z,47.00,55.00
2026-04-19T03:35:00Z,47.00,55.00
2026-04-19T03:36:00Z,47.00,55.04
2026-04-19T03:37:00Z,47.00,55.00
2026-04-19T03:38:00Z,47.00,55.00
2026-04-19T03:39:00Z,47.00,55.00
