# event_ticker=KXATPMATCH-26MAY12MUSRUU
# final_score=6-3 6-1
# match_winner=Casper Ruud
# fav_player=Casper Ruud
# dog_player=Lorenzo Musetti
# kalshi_date=2026-05-12
timestamp,Lorenzo Musetti,Casper Ruud
2026-05-11T21:17:00Z,,65.00
2026-05-11T21:19:00Z,37.00,64.00
2026-05-11T21:21:00Z,37.00,64.00
2026-05-11T21:22:00Z,37.00,64.00
2026-05-11T21:23:00Z,36.00,65.00
2026-05-11T21:24:00Z,36.00,65.00
2026-05-11T21:25:00Z,37.00,65.00
2026-05-11T21:26:00Z,37.00,65.00
2026-05-11T21:31:00Z,37.00,65.00
2026-05-11T21:32:00Z,37.00,65.00
2026-05-11T21:33:00Z,37.00,65.00
2026-05-11T21:36:00Z,37.00,65.00
2026-05-11T21:42:00Z,37.00,65.00
2026-05-11T21:52:00Z,37.00,64.00
2026-05-11T21:53:00Z,37.00,64.00
2026-05-11T21:58:00Z,37.00,64.00
2026-05-11T22:00:00Z,37.00,65.00
2026-05-11T22:03:00Z,37.00,65.00
2026-05-11T22:05:00Z,37.00,65.00
2026-05-11T22:06:00Z,37.00,65.00
2026-05-11T22:07:00Z,37.00,65.00
2026-05-11T22:08:00Z,37.00,65.00
2026-05-11T22:13:00Z,37.00,65.00
2026-05-11T22:21:00Z,36.00,65.00
2026-05-11T22:22:00Z,37.00,65.00
2026-05-11T22:26:00Z,37.00,65.00
2026-05-11T22:28:00Z,37.00,64.00
2026-05-11T22:30:00Z,37.00,64.00
2026-05-11T22:31:00Z,37.00,64.00
2026-05-11T22:36:00Z,37.00,65.00
2026-05-11T22:37:00Z,37.00,64.00
2026-05-11T22:42:00Z,37.00,64.00
2026-05-11T22:44:00Z,36.38,64.00
2026-05-11T22:45:00Z,37.00,64.00
2026-05-11T22:51:00Z,37.00,65.00
2026-05-11T22:56:00Z,37.00,65.00
2026-05-11T22:58:00Z,37.00,65.00
2026-05-11T23:00:00Z,37.00,65.00
2026-05-11T23:05:00Z,37.00,65.00
2026-05-11T23:10:00Z,37.00,65.00
2026-05-11T23:11:00Z,37.00,65.00
2026-05-11T23:13:00Z,37.00,65.00
2026-05-11T23:14:00Z,37.00,65.00
2026-05-11T23:18:00Z,37.00,65.00
2026-05-11T23:21:00Z,37.00,65.00
2026-05-11T23:25:00Z,37.00,65.00
2026-05-11T23:27:00Z,37.00,64.00
2026-05-11T23:28:00Z,37.00,64.00
2026-05-11T23:29:00Z,37.00,65.00
2026-05-11T23:31:00Z,37.00,65.00
2026-05-11T23:33:00Z,37.00,65.00
2026-05-11T23:36:00Z,37.00,65.00
2026-05-11T23:37:00Z,36.00,65.00
2026-05-11T23:39:00Z,36.00,65.00
2026-05-11T23:47:00Z,37.00,65.00
2026-05-11T23:50:00Z,37.00,65.00
2026-05-11T23:51:00Z,37.00,65.00
2026-05-11T23:52:00Z,36.00,65.00
2026-05-11T23:54:00Z,36.00,64.00
2026-05-11T23:57:00Z,37.00,63.00
2026-05-11T23:58:00Z,37.00,63.00
2026-05-12T00:01:00Z,37.00,63.00
2026-05-12T00:02:00Z,37.00,63.00
2026-05-12T00:04:00Z,37.00,63.00
2026-05-12T00:14:00Z,37.00,65.00
2026-05-12T00:15:00Z,37.00,65.00
2026-05-12T00:24:00Z,37.00,65.00
2026-05-12T00:25:00Z,37.00,65.00
2026-05-12T00:26:00Z,37.00,65.00
2026-05-12T00:29:00Z,36.00,65.00
2026-05-12T00:30:00Z,36.00,65.00
2026-05-12T00:32:00Z,36.00,65.00
2026-05-12T00:36:00Z,37.00,65.00
2026-05-12T00:37:00Z,37.00,65.00
2026-05-12T00:41:00Z,37.00,65.00
2026-05-12T00:43:00Z,37.00,65.00
2026-05-12T00:49:00Z,37.00,65.00
2026-05-12T00:52:00Z,37.00,65.00
2026-05-12T00:53:00Z,37.00,65.00
2026-05-12T00:54:00Z,37.00,65.00
2026-05-12T00:55:00Z,37.00,65.00
2026-05-12T00:59:00Z,37.00,64.00
2026-05-12T01:06:00Z,37.00,64.00
2026-05-12T01:07:00Z,37.00,65.00
2026-05-12T01:11:00Z,37.00,65.00
2026-05-12T01:15:00Z,37.00,65.00
2026-05-12T01:16:00Z,37.00,65.00
2026-05-12T01:17:00Z,37.00,65.00
2026-05-12T01:19:00Z,37.00,65.00
2026-05-12T01:21:00Z,37.00,64.14
2026-05-12T01:22:00Z,37.00,65.00
2026-05-12T01:24:00Z,37.00,65.00
2026-05-12T01:27:00Z,37.00,65.00
2026-05-12T01:28:00Z,37.00,65.00
2026-05-12T01:32:00Z,37.00,65.00
2026-05-12T01:33:00Z,37.00,65.00
2026-05-12T01:34:00Z,37.00,65.00
2026-05-12T01:36:00Z,37.00,65.00
2026-05-12T01:37:00Z,37.00,65.00
2026-05-12T01:38:00Z,37.00,65.00
2026-05-12T01:43:00Z,37.00,65.00
2026-05-12T01:45:00Z,37.00,65.00
2026-05-12T01:47:00Z,37.00,65.00
2026-05-12T01:48:00Z,36.20,65.00
2026-05-12T01:49:00Z,37.00,65.00
2026-05-12T01:54:00Z,37.00,65.00
2026-05-12T01:55:00Z,36.00,65.00
2026-05-12T01:56:00Z,37.00,65.00
2026-05-12T01:57:00Z,37.00,65.00
2026-05-12T01:58:00Z,37.00,65.00
2026-05-12T02:01:00Z,37.00,65.00
2026-05-12T02:04:00Z,37.00,65.00
2026-05-12T02:08:00Z,37.00,65.00
2026-05-12T02:11:00Z,37.00,65.00
2026-05-12T02:12:00Z,37.00,65.00
2026-05-12T02:13:00Z,37.00,65.00
2026-05-12T02:14:00Z,37.00,65.00
2026-05-12T02:15:00Z,37.00,65.00
2026-05-12T02:17:00Z,37.00,65.00
2026-05-12T02:18:00Z,37.00,65.00
2026-05-12T02:20:00Z,37.00,65.00
2026-05-12T02:22:00Z,37.00,65.00
2026-05-12T02:24:00Z,37.00,65.00
2026-05-12T02:25:00Z,37.00,65.00
2026-05-12T02:27:00Z,37.00,65.00
2026-05-12T02:28:00Z,37.00,65.00
2026-05-12T02:29:00Z,37.00,65.00
2026-05-12T02:30:00Z,37.00,65.00
2026-05-12T02:31:00Z,36.00,64.00
2026-05-12T02:36:00Z,37.00,65.00
2026-05-12T02:38:00Z,37.00,65.00
2026-05-12T02:39:00Z,37.00,65.00
2026-05-12T02:41:00Z,37.00,65.00
2026-05-12T02:42:00Z,37.00,65.00
2026-05-12T02:43:00Z,37.00,65.00
2026-05-12T02:44:00Z,37.00,65.00
2026-05-12T02:45:00Z,37.00,65.00
2026-05-12T02:46:00Z,36.00,65.00
2026-05-12T02:47:00Z,37.00,65.00
2026-05-12T02:48:00Z,37.00,65.00
2026-05-12T02:49:00Z,37.00,65.00
2026-05-12T02:51:00Z,37.00,65.00
2026-05-12T02:52:00Z,37.00,65.00
2026-05-12T02:53:00Z,37.00,65.00
2026-05-12T02:55:00Z,37.00,65.00
2026-05-12T02:57:00Z,37.00,65.00
2026-05-12T02:58:00Z,37.00,65.00
2026-05-12T02:59:00Z,37.00,65.00
2026-05-12T03:00:00Z,37.00,65.00
2026-05-12T03:01:00Z,37.00,65.00
2026-05-12T03:02:00Z,37.00,65.00
2026-05-12T03:03:00Z,37.00,65.00
2026-05-12T03:04:00Z,37.00,65.00
2026-05-12T03:05:00Z,37.00,63.09
2026-05-12T03:06:00Z,37.00,63.09
2026-05-12T03:07:00Z,37.00,63.09
2026-05-12T03:08:00Z,37.00,65.00
2026-05-12T03:09:00Z,37.00,65.00
2026-05-12T03:10:00Z,37.00,65.00
2026-05-12T03:14:00Z,37.00,65.00
2026-05-12T03:15:00Z,37.00,65.00
2026-05-12T03:17:00Z,37.00,65.00
2026-05-12T03:18:00Z,37.00,65.00
2026-05-12T03:19:00Z,37.00,65.00
2026-05-12T03:22:00Z,37.00,65.00
2026-05-12T03:23:00Z,37.00,65.00
2026-05-12T03:24:00Z,37.00,65.00
2026-05-12T03:25:00Z,37.00,65.00
2026-05-12T03:26:00Z,37.00,65.00
2026-05-12T03:27:00Z,37.00,65.00
2026-05-12T03:28:00Z,37.00,65.00
2026-05-12T03:29:00Z,37.00,65.00
2026-05-12T03:30:00Z,37.00,65.00
2026-05-12T03:33:00Z,37.00,65.00
2026-05-12T03:34:00Z,37.00,65.00
2026-05-12T03:35:00Z,37.00,65.00
2026-05-12T03:37:00Z,37.00,65.00
2026-05-12T03:38:00Z,37.00,65.00
2026-05-12T03:39:00Z,37.00,65.00
2026-05-12T03:40:00Z,37.00,65.00
2026-05-12T03:42:00Z,37.00,65.00
2026-05-12T03:43:00Z,37.00,65.00
2026-05-12T03:45:00Z,37.00,65.00
2026-05-12T03:46:00Z,37.00,65.00
2026-05-12T03:47:00Z,37.00,65.00
2026-05-12T03:48:00Z,37.00,65.00
2026-05-12T03:49:00Z,36.95,65.00
2026-05-12T03:50:00Z,37.00,65.00
2026-05-12T03:51:00Z,37.00,65.00
2026-05-12T03:53:00Z,37.00,65.00
2026-05-12T03:54:00Z,37.00,65.00
2026-05-12T03:55:00Z,37.00,65.00
2026-05-12T03:56:00Z,37.00,65.00
2026-05-12T03:58:00Z,37.00,65.00
2026-05-12T04:00:00Z,37.00,65.00
2026-05-12T04:02:00Z,37.00,65.00
2026-05-12T04:03:00Z,37.00,65.00
2026-05-12T04:05:00Z,37.00,65.00
2026-05-12T04:07:00Z,37.00,65.00
2026-05-12T04:10:00Z,37.00,65.00
2026-05-12T04:11:00Z,37.00,65.00
2026-05-12T04:12:00Z,37.00,65.00
2026-05-12T04:14:00Z,37.00,65.00
2026-05-12T04:15:00Z,37.00,65.00
2026-05-12T04:16:00Z,37.00,65.00
2026-05-12T04:17:00Z,37.00,65.00
2026-05-12T04:18:00Z,37.00,65.00
2026-05-12T04:23:00Z,37.00,65.00
2026-05-12T04:26:00Z,37.00,65.00
2026-05-12T04:27:00Z,37.00,65.00
2026-05-12T04:28:00Z,37.00,65.00
2026-05-12T04:29:00Z,37.00,65.00
2026-05-12T04:30:00Z,37.00,65.00
2026-05-12T04:31:00Z,37.00,65.00
2026-05-12T04:32:00Z,37.00,65.00
2026-05-12T04:33:00Z,37.00,65.00
2026-05-12T04:34:00Z,37.00,65.00
2026-05-12T04:35:00Z,37.00,64.43
2026-05-12T04:37:00Z,37.00,63.00
2026-05-12T04:43:00Z,37.00,65.00
2026-05-12T04:44:00Z,36.05,65.00
2026-05-12T04:46:00Z,37.00,65.00
2026-05-12T04:48:00Z,37.00,65.00
2026-05-12T04:49:00Z,36.00,64.00
2026-05-12T04:50:00Z,36.00,65.00
2026-05-12T04:51:00Z,36.00,65.00
2026-05-12T04:52:00Z,36.00,65.00
2026-05-12T04:53:00Z,36.00,64.00
2026-05-12T04:55:00Z,36.00,64.00
2026-05-12T04:56:00Z,36.00,64.00
2026-05-12T04:58:00Z,36.00,65.00
2026-05-12T04:59:00Z,36.00,65.00
2026-05-12T05:00:00Z,36.00,65.00
2026-05-12T05:03:00Z,36.00,65.00
2026-05-12T05:05:00Z,36.00,65.00
2026-05-12T05:07:00Z,36.00,65.00
2026-05-12T05:08:00Z,36.00,66.00
2026-05-12T05:09:00Z,36.00,66.00
2026-05-12T05:10:00Z,36.00,66.00
2026-05-12T05:11:00Z,36.00,66.00
2026-05-12T05:12:00Z,36.00,66.00
2026-05-12T05:15:00Z,36.00,66.00
2026-05-12T05:16:00Z,36.00,66.00
2026-05-12T05:17:00Z,36.00,66.00
2026-05-12T05:18:00Z,36.00,66.00
2026-05-12T05:20:00Z,36.00,66.00
2026-05-12T05:21:00Z,36.00,66.00
2026-05-12T05:22:00Z,36.00,66.00
2026-05-12T05:23:00Z,36.00,66.00
2026-05-12T05:24:00Z,36.00,66.00
2026-05-12T05:25:00Z,36.00,64.00
2026-05-12T05:26:00Z,36.00,65.00
2026-05-12T05:27:00Z,36.00,65.00
2026-05-12T05:28:00Z,36.00,66.00
2026-05-12T05:29:00Z,36.00,66.00
2026-05-12T05:30:00Z,36.00,66.00
2026-05-12T05:31:00Z,36.00,66.00
2026-05-12T05:32:00Z,36.00,66.00
