# event_ticker=KXATPMATCH-26APR05TRUJOD
# final_score=6-3 6-2
# score_resolution=3-6 2-6
# match_winner=Rafael Jodar
# fav_player=Marco Trungelliti
# dog_player=Rafael Jodar
# kalshi_date=2026-04-05
timestamp,Marco Trungelliti,Rafael Jodar
2026-04-05T02:18:00Z,,76.00
2026-04-05T02:21:00Z,,76.00
2026-04-05T02:23:00Z,,75.00
2026-04-05T02:27:00Z,,76.00
2026-04-05T02:40:00Z,25.00,76.00
2026-04-05T02:43:00Z,25.00,76.00
2026-04-05T02:44:00Z,24.00,76.00
2026-04-05T03:00:00Z,25.00,76.00
2026-04-05T03:02:00Z,25.00,76.00
2026-04-05T03:03:00Z,25.00,76.00
2026-04-05T03:04:00Z,25.00,76.00
2026-04-05T03:08:00Z,25.00,76.00
2026-04-05T03:10:00Z,25.00,76.00
2026-04-05T03:11:00Z,25.00,76.00
2026-04-05T03:28:00Z,25.00,76.00
2026-04-05T03:41:00Z,25.00,76.00
2026-04-05T03:45:00Z,25.00,76.00
2026-04-05T03:46:00Z,25.00,76.00
2026-04-05T03:47:00Z,25.00,77.00
2026-04-05T03:49:00Z,25.00,77.00
2026-04-05T03:50:00Z,25.00,77.00
2026-04-05T03:57:00Z,25.00,77.00
2026-04-05T04:00:00Z,25.00,77.00
2026-04-05T04:08:00Z,25.00,77.00
2026-04-05T04:13:00Z,25.00,77.00
2026-04-05T04:14:00Z,25.00,77.00
2026-04-05T04:16:00Z,25.00,77.00
2026-04-05T04:19:00Z,25.00,76.00
2026-04-05T04:23:00Z,25.00,76.00
2026-04-05T04:24:00Z,25.95,76.00
2026-04-05T04:25:00Z,25.95,73.20
2026-04-05T04:26:00Z,27.00,73.00
2026-04-05T04:27:00Z,28.00,75.00
2026-04-05T04:37:00Z,28.00,74.00
2026-04-05T04:38:00Z,28.00,75.00
2026-04-05T04:51:00Z,27.00,75.00
2026-04-05T04:53:00Z,27.00,75.00
2026-04-05T04:56:00Z,27.00,75.00
2026-04-05T05:04:00Z,27.00,75.00
2026-04-05T05:11:00Z,27.00,74.00
2026-04-05T05:16:00Z,27.00,75.00
2026-04-05T05:18:00Z,27.00,75.00
2026-04-05T05:22:00Z,27.00,75.00
2026-04-05T05:26:00Z,27.00,75.00
2026-04-05T05:28:00Z,27.00,75.00
2026-04-05T05:29:00Z,27.00,75.00
2026-04-05T05:30:00Z,27.00,75.00
2026-04-05T05:41:00Z,27.00,75.00
2026-04-05T05:42:00Z,27.00,75.00
2026-04-05T05:44:00Z,27.00,75.00
2026-04-05T05:47:00Z,27.00,74.00
2026-04-05T05:49:00Z,27.00,75.00
2026-04-05T05:50:00Z,27.00,75.00
2026-04-05T05:51:00Z,27.00,75.00
2026-04-05T05:54:00Z,27.00,75.00
2026-04-05T05:56:00Z,27.00,75.00
2026-04-05T06:08:00Z,27.00,75.00
2026-04-05T06:12:00Z,27.00,75.00
2026-04-05T06:23:00Z,27.00,75.00
2026-04-05T06:25:00Z,27.00,75.00
2026-04-05T06:28:00Z,27.00,75.00
2026-04-05T06:36:00Z,27.00,75.00
2026-04-05T06:39:00Z,27.00,75.00
2026-04-05T06:42:00Z,27.00,75.00
2026-04-05T07:11:00Z,27.00,75.00
2026-04-05T07:18:00Z,27.00,74.00
2026-04-05T07:19:00Z,27.00,74.00
2026-04-05T07:31:00Z,27.00,74.00
2026-04-05T07:36:00Z,27.00,74.00
2026-04-05T07:37:00Z,27.00,74.00
2026-04-05T07:46:00Z,27.00,74.00
2026-04-05T07:53:00Z,27.00,74.00
2026-04-05T08:00:00Z,28.00,74.00
2026-04-05T08:02:00Z,26.00,74.00
2026-04-05T08:04:00Z,28.00,74.00
2026-04-05T08:05:00Z,28.00,74.00
2026-04-05T08:09:00Z,28.00,73.00
2026-04-05T08:10:00Z,28.00,74.00
2026-04-05T08:18:00Z,28.00,73.00
2026-04-05T08:26:00Z,28.00,73.00
2026-04-05T08:35:00Z,28.00,74.00
2026-04-05T08:38:00Z,28.00,74.00
2026-04-05T08:39:00Z,28.00,74.00
2026-04-05T08:46:00Z,28.00,74.00
2026-04-05T09:03:00Z,26.00,74.00
2026-04-05T09:08:00Z,28.00,74.00
2026-04-05T09:10:00Z,28.00,74.00
