# event_ticker=KXATPMATCH-25SEP24GIRKOR
# final_score=4-6 6-3 7-6(4)
# score_resolution=6-4 3-6 6-7
# match_winner=Sebastian Korda
# fav_player=Marcos Giron
# dog_player=Sebastian Korda
# kalshi_date=2025-09-24
timestamp,Marcos Giron,Sebastian Korda
2025-09-25T02:32:00Z,44.00,61.00
2025-09-25T02:33:00Z,37.01,61.21
2025-09-25T02:34:00Z,35.30,64.33
2025-09-25T02:35:00Z,35.25,64.91
2025-09-25T02:36:00Z,38.69,60.00
2025-09-25T02:37:00Z,41.32,60.40
2025-09-25T02:38:00Z,43.62,58.00
2025-09-25T02:39:00Z,43.62,59.38
2025-09-25T02:40:00Z,37.18,63.53
2025-09-25T02:41:00Z,38.00,64.00
2025-09-25T02:42:00Z,38.00,64.00
2025-09-25T02:43:00Z,39.95,58.91
2025-09-25T02:44:00Z,41.90,60.00
2025-09-25T02:45:00Z,46.47,51.25
2025-09-25T02:46:00Z,50.17,46.21
2025-09-25T02:47:00Z,59.47,40.57
2025-09-25T02:48:00Z,65.42,38.15
2025-09-25T02:49:00Z,65.42,35.77
2025-09-25T02:50:00Z,66.09,32.70
2025-09-25T02:51:00Z,69.09,31.00
2025-09-25T02:52:00Z,69.89,30.96
2025-09-25T02:53:00Z,69.06,31.96
2025-09-25T02:54:00Z,71.30,27.44
2025-09-25T02:55:00Z,72.00,27.59
2025-09-25T02:56:00Z,77.75,18.00
2025-09-25T02:57:00Z,78.54,21.81
2025-09-25T02:58:00Z,74.00,32.22
2025-09-25T02:59:00Z,74.00,25.15
2025-09-25T03:00:00Z,74.89,25.15
2025-09-25T03:01:00Z,71.49,29.37
2025-09-25T03:02:00Z,68.93,32.84
2025-09-25T03:03:00Z,64.12,32.84
2025-09-25T03:04:00Z,65.00,35.00
2025-09-25T03:05:00Z,68.54,31.00
2025-09-25T03:06:00Z,64.47,35.18
2025-09-25T03:07:00Z,66.45,31.01
2025-09-25T03:08:00Z,64.00,37.65
2025-09-25T03:09:00Z,59.71,39.34
2025-09-25T03:10:00Z,50.38,49.23
2025-09-25T03:11:00Z,57.90,49.20
2025-09-25T03:12:00Z,59.89,38.00
2025-09-25T03:13:00Z,58.08,43.00
2025-09-25T03:14:00Z,53.86,49.00
2025-09-25T03:15:00Z,50.18,50.90
2025-09-25T03:16:00Z,50.18,49.67
2025-09-25T03:17:00Z,46.00,54.00
2025-09-25T03:18:00Z,46.13,51.93
2025-09-25T03:19:00Z,49.33,51.86
2025-09-25T03:20:00Z,52.48,50.10
2025-09-25T03:21:00Z,51.23,49.00
2025-09-25T03:22:00Z,49.00,52.48
2025-09-25T03:23:00Z,45.00,54.00
2025-09-25T03:24:00Z,47.00,53.99
2025-09-25T03:25:00Z,47.00,53.61
2025-09-25T03:26:00Z,47.95,53.68
2025-09-25T03:27:00Z,48.76,53.47
2025-09-25T03:28:00Z,49.08,54.69
2025-09-25T03:29:00Z,43.38,52.00
2025-09-25T03:30:00Z,23.99,56.49
2025-09-25T03:31:00Z,44.00,57.00
2025-09-25T03:32:00Z,41.60,61.59
2025-09-25T03:33:00Z,42.03,63.02
2025-09-25T03:34:00Z,44.00,61.74
2025-09-25T03:35:00Z,41.31,57.64
2025-09-25T03:36:00Z,44.78,57.64
2025-09-25T03:37:00Z,45.99,60.51
2025-09-25T03:38:00Z,41.19,61.30
2025-09-25T03:39:00Z,41.78,61.30
2025-09-25T03:40:00Z,41.40,57.25
2025-09-25T03:41:00Z,41.40,57.16
2025-09-25T03:42:00Z,42.00,59.00
2025-09-25T03:43:00Z,42.00,60.00
2025-09-25T03:44:00Z,42.00,58.29
2025-09-25T03:45:00Z,42.00,60.00
2025-09-25T03:47:00Z,41.76,57.67
2025-09-25T03:48:00Z,42.30,63.83
2025-09-25T03:49:00Z,36.56,68.09
2025-09-25T03:50:00Z,22.79,75.83
2025-09-25T03:51:00Z,16.32,85.00
2025-09-25T03:52:00Z,16.04,86.99
2025-09-25T03:53:00Z,16.93,87.00
2025-09-25T03:54:00Z,20.89,80.62
2025-09-25T03:55:00Z,16.56,87.10
2025-09-25T03:56:00Z,17.86,82.23
2025-09-25T03:57:00Z,19.00,80.57
2025-09-25T03:58:00Z,19.12,81.00
2025-09-25T03:59:00Z,24.42,72.13
2025-09-25T04:00:00Z,29.55,64.94
2025-09-25T04:01:00Z,31.56,68.30
2025-09-25T04:02:00Z,25.83,69.03
2025-09-25T04:03:00Z,36.51,52.00
2025-09-25T04:04:00Z,51.24,49.93
2025-09-25T04:05:00Z,54.48,45.38
2025-09-25T04:06:00Z,56.31,44.17
2025-09-25T04:07:00Z,57.00,47.19
2025-09-25T04:08:00Z,47.16,50.76
2025-09-25T04:09:00Z,46.62,52.27
2025-09-25T04:10:00Z,48.79,53.00
2025-09-25T04:11:00Z,45.00,53.15
2025-09-25T04:12:00Z,55.17,46.92
2025-09-25T04:13:00Z,56.00,47.38
2025-09-25T04:14:00Z,49.36,51.76
2025-09-25T04:15:00Z,46.25,54.31
2025-09-25T04:16:00Z,55.72,48.56
2025-09-25T04:17:00Z,55.22,46.18
2025-09-25T04:18:00Z,57.91,43.77
2025-09-25T04:19:00Z,58.07,44.41
2025-09-25T04:20:00Z,70.99,37.88
2025-09-25T04:21:00Z,77.91,28.06
2025-09-25T04:22:00Z,59.85,38.81
2025-09-25T04:23:00Z,52.14,47.54
2025-09-25T04:24:00Z,51.68,49.13
2025-09-25T04:25:00Z,42.13,59.65
2025-09-25T04:26:00Z,40.90,59.12
2025-09-25T04:27:00Z,50.74,53.08
2025-09-25T04:28:00Z,57.48,43.96
2025-09-25T04:29:00Z,58.00,44.31
2025-09-25T04:30:00Z,55.03,46.71
2025-09-25T04:31:00Z,59.35,40.92
2025-09-25T04:32:00Z,48.76,49.89
2025-09-25T04:33:00Z,67.06,40.52
2025-09-25T04:34:00Z,69.35,33.94
2025-09-25T04:35:00Z,72.64,28.67
2025-09-25T04:36:00Z,59.37,47.04
2025-09-25T04:37:00Z,58.79,52.72
2025-09-25T04:38:00Z,54.69,39.38
2025-09-25T04:39:00Z,22.66,75.50
2025-09-25T04:40:00Z,4.96,92.64
2025-09-25T04:41:00Z,1.07,99.00
2025-09-25T04:42:00Z,1.07,99.00
2025-09-25T04:43:00Z,1.07,99.00
2025-09-25T04:44:00Z,1.07,99.00
2025-09-25T04:45:00Z,1.07,99.00
2025-09-25T04:46:00Z,1.07,99.00
