# event_ticker=KXATPCHALLENGERMATCH-26FEB22FEABOU
# final_score=6-3 6-2
# match_winner=Arthur Bouquier
# fav_player=Arthur Bouquier
# dog_player=Jacob Fearnley
# kalshi_date=2026-02-22
timestamp,Arthur Bouquier,Jacob Fearnley
2026-02-23T10:46:00Z,,78.00
2026-02-23T14:07:00Z,,78.00
2026-02-23T14:11:00Z,25.00,78.00
2026-02-23T14:36:00Z,25.00,78.00
2026-02-23T14:53:00Z,25.00,77.00
2026-02-23T14:55:00Z,25.00,77.38
2026-02-23T15:06:00Z,25.00,78.00
2026-02-23T15:10:00Z,25.00,78.00
2026-02-23T15:55:00Z,25.00,78.00
2026-02-23T16:00:00Z,25.00,78.00
2026-02-23T16:02:00Z,25.00,78.00
2026-02-23T16:05:00Z,22.00,78.00
2026-02-23T16:08:00Z,22.00,78.00
2026-02-23T16:11:00Z,25.00,78.00
2026-02-23T16:13:00Z,25.00,78.00
2026-02-23T16:15:00Z,25.00,78.00
2026-02-23T16:16:00Z,22.00,78.00
2026-02-23T16:19:00Z,22.00,78.00
2026-02-23T16:39:00Z,25.00,78.00
2026-02-23T16:40:00Z,25.00,78.00
2026-02-23T16:51:00Z,25.00,78.00
2026-02-23T16:53:00Z,25.00,78.00
2026-02-23T16:55:00Z,25.00,78.00
2026-02-23T16:56:00Z,25.00,78.00
2026-02-23T16:57:00Z,25.00,78.00
2026-02-23T16:58:00Z,25.00,78.00
2026-02-23T17:00:00Z,25.00,78.00
2026-02-23T17:06:00Z,25.00,77.00
2026-02-23T17:07:00Z,25.00,77.00
2026-02-23T17:08:00Z,25.00,77.00
2026-02-23T17:11:00Z,25.00,77.00
2026-02-23T17:12:00Z,25.00,77.00
2026-02-23T17:14:00Z,25.00,77.00
2026-02-23T17:16:00Z,25.00,77.00
2026-02-23T17:18:00Z,23.00,77.00
2026-02-23T17:19:00Z,25.00,77.00
2026-02-23T17:21:00Z,25.00,77.00
2026-02-23T17:23:00Z,25.00,77.00
2026-02-23T17:33:00Z,25.97,77.00
2026-02-23T17:35:00Z,25.97,77.00
2026-02-23T17:39:00Z,26.00,77.00
2026-02-23T17:40:00Z,26.00,77.00
2026-02-23T17:43:00Z,26.00,77.50
2026-02-23T17:49:00Z,26.00,77.50
2026-02-23T17:51:00Z,25.00,77.50
2026-02-23T17:53:00Z,25.00,77.00
2026-02-23T17:54:00Z,26.00,77.00
2026-02-23T17:55:00Z,26.00,77.00
2026-02-23T17:56:00Z,26.03,77.00
2026-02-23T17:58:00Z,26.03,74.16
2026-02-23T18:06:00Z,26.03,76.00
2026-02-23T18:07:00Z,26.03,74.46
2026-02-23T18:08:00Z,26.03,76.00
2026-02-23T18:10:00Z,26.03,76.00
2026-02-23T18:12:00Z,27.00,76.00
2026-02-23T18:13:00Z,27.00,76.00
2026-02-23T18:14:00Z,28.05,76.00
2026-02-23T18:15:00Z,27.00,76.00
2026-02-23T18:16:00Z,27.00,76.00
2026-02-23T18:18:00Z,27.00,76.00
2026-02-23T18:19:00Z,28.27,72.18
2026-02-23T18:20:00Z,26.92,73.77
2026-02-23T18:21:00Z,23.96,76.13
2026-02-23T18:22:00Z,21.69,79.24
2026-02-23T18:23:00Z,24.08,79.24
2026-02-23T18:24:00Z,26.41,75.43
2026-02-23T18:25:00Z,28.33,74.81
2026-02-23T18:26:00Z,28.07,74.15
2026-02-23T18:27:00Z,28.96,73.52
2026-02-23T18:28:00Z,28.00,71.70
2026-02-23T18:29:00Z,32.48,66.88
2026-02-23T18:30:00Z,29.09,74.96
2026-02-23T18:31:00Z,33.51,67.14
2026-02-23T18:32:00Z,34.66,67.14
2026-02-23T18:33:00Z,31.54,67.14
2026-02-23T18:34:00Z,35.80,66.56
2026-02-23T18:35:00Z,30.52,71.01
2026-02-23T18:36:00Z,29.00,72.82
2026-02-23T18:37:00Z,29.75,71.98
2026-02-23T18:38:00Z,38.62,66.17
2026-02-23T18:39:00Z,45.39,57.35
2026-02-23T18:40:00Z,40.27,59.59
2026-02-23T18:41:00Z,45.09,54.77
2026-02-23T18:42:00Z,47.37,52.41
2026-02-23T18:43:00Z,47.60,53.99
2026-02-23T18:44:00Z,47.92,54.87
2026-02-23T18:45:00Z,44.41,57.05
2026-02-23T18:46:00Z,43.01,61.07
2026-02-23T18:47:00Z,41.93,59.36
2026-02-23T18:48:00Z,46.11,54.10
2026-02-23T18:49:00Z,49.39,51.41
2026-02-23T18:50:00Z,50.55,50.09
2026-02-23T18:51:00Z,51.12,48.82
2026-02-23T18:52:00Z,55.31,48.56
2026-02-23T18:53:00Z,51.83,50.07
2026-02-23T18:54:00Z,51.45,50.37
2026-02-23T18:55:00Z,50.60,52.07
2026-02-23T18:56:00Z,45.67,55.35
2026-02-23T18:57:00Z,46.54,55.09
2026-02-23T18:58:00Z,48.12,55.97
2026-02-23T18:59:00Z,49.33,52.32
2026-02-23T19:00:00Z,52.00,49.00
2026-02-23T19:01:00Z,51.43,50.22
2026-02-23T19:02:00Z,50.28,50.79
2026-02-23T19:03:00Z,48.45,54.54
2026-02-23T19:04:00Z,47.16,54.83
2026-02-23T19:05:00Z,53.63,46.21
2026-02-23T19:06:00Z,55.17,45.92
2026-02-23T19:07:00Z,54.58,47.33
2026-02-23T19:08:00Z,55.48,48.19
2026-02-23T19:09:00Z,59.18,45.40
2026-02-23T19:10:00Z,53.01,49.20
2026-02-23T19:11:00Z,52.26,49.43
2026-02-23T19:12:00Z,54.31,48.40
2026-02-23T19:13:00Z,58.23,44.46
2026-02-23T19:14:00Z,60.88,42.41
2026-02-23T19:15:00Z,62.68,42.57
2026-02-23T19:16:00Z,60.94,41.62
2026-02-23T19:17:00Z,53.82,46.52
2026-02-23T19:18:00Z,55.43,47.76
2026-02-23T19:19:00Z,59.48,42.02
2026-02-23T19:20:00Z,60.46,41.26
2026-02-23T19:21:00Z,63.22,39.09
2026-02-23T19:22:00Z,72.11,28.50
2026-02-23T19:23:00Z,84.02,16.23
2026-02-23T19:24:00Z,83.63,17.99
2026-02-23T19:25:00Z,82.92,15.21
2026-02-23T19:26:00Z,87.70,12.71
2026-02-23T19:27:00Z,90.08,9.93
2026-02-23T19:28:00Z,97.14,4.12
2026-02-23T19:29:00Z,97.30,2.28
2026-02-23T19:30:00Z,98.39,1.94
2026-02-23T19:31:00Z,98.69,1.24
2026-02-23T19:32:00Z,98.26,1.18
2026-02-23T19:33:00Z,99.00,1.00
2026-02-23T19:34:00Z,99.00,1.00
2026-02-23T19:35:00Z,99.00,1.00
2026-02-23T19:36:00Z,99.00,1.00
2026-02-23T19:37:00Z,99.00,1.00
2026-02-23T19:38:00Z,99.00,1.00
2026-02-23T19:39:00Z,99.00,1.00
2026-02-23T19:40:00Z,99.00,1.00
2026-02-23T19:41:00Z,99.00,1.00
2026-02-23T19:42:00Z,99.00,1.00
