# event_ticker=KXATPMATCH-26MAR04SVRDUC
# final_score=6-2 6-4
# match_winner=Dalibor Svrcina
# fav_player=Dalibor Svrcina
# dog_player=James Duckworth
# kalshi_date=2026-03-04
timestamp,Dalibor Svrcina,James Duckworth
2026-03-04T11:55:00Z,,33.00
2026-03-04T12:35:00Z,,32.00
2026-03-04T12:49:00Z,69.00,32.00
2026-03-04T12:59:00Z,69.00,32.00
2026-03-04T13:02:00Z,69.00,32.00
2026-03-04T13:03:00Z,69.00,31.00
2026-03-04T13:09:00Z,69.00,31.00
2026-03-04T13:39:00Z,69.00,31.00
2026-03-04T14:00:00Z,69.00,31.00
2026-03-04T14:19:00Z,69.00,32.00
2026-03-04T14:22:00Z,69.00,32.00
2026-03-04T14:30:00Z,70.00,32.00
2026-03-04T15:04:00Z,70.00,32.00
2026-03-04T15:45:00Z,70.00,32.00
2026-03-04T15:56:00Z,70.00,32.00
2026-03-04T16:32:00Z,68.00,32.00
2026-03-04T16:37:00Z,69.00,32.00
2026-03-04T16:52:00Z,69.00,32.00
2026-03-04T16:55:00Z,69.00,32.00
2026-03-04T17:03:00Z,69.00,32.00
2026-03-04T17:04:00Z,69.00,32.00
2026-03-04T17:08:00Z,69.00,30.20
2026-03-04T17:13:00Z,69.00,32.00
2026-03-04T17:31:00Z,69.00,32.00
2026-03-04T17:34:00Z,69.00,32.00
2026-03-04T17:39:00Z,69.00,31.00
2026-03-04T17:52:00Z,69.00,31.00
2026-03-04T18:00:00Z,69.00,33.00
2026-03-04T18:03:00Z,69.00,32.00
2026-03-04T18:04:00Z,69.00,32.00
2026-03-04T18:07:00Z,69.00,33.00
2026-03-04T18:11:00Z,69.00,32.00
2026-03-04T18:32:00Z,69.00,32.00
2026-03-04T18:57:00Z,69.00,32.00
2026-03-04T19:00:00Z,69.00,32.00
2026-03-04T19:16:00Z,69.00,32.00
2026-03-04T19:27:00Z,69.00,32.00
2026-03-04T19:46:00Z,69.00,32.00
2026-03-04T20:32:00Z,69.00,32.00
2026-03-04T21:06:00Z,69.00,32.00
2026-03-04T21:10:00Z,69.00,32.00
2026-03-04T21:11:00Z,69.00,32.00
2026-03-04T21:19:00Z,69.00,32.00
2026-03-04T21:22:00Z,69.00,32.00
2026-03-04T21:33:00Z,69.00,32.00
2026-03-04T21:36:00Z,69.00,32.00
2026-03-04T21:37:00Z,69.00,32.00
2026-03-04T21:39:00Z,69.00,32.00
2026-03-04T21:42:00Z,69.00,32.00
2026-03-04T21:43:00Z,69.00,32.00
2026-03-04T21:49:00Z,69.00,32.00
2026-03-04T21:53:00Z,69.00,32.00
2026-03-04T21:56:00Z,69.00,32.00
2026-03-04T21:59:00Z,69.00,32.00
2026-03-04T22:00:00Z,69.00,32.00
2026-03-04T22:02:00Z,68.12,32.00
2026-03-04T22:03:00Z,68.58,32.00
2026-03-04T22:04:00Z,68.00,33.00
2026-03-04T22:07:00Z,68.00,33.00
2026-03-04T22:08:00Z,68.00,33.00
2026-03-04T22:09:00Z,68.00,33.00
2026-03-04T22:11:00Z,68.00,33.00
2026-03-04T22:12:00Z,69.00,33.00
2026-03-04T22:13:00Z,67.17,33.63
2026-03-04T22:14:00Z,68.00,34.00
2026-03-04T22:15:00Z,64.78,35.00
2026-03-04T22:16:00Z,66.93,33.78
2026-03-04T22:17:00Z,68.89,32.53
2026-03-04T22:18:00Z,68.97,31.14
2026-03-04T22:19:00Z,70.26,30.13
2026-03-04T22:20:00Z,79.00,22.99
2026-03-04T22:21:00Z,81.02,19.00
2026-03-04T22:22:00Z,82.02,17.88
2026-03-04T22:23:00Z,84.11,16.46
2026-03-04T22:24:00Z,85.00,15.97
2026-03-04T22:25:00Z,84.23,15.76
2026-03-04T22:26:00Z,84.00,16.45
2026-03-04T22:27:00Z,83.00,18.07
2026-03-04T22:28:00Z,84.00,18.93
2026-03-04T22:29:00Z,84.00,16.20
2026-03-04T22:30:00Z,83.56,17.94
2026-03-04T22:31:00Z,82.00,20.44
2026-03-04T22:32:00Z,78.70,20.66
2026-03-04T22:33:00Z,77.16,22.18
2026-03-04T22:34:00Z,77.02,22.31
2026-03-04T22:35:00Z,80.15,17.94
2026-03-04T22:36:00Z,83.38,15.84
2026-03-04T22:37:00Z,86.06,14.95
2026-03-04T22:38:00Z,85.03,15.64
2026-03-04T22:39:00Z,85.57,15.52
2026-03-04T22:40:00Z,87.81,13.90
2026-03-04T22:41:00Z,90.62,10.97
2026-03-04T22:42:00Z,90.63,11.00
2026-03-04T22:43:00Z,91.00,10.30
2026-03-04T22:44:00Z,91.00,7.38
2026-03-04T22:45:00Z,90.87,10.16
2026-03-04T22:46:00Z,90.00,9.69
2026-03-04T22:47:00Z,89.99,10.34
2026-03-04T22:48:00Z,90.00,10.08
2026-03-04T22:49:00Z,90.02,10.00
2026-03-04T22:50:00Z,90.00,10.00
2026-03-04T22:51:00Z,90.03,9.85
2026-03-04T22:52:00Z,94.15,7.56
2026-03-04T22:53:00Z,93.94,7.68
2026-03-04T22:54:00Z,88.85,11.62
2026-03-04T22:55:00Z,88.26,12.94
2026-03-04T22:56:00Z,89.22,11.98
2026-03-04T22:57:00Z,90.00,10.17
2026-03-04T22:58:00Z,89.77,10.85
2026-03-04T22:59:00Z,89.99,12.00
2026-03-04T23:00:00Z,88.19,12.06
2026-03-04T23:01:00Z,88.00,13.00
2026-03-04T23:02:00Z,88.00,13.01
2026-03-04T23:03:00Z,89.61,11.75
2026-03-04T23:04:00Z,89.60,10.42
2026-03-04T23:05:00Z,89.42,11.90
2026-03-04T23:06:00Z,89.04,11.30
2026-03-04T23:07:00Z,88.50,11.77
2026-03-04T23:08:00Z,91.94,8.16
2026-03-04T23:09:00Z,90.42,9.12
2026-03-04T23:10:00Z,89.14,9.92
2026-03-04T23:11:00Z,87.39,12.62
2026-03-04T23:12:00Z,87.00,13.63
2026-03-04T23:13:00Z,88.00,13.98
2026-03-04T23:14:00Z,85.00,16.39
2026-03-04T23:15:00Z,80.02,21.24
2026-03-04T23:16:00Z,79.23,23.30
2026-03-04T23:17:00Z,84.18,17.76
2026-03-04T23:18:00Z,87.05,14.63
2026-03-04T23:19:00Z,89.00,13.04
2026-03-04T23:20:00Z,94.74,6.38
2026-03-04T23:21:00Z,93.76,7.47
2026-03-04T23:22:00Z,92.78,7.81
2026-03-04T23:23:00Z,91.08,9.38
2026-03-04T23:24:00Z,89.68,12.28
2026-03-04T23:25:00Z,89.42,11.37
2026-03-04T23:26:00Z,91.88,11.31
2026-03-04T23:27:00Z,96.01,5.27
2026-03-04T23:28:00Z,97.61,3.64
2026-03-04T23:29:00Z,96.69,4.03
2026-03-04T23:30:00Z,95.15,5.85
2026-03-04T23:31:00Z,94.73,7.42
2026-03-04T23:32:00Z,97.36,2.90
2026-03-04T23:33:00Z,98.98,2.47
2026-03-04T23:34:00Z,97.75,3.00
2026-03-04T23:35:00Z,97.23,3.00
2026-03-04T23:36:00Z,97.18,3.00
2026-03-04T23:37:00Z,98.02,1.99
2026-03-04T23:38:00Z,95.54,5.52
2026-03-04T23:39:00Z,93.25,8.16
2026-03-04T23:40:00Z,98.25,1.40
2026-03-04T23:41:00Z,98.50,3.10
2026-03-04T23:42:00Z,97.96,3.01
2026-03-04T23:43:00Z,98.17,2.85
2026-03-04T23:44:00Z,98.99,1.65
2026-03-04T23:47:00Z,99.00,1.65
2026-03-04T23:48:00Z,99.00,1.65
2026-03-04T23:49:00Z,99.00,1.65
2026-03-04T23:50:00Z,99.00,1.65
