# event_ticker=KXATPCHALLENGERMATCH-26APR13MMOGOM
# final_score=6-2 6-1
# score_resolution=2-6 1-6
# match_winner=Michael Mmoh
# fav_player=Federico Agustin Gomez
# dog_player=Michael Mmoh
# kalshi_date=2026-04-13
timestamp,Federico Agustin Gomez,Michael Mmoh
2026-04-13T08:32:00Z,43.32,
2026-04-13T08:37:00Z,45.00,
2026-04-13T09:04:00Z,46.00,
2026-04-13T09:51:00Z,46.00,53.00
2026-04-13T09:57:00Z,46.00,56.00
2026-04-13T10:03:00Z,46.00,56.00
2026-04-13T10:22:00Z,46.00,56.00
2026-04-13T10:27:00Z,45.00,56.00
2026-04-13T10:42:00Z,45.00,56.00
2026-04-13T11:10:00Z,45.00,56.00
2026-04-13T11:25:00Z,45.00,57.00
2026-04-13T12:13:00Z,42.00,57.00
2026-04-13T13:10:00Z,44.00,57.00
2026-04-13T13:36:00Z,44.00,58.00
2026-04-13T13:37:00Z,44.00,58.00
2026-04-13T14:16:00Z,43.00,58.00
2026-04-13T14:55:00Z,42.00,58.00
2026-04-13T15:01:00Z,41.00,58.00
2026-04-13T15:38:00Z,41.00,58.02
2026-04-13T15:40:00Z,41.00,61.00
2026-04-13T15:41:00Z,39.00,61.00
2026-04-13T15:44:00Z,37.00,62.38
2026-04-13T15:54:00Z,37.00,63.00
2026-04-13T16:07:00Z,37.00,63.00
2026-04-13T16:20:00Z,37.00,63.77
2026-04-13T16:27:00Z,37.00,64.00
2026-04-13T16:41:00Z,37.00,64.00
2026-04-13T16:42:00Z,37.00,64.00
2026-04-13T16:57:00Z,37.00,64.00
2026-04-13T16:59:00Z,37.00,64.00
2026-04-13T17:01:00Z,37.00,64.00
2026-04-13T17:07:00Z,37.00,64.00
2026-04-13T17:13:00Z,38.00,64.00
2026-04-13T17:17:00Z,38.00,63.00
2026-04-13T17:19:00Z,38.00,63.00
2026-04-13T17:20:00Z,38.00,64.00
2026-04-13T17:23:00Z,38.00,64.00
2026-04-13T17:27:00Z,37.00,64.00
2026-04-13T17:33:00Z,37.00,64.00
2026-04-13T17:37:00Z,37.00,64.00
2026-04-13T17:39:00Z,37.00,64.00
2026-04-13T17:40:00Z,37.00,64.00
2026-04-13T17:42:00Z,37.00,64.00
2026-04-13T17:44:00Z,37.00,64.00
2026-04-13T17:46:00Z,37.00,64.00
2026-04-13T17:47:00Z,37.00,63.00
2026-04-13T17:48:00Z,37.00,64.00
2026-04-13T17:50:00Z,37.00,64.00
2026-04-13T17:52:00Z,37.00,63.00
2026-04-13T17:54:00Z,37.00,63.00
2026-04-13T17:55:00Z,37.02,63.00
2026-04-13T17:56:00Z,37.02,63.00
2026-04-13T17:57:00Z,37.00,63.00
2026-04-13T17:59:00Z,37.00,63.96
2026-04-13T18:02:00Z,37.00,64.00
2026-04-13T18:03:00Z,37.00,64.00
2026-04-13T18:06:00Z,37.00,64.00
2026-04-13T18:08:00Z,37.00,64.00
2026-04-13T18:14:00Z,38.00,64.00
2026-04-13T18:28:00Z,38.00,64.00
2026-04-13T18:29:00Z,37.00,64.00
2026-04-13T18:30:00Z,37.00,64.00
2026-04-13T18:33:00Z,37.00,64.00
2026-04-13T18:34:00Z,37.00,64.00
2026-04-13T18:36:00Z,37.00,64.00
2026-04-13T18:39:00Z,37.00,64.00
2026-04-13T18:41:00Z,37.00,64.00
2026-04-13T18:44:00Z,37.00,63.90
2026-04-13T18:46:00Z,37.00,63.90
2026-04-13T18:49:00Z,37.00,64.75
2026-04-13T18:51:00Z,37.00,64.00
2026-04-13T19:00:00Z,37.00,64.00
2026-04-13T19:02:00Z,37.00,64.00
2026-04-13T19:03:00Z,37.00,63.07
2026-04-13T19:04:00Z,37.00,63.00
2026-04-13T19:05:00Z,37.00,63.72
2026-04-13T19:06:00Z,37.00,63.00
2026-04-13T19:07:00Z,37.00,64.00
2026-04-13T19:08:00Z,37.00,64.00
2026-04-13T19:09:00Z,37.00,64.00
2026-04-13T19:10:00Z,37.00,64.00
2026-04-13T19:11:00Z,37.00,64.36
2026-04-13T19:12:00Z,37.00,64.82
2026-04-13T19:13:00Z,37.00,64.00
2026-04-13T19:14:00Z,37.58,64.00
2026-04-13T19:15:00Z,38.00,62.22
2026-04-13T19:16:00Z,37.00,64.00
2026-04-13T19:17:00Z,37.00,64.17
2026-04-13T19:18:00Z,37.00,64.17
2026-04-13T19:19:00Z,37.00,65.00
2026-04-13T19:20:00Z,37.00,65.42
2026-04-13T19:21:00Z,35.78,65.75
2026-04-13T19:22:00Z,35.00,65.00
2026-04-13T19:23:00Z,35.00,65.14
2026-04-13T19:24:00Z,35.80,65.30
2026-04-13T19:25:00Z,35.00,65.02
2026-04-13T19:26:00Z,34.00,65.00
2026-04-13T19:27:00Z,34.00,65.00
2026-04-13T19:28:00Z,36.00,65.18
2026-04-13T19:29:00Z,36.00,63.53
2026-04-13T19:30:00Z,36.97,63.53
2026-04-13T19:31:00Z,35.15,64.62
2026-04-13T19:32:00Z,35.15,65.00
2026-04-13T19:33:00Z,37.00,65.00
2026-04-13T19:34:00Z,37.00,65.00
2026-04-13T19:35:00Z,37.00,65.64
2026-04-13T19:37:00Z,37.00,65.00
2026-04-13T19:38:00Z,37.00,65.00
2026-04-13T19:39:00Z,37.00,65.00
2026-04-13T19:40:00Z,37.00,65.00
2026-04-13T19:41:00Z,37.23,65.00
2026-04-13T19:42:00Z,37.00,65.00
2026-04-13T19:43:00Z,37.00,65.28
2026-04-13T19:44:00Z,35.82,65.00
2026-04-13T19:45:00Z,37.00,65.00
2026-04-13T19:46:00Z,37.00,65.00
2026-04-13T19:47:00Z,37.00,65.00
2026-04-13T19:48:00Z,37.00,65.00
2026-04-13T19:49:00Z,37.00,65.00
2026-04-13T19:50:00Z,38.90,65.00
2026-04-13T19:51:00Z,38.00,65.00
2026-04-13T19:52:00Z,38.00,63.69
2026-04-13T19:53:00Z,39.13,64.00
2026-04-13T19:54:00Z,37.69,64.10
2026-04-13T19:55:00Z,36.78,64.50
2026-04-13T19:56:00Z,37.30,64.04
2026-04-13T19:57:00Z,36.14,64.23
2026-04-13T19:58:00Z,31.73,69.41
2026-04-13T19:59:00Z,27.74,73.45
2026-04-13T20:00:00Z,26.08,77.38
2026-04-13T20:01:00Z,27.45,75.24
2026-04-13T20:02:00Z,27.08,73.95
2026-04-13T20:03:00Z,29.73,70.90
2026-04-13T20:04:00Z,33.80,67.42
2026-04-13T20:05:00Z,28.66,72.82
2026-04-13T20:06:00Z,22.78,76.69
2026-04-13T20:07:00Z,19.28,80.95
2026-04-13T20:08:00Z,21.57,79.04
2026-04-13T20:09:00Z,24.30,74.85
2026-04-13T20:10:00Z,26.66,73.75
2026-04-13T20:11:00Z,27.12,73.97
2026-04-13T20:12:00Z,29.96,70.75
2026-04-13T20:13:00Z,29.99,71.00
2026-04-13T20:14:00Z,27.98,72.72
2026-04-13T20:15:00Z,25.41,75.74
2026-04-13T20:16:00Z,24.24,76.96
2026-04-13T20:17:00Z,22.41,79.85
2026-04-13T20:18:00Z,24.23,76.90
2026-04-13T20:19:00Z,27.51,73.45
2026-04-13T20:20:00Z,27.67,73.00
2026-04-13T20:21:00Z,28.01,73.40
2026-04-13T20:22:00Z,28.08,74.17
2026-04-13T20:23:00Z,26.97,77.41
2026-04-13T20:24:00Z,24.06,76.20
2026-04-13T20:25:00Z,25.55,75.48
2026-04-13T20:26:00Z,23.72,78.76
2026-04-13T20:27:00Z,17.86,81.58
2026-04-13T20:28:00Z,15.70,84.94
2026-04-13T20:29:00Z,15.68,85.41
2026-04-13T20:30:00Z,16.11,86.46
2026-04-13T20:31:00Z,15.29,86.00
2026-04-13T20:32:00Z,13.74,86.53
2026-04-13T20:33:00Z,13.98,86.54
2026-04-13T20:34:00Z,13.45,86.92
2026-04-13T20:35:00Z,13.61,86.45
2026-04-13T20:36:00Z,14.46,86.25
2026-04-13T20:37:00Z,15.66,85.62
2026-04-13T20:38:00Z,12.94,89.65
2026-04-13T20:39:00Z,12.06,87.33
2026-04-13T20:40:00Z,6.80,92.72
2026-04-13T20:41:00Z,5.95,93.50
2026-04-13T20:42:00Z,5.08,94.92
2026-04-13T20:43:00Z,4.94,95.76
2026-04-13T20:44:00Z,4.87,95.00
2026-04-13T20:45:00Z,4.60,95.96
2026-04-13T20:46:00Z,4.16,96.45
2026-04-13T20:47:00Z,3.84,96.66
2026-04-13T20:48:00Z,4.38,97.01
2026-04-13T20:49:00Z,1.78,98.19
2026-04-13T20:50:00Z,2.15,98.04
2026-04-13T20:51:00Z,2.01,97.96
2026-04-13T20:52:00Z,1.33,98.47
2026-04-13T20:53:00Z,1.69,98.20
2026-04-13T20:54:00Z,2.56,98.00
2026-04-13T20:55:00Z,1.93,98.00
2026-04-13T20:56:00Z,1.03,98.49
2026-04-13T20:57:00Z,1.36,99.00
2026-04-13T20:58:00Z,1.10,98.72
2026-04-13T20:59:00Z,2.27,99.00
2026-04-13T21:00:00Z,1.91,98.53
2026-04-13T21:01:00Z,2.00,98.53
2026-04-13T21:02:00Z,1.80,98.42
2026-04-13T21:03:00Z,2.11,98.66
2026-04-13T21:04:00Z,1.20,98.11
2026-04-13T21:05:00Z,1.02,99.00
2026-04-13T21:06:00Z,1.00,99.00
2026-04-13T21:07:00Z,1.00,99.00
2026-04-13T21:08:00Z,1.00,99.00
2026-04-13T21:09:00Z,1.00,99.00
2026-04-13T21:10:00Z,1.00,99.00
2026-04-13T21:11:00Z,1.00,99.00
2026-04-13T21:12:00Z,1.00,99.00
