# event_ticker=KXATPMATCH-26FEB21COBKOR
# final_score=7-6(1) 6-1
# score_resolution=6-7 1-6
# match_winner=Sebastian Korda
# fav_player=Flavio Cobolli
# dog_player=Sebastian Korda
# kalshi_date=2026-02-21
timestamp,Flavio Cobolli,Sebastian Korda
2026-02-21T08:16:00Z,,71.00
2026-02-21T08:18:00Z,,71.00
2026-02-21T08:20:00Z,,71.00
2026-02-21T08:26:00Z,30.00,71.00
2026-02-21T08:27:00Z,30.00,71.00
2026-02-21T08:42:00Z,30.00,71.00
2026-02-21T08:47:00Z,30.00,71.00
2026-02-21T09:09:00Z,30.00,70.00
2026-02-21T09:14:00Z,30.00,71.00
2026-02-21T09:33:00Z,30.00,71.00
2026-02-21T09:37:00Z,30.00,71.00
2026-02-21T09:41:00Z,30.00,71.00
2026-02-21T09:42:00Z,30.00,71.00
2026-02-21T09:48:00Z,30.00,71.00
2026-02-21T10:02:00Z,30.00,71.00
2026-02-21T10:03:00Z,30.00,71.00
2026-02-21T10:15:00Z,30.00,71.00
2026-02-21T10:21:00Z,30.00,70.29
2026-02-21T10:45:00Z,30.00,70.29
2026-02-21T10:54:00Z,30.00,71.00
2026-02-21T10:55:00Z,30.00,71.00
2026-02-21T10:59:00Z,30.00,69.00
2026-02-21T11:00:00Z,30.00,71.00
2026-02-21T11:10:00Z,30.00,71.00
2026-02-21T11:11:00Z,30.00,71.00
2026-02-21T11:12:00Z,31.00,71.00
2026-02-21T11:13:00Z,31.00,71.00
2026-02-21T11:14:00Z,31.00,71.00
2026-02-21T11:16:00Z,31.00,71.00
2026-02-21T11:17:00Z,31.00,71.00
2026-02-21T11:18:00Z,31.00,71.00
2026-02-21T11:21:00Z,31.00,71.00
2026-02-21T11:26:00Z,31.00,71.00
2026-02-21T11:28:00Z,31.00,71.00
2026-02-21T11:41:00Z,29.00,71.00
2026-02-21T11:43:00Z,29.00,71.00
2026-02-21T11:46:00Z,29.00,72.00
2026-02-21T12:01:00Z,29.00,72.00
2026-02-21T12:04:00Z,29.00,72.00
2026-02-21T12:06:00Z,29.00,72.00
2026-02-21T12:12:00Z,29.00,72.00
2026-02-21T12:17:00Z,29.00,72.00
2026-02-21T12:18:00Z,29.00,72.00
2026-02-21T12:20:00Z,29.00,72.00
2026-02-21T12:23:00Z,29.00,72.00
2026-02-21T12:24:00Z,29.00,72.00
2026-02-21T12:42:00Z,29.00,72.00
2026-02-21T12:43:00Z,29.00,72.00
2026-02-21T12:44:00Z,29.00,72.00
