# event_ticker=KXATPMATCH-26JUN07KYRMOU
# final_score=6-3 6-4
# match_winner=Nick Kyrgios
# fav_player=Nick Kyrgios
# dog_player=Corentin Moutet
# kalshi_date=2026-06-07
timestamp,Nick Kyrgios,Corentin Moutet
2026-06-09T05:38:00Z,36.00,
2026-06-09T05:43:00Z,36.00,66.00
2026-06-09T05:45:00Z,36.00,66.00
2026-06-09T05:47:00Z,36.00,66.00
2026-06-09T05:48:00Z,34.04,66.00
2026-06-09T05:51:00Z,34.04,67.00
2026-06-09T05:54:00Z,35.00,67.00
2026-06-09T05:57:00Z,35.00,67.00
2026-06-09T05:58:00Z,35.00,67.00
2026-06-09T05:59:00Z,35.00,67.00
2026-06-09T06:09:00Z,35.00,67.00
2026-06-09T06:13:00Z,35.00,67.00
2026-06-09T06:16:00Z,35.00,67.00
2026-06-09T06:20:00Z,35.00,67.00
2026-06-09T06:22:00Z,35.00,67.00
2026-06-09T06:24:00Z,35.00,67.00
2026-06-09T06:25:00Z,35.00,67.00
2026-06-09T06:27:00Z,35.00,67.00
2026-06-09T06:28:00Z,35.00,65.00
2026-06-09T06:29:00Z,35.00,67.00
2026-06-09T06:31:00Z,35.00,67.00
2026-06-09T06:33:00Z,35.00,67.00
2026-06-09T06:40:00Z,35.00,67.00
2026-06-09T06:44:00Z,35.00,67.00
2026-06-09T06:45:00Z,35.00,67.00
2026-06-09T06:48:00Z,35.00,67.00
2026-06-09T06:50:00Z,35.00,67.00
2026-06-09T06:58:00Z,35.00,67.00
2026-06-09T07:06:00Z,35.00,67.00
2026-06-09T07:07:00Z,35.00,67.00
2026-06-09T07:10:00Z,35.00,67.00
2026-06-09T07:16:00Z,35.00,67.00
2026-06-09T07:19:00Z,35.00,68.00
2026-06-09T07:20:00Z,35.00,68.00
2026-06-09T07:23:00Z,35.00,68.00
2026-06-09T07:24:00Z,35.00,68.00
2026-06-09T07:31:00Z,35.00,68.00
2026-06-09T07:46:00Z,35.00,68.00
2026-06-09T07:58:00Z,35.00,68.00
2026-06-09T07:59:00Z,35.00,68.00
2026-06-09T08:05:00Z,35.00,68.00
2026-06-09T08:07:00Z,35.00,67.00
2026-06-09T08:08:00Z,35.00,68.00
2026-06-09T08:14:00Z,35.00,68.00
2026-06-09T08:19:00Z,35.00,68.00
2026-06-09T08:28:00Z,35.00,67.00
2026-06-09T08:29:00Z,35.00,67.00
2026-06-09T08:32:00Z,35.00,67.00
2026-06-09T08:41:00Z,35.00,67.00
2026-06-09T08:45:00Z,35.00,67.00
2026-06-09T08:49:00Z,35.00,67.00
2026-06-09T08:55:00Z,34.00,67.00
2026-06-09T08:56:00Z,32.00,67.00
2026-06-09T08:57:00Z,31.00,67.00
2026-06-09T09:04:00Z,31.00,67.00
2026-06-09T09:14:00Z,34.00,67.00
2026-06-09T09:17:00Z,34.00,67.00
2026-06-09T09:18:00Z,34.00,67.00
2026-06-09T09:25:00Z,34.00,67.00
2026-06-09T09:34:00Z,34.00,67.00
2026-06-09T09:39:00Z,34.00,66.00
2026-06-09T09:40:00Z,34.00,68.00
2026-06-09T09:41:00Z,34.00,68.61
2026-06-09T09:46:00Z,34.00,69.00
2026-06-09T09:49:00Z,34.00,69.00
2026-06-09T09:54:00Z,34.00,69.00
2026-06-09T09:55:00Z,34.00,69.00
2026-06-09T09:56:00Z,34.00,69.00
2026-06-09T10:18:00Z,32.00,69.00
2026-06-09T10:20:00Z,33.00,69.00
2026-06-09T10:25:00Z,33.00,68.00
2026-06-09T10:26:00Z,34.00,68.00
2026-06-09T10:33:00Z,34.00,68.00
2026-06-09T10:36:00Z,34.00,68.00
2026-06-09T10:39:00Z,34.00,69.00
2026-06-09T10:45:00Z,31.00,69.00
2026-06-09T10:50:00Z,33.00,69.00
2026-06-09T10:54:00Z,34.00,69.00
2026-06-09T10:56:00Z,34.00,67.00
2026-06-09T10:57:00Z,34.00,69.00
2026-06-09T10:58:00Z,34.00,69.00
2026-06-09T11:06:00Z,34.00,69.00
2026-06-09T11:09:00Z,34.00,69.00
2026-06-09T11:25:00Z,33.00,69.00
2026-06-09T11:31:00Z,33.00,69.00
2026-06-09T11:34:00Z,33.00,69.00
2026-06-09T11:36:00Z,33.00,69.00
2026-06-09T11:37:00Z,32.00,69.00
2026-06-09T11:40:00Z,32.00,69.00
2026-06-09T11:42:00Z,32.00,69.00
2026-06-09T11:43:00Z,31.00,69.00
2026-06-09T11:44:00Z,32.00,69.00
2026-06-09T11:45:00Z,32.00,69.00
2026-06-09T11:47:00Z,32.00,69.00
2026-06-09T11:48:00Z,33.00,69.00
2026-06-09T11:54:00Z,33.00,69.00
2026-06-09T11:55:00Z,33.00,69.00
2026-06-09T11:59:00Z,33.00,69.00
2026-06-09T12:01:00Z,32.00,69.00
2026-06-09T12:02:00Z,32.00,69.00
2026-06-09T12:04:00Z,32.00,69.00
2026-06-09T12:06:00Z,32.00,69.00
2026-06-09T12:11:00Z,32.00,69.00
2026-06-09T12:14:00Z,30.88,69.00
2026-06-09T12:16:00Z,33.00,69.00
2026-06-09T12:18:00Z,33.00,69.00
2026-06-09T12:19:00Z,33.00,69.00
2026-06-09T12:21:00Z,33.00,69.00
2026-06-09T12:27:00Z,33.00,69.00
2026-06-09T12:28:00Z,33.00,69.00
2026-06-09T12:29:00Z,33.00,69.00
2026-06-09T12:31:00Z,32.00,69.00
2026-06-09T12:38:00Z,32.00,69.00
2026-06-09T12:39:00Z,32.00,67.00
2026-06-09T12:41:00Z,32.00,67.00
2026-06-09T12:43:00Z,31.05,69.00
2026-06-09T12:44:00Z,31.05,68.00
2026-06-09T12:45:00Z,31.05,69.00
2026-06-09T12:46:00Z,32.00,69.00
2026-06-09T12:47:00Z,32.00,69.00
2026-06-09T12:50:00Z,32.94,69.00
2026-06-09T12:52:00Z,33.00,69.00
2026-06-09T12:53:00Z,33.00,69.00
2026-06-09T12:54:00Z,33.00,69.00
2026-06-09T12:56:00Z,33.00,69.00
2026-06-09T12:59:00Z,33.00,69.00
