# event_ticker=KXATPMATCH-26FEB13MARDAR
# final_score=7-5 6-1
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Pedro Martinez
# kalshi_date=2026-02-13
timestamp,Luciano Darderi,Pedro Martinez
2026-02-13T13:08:00Z,83.00,
2026-02-13T13:09:00Z,83.00,18.00
2026-02-13T13:26:00Z,83.00,18.00
2026-02-13T13:37:00Z,83.00,18.00
2026-02-13T13:38:00Z,83.00,18.00
2026-02-13T13:45:00Z,83.00,18.00
2026-02-13T13:47:00Z,83.00,18.00
2026-02-13T14:02:00Z,83.00,18.00
2026-02-13T14:17:00Z,83.00,18.00
2026-02-13T14:18:00Z,83.00,18.00
2026-02-13T14:39:00Z,83.00,18.00
2026-02-13T14:47:00Z,83.00,18.00
2026-02-13T15:41:00Z,83.00,18.00
2026-02-13T15:47:00Z,83.00,18.00
2026-02-13T16:03:00Z,83.00,18.00
2026-02-13T16:12:00Z,83.00,18.00
2026-02-13T16:25:00Z,83.00,18.00
2026-02-13T16:27:00Z,83.00,18.00
2026-02-13T16:39:00Z,83.00,18.00
2026-02-13T16:40:00Z,83.00,18.00
2026-02-13T16:41:00Z,83.00,18.00
2026-02-13T16:50:00Z,83.00,18.00
2026-02-13T16:53:00Z,83.00,18.00
2026-02-13T16:58:00Z,83.00,18.00
2026-02-13T17:12:00Z,83.00,18.00
2026-02-13T17:13:00Z,83.00,18.00
2026-02-13T17:17:00Z,83.00,18.00
2026-02-13T17:40:00Z,83.00,18.00
2026-02-13T17:46:00Z,83.00,18.00
2026-02-13T17:49:00Z,83.00,18.00
2026-02-13T18:06:00Z,83.00,18.00
2026-02-13T18:11:00Z,83.00,18.00
2026-02-13T18:16:00Z,83.00,17.00
2026-02-13T18:17:00Z,83.00,18.00
2026-02-13T18:21:00Z,83.00,18.00
2026-02-13T18:30:00Z,83.00,18.00
2026-02-13T18:31:00Z,83.00,18.00
2026-02-13T18:34:00Z,83.00,17.00
2026-02-13T18:36:00Z,83.00,17.00
2026-02-13T18:47:00Z,83.00,17.00
2026-02-13T18:49:00Z,83.00,17.00
2026-02-13T18:50:00Z,83.00,17.00
2026-02-13T18:54:00Z,83.00,17.00
2026-02-13T18:59:00Z,83.00,17.00
2026-02-13T19:09:00Z,83.00,17.00
2026-02-13T19:12:00Z,83.00,17.00
2026-02-13T19:15:00Z,83.00,17.00
2026-02-13T19:16:00Z,84.00,17.00
2026-02-13T19:18:00Z,84.00,17.00
2026-02-13T19:24:00Z,84.00,17.00
2026-02-13T19:27:00Z,84.00,17.00
2026-02-13T19:29:00Z,84.00,17.00
2026-02-13T19:32:00Z,84.00,16.00
2026-02-13T19:36:00Z,84.00,16.00
2026-02-13T19:39:00Z,84.00,17.00
2026-02-13T19:41:00Z,84.00,17.00
2026-02-13T19:47:00Z,84.00,17.00
2026-02-13T19:57:00Z,84.00,17.00
2026-02-13T20:03:00Z,84.00,17.00
2026-02-13T20:04:00Z,84.00,17.00
2026-02-13T20:05:00Z,84.00,17.00
2026-02-13T20:06:00Z,84.00,17.00
2026-02-13T20:07:00Z,84.00,17.00
2026-02-13T20:15:00Z,84.00,17.00
2026-02-13T20:21:00Z,84.00,17.00
2026-02-13T20:22:00Z,84.00,17.00
2026-02-13T20:26:00Z,84.00,17.00
2026-02-13T20:28:00Z,84.00,17.00
2026-02-13T20:34:00Z,84.00,17.00
2026-02-13T20:35:00Z,84.00,17.00
2026-02-13T20:37:00Z,84.00,17.00
2026-02-13T20:39:00Z,84.00,17.00
2026-02-13T20:40:00Z,84.00,17.00
2026-02-13T20:41:00Z,84.00,16.00
2026-02-13T20:42:00Z,84.00,16.00
2026-02-13T20:43:00Z,84.00,16.00
2026-02-13T20:44:00Z,84.00,16.00
2026-02-13T20:47:00Z,84.00,17.00
2026-02-13T20:49:00Z,84.00,17.00
2026-02-13T20:54:00Z,84.00,17.00
2026-02-13T20:56:00Z,84.00,17.00
2026-02-13T20:57:00Z,84.00,17.00
2026-02-13T20:59:00Z,84.00,17.00
2026-02-13T21:01:00Z,84.00,17.00
2026-02-13T21:04:00Z,84.00,17.00
2026-02-13T21:07:00Z,84.00,17.00
2026-02-13T21:08:00Z,84.00,17.00
2026-02-13T21:09:00Z,84.00,17.00
2026-02-13T21:12:00Z,83.00,17.00
2026-02-13T21:13:00Z,83.00,17.00
2026-02-13T21:16:00Z,83.00,16.00
2026-02-13T21:27:00Z,84.00,16.00
2026-02-13T21:30:00Z,84.00,16.00
2026-02-13T21:35:00Z,84.00,16.00
2026-02-13T21:36:00Z,84.00,17.00
2026-02-13T21:37:00Z,84.00,17.00
2026-02-13T21:38:00Z,84.00,17.00
2026-02-13T21:40:00Z,84.00,17.00
2026-02-13T21:41:00Z,84.00,17.00
2026-02-13T21:42:00Z,84.00,17.00
2026-02-13T21:44:00Z,84.00,17.00
2026-02-13T21:49:00Z,84.00,17.00
2026-02-13T21:50:00Z,85.00,17.00
2026-02-13T21:51:00Z,85.00,17.00
2026-02-13T21:52:00Z,85.00,17.00
2026-02-13T21:54:00Z,85.00,17.00
2026-02-13T21:56:00Z,85.00,17.00
2026-02-13T21:58:00Z,85.00,17.00
2026-02-13T21:59:00Z,84.00,17.00
2026-02-13T22:00:00Z,84.00,17.00
2026-02-13T22:01:00Z,84.30,17.00
2026-02-13T22:04:00Z,84.30,17.00
2026-02-13T22:05:00Z,84.00,17.00
2026-02-13T22:06:00Z,84.00,17.00
2026-02-13T22:07:00Z,84.00,17.00
2026-02-13T22:08:00Z,84.00,17.00
2026-02-13T22:09:00Z,84.00,17.00
2026-02-13T22:19:00Z,84.00,17.00
2026-02-13T22:20:00Z,84.00,17.00
2026-02-13T22:21:00Z,84.97,17.00
2026-02-13T22:22:00Z,85.00,17.00
2026-02-13T22:24:00Z,85.00,17.00
2026-02-13T22:28:00Z,85.00,17.00
2026-02-13T22:29:00Z,85.00,17.00
2026-02-13T22:30:00Z,85.00,17.00
2026-02-13T22:31:00Z,85.00,17.00
2026-02-13T22:32:00Z,85.00,17.00
2026-02-13T22:33:00Z,85.00,17.00
2026-02-13T22:34:00Z,85.00,17.00
2026-02-13T22:35:00Z,85.00,17.00
2026-02-13T22:36:00Z,85.00,17.00
2026-02-13T22:37:00Z,84.00,17.00
2026-02-13T22:38:00Z,85.00,17.00
2026-02-13T22:39:00Z,85.00,17.00
2026-02-13T22:40:00Z,85.00,17.00
2026-02-13T22:41:00Z,85.00,17.00
2026-02-13T22:43:00Z,85.00,17.00
2026-02-13T22:44:00Z,85.00,17.00
2026-02-13T22:45:00Z,84.59,17.00
2026-02-13T22:46:00Z,84.59,17.00
2026-02-13T22:49:00Z,84.59,16.00
2026-02-13T22:50:00Z,84.59,17.00
2026-02-13T22:52:00Z,85.00,17.00
2026-02-13T22:54:00Z,85.00,17.00
2026-02-13T22:55:00Z,84.00,17.00
2026-02-13T22:56:00Z,84.00,17.00
2026-02-13T22:58:00Z,84.00,17.00
2026-02-13T22:59:00Z,84.00,17.00
2026-02-13T23:00:00Z,84.00,17.00
2026-02-13T23:01:00Z,84.99,17.00
2026-02-13T23:02:00Z,84.00,17.00
2026-02-13T23:03:00Z,84.00,17.00
2026-02-13T23:04:00Z,84.00,17.00
2026-02-13T23:05:00Z,84.00,17.00
2026-02-13T23:07:00Z,84.00,17.00
2026-02-13T23:08:00Z,84.00,17.00
2026-02-13T23:09:00Z,84.00,17.00
2026-02-13T23:11:00Z,84.00,17.00
2026-02-13T23:12:00Z,84.00,17.00
2026-02-13T23:13:00Z,84.00,17.00
2026-02-13T23:14:00Z,84.00,17.00
2026-02-13T23:15:00Z,84.00,17.00
2026-02-13T23:16:00Z,84.00,17.00
2026-02-13T23:17:00Z,84.00,17.00
2026-02-13T23:18:00Z,84.00,17.00
2026-02-13T23:19:00Z,84.00,17.00
2026-02-13T23:20:00Z,84.00,17.00
2026-02-13T23:21:00Z,84.00,16.02
2026-02-13T23:22:00Z,84.00,16.00
2026-02-13T23:24:00Z,84.00,16.00
2026-02-13T23:25:00Z,85.00,16.00
2026-02-13T23:26:00Z,85.00,16.00
2026-02-13T23:27:00Z,85.00,16.00
2026-02-13T23:28:00Z,85.00,16.00
2026-02-13T23:29:00Z,85.00,16.00
2026-02-13T23:30:00Z,85.00,16.00
2026-02-13T23:31:00Z,85.00,16.00
2026-02-13T23:32:00Z,85.00,16.00
2026-02-13T23:33:00Z,84.72,16.00
2026-02-13T23:34:00Z,85.00,16.00
2026-02-13T23:35:00Z,85.00,16.00
2026-02-13T23:36:00Z,85.00,16.00
2026-02-13T23:37:00Z,85.00,16.00
2026-02-13T23:38:00Z,85.00,16.00
2026-02-13T23:39:00Z,85.00,16.00
2026-02-13T23:40:00Z,84.11,16.00
2026-02-13T23:41:00Z,85.00,16.00
2026-02-13T23:42:00Z,85.00,16.45
2026-02-13T23:43:00Z,85.00,17.00
2026-02-13T23:44:00Z,85.00,17.00
