# event_ticker=KXATPMATCH-25OCT16KHASTR
# final_score=4-6 7-6(5) 6-3
# score_resolution=4-6 7-6 6-3
# match_winner=Jan-Lennard Struff
# fav_player=Jan-Lennard Struff
# dog_player=Karen Khachanov
# kalshi_date=2025-10-16
timestamp,Jan-Lennard Struff,Karen Khachanov
2025-10-16T12:44:00Z,33.00,68.00
2025-10-16T12:51:00Z,33.00,68.00
2025-10-16T12:53:00Z,33.00,68.00
2025-10-16T12:54:00Z,33.00,68.00
2025-10-16T12:56:00Z,33.00,68.00
2025-10-16T12:58:00Z,33.00,68.00
2025-10-16T12:59:00Z,33.00,68.00
2025-10-16T13:02:00Z,32.00,67.00
2025-10-16T13:06:00Z,32.00,68.00
2025-10-16T13:11:00Z,33.27,68.00
2025-10-16T13:12:00Z,33.27,67.49
2025-10-16T13:14:00Z,34.00,67.49
2025-10-16T13:18:00Z,34.00,67.23
2025-10-16T13:21:00Z,34.00,68.00
2025-10-16T13:22:00Z,34.00,68.00
2025-10-16T13:23:00Z,34.00,68.00
2025-10-16T13:24:00Z,34.00,68.00
2025-10-16T13:25:00Z,34.00,68.00
2025-10-16T13:26:00Z,32.12,68.00
2025-10-16T13:27:00Z,32.12,68.00
2025-10-16T13:30:00Z,32.12,68.00
2025-10-16T13:33:00Z,32.12,68.00
2025-10-16T13:35:00Z,32.12,68.00
2025-10-16T13:36:00Z,33.00,68.00
2025-10-16T13:42:00Z,33.00,68.00
2025-10-16T13:43:00Z,33.00,68.00
2025-10-16T13:45:00Z,33.00,67.00
2025-10-16T13:46:00Z,33.00,67.00
2025-10-16T13:47:00Z,33.00,67.00
2025-10-16T13:48:00Z,33.00,67.00
2025-10-16T13:49:00Z,34.00,67.00
2025-10-16T13:52:00Z,34.00,67.00
2025-10-16T13:54:00Z,34.00,68.00
2025-10-16T13:55:00Z,33.00,68.00
2025-10-16T13:59:00Z,33.00,68.00
2025-10-16T14:00:00Z,33.00,68.00
2025-10-16T14:02:00Z,33.00,68.00
2025-10-16T14:06:00Z,33.00,68.07
2025-10-16T14:07:00Z,33.00,70.00
2025-10-16T14:08:00Z,32.00,70.00
2025-10-16T14:09:00Z,32.92,70.00
2025-10-16T14:10:00Z,32.92,69.00
2025-10-16T14:11:00Z,33.00,69.00
2025-10-16T14:12:00Z,33.00,69.00
2025-10-16T14:13:00Z,32.29,69.64
2025-10-16T14:14:00Z,33.00,69.17
2025-10-16T14:15:00Z,29.13,72.19
2025-10-16T14:16:00Z,23.09,78.87
2025-10-16T14:17:00Z,18.35,83.00
2025-10-16T14:18:00Z,20.00,83.26
2025-10-16T14:19:00Z,18.44,83.01
2025-10-16T14:20:00Z,18.00,83.00
2025-10-16T14:21:00Z,19.00,82.35
2025-10-16T14:22:00Z,23.46,81.00
2025-10-16T14:23:00Z,20.00,81.00
2025-10-16T14:24:00Z,20.00,82.00
2025-10-16T14:25:00Z,21.95,80.43
2025-10-16T14:26:00Z,19.99,82.00
2025-10-16T14:27:00Z,19.99,83.88
2025-10-16T14:28:00Z,19.20,83.00
2025-10-16T14:29:00Z,19.00,82.95
2025-10-16T14:30:00Z,19.00,83.00
2025-10-16T14:31:00Z,19.00,83.00
2025-10-16T14:32:00Z,16.00,85.00
2025-10-16T14:33:00Z,17.00,84.17
2025-10-16T14:34:00Z,17.51,84.00
2025-10-16T14:35:00Z,17.51,85.62
2025-10-16T14:36:00Z,15.00,85.00
2025-10-16T14:37:00Z,15.02,85.87
2025-10-16T14:38:00Z,17.71,85.28
2025-10-16T14:39:00Z,18.07,83.00
2025-10-16T14:40:00Z,17.94,83.00
2025-10-16T14:41:00Z,17.16,84.27
2025-10-16T14:42:00Z,14.19,85.36
2025-10-16T14:43:00Z,13.68,85.36
2025-10-16T14:44:00Z,11.29,88.00
2025-10-16T14:45:00Z,11.29,87.39
2025-10-16T14:46:00Z,16.00,86.00
2025-10-16T14:47:00Z,16.00,86.00
2025-10-16T14:48:00Z,13.28,88.91
2025-10-16T14:49:00Z,12.35,88.32
2025-10-16T14:50:00Z,13.00,87.38
2025-10-16T14:51:00Z,13.43,88.00
2025-10-16T14:52:00Z,14.48,87.00
2025-10-16T14:53:00Z,12.89,87.94
2025-10-16T14:54:00Z,10.72,89.62
2025-10-16T14:55:00Z,11.97,89.03
2025-10-16T14:56:00Z,15.25,86.22
2025-10-16T14:57:00Z,16.09,86.10
2025-10-16T14:58:00Z,13.59,88.23
2025-10-16T14:59:00Z,12.28,88.38
2025-10-16T15:00:00Z,15.93,86.06
2025-10-16T15:01:00Z,16.00,84.26
2025-10-16T15:02:00Z,17.00,85.12
2025-10-16T15:03:00Z,16.00,86.17
2025-10-16T15:04:00Z,14.94,87.59
2025-10-16T15:05:00Z,14.00,87.59
2025-10-16T15:06:00Z,13.02,89.18
2025-10-16T15:07:00Z,14.00,88.42
2025-10-16T15:08:00Z,15.00,87.20
2025-10-16T15:09:00Z,15.00,86.08
2025-10-16T15:10:00Z,15.00,86.00
2025-10-16T15:11:00Z,17.25,85.12
2025-10-16T15:12:00Z,19.03,81.85
2025-10-16T15:13:00Z,18.68,84.52
2025-10-16T15:14:00Z,16.84,84.33
2025-10-16T15:15:00Z,17.00,85.00
2025-10-16T15:16:00Z,14.00,85.13
2025-10-16T15:17:00Z,12.33,89.85
2025-10-16T15:18:00Z,15.31,85.55
2025-10-16T15:19:00Z,16.45,86.71
2025-10-16T15:20:00Z,17.76,83.77
2025-10-16T15:21:00Z,16.25,82.94
2025-10-16T15:22:00Z,16.04,84.34
2025-10-16T15:23:00Z,17.56,84.44
2025-10-16T15:24:00Z,18.26,82.36
2025-10-16T15:25:00Z,20.35,83.52
2025-10-16T15:26:00Z,18.98,81.00
2025-10-16T15:27:00Z,17.11,85.21
2025-10-16T15:28:00Z,16.65,82.80
2025-10-16T15:29:00Z,18.68,83.50
2025-10-16T15:30:00Z,19.13,83.00
2025-10-16T15:31:00Z,18.89,80.27
2025-10-16T15:32:00Z,21.57,80.99
2025-10-16T15:33:00Z,19.62,80.02
2025-10-16T15:34:00Z,18.87,84.44
2025-10-16T15:35:00Z,18.76,83.00
2025-10-16T15:36:00Z,18.92,82.00
2025-10-16T15:37:00Z,19.11,82.98
2025-10-16T15:38:00Z,19.96,81.03
2025-10-16T15:39:00Z,19.14,82.00
2025-10-16T15:40:00Z,19.00,83.84
2025-10-16T15:41:00Z,15.45,83.68
2025-10-16T15:42:00Z,17.55,82.00
2025-10-16T15:43:00Z,23.19,80.59
2025-10-16T15:44:00Z,28.53,73.35
2025-10-16T15:45:00Z,29.98,72.25
2025-10-16T15:46:00Z,32.02,69.48
2025-10-16T15:47:00Z,34.92,67.13
2025-10-16T15:48:00Z,33.87,66.31
2025-10-16T15:49:00Z,36.12,63.17
2025-10-16T15:50:00Z,35.32,64.95
2025-10-16T15:51:00Z,35.72,63.99
2025-10-16T15:52:00Z,33.01,65.37
2025-10-16T15:53:00Z,41.74,58.74
2025-10-16T15:54:00Z,45.42,53.43
2025-10-16T15:55:00Z,42.53,56.92
2025-10-16T15:56:00Z,58.35,42.06
2025-10-16T15:57:00Z,66.28,33.30
2025-10-16T15:58:00Z,67.08,33.87
2025-10-16T15:59:00Z,76.17,25.48
2025-10-16T16:00:00Z,75.99,24.73
2025-10-16T16:01:00Z,80.79,17.51
2025-10-16T16:02:00Z,86.58,16.02
2025-10-16T16:03:00Z,75.23,23.07
2025-10-16T16:04:00Z,75.37,25.73
2025-10-16T16:05:00Z,74.00,26.02
2025-10-16T16:06:00Z,73.99,25.04
2025-10-16T16:07:00Z,71.88,27.48
2025-10-16T16:08:00Z,60.70,34.04
2025-10-16T16:09:00Z,68.01,40.46
2025-10-16T16:10:00Z,77.60,24.27
2025-10-16T16:11:00Z,73.95,24.93
2025-10-16T16:12:00Z,74.14,25.02
2025-10-16T16:13:00Z,66.92,29.03
2025-10-16T16:14:00Z,73.33,25.28
2025-10-16T16:15:00Z,80.21,23.27
2025-10-16T16:16:00Z,75.22,27.22
2025-10-16T16:17:00Z,73.12,25.40
2025-10-16T16:18:00Z,72.29,28.38
2025-10-16T16:19:00Z,76.11,26.09
2025-10-16T16:20:00Z,82.36,17.57
2025-10-16T16:21:00Z,83.93,20.53
2025-10-16T16:22:00Z,79.42,20.96
2025-10-16T16:23:00Z,79.40,20.00
2025-10-16T16:24:00Z,78.77,20.19
2025-10-16T16:25:00Z,82.74,17.34
2025-10-16T16:26:00Z,90.22,9.29
2025-10-16T16:27:00Z,92.82,8.46
2025-10-16T16:28:00Z,97.03,3.53
2025-10-16T16:29:00Z,96.93,4.30
2025-10-16T16:30:00Z,92.20,9.32
2025-10-16T16:31:00Z,92.55,8.24
2025-10-16T16:32:00Z,97.86,1.83
2025-10-16T16:33:00Z,99.00,1.83
2025-10-16T16:34:00Z,99.00,1.83
2025-10-16T16:35:00Z,99.00,1.00
2025-10-16T16:36:00Z,99.00,1.00
