# event_ticker=KXATPMATCH-26JAN03LEHMAC
# final_score=6-4 6-7(5) 6-2
# score_resolution=6-4 6-7 6-2
# match_winner=Jiri Lehecka
# fav_player=Jiri Lehecka
# dog_player=Tomas Machac
# kalshi_date=2026-01-03
timestamp,Jiri Lehecka,Tomas Machac
2026-01-04T18:59:00Z,64.00,
2026-01-04T19:07:00Z,64.00,
2026-01-04T19:47:00Z,64.00,37.00
2026-01-04T20:36:00Z,64.00,37.00
2026-01-04T20:57:00Z,64.00,37.00
2026-01-04T21:43:00Z,64.00,37.00
2026-01-04T21:55:00Z,64.00,37.00
2026-01-04T22:22:00Z,64.00,37.00
2026-01-04T23:11:00Z,64.00,37.00
2026-01-04T23:29:00Z,63.00,37.00
2026-01-04T23:53:00Z,64.00,37.00
2026-01-05T00:08:00Z,65.64,37.00
2026-01-05T00:14:00Z,65.00,37.00
2026-01-05T00:17:00Z,66.00,37.00
2026-01-05T00:32:00Z,66.00,37.00
2026-01-05T01:06:00Z,66.00,37.00
2026-01-05T01:30:00Z,66.00,37.00
2026-01-05T01:48:00Z,66.00,37.00
2026-01-05T02:01:00Z,66.00,37.00
2026-01-05T02:10:00Z,66.00,37.00
2026-01-05T02:52:00Z,67.00,37.00
2026-01-05T02:54:00Z,67.00,37.00
2026-01-05T03:00:00Z,66.91,37.00
2026-01-05T03:28:00Z,66.91,36.00
2026-01-05T03:45:00Z,66.00,36.00
2026-01-05T03:47:00Z,66.00,36.00
2026-01-05T03:48:00Z,66.00,36.00
2026-01-05T03:49:00Z,66.00,39.00
2026-01-05T03:51:00Z,62.00,40.00
2026-01-05T03:52:00Z,62.71,40.00
2026-01-05T03:53:00Z,65.00,38.00
2026-01-05T03:54:00Z,66.00,37.17
2026-01-05T03:55:00Z,67.36,36.00
2026-01-05T03:56:00Z,68.00,31.00
2026-01-05T03:57:00Z,69.03,34.00
2026-01-05T03:58:00Z,64.00,36.00
2026-01-05T03:59:00Z,61.00,36.00
2026-01-05T04:00:00Z,65.00,39.00
2026-01-05T04:01:00Z,61.90,35.81
2026-01-05T04:02:00Z,65.76,35.81
2026-01-05T04:03:00Z,70.77,35.81
2026-01-05T04:04:00Z,70.36,35.81
2026-01-05T04:05:00Z,70.36,35.49
2026-01-05T04:06:00Z,70.82,35.49
2026-01-05T04:07:00Z,76.80,28.00
2026-01-05T04:08:00Z,81.00,20.00
2026-01-05T04:09:00Z,81.00,20.00
2026-01-05T04:10:00Z,81.00,19.00
2026-01-05T04:11:00Z,83.00,19.00
2026-01-05T04:12:00Z,81.00,19.00
2026-01-05T04:13:00Z,83.00,18.00
2026-01-05T04:14:00Z,83.29,15.00
2026-01-05T04:15:00Z,83.29,15.00
2026-01-05T04:16:00Z,85.00,17.00
2026-01-05T04:17:00Z,85.00,18.00
2026-01-05T04:18:00Z,84.00,18.00
2026-01-05T04:19:00Z,85.00,16.00
2026-01-05T04:20:00Z,85.00,17.25
2026-01-05T04:21:00Z,85.00,17.00
2026-01-05T04:24:00Z,85.00,18.00
2026-01-05T04:25:00Z,84.00,18.00
2026-01-05T04:26:00Z,83.00,18.00
2026-01-05T04:27:00Z,83.50,18.00
2026-01-05T04:28:00Z,83.50,17.03
2026-01-05T04:29:00Z,85.04,17.03
2026-01-05T04:30:00Z,85.04,16.00
2026-01-05T04:31:00Z,85.00,17.00
2026-01-05T04:32:00Z,85.00,17.37
2026-01-05T04:33:00Z,85.00,17.35
2026-01-05T04:34:00Z,83.00,18.00
2026-01-05T04:35:00Z,83.00,14.00
2026-01-05T04:36:00Z,86.00,16.00
2026-01-05T04:37:00Z,86.00,16.06
2026-01-05T04:38:00Z,88.01,11.18
2026-01-05T04:39:00Z,90.18,14.41
2026-01-05T04:40:00Z,85.75,16.98
2026-01-05T04:41:00Z,84.00,19.00
2026-01-05T04:42:00Z,84.00,18.00
2026-01-05T04:43:00Z,85.62,17.01
2026-01-05T04:44:00Z,84.66,15.89
2026-01-05T04:45:00Z,86.02,16.19
2026-01-05T04:46:00Z,90.43,10.89
2026-01-05T04:47:00Z,90.00,13.97
2026-01-05T04:48:00Z,84.14,16.65
2026-01-05T04:49:00Z,84.14,15.00
2026-01-05T04:50:00Z,88.00,14.09
2026-01-05T04:51:00Z,88.00,14.04
2026-01-05T04:52:00Z,84.00,16.95
2026-01-05T04:53:00Z,85.00,17.85
2026-01-05T04:54:00Z,85.48,16.99
2026-01-05T04:55:00Z,87.53,12.24
2026-01-05T04:56:00Z,87.00,14.92
2026-01-05T04:57:00Z,90.00,12.00
2026-01-05T04:58:00Z,85.99,16.37
2026-01-05T04:59:00Z,86.71,16.30
2026-01-05T05:00:00Z,87.00,15.88
2026-01-05T05:01:00Z,86.99,16.19
2026-01-05T05:02:00Z,85.74,16.90
2026-01-05T05:03:00Z,83.46,16.09
2026-01-05T05:04:00Z,85.49,15.13
2026-01-05T05:05:00Z,87.32,15.13
2026-01-05T05:06:00Z,87.77,13.84
2026-01-05T05:07:00Z,88.90,14.83
2026-01-05T05:08:00Z,89.04,12.83
2026-01-05T05:09:00Z,89.04,16.94
2026-01-05T05:10:00Z,89.04,18.81
2026-01-05T05:11:00Z,82.01,21.16
2026-01-05T05:12:00Z,80.62,22.48
2026-01-05T05:13:00Z,75.77,23.73
2026-01-05T05:14:00Z,78.27,33.81
2026-01-05T05:15:00Z,83.75,25.38
2026-01-05T05:16:00Z,84.03,18.36
2026-01-05T05:17:00Z,82.09,20.69
2026-01-05T05:18:00Z,82.02,20.63
2026-01-05T05:19:00Z,81.94,20.96
2026-01-05T05:20:00Z,81.57,20.75
2026-01-05T05:21:00Z,82.00,18.83
2026-01-05T05:22:00Z,81.15,21.15
2026-01-05T05:23:00Z,78.98,22.38
2026-01-05T05:24:00Z,83.61,20.09
2026-01-05T05:25:00Z,83.43,16.50
