# event_ticker=KXATPCHALLENGERMATCH-26MAY01KOLFAT
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Zdenek Kolar
# fav_player=Nerman Fatic
# dog_player=Zdenek Kolar
# kalshi_date=2026-05-01
timestamp,Zdenek Kolar,Nerman Fatic
2026-04-30T23:50:00Z,,51.00
2026-05-01T02:05:00Z,50.62,51.00
2026-05-01T02:10:00Z,50.62,50.00
2026-05-01T02:18:00Z,51.00,50.00
2026-05-01T03:11:00Z,51.00,50.00
2026-05-01T03:52:00Z,51.00,50.00
2026-05-01T04:19:00Z,51.00,50.00
2026-05-01T04:21:00Z,51.00,50.00
2026-05-01T04:28:00Z,51.00,50.00
2026-05-01T04:54:00Z,51.00,50.00
2026-05-01T04:59:00Z,51.00,50.00
2026-05-01T05:16:00Z,51.00,50.00
2026-05-01T05:20:00Z,51.00,50.00
2026-05-01T05:22:00Z,51.00,50.00
2026-05-01T05:24:00Z,51.00,50.00
2026-05-01T05:39:00Z,51.00,50.00
2026-05-01T06:16:00Z,51.00,50.00
2026-05-01T06:39:00Z,51.00,50.00
2026-05-01T06:56:00Z,51.59,50.00
2026-05-01T07:09:00Z,52.00,50.00
2026-05-01T07:18:00Z,52.00,46.00
2026-05-01T07:19:00Z,52.00,46.00
2026-05-01T07:21:00Z,52.00,46.00
2026-05-01T07:44:00Z,52.00,46.00
2026-05-01T08:04:00Z,52.00,46.00
2026-05-01T08:20:00Z,54.00,46.00
2026-05-01T08:37:00Z,54.00,46.00
2026-05-01T08:57:00Z,54.00,46.00
2026-05-01T09:02:00Z,54.00,46.00
2026-05-01T09:36:00Z,54.00,47.00
2026-05-01T09:53:00Z,54.00,47.00
2026-05-01T09:57:00Z,54.00,47.00
2026-05-01T09:59:00Z,54.00,47.00
2026-05-01T10:03:00Z,54.00,47.00
2026-05-01T10:14:00Z,54.00,47.00
2026-05-01T10:20:00Z,54.00,47.00
2026-05-01T10:24:00Z,54.00,47.00
2026-05-01T10:36:00Z,54.00,48.00
2026-05-01T10:38:00Z,54.00,48.00
2026-05-01T10:39:00Z,54.00,48.00
2026-05-01T10:44:00Z,52.00,48.00
2026-05-01T10:46:00Z,54.00,48.00
2026-05-01T10:50:00Z,54.00,48.00
2026-05-01T10:52:00Z,54.00,48.00
2026-05-01T10:53:00Z,54.00,48.00
2026-05-01T10:59:00Z,54.00,48.80
2026-05-01T11:01:00Z,54.00,49.00
2026-05-01T11:02:00Z,54.00,49.00
2026-05-01T11:03:00Z,54.00,49.00
2026-05-01T11:04:00Z,54.00,49.00
2026-05-01T11:09:00Z,53.00,49.00
2026-05-01T11:11:00Z,53.00,49.00
2026-05-01T11:13:00Z,53.00,49.00
2026-05-01T11:15:00Z,53.00,49.00
2026-05-01T11:16:00Z,53.00,49.00
2026-05-01T11:17:00Z,53.00,49.00
2026-05-01T11:19:00Z,53.00,49.00
2026-05-01T11:20:00Z,53.00,49.00
2026-05-01T11:22:00Z,53.00,49.00
2026-05-01T11:23:00Z,53.00,49.00
2026-05-01T11:25:00Z,53.00,49.00
2026-05-01T11:27:00Z,53.81,49.00
2026-05-01T11:30:00Z,53.93,49.00
2026-05-01T11:31:00Z,53.00,49.00
2026-05-01T11:32:00Z,53.98,49.00
2026-05-01T11:34:00Z,54.21,49.00
2026-05-01T11:35:00Z,52.31,49.00
2026-05-01T11:36:00Z,53.00,49.00
2026-05-01T11:37:00Z,53.00,49.87
2026-05-01T11:38:00Z,53.00,49.87
2026-05-01T11:39:00Z,53.00,50.95
2026-05-01T11:40:00Z,53.00,50.00
2026-05-01T11:41:00Z,53.00,50.00
2026-05-01T11:42:00Z,53.00,49.97
2026-05-01T11:43:00Z,55.41,47.99
2026-05-01T11:44:00Z,56.19,46.00
2026-05-01T11:45:00Z,51.14,51.13
2026-05-01T11:46:00Z,39.41,56.78
2026-05-01T11:47:00Z,40.64,59.66
2026-05-01T11:48:00Z,43.74,57.80
2026-05-01T11:49:00Z,41.40,59.70
2026-05-01T11:50:00Z,39.00,62.77
2026-05-01T11:51:00Z,44.63,56.00
2026-05-01T11:52:00Z,51.63,48.00
2026-05-01T11:53:00Z,52.96,47.01
2026-05-01T11:54:00Z,56.60,44.20
2026-05-01T11:55:00Z,57.00,43.14
2026-05-01T11:56:00Z,57.00,43.14
2026-05-01T11:57:00Z,56.04,45.52
2026-05-01T11:58:00Z,57.52,43.00
2026-05-01T11:59:00Z,58.93,43.00
2026-05-01T12:00:00Z,66.45,30.89
2026-05-01T12:01:00Z,69.67,30.94
2026-05-01T12:02:00Z,70.66,30.63
2026-05-01T12:03:00Z,71.44,27.88
2026-05-01T12:04:00Z,74.43,25.00
2026-05-01T12:05:00Z,74.78,25.30
2026-05-01T12:06:00Z,76.50,24.01
2026-05-01T12:07:00Z,76.00,24.00
2026-05-01T12:08:00Z,77.57,23.00
2026-05-01T12:09:00Z,76.71,24.85
2026-05-01T12:10:00Z,74.57,25.00
2026-05-01T12:11:00Z,74.00,26.43
