# event_ticker=KXATPCHALLENGERMATCH-26FEB27HERDRO
# final_score=4-6 6-2 6-2
# score_resolution=6-4 2-6 2-6
# match_winner=Pierre-Hugues Herbert
# fav_player=Titouan Droguet
# dog_player=Pierre-Hugues Herbert
# kalshi_date=2026-02-27
timestamp,Titouan Droguet,Pierre-Hugues Herbert
2026-02-27T05:58:00Z,66.00,
2026-02-27T06:03:00Z,66.00,35.00
2026-02-27T06:10:00Z,66.00,35.00
2026-02-27T06:43:00Z,66.00,36.06
2026-02-27T07:07:00Z,65.00,36.06
2026-02-27T07:09:00Z,65.00,36.06
2026-02-27T07:15:00Z,65.00,37.00
2026-02-27T07:22:00Z,66.00,37.00
2026-02-27T07:44:00Z,65.00,37.00
2026-02-27T08:21:00Z,68.00,37.00
2026-02-27T08:39:00Z,66.00,37.00
2026-02-27T09:37:00Z,69.00,37.00
2026-02-27T09:57:00Z,69.00,37.00
2026-02-27T10:11:00Z,69.00,37.00
2026-02-27T10:39:00Z,69.00,33.00
2026-02-27T10:56:00Z,68.00,33.00
2026-02-27T11:05:00Z,68.00,33.00
2026-02-27T11:37:00Z,68.00,33.00
2026-02-27T11:43:00Z,68.00,33.00
2026-02-27T11:56:00Z,68.00,33.00
2026-02-27T12:01:00Z,68.00,33.00
2026-02-27T12:07:00Z,69.00,33.00
2026-02-27T12:38:00Z,69.00,33.00
2026-02-27T12:56:00Z,69.00,33.00
2026-02-27T13:31:00Z,69.00,33.00
2026-02-27T13:54:00Z,69.00,33.00
2026-02-27T14:08:00Z,69.00,33.00
2026-02-27T14:21:00Z,67.00,33.00
2026-02-27T14:26:00Z,69.00,33.00
2026-02-27T14:28:00Z,69.00,33.00
2026-02-27T14:33:00Z,68.00,33.00
2026-02-27T14:35:00Z,68.00,33.00
2026-02-27T14:41:00Z,68.00,33.00
2026-02-27T14:46:00Z,68.00,33.00
2026-02-27T14:47:00Z,68.00,33.00
2026-02-27T14:50:00Z,68.00,33.00
2026-02-27T14:54:00Z,69.00,33.00
2026-02-27T14:55:00Z,69.00,33.00
2026-02-27T14:57:00Z,69.00,33.00
2026-02-27T14:59:00Z,69.00,33.00
2026-02-27T15:01:00Z,69.00,34.00
2026-02-27T15:06:00Z,73.24,31.00
2026-02-27T15:07:00Z,69.00,31.00
2026-02-27T15:08:00Z,69.00,31.00
2026-02-27T15:10:00Z,69.00,32.00
2026-02-27T15:11:00Z,69.00,32.00
2026-02-27T15:13:00Z,68.64,32.00
2026-02-27T15:17:00Z,68.64,31.00
2026-02-27T15:20:00Z,69.00,31.00
2026-02-27T15:21:00Z,69.00,31.00
2026-02-27T15:22:00Z,69.00,31.00
2026-02-27T15:23:00Z,69.00,32.00
2026-02-27T15:24:00Z,69.00,32.00
2026-02-27T15:25:00Z,69.00,32.00
2026-02-27T15:27:00Z,69.00,32.00
2026-02-27T15:28:00Z,69.00,32.00
2026-02-27T15:31:00Z,69.00,32.00
2026-02-27T15:32:00Z,69.00,32.00
2026-02-27T15:34:00Z,69.00,32.00
2026-02-27T15:45:00Z,69.00,32.00
2026-02-27T15:46:00Z,69.00,32.00
2026-02-27T15:47:00Z,69.00,32.00
2026-02-27T15:48:00Z,69.00,32.00
2026-02-27T15:49:00Z,69.00,32.00
2026-02-27T15:55:00Z,69.00,32.00
2026-02-27T15:56:00Z,69.00,32.00
2026-02-27T15:57:00Z,69.00,32.00
2026-02-27T15:58:00Z,69.00,32.00
2026-02-27T16:01:00Z,69.00,31.00
2026-02-27T16:02:00Z,69.00,32.00
2026-02-27T16:05:00Z,69.00,32.00
2026-02-27T16:06:00Z,67.00,32.00
2026-02-27T16:08:00Z,67.00,32.00
2026-02-27T16:09:00Z,67.00,32.00
2026-02-27T16:10:00Z,67.00,32.00
2026-02-27T16:17:00Z,67.00,32.00
2026-02-27T16:18:00Z,69.00,32.00
2026-02-27T16:23:00Z,69.00,32.00
2026-02-27T16:29:00Z,69.00,32.00
2026-02-27T16:30:00Z,69.00,32.00
2026-02-27T16:34:00Z,69.00,32.00
2026-02-27T16:36:00Z,69.00,32.00
2026-02-27T16:37:00Z,69.00,32.00
2026-02-27T16:38:00Z,69.00,32.00
2026-02-27T16:39:00Z,69.00,32.00
2026-02-27T16:42:00Z,68.00,32.00
2026-02-27T16:45:00Z,68.00,32.00
2026-02-27T16:47:00Z,68.00,32.00
2026-02-27T16:52:00Z,68.00,32.00
2026-02-27T16:54:00Z,69.00,32.00
2026-02-27T16:55:00Z,69.00,31.00
2026-02-27T16:56:00Z,69.00,31.00
2026-02-27T16:59:00Z,69.00,31.00
2026-02-27T17:01:00Z,69.00,32.00
2026-02-27T17:03:00Z,69.00,32.00
2026-02-27T17:04:00Z,69.00,32.00
2026-02-27T17:05:00Z,69.00,32.00
2026-02-27T17:06:00Z,69.00,32.00
2026-02-27T17:08:00Z,69.00,32.00
2026-02-27T17:09:00Z,69.00,32.00
2026-02-27T17:11:00Z,69.00,32.00
2026-02-27T17:12:00Z,68.00,32.00
2026-02-27T17:14:00Z,68.00,33.00
2026-02-27T17:16:00Z,68.00,33.00
2026-02-27T17:17:00Z,68.00,33.00
2026-02-27T17:18:00Z,68.00,33.00
2026-02-27T17:20:00Z,68.00,33.00
2026-02-27T17:21:00Z,68.00,33.00
2026-02-27T17:24:00Z,68.00,31.00
2026-02-27T17:27:00Z,68.00,33.00
2026-02-27T17:31:00Z,68.00,33.00
2026-02-27T17:32:00Z,68.00,33.00
2026-02-27T17:33:00Z,68.00,33.00
2026-02-27T17:34:00Z,68.00,33.00
2026-02-27T17:35:00Z,68.00,33.00
2026-02-27T17:36:00Z,69.00,33.00
2026-02-27T17:37:00Z,69.00,32.00
2026-02-27T17:38:00Z,69.00,33.00
2026-02-27T17:39:00Z,69.00,33.00
2026-02-27T17:40:00Z,69.00,33.00
2026-02-27T17:42:00Z,69.00,34.00
2026-02-27T17:44:00Z,68.88,34.00
2026-02-27T17:45:00Z,68.00,34.00
2026-02-27T17:46:00Z,68.00,34.00
2026-02-27T17:47:00Z,68.00,34.56
2026-02-27T17:48:00Z,67.91,34.49
2026-02-27T17:49:00Z,68.00,34.24
2026-02-27T17:50:00Z,66.56,35.26
2026-02-27T17:51:00Z,61.74,38.13
2026-02-27T17:52:00Z,62.00,38.02
2026-02-27T17:53:00Z,60.68,40.94
2026-02-27T17:54:00Z,61.98,37.40
2026-02-27T17:55:00Z,66.74,34.90
2026-02-27T17:56:00Z,68.33,31.97
2026-02-27T17:57:00Z,71.89,30.40
2026-02-27T17:58:00Z,75.73,25.77
2026-02-27T17:59:00Z,78.36,22.41
2026-02-27T18:00:00Z,80.99,19.59
2026-02-27T18:01:00Z,78.26,24.44
2026-02-27T18:02:00Z,73.16,28.80
2026-02-27T18:03:00Z,76.95,22.70
2026-02-27T18:04:00Z,82.07,17.78
2026-02-27T18:05:00Z,83.00,17.21
2026-02-27T18:06:00Z,83.97,17.87
2026-02-27T18:07:00Z,81.30,19.91
2026-02-27T18:08:00Z,81.00,19.67
2026-02-27T18:09:00Z,81.00,20.07
2026-02-27T18:10:00Z,84.50,18.98
2026-02-27T18:11:00Z,85.36,15.96
2026-02-27T18:12:00Z,86.62,13.93
2026-02-27T18:13:00Z,88.90,11.07
2026-02-27T18:14:00Z,87.33,13.48
2026-02-27T18:15:00Z,86.09,15.76
2026-02-27T18:16:00Z,85.00,16.33
