# event_ticker=KXATPCHALLENGERMATCH-26JUN02BLAGIL
# final_score=6-7(5) 7-6(2) 6-4
# score_resolution=7-6 6-7 4-6
# match_winner=Felix Gill
# fav_player=Ugo Blanchet
# dog_player=Felix Gill
# kalshi_date=2026-06-02
timestamp,Ugo Blanchet,Felix Gill
2026-06-03T00:12:00Z,,29.49
2026-06-03T00:15:00Z,71.00,29.49
2026-06-03T00:16:00Z,70.67,30.00
2026-06-03T00:18:00Z,70.67,31.00
2026-06-03T00:20:00Z,70.67,29.00
2026-06-03T00:21:00Z,70.67,29.00
2026-06-03T00:25:00Z,71.00,31.00
2026-06-03T00:26:00Z,68.02,29.00
2026-06-03T00:27:00Z,68.02,31.00
2026-06-03T00:28:00Z,68.02,29.00
2026-06-03T00:29:00Z,69.26,29.00
2026-06-03T00:30:00Z,71.00,29.00
2026-06-03T00:32:00Z,68.00,29.00
2026-06-03T00:33:00Z,68.00,29.22
2026-06-03T00:34:00Z,69.67,32.00
2026-06-03T00:35:00Z,69.67,29.00
2026-06-03T00:36:00Z,69.67,29.00
2026-06-03T00:37:00Z,69.67,29.00
2026-06-03T00:41:00Z,71.13,29.00
2026-06-03T00:42:00Z,69.00,31.00
2026-06-03T00:43:00Z,69.00,31.00
2026-06-03T00:45:00Z,69.00,32.00
2026-06-03T00:47:00Z,72.00,32.00
2026-06-03T00:48:00Z,69.00,32.00
2026-06-03T00:50:00Z,69.00,30.00
2026-06-03T00:52:00Z,69.00,30.00
2026-06-03T00:54:00Z,69.00,30.00
2026-06-03T00:55:00Z,72.00,30.00
2026-06-03T00:56:00Z,71.00,30.00
2026-06-03T01:02:00Z,71.04,30.00
2026-06-03T01:03:00Z,71.00,29.66
2026-06-03T01:05:00Z,72.00,29.66
2026-06-03T01:06:00Z,72.00,28.00
2026-06-03T01:08:00Z,72.00,28.00
2026-06-03T01:14:00Z,72.00,28.00
2026-06-03T01:17:00Z,72.00,28.00
2026-06-03T01:18:00Z,72.00,28.00
2026-06-03T01:19:00Z,72.00,30.00
2026-06-03T01:20:00Z,71.00,30.00
2026-06-03T01:21:00Z,72.00,28.00
2026-06-03T01:22:00Z,72.00,30.00
2026-06-03T01:23:00Z,72.00,30.00
2026-06-03T01:26:00Z,72.00,30.00
2026-06-03T01:27:00Z,72.00,30.00
2026-06-03T01:28:00Z,72.00,30.00
2026-06-03T01:32:00Z,71.00,30.00
2026-06-03T01:33:00Z,71.00,30.00
2026-06-03T01:35:00Z,71.19,30.00
2026-06-03T01:36:00Z,72.00,30.00
2026-06-03T01:38:00Z,72.00,28.06
2026-06-03T01:39:00Z,71.05,28.06
2026-06-03T01:40:00Z,71.05,28.00
2026-06-03T01:42:00Z,71.05,29.00
2026-06-03T01:44:00Z,71.00,29.00
2026-06-03T01:47:00Z,71.00,29.00
2026-06-03T01:48:00Z,72.00,29.00
2026-06-03T01:49:00Z,72.00,29.00
2026-06-03T01:51:00Z,72.00,28.00
2026-06-03T01:52:00Z,72.00,30.00
2026-06-03T01:54:00Z,72.00,30.00
2026-06-03T01:59:00Z,71.00,30.00
2026-06-03T02:00:00Z,71.00,29.00
2026-06-03T02:01:00Z,72.00,29.00
2026-06-03T02:02:00Z,72.00,29.00
2026-06-03T02:04:00Z,71.00,29.00
2026-06-03T02:08:00Z,71.00,29.00
2026-06-03T02:09:00Z,71.00,29.00
2026-06-03T02:10:00Z,71.00,29.00
2026-06-03T02:11:00Z,71.00,29.00
2026-06-03T02:13:00Z,71.00,28.00
2026-06-03T02:14:00Z,72.00,29.00
2026-06-03T02:16:00Z,72.00,29.00
2026-06-03T02:18:00Z,72.00,29.00
2026-06-03T02:19:00Z,71.00,29.00
2026-06-03T02:23:00Z,71.00,28.00
2026-06-03T02:25:00Z,71.00,29.00
2026-06-03T02:27:00Z,72.00,28.00
2026-06-03T02:29:00Z,72.00,28.00
2026-06-03T02:30:00Z,72.00,29.00
2026-06-03T02:31:00Z,72.00,29.00
2026-06-03T02:35:00Z,72.00,29.00
2026-06-03T02:36:00Z,72.00,29.00
2026-06-03T02:39:00Z,72.00,29.00
2026-06-03T02:40:00Z,72.00,28.00
2026-06-03T02:41:00Z,72.00,28.00
2026-06-03T02:42:00Z,71.00,28.81
2026-06-03T02:43:00Z,71.00,29.00
2026-06-03T02:44:00Z,72.00,29.00
2026-06-03T02:45:00Z,72.00,29.00
2026-06-03T02:46:00Z,71.38,29.00
2026-06-03T02:47:00Z,72.00,29.00
2026-06-03T02:48:00Z,72.00,28.00
2026-06-03T02:49:00Z,72.00,29.00
2026-06-03T02:52:00Z,72.00,29.00
2026-06-03T02:53:00Z,72.00,29.00
2026-06-03T02:55:00Z,72.00,28.00
2026-06-03T02:57:00Z,72.00,29.00
2026-06-03T02:58:00Z,72.00,29.00
2026-06-03T02:59:00Z,72.00,28.77
2026-06-03T03:00:00Z,72.00,29.00
2026-06-03T03:01:00Z,72.00,29.00
2026-06-03T03:03:00Z,72.00,28.59
2026-06-03T03:06:00Z,72.00,28.98
2026-06-03T03:08:00Z,72.00,30.00
2026-06-03T03:09:00Z,72.00,30.00
2026-06-03T03:14:00Z,72.00,30.00
2026-06-03T03:15:00Z,70.74,30.00
2026-06-03T03:17:00Z,72.00,30.00
2026-06-03T03:18:00Z,72.00,30.00
2026-06-03T03:19:00Z,72.00,30.00
2026-06-03T03:20:00Z,72.00,30.00
2026-06-03T03:21:00Z,72.00,30.00
2026-06-03T03:22:00Z,72.00,28.00
2026-06-03T03:26:00Z,72.00,28.00
2026-06-03T03:27:00Z,72.00,28.00
2026-06-03T03:28:00Z,72.00,28.00
2026-06-03T03:30:00Z,72.00,30.00
2026-06-03T03:31:00Z,72.00,30.00
2026-06-03T03:32:00Z,70.11,30.00
2026-06-03T03:34:00Z,72.00,30.00
2026-06-03T03:37:00Z,72.00,30.00
2026-06-03T03:38:00Z,72.00,30.00
2026-06-03T03:39:00Z,72.00,30.00
2026-06-03T03:40:00Z,71.00,30.00
2026-06-03T03:42:00Z,71.00,28.00
2026-06-03T03:43:00Z,71.00,28.00
2026-06-03T03:44:00Z,71.00,30.00
2026-06-03T03:45:00Z,71.00,30.00
2026-06-03T03:48:00Z,71.00,29.00
2026-06-03T03:50:00Z,71.00,29.00
2026-06-03T03:52:00Z,72.00,29.00
2026-06-03T03:53:00Z,72.00,29.00
2026-06-03T03:54:00Z,72.00,30.00
2026-06-03T03:56:00Z,72.00,30.00
2026-06-03T03:57:00Z,72.00,30.00
2026-06-03T03:58:00Z,72.00,30.00
2026-06-03T04:00:00Z,72.00,30.00
2026-06-03T04:01:00Z,72.00,28.33
2026-06-03T04:03:00Z,72.00,30.00
2026-06-03T04:05:00Z,72.00,30.00
2026-06-03T04:07:00Z,72.00,28.00
2026-06-03T04:09:00Z,71.00,29.00
2026-06-03T04:10:00Z,72.00,29.00
2026-06-03T04:11:00Z,72.00,29.00
2026-06-03T04:17:00Z,72.00,29.00
2026-06-03T04:18:00Z,72.00,30.00
2026-06-03T04:19:00Z,72.00,30.00
2026-06-03T04:20:00Z,72.00,30.00
2026-06-03T04:21:00Z,72.00,30.00
