# event_ticker=KXATPMATCH-26MAR17COLDIM
# final_score=7-6(3) 4-6 7-6(6)
# score_resolution=6-7 6-4 6-7
# match_winner=Raphael Collignon
# fav_player=Grigor Dimitrov
# dog_player=Raphael Collignon
# kalshi_date=2026-03-17
timestamp,Grigor Dimitrov,Raphael Collignon
2026-03-19T09:02:00Z,,43.00
2026-03-19T09:04:00Z,56.00,43.00
2026-03-19T09:22:00Z,57.00,43.00
2026-03-19T09:29:00Z,57.00,43.00
2026-03-19T09:40:00Z,57.00,43.00
2026-03-19T09:43:00Z,57.00,43.00
2026-03-19T09:47:00Z,57.00,43.00
2026-03-19T09:48:00Z,57.00,43.00
2026-03-19T10:01:00Z,57.00,44.00
2026-03-19T10:25:00Z,56.00,44.00
2026-03-19T10:27:00Z,56.00,44.00
2026-03-19T11:06:00Z,57.00,44.00
2026-03-19T11:07:00Z,57.00,44.00
2026-03-19T11:15:00Z,57.00,44.00
2026-03-19T11:29:00Z,57.00,44.00
2026-03-19T11:44:00Z,57.00,44.00
2026-03-19T11:55:00Z,57.00,44.00
2026-03-19T12:00:00Z,57.00,44.00
2026-03-19T12:07:00Z,57.00,44.00
2026-03-19T12:08:00Z,57.00,44.00
2026-03-19T12:17:00Z,57.00,44.00
2026-03-19T12:27:00Z,57.00,44.00
2026-03-19T12:34:00Z,57.00,44.00
2026-03-19T12:43:00Z,56.00,44.00
2026-03-19T12:52:00Z,56.00,44.00
2026-03-19T12:58:00Z,56.00,44.00
2026-03-19T13:06:00Z,56.00,44.00
2026-03-19T13:07:00Z,56.00,44.00
2026-03-19T13:08:00Z,56.00,44.00
2026-03-19T13:09:00Z,56.00,44.00
2026-03-19T13:14:00Z,57.00,44.00
2026-03-19T13:25:00Z,56.00,44.00
2026-03-19T13:34:00Z,56.00,44.00
2026-03-19T13:35:00Z,56.00,44.00
2026-03-19T13:36:00Z,56.00,44.00
2026-03-19T13:38:00Z,56.00,44.00
2026-03-19T14:05:00Z,57.00,44.00
2026-03-19T14:06:00Z,57.00,44.00
2026-03-19T14:08:00Z,57.00,44.00
2026-03-19T14:12:00Z,57.00,44.00
2026-03-19T14:13:00Z,57.00,44.00
2026-03-19T14:22:00Z,57.00,44.00
2026-03-19T14:24:00Z,57.00,44.00
2026-03-19T14:25:00Z,57.00,44.00
2026-03-19T14:27:00Z,57.00,44.00
2026-03-19T14:32:00Z,56.00,44.00
2026-03-19T14:33:00Z,56.00,44.00
2026-03-19T14:34:00Z,56.00,44.00
2026-03-19T14:35:00Z,56.00,44.00
2026-03-19T14:51:00Z,55.00,44.00
2026-03-19T14:53:00Z,56.00,44.00
2026-03-19T14:57:00Z,55.00,44.00
2026-03-19T14:58:00Z,56.00,44.00
2026-03-19T15:05:00Z,56.00,44.00
2026-03-19T15:11:00Z,56.00,44.00
2026-03-19T15:18:00Z,56.00,44.00
2026-03-19T15:19:00Z,56.00,44.00
2026-03-19T15:20:00Z,56.00,44.00
2026-03-19T15:21:00Z,56.00,43.00
2026-03-19T15:22:00Z,56.00,43.00
2026-03-19T15:23:00Z,56.00,43.00
2026-03-19T15:24:00Z,56.00,43.00
2026-03-19T15:25:00Z,56.00,43.00
2026-03-19T15:28:00Z,56.00,43.00
2026-03-19T15:29:00Z,56.00,43.00
2026-03-19T15:32:00Z,56.00,43.00
2026-03-19T15:34:00Z,56.00,43.00
2026-03-19T15:35:00Z,57.00,43.00
2026-03-19T15:36:00Z,56.00,43.00
2026-03-19T15:40:00Z,57.00,43.00
2026-03-19T15:43:00Z,56.00,43.00
2026-03-19T15:47:00Z,56.00,43.00
2026-03-19T15:48:00Z,56.00,43.00
2026-03-19T15:50:00Z,56.00,43.00
2026-03-19T15:51:00Z,56.00,43.00
2026-03-19T15:53:00Z,56.00,43.00
2026-03-19T15:54:00Z,56.00,44.00
2026-03-19T15:57:00Z,56.00,44.00
2026-03-19T15:58:00Z,56.00,44.00
2026-03-19T16:00:00Z,56.00,44.00
2026-03-19T16:02:00Z,56.00,44.00
2026-03-19T16:03:00Z,57.00,44.00
2026-03-19T16:06:00Z,57.00,44.00
2026-03-19T16:07:00Z,57.00,44.00
2026-03-19T16:08:00Z,57.00,44.00
2026-03-19T16:11:00Z,57.00,44.00
2026-03-19T16:12:00Z,57.00,44.00
2026-03-19T16:13:00Z,57.00,44.00
2026-03-19T16:14:00Z,57.00,44.00
2026-03-19T16:17:00Z,57.00,44.00
2026-03-19T16:18:00Z,57.00,44.00
2026-03-19T16:20:00Z,57.00,44.00
2026-03-19T16:26:00Z,57.00,44.00
2026-03-19T16:28:00Z,57.00,44.00
2026-03-19T16:30:00Z,57.00,44.00
2026-03-19T16:31:00Z,57.00,44.00
2026-03-19T16:32:00Z,57.00,44.00
2026-03-19T16:33:00Z,57.00,44.00
2026-03-19T16:35:00Z,57.00,44.00
2026-03-19T16:36:00Z,57.00,44.00
2026-03-19T16:37:00Z,57.00,44.00
2026-03-19T16:45:00Z,57.00,44.00
2026-03-19T16:47:00Z,57.00,44.00
2026-03-19T16:48:00Z,57.94,44.00
2026-03-19T16:49:00Z,58.00,44.00
2026-03-19T16:50:00Z,58.00,44.00
2026-03-19T16:51:00Z,58.00,44.00
2026-03-19T16:52:00Z,58.00,44.00
2026-03-19T16:53:00Z,58.00,44.00
2026-03-19T16:54:00Z,57.00,44.00
2026-03-19T16:55:00Z,57.00,44.00
2026-03-19T16:56:00Z,57.00,44.00
2026-03-19T16:57:00Z,57.00,44.00
2026-03-19T16:59:00Z,57.00,44.00
2026-03-19T17:01:00Z,57.00,44.00
2026-03-19T17:02:00Z,57.00,44.00
2026-03-19T17:04:00Z,57.00,44.00
2026-03-19T17:05:00Z,57.00,44.00
2026-03-19T17:07:00Z,57.00,44.00
2026-03-19T17:11:00Z,57.00,44.00
2026-03-19T17:12:00Z,57.00,44.00
2026-03-19T17:13:00Z,57.00,44.00
2026-03-19T17:14:00Z,57.00,44.00
2026-03-19T17:15:00Z,57.00,44.00
2026-03-19T17:17:00Z,57.00,44.00
2026-03-19T17:18:00Z,57.00,44.00
2026-03-19T17:22:00Z,57.00,44.00
2026-03-19T17:25:00Z,57.00,44.00
2026-03-19T17:29:00Z,57.00,44.00
2026-03-19T17:30:00Z,57.00,44.00
2026-03-19T17:31:00Z,57.00,44.00
2026-03-19T17:33:00Z,57.00,44.00
2026-03-19T17:35:00Z,57.00,44.00
2026-03-19T17:36:00Z,57.00,44.00
2026-03-19T17:38:00Z,58.00,44.00
2026-03-19T17:41:00Z,58.24,44.00
2026-03-19T17:44:00Z,58.99,44.00
2026-03-19T17:46:00Z,57.00,44.00
2026-03-19T17:53:00Z,57.00,44.00
2026-03-19T17:56:00Z,57.00,44.00
2026-03-19T17:59:00Z,57.00,44.00
2026-03-19T18:00:00Z,57.00,44.00
2026-03-19T18:01:00Z,57.00,44.00
2026-03-19T18:05:00Z,58.00,44.00
2026-03-19T18:06:00Z,58.00,44.00
2026-03-19T18:07:00Z,58.00,44.00
2026-03-19T18:08:00Z,58.00,44.00
2026-03-19T18:09:00Z,58.00,43.00
2026-03-19T18:12:00Z,58.00,43.00
2026-03-19T18:13:00Z,58.00,44.00
2026-03-19T18:14:00Z,58.00,44.00
2026-03-19T18:15:00Z,58.00,44.00
2026-03-19T18:16:00Z,58.00,44.00
2026-03-19T18:17:00Z,58.00,44.00
2026-03-19T18:18:00Z,58.00,44.00
2026-03-19T18:20:00Z,58.00,44.00
2026-03-19T18:21:00Z,58.00,44.00
2026-03-19T18:22:00Z,58.00,44.00
2026-03-19T18:23:00Z,58.00,44.00
2026-03-19T18:28:00Z,58.00,44.00
2026-03-19T18:30:00Z,58.00,44.00
2026-03-19T18:31:00Z,58.00,44.00
2026-03-19T18:32:00Z,58.00,43.12
2026-03-19T18:33:00Z,58.00,43.12
2026-03-19T18:34:00Z,58.00,43.12
2026-03-19T18:35:00Z,58.00,43.12
2026-03-19T18:36:00Z,58.00,43.12
2026-03-19T18:37:00Z,58.00,44.00
2026-03-19T18:38:00Z,58.00,44.00
2026-03-19T18:39:00Z,58.00,44.00
2026-03-19T18:40:00Z,58.00,44.00
2026-03-19T18:41:00Z,58.00,44.00
2026-03-19T18:42:00Z,58.00,44.00
2026-03-19T18:43:00Z,58.00,44.00
