# event_ticker=KXATPMATCH-25OCT23MEDMOU
# final_score=7-6(3) 6-4
# score_resolution=7-6 6-4
# match_winner=Corentin Moutet
# fav_player=Corentin Moutet
# dog_player=Daniil Medvedev
# kalshi_date=2025-10-23
timestamp,Corentin Moutet,Daniil Medvedev
2025-10-23T02:06:00Z,,68.00
2025-10-23T02:10:00Z,,67.00
2025-10-23T02:13:00Z,,67.00
2025-10-23T02:41:00Z,34.00,67.00
2025-10-23T02:50:00Z,34.00,67.00
2025-10-23T02:52:00Z,34.00,67.00
2025-10-23T02:53:00Z,34.00,67.00
2025-10-23T03:08:00Z,34.00,67.00
2025-10-23T03:11:00Z,34.00,67.00
2025-10-23T03:14:00Z,34.00,67.00
2025-10-23T03:25:00Z,34.00,67.00
2025-10-23T03:28:00Z,34.00,67.00
2025-10-23T03:37:00Z,33.00,67.00
2025-10-23T03:50:00Z,33.00,66.00
2025-10-23T04:01:00Z,33.00,66.00
2025-10-23T04:08:00Z,33.00,66.00
2025-10-23T04:18:00Z,33.00,66.00
2025-10-23T04:19:00Z,36.00,66.00
2025-10-23T04:37:00Z,36.00,66.00
2025-10-23T04:38:00Z,36.00,66.00
2025-10-23T04:40:00Z,36.00,66.00
2025-10-23T04:43:00Z,36.00,66.00
2025-10-23T04:44:00Z,36.00,66.00
2025-10-23T04:45:00Z,36.00,66.00
2025-10-23T04:47:00Z,36.00,66.00
2025-10-23T04:48:00Z,36.00,66.00
2025-10-23T04:49:00Z,36.00,65.00
2025-10-23T04:50:00Z,36.00,65.00
2025-10-23T04:51:00Z,35.00,66.00
2025-10-23T04:57:00Z,35.00,66.00
2025-10-23T04:58:00Z,35.00,66.00
2025-10-23T05:00:00Z,35.00,66.00
2025-10-23T05:07:00Z,35.00,67.00
2025-10-23T05:10:00Z,35.00,67.00
2025-10-23T05:12:00Z,35.00,67.00
2025-10-23T05:14:00Z,35.00,67.00
2025-10-23T05:18:00Z,35.00,67.00
2025-10-23T05:27:00Z,35.00,67.00
2025-10-23T05:31:00Z,35.00,65.00
2025-10-23T05:35:00Z,35.00,66.00
2025-10-23T05:37:00Z,35.00,66.00
2025-10-23T05:44:00Z,35.00,66.00
2025-10-23T05:51:00Z,35.07,66.00
2025-10-23T05:56:00Z,36.00,66.00
2025-10-23T05:57:00Z,34.00,66.00
2025-10-23T05:58:00Z,34.00,66.00
2025-10-23T06:04:00Z,34.00,66.00
2025-10-23T06:14:00Z,34.00,66.00
2025-10-23T06:16:00Z,34.00,66.00
2025-10-23T06:17:00Z,34.00,66.00
2025-10-23T06:20:00Z,35.00,66.10
2025-10-23T06:27:00Z,35.00,66.10
2025-10-23T06:29:00Z,35.00,66.00
2025-10-23T06:31:00Z,35.00,66.00
2025-10-23T06:33:00Z,34.00,66.00
2025-10-23T06:34:00Z,34.00,66.00
2025-10-23T06:36:00Z,34.00,66.00
2025-10-23T06:39:00Z,35.00,66.00
2025-10-23T06:41:00Z,35.00,66.00
2025-10-23T06:42:00Z,35.00,66.00
2025-10-23T06:45:00Z,35.00,66.47
2025-10-23T06:46:00Z,35.00,67.00
2025-10-23T06:48:00Z,33.00,67.00
2025-10-23T06:49:00Z,35.00,67.00
2025-10-23T06:55:00Z,35.00,67.00
2025-10-23T06:57:00Z,35.00,67.00
2025-10-23T06:58:00Z,35.00,67.00
2025-10-23T09:10:00Z,35.00,69.00
2025-10-23T09:11:00Z,35.00,69.00
2025-10-23T09:20:00Z,35.00,69.00
2025-10-23T09:24:00Z,35.00,69.00
2025-10-23T09:26:00Z,35.00,69.00
2025-10-23T09:32:00Z,35.00,69.00
2025-10-23T09:34:00Z,35.00,69.00
2025-10-23T09:35:00Z,35.00,69.00
2025-10-23T09:40:00Z,35.00,69.00
2025-10-23T09:41:00Z,35.00,69.00
2025-10-23T09:44:00Z,35.00,69.00
2025-10-23T09:50:00Z,35.00,69.00
2025-10-23T09:51:00Z,35.00,69.00
2025-10-23T09:52:00Z,35.00,69.00
2025-10-23T09:54:00Z,33.00,69.00
2025-10-23T09:59:00Z,33.00,69.00
