# event_ticker=KXATPCHALLENGERMATCH-26APR23GALDOS
# final_score=6-3 4-6 6-3
# match_winner=Daniel Elahi Galan
# fav_player=Daniel Elahi Galan
# dog_player=Stefan Dostanic
# kalshi_date=2026-04-23
timestamp,Daniel Elahi Galan,Stefan Dostanic
2026-04-23T09:02:00Z,51.00,
2026-04-23T09:11:00Z,51.00,51.00
2026-04-23T09:54:00Z,51.00,52.00
2026-04-23T10:30:00Z,51.00,51.00
2026-04-23T11:56:00Z,48.00,51.00
2026-04-23T12:02:00Z,48.00,51.00
2026-04-23T12:04:00Z,48.00,52.00
2026-04-23T12:31:00Z,50.00,52.00
2026-04-23T13:07:00Z,50.00,52.00
2026-04-23T13:10:00Z,50.00,52.00
2026-04-23T13:41:00Z,50.70,52.00
2026-04-23T13:43:00Z,51.00,51.00
2026-04-23T13:44:00Z,51.00,51.00
2026-04-23T14:00:00Z,51.00,51.00
2026-04-23T14:01:00Z,51.00,49.00
2026-04-23T14:02:00Z,51.00,49.00
2026-04-23T14:10:00Z,51.00,51.00
2026-04-23T14:11:00Z,50.00,52.00
2026-04-23T14:12:00Z,49.00,52.00
2026-04-23T14:20:00Z,49.00,52.00
2026-04-23T14:26:00Z,49.00,54.00
2026-04-23T14:27:00Z,49.00,54.00
2026-04-23T14:31:00Z,49.00,54.00
2026-04-23T14:38:00Z,49.00,54.00
2026-04-23T14:39:00Z,47.00,54.00
2026-04-23T14:48:00Z,47.00,54.00
2026-04-23T14:58:00Z,47.00,54.00
2026-04-23T15:02:00Z,48.00,54.00
2026-04-23T15:03:00Z,48.00,54.00
2026-04-23T15:14:00Z,48.00,54.00
2026-04-23T15:19:00Z,48.00,55.00
2026-04-23T15:23:00Z,48.00,55.00
2026-04-23T15:30:00Z,48.00,55.00
2026-04-23T15:31:00Z,48.00,55.00
2026-04-23T15:33:00Z,48.00,55.00
2026-04-23T15:34:00Z,48.00,55.00
2026-04-23T15:35:00Z,48.00,53.02
2026-04-23T15:54:00Z,48.00,54.00
2026-04-23T15:55:00Z,48.00,54.00
2026-04-23T15:58:00Z,48.00,55.00
2026-04-23T16:00:00Z,48.00,55.00
2026-04-23T16:06:00Z,46.00,55.00
2026-04-23T16:07:00Z,46.00,55.00
2026-04-23T16:09:00Z,46.00,55.00
2026-04-23T16:13:00Z,46.00,55.00
2026-04-23T16:15:00Z,47.00,55.00
2026-04-23T16:17:00Z,47.00,55.00
2026-04-23T16:21:00Z,47.00,55.00
2026-04-23T16:28:00Z,47.00,55.00
2026-04-23T16:31:00Z,47.00,55.00
2026-04-23T16:32:00Z,47.00,54.00
2026-04-23T16:33:00Z,47.00,55.00
2026-04-23T16:37:00Z,47.00,54.00
2026-04-23T16:38:00Z,47.00,55.00
2026-04-23T16:40:00Z,47.00,55.00
2026-04-23T16:41:00Z,47.00,55.00
2026-04-23T16:45:00Z,48.00,55.00
2026-04-23T16:46:00Z,48.00,55.00
2026-04-23T16:48:00Z,48.00,55.00
2026-04-23T16:58:00Z,47.00,55.00
2026-04-23T17:04:00Z,46.00,55.00
2026-04-23T17:07:00Z,46.00,54.00
2026-04-23T17:08:00Z,46.00,55.00
2026-04-23T17:16:00Z,46.00,55.00
2026-04-23T17:25:00Z,46.00,55.00
2026-04-23T17:26:00Z,46.00,55.00
2026-04-23T17:28:00Z,46.00,55.00
2026-04-23T17:29:00Z,46.00,55.00
2026-04-23T17:41:00Z,46.00,55.00
2026-04-23T17:50:00Z,46.00,55.00
2026-04-23T17:52:00Z,46.00,55.00
2026-04-23T17:54:00Z,46.00,55.00
2026-04-23T17:55:00Z,46.00,55.00
2026-04-23T17:59:00Z,46.00,55.00
2026-04-23T18:01:00Z,46.00,55.00
2026-04-23T18:02:00Z,46.00,55.00
2026-04-23T18:04:00Z,46.00,55.00
2026-04-23T18:07:00Z,46.00,54.29
2026-04-23T18:08:00Z,46.00,55.00
2026-04-23T18:11:00Z,46.00,55.00
2026-04-23T18:14:00Z,46.00,55.00
2026-04-23T18:15:00Z,46.00,55.00
2026-04-23T18:16:00Z,46.00,55.00
2026-04-23T18:20:00Z,46.00,54.00
2026-04-23T18:22:00Z,46.00,55.00
2026-04-23T18:24:00Z,46.00,55.00
2026-04-23T18:25:00Z,46.00,55.00
2026-04-23T18:28:00Z,46.00,55.00
2026-04-23T18:30:00Z,46.00,55.00
2026-04-23T18:38:00Z,46.00,57.00
2026-04-23T18:40:00Z,45.00,58.67
2026-04-23T18:43:00Z,44.00,59.00
2026-04-23T18:48:00Z,44.00,59.00
2026-04-23T18:49:00Z,44.00,59.00
2026-04-23T18:54:00Z,43.00,59.00
2026-04-23T18:55:00Z,43.00,59.00
2026-04-23T18:56:00Z,41.00,59.00
2026-04-23T18:57:00Z,43.00,59.00
2026-04-23T18:58:00Z,43.00,59.00
2026-04-23T18:59:00Z,43.00,59.00
2026-04-23T19:00:00Z,43.00,59.00
2026-04-23T19:01:00Z,43.00,59.00
2026-04-23T19:02:00Z,43.00,59.00
