# event_ticker=KXATPMATCH-26FEB15HEIKOP
# final_score=6-2 7-6(5)
# score_resolution=2-6 6-7
# match_winner=Vit Kopriva
# fav_player=Gustavo Heide
# dog_player=Vit Kopriva
# kalshi_date=2026-02-15
timestamp,Gustavo Heide,Vit Kopriva
2026-02-16T11:03:00Z,,55.00
2026-02-16T11:06:00Z,,55.59
2026-02-16T11:07:00Z,,56.00
2026-02-16T11:09:00Z,46.00,56.00
2026-02-16T11:10:00Z,46.00,56.00
2026-02-16T11:12:00Z,46.00,56.00
2026-02-16T11:13:00Z,46.00,56.00
2026-02-16T11:21:00Z,46.00,56.00
2026-02-16T11:53:00Z,46.00,56.00
2026-02-16T11:59:00Z,46.00,57.00
2026-02-16T12:09:00Z,46.00,57.00
2026-02-16T13:03:00Z,45.00,57.00
2026-02-16T13:31:00Z,44.00,57.00
2026-02-16T14:24:00Z,44.00,58.00
2026-02-16T14:46:00Z,44.00,58.00
2026-02-16T14:56:00Z,44.00,58.00
2026-02-16T15:30:00Z,44.00,55.00
2026-02-16T15:32:00Z,45.00,55.00
2026-02-16T15:40:00Z,45.00,57.00
2026-02-16T15:49:00Z,45.00,57.00
2026-02-16T15:51:00Z,45.00,57.00
2026-02-16T16:00:00Z,45.00,57.00
2026-02-16T16:01:00Z,45.00,57.00
2026-02-16T16:12:00Z,45.00,57.00
2026-02-16T16:18:00Z,45.00,57.00
2026-02-16T16:35:00Z,45.00,57.00
2026-02-16T16:41:00Z,45.00,57.00
2026-02-16T16:42:00Z,45.00,57.00
2026-02-16T16:43:00Z,45.00,57.00
2026-02-16T16:44:00Z,45.00,57.00
2026-02-16T16:52:00Z,45.00,57.00
2026-02-16T16:58:00Z,45.00,57.95
2026-02-16T17:01:00Z,45.00,58.00
2026-02-16T17:14:00Z,45.00,58.00
2026-02-16T17:18:00Z,44.00,58.00
2026-02-16T17:19:00Z,44.00,58.00
2026-02-16T17:21:00Z,44.00,57.00
2026-02-16T17:32:00Z,44.00,57.00
2026-02-16T17:34:00Z,44.00,58.00
2026-02-16T17:35:00Z,42.08,58.00
2026-02-16T17:36:00Z,42.08,58.00
2026-02-16T17:42:00Z,42.08,58.00
2026-02-16T17:43:00Z,44.00,58.00
2026-02-16T17:46:00Z,44.00,58.00
2026-02-16T17:54:00Z,44.00,58.00
2026-02-16T18:07:00Z,44.00,58.00
2026-02-16T18:08:00Z,44.00,58.00
2026-02-16T18:11:00Z,44.00,58.00
2026-02-16T18:17:00Z,44.00,58.00
2026-02-16T18:24:00Z,44.00,58.00
2026-02-16T18:26:00Z,44.00,58.00
2026-02-16T18:32:00Z,44.00,58.00
2026-02-16T18:38:00Z,44.00,58.00
2026-02-16T18:40:00Z,44.00,58.00
2026-02-16T18:46:00Z,44.00,58.00
2026-02-16T18:50:00Z,41.00,58.00
2026-02-16T18:54:00Z,41.00,59.00
2026-02-16T19:06:00Z,43.00,59.00
2026-02-16T19:15:00Z,43.00,59.00
2026-02-16T19:19:00Z,43.00,59.00
2026-02-16T19:24:00Z,43.00,59.00
2026-02-16T19:29:00Z,43.00,59.00
2026-02-16T19:32:00Z,43.00,59.00
2026-02-16T19:34:00Z,43.00,59.00
2026-02-16T19:38:00Z,43.00,59.00
2026-02-16T19:40:00Z,43.00,59.00
2026-02-16T19:46:00Z,43.00,59.00
2026-02-16T19:47:00Z,43.00,59.00
2026-02-16T19:48:00Z,41.00,59.00
2026-02-16T19:51:00Z,41.00,59.00
2026-02-16T19:54:00Z,43.00,59.00
2026-02-16T20:02:00Z,43.00,58.98
2026-02-16T20:03:00Z,43.00,58.00
2026-02-16T20:07:00Z,43.00,58.00
2026-02-16T20:08:00Z,43.00,59.00
2026-02-16T20:12:00Z,43.00,59.00
2026-02-16T20:15:00Z,43.00,59.00
