# event_ticker=KXATPCHALLENGERMATCH-26APR07BLAGOM
# final_score=6-3 1-1 RET
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Federico Agustin Gomez
# kalshi_date=2026-04-07
timestamp,Darwin Blanch,Federico Agustin Gomez
2026-04-07T21:52:00Z,53.75,46.56
2026-04-07T21:53:00Z,64.40,33.11
2026-04-07T21:54:00Z,71.81,28.46
2026-04-07T21:55:00Z,73.01,24.85
2026-04-07T21:56:00Z,78.22,23.85
2026-04-07T21:57:00Z,78.23,22.71
2026-04-07T21:58:00Z,79.38,24.70
2026-04-07T21:59:00Z,76.61,25.91
2026-04-07T22:00:00Z,75.14,26.96
2026-04-07T22:01:00Z,73.48,28.15
2026-04-07T22:02:00Z,73.11,29.08
2026-04-07T22:03:00Z,73.47,31.89
2026-04-07T22:04:00Z,72.16,31.48
2026-04-07T22:05:00Z,76.18,28.89
2026-04-07T22:06:00Z,75.67,28.02
2026-04-07T22:07:00Z,82.23,21.30
2026-04-07T22:08:00Z,84.81,16.67
2026-04-07T22:09:00Z,93.93,7.00
2026-04-07T22:10:00Z,99.00,1.59
2026-04-07T22:11:00Z,99.00,1.00
2026-04-07T22:12:00Z,99.00,1.00
