# event_ticker=KXATPCHALLENGERMATCH-26APR07BLAGOM
# final_score=6-3 1-1 RET
# match_winner=Darwin Blanch
# fav_player=Darwin Blanch
# dog_player=Federico Agustin Gomez
# kalshi_date=2026-04-07
timestamp,Darwin Blanch,Federico Agustin Gomez
2026-04-07T09:24:00Z,47.00,52.00
2026-04-07T12:48:00Z,47.00,52.00
2026-04-07T13:29:00Z,47.00,52.00
2026-04-07T13:36:00Z,47.00,52.00
2026-04-07T14:37:00Z,47.00,53.00
2026-04-07T14:47:00Z,47.00,53.00
2026-04-07T16:29:00Z,47.00,54.00
2026-04-07T16:34:00Z,47.00,54.00
2026-04-07T16:47:00Z,47.00,54.00
2026-04-07T17:14:00Z,47.00,54.00
2026-04-07T17:18:00Z,47.00,54.00
2026-04-07T17:25:00Z,47.00,54.00
2026-04-07T17:42:00Z,47.00,54.00
2026-04-07T17:50:00Z,47.00,54.00
2026-04-07T18:03:00Z,47.00,59.25
2026-04-07T18:05:00Z,44.00,58.00
2026-04-07T18:19:00Z,44.00,59.00
2026-04-07T18:21:00Z,44.00,58.00
2026-04-07T18:29:00Z,44.00,58.00
2026-04-07T18:31:00Z,44.00,58.00
2026-04-07T18:44:00Z,44.00,58.00
2026-04-07T18:52:00Z,44.00,59.00
2026-04-07T18:55:00Z,44.00,59.00
2026-04-07T18:59:00Z,44.00,59.00
2026-04-07T19:02:00Z,44.00,59.00
2026-04-07T19:04:00Z,44.00,59.00
2026-04-07T19:08:00Z,43.00,59.00
2026-04-07T19:10:00Z,43.00,59.00
2026-04-07T19:11:00Z,42.00,59.00
2026-04-07T19:12:00Z,42.00,59.00
2026-04-07T19:13:00Z,42.00,59.00
2026-04-07T19:16:00Z,42.00,59.00
2026-04-07T19:21:00Z,42.00,59.00
2026-04-07T19:23:00Z,42.00,59.00
2026-04-07T19:35:00Z,42.00,59.00
2026-04-07T19:36:00Z,42.00,59.00
2026-04-07T19:47:00Z,42.00,59.00
2026-04-07T19:48:00Z,43.00,59.00
2026-04-07T19:51:00Z,43.76,59.00
2026-04-07T19:52:00Z,43.76,56.00
2026-04-07T19:54:00Z,43.00,57.00
2026-04-07T19:57:00Z,43.00,59.74
2026-04-07T20:06:00Z,43.00,59.20
2026-04-07T20:07:00Z,43.00,59.69
2026-04-07T20:09:00Z,43.00,59.00
2026-04-07T20:10:00Z,43.00,59.50
2026-04-07T20:17:00Z,43.00,59.00
2026-04-07T20:18:00Z,43.00,59.65
2026-04-07T20:19:00Z,43.00,59.59
2026-04-07T20:21:00Z,43.00,59.00
2026-04-07T20:22:00Z,43.00,59.93
2026-04-07T20:23:00Z,43.00,59.94
2026-04-07T20:28:00Z,43.00,59.53
2026-04-07T20:31:00Z,43.80,59.53
2026-04-07T20:32:00Z,43.80,59.98
2026-04-07T20:36:00Z,43.00,59.98
2026-04-07T20:37:00Z,43.00,57.40
2026-04-07T20:38:00Z,43.96,57.40
2026-04-07T20:40:00Z,41.00,59.00
2026-04-07T20:45:00Z,41.00,56.31
2026-04-07T20:47:00Z,41.00,58.55
2026-04-07T20:53:00Z,41.00,59.00
2026-04-07T20:54:00Z,43.62,59.48
2026-04-07T20:56:00Z,43.62,59.95
2026-04-07T20:57:00Z,43.00,59.95
2026-04-07T20:58:00Z,39.98,66.33
2026-04-07T21:00:00Z,39.00,61.00
2026-04-07T21:01:00Z,40.00,62.00
2026-04-07T21:02:00Z,40.00,62.00
2026-04-07T21:03:00Z,40.00,62.00
2026-04-07T21:06:00Z,39.77,62.00
2026-04-07T21:08:00Z,39.77,61.00
2026-04-07T21:09:00Z,40.00,61.00
2026-04-07T21:11:00Z,40.00,61.00
2026-04-07T21:12:00Z,40.00,61.00
2026-04-07T21:13:00Z,40.00,61.00
2026-04-07T21:14:00Z,40.00,61.00
2026-04-07T21:15:00Z,40.65,61.00
2026-04-07T21:16:00Z,40.00,61.00
2026-04-07T21:17:00Z,39.00,62.00
2026-04-07T21:18:00Z,42.55,59.68
2026-04-07T21:19:00Z,38.00,65.46
2026-04-07T21:20:00Z,28.77,68.29
2026-04-07T21:21:00Z,28.93,73.00
2026-04-07T21:22:00Z,25.00,74.44
2026-04-07T21:23:00Z,23.08,77.78
2026-04-07T21:24:00Z,24.07,77.15
2026-04-07T21:25:00Z,24.00,77.00
2026-04-07T21:26:00Z,26.00,75.00
2026-04-07T21:27:00Z,24.00,75.03
2026-04-07T21:28:00Z,23.00,79.99
2026-04-07T21:29:00Z,20.16,80.00
2026-04-07T21:30:00Z,18.00,81.88
2026-04-07T21:31:00Z,20.22,80.54
2026-04-07T21:32:00Z,20.22,77.00
2026-04-07T21:33:00Z,22.00,79.00
2026-04-07T21:34:00Z,21.00,79.01
2026-04-07T21:35:00Z,21.00,80.00
2026-04-07T21:36:00Z,23.15,78.00
2026-04-07T21:37:00Z,36.41,70.56
2026-04-07T21:38:00Z,32.96,68.35
2026-04-07T21:39:00Z,25.92,77.13
2026-04-07T21:40:00Z,31.32,77.13
2026-04-07T21:41:00Z,23.63,74.38
2026-04-07T21:42:00Z,30.83,71.74
2026-04-07T21:43:00Z,30.76,72.00
2026-04-07T21:44:00Z,34.65,67.02
2026-04-07T21:45:00Z,34.60,64.37
2026-04-07T21:46:00Z,40.69,59.76
2026-04-07T21:47:00Z,46.67,50.26
2026-04-07T21:48:00Z,49.10,52.20
2026-04-07T21:49:00Z,50.15,49.67
2026-04-07T21:50:00Z,51.23,49.76
2026-04-07T21:51:00Z,51.95,47.21
