# event_ticker=KXATPMATCH-25AUG17MCDHOL
# final_score=6-4 6-7(2) 7-6(2)
# score_resolution=4-6 7-6 6-7
# match_winner=Mackenzie McDonald
# fav_player=Brandon Holt
# dog_player=Mackenzie McDonald
# kalshi_date=2025-08-17
timestamp,Brandon Holt,Mackenzie McDonald
2025-08-17T17:04:00Z,33.00,
2025-08-17T17:05:00Z,33.00,
2025-08-17T17:06:00Z,33.00,
2025-08-17T17:08:00Z,33.00,
2025-08-17T17:14:00Z,33.00,
2025-08-17T17:16:00Z,33.00,
2025-08-17T17:19:00Z,33.00,
2025-08-17T17:20:00Z,33.00,
2025-08-17T17:25:00Z,33.00,69.00
2025-08-17T18:10:00Z,33.00,69.00
2025-08-17T18:43:00Z,33.00,69.00
2025-08-17T19:08:00Z,33.00,69.00
2025-08-17T19:09:00Z,33.00,69.00
2025-08-17T19:13:00Z,33.00,69.00
2025-08-17T19:14:00Z,33.00,69.00
2025-08-17T19:16:00Z,33.00,69.00
2025-08-17T19:45:00Z,33.00,69.00
2025-08-17T19:46:00Z,33.00,68.00
2025-08-17T19:47:00Z,33.00,68.00
2025-08-17T19:49:00Z,33.00,68.00
2025-08-17T20:47:00Z,33.00,68.00
2025-08-17T20:48:00Z,33.00,70.00
2025-08-17T21:08:00Z,33.00,70.00
2025-08-17T21:16:00Z,32.00,70.00
2025-08-17T21:21:00Z,32.00,70.00
2025-08-17T21:22:00Z,32.00,70.00
2025-08-17T21:34:00Z,32.00,70.00
2025-08-17T21:45:00Z,32.00,70.00
2025-08-17T21:51:00Z,32.00,70.00
2025-08-17T21:57:00Z,32.00,70.00
2025-08-17T21:58:00Z,32.00,70.00
2025-08-17T22:04:00Z,31.00,70.00
2025-08-17T22:05:00Z,31.92,70.00
2025-08-17T22:06:00Z,32.00,70.00
2025-08-17T22:09:00Z,33.00,70.00
2025-08-17T22:13:00Z,33.00,69.00
2025-08-17T22:24:00Z,33.00,69.00
2025-08-17T22:25:00Z,33.00,69.00
2025-08-17T22:27:00Z,32.28,69.00
2025-08-17T22:29:00Z,32.00,69.00
2025-08-17T22:31:00Z,32.88,69.00
2025-08-17T22:35:00Z,33.00,69.00
2025-08-17T22:39:00Z,33.00,69.00
2025-08-17T22:44:00Z,33.00,69.00
2025-08-17T22:50:00Z,33.00,69.00
2025-08-17T22:54:00Z,33.00,69.00
2025-08-17T23:02:00Z,33.00,69.00
2025-08-17T23:06:00Z,33.00,69.00
2025-08-17T23:16:00Z,33.00,69.00
2025-08-17T23:19:00Z,33.00,69.00
2025-08-17T23:24:00Z,32.00,69.00
2025-08-17T23:26:00Z,32.00,70.35
2025-08-17T23:27:00Z,31.00,70.08
2025-08-17T23:28:00Z,31.00,70.08
2025-08-17T23:30:00Z,31.00,71.00
2025-08-17T23:33:00Z,31.00,71.00
2025-08-17T23:34:00Z,31.00,70.00
2025-08-17T23:35:00Z,31.00,70.00
2025-08-17T23:37:00Z,31.00,70.00
2025-08-17T23:38:00Z,31.00,70.00
2025-08-17T23:40:00Z,31.00,70.00
2025-08-17T23:41:00Z,31.65,70.00
2025-08-17T23:42:00Z,33.00,70.00
2025-08-17T23:47:00Z,33.00,70.00
2025-08-17T23:49:00Z,33.00,70.00
2025-08-17T23:51:00Z,33.00,70.00
2025-08-17T23:55:00Z,32.00,70.00
2025-08-17T23:56:00Z,32.00,76.00
2025-08-17T23:57:00Z,32.00,77.52
2025-08-17T23:58:00Z,20.98,77.52
2025-08-17T23:59:00Z,24.00,81.00
2025-08-18T00:00:00Z,24.00,80.00
2025-08-18T00:01:00Z,29.02,76.09
2025-08-18T00:02:00Z,34.63,76.09
2025-08-18T00:03:00Z,37.46,76.09
2025-08-18T00:04:00Z,38.36,76.09
2025-08-18T00:05:00Z,38.36,63.00
2025-08-18T00:06:00Z,37.44,63.00
2025-08-18T00:07:00Z,36.00,63.00
2025-08-18T00:08:00Z,36.00,64.00
2025-08-18T00:09:00Z,36.00,61.00
2025-08-18T00:10:00Z,41.00,61.08
2025-08-18T00:11:00Z,42.00,61.00
2025-08-18T00:12:00Z,42.00,64.43
2025-08-18T00:13:00Z,37.81,62.00
2025-08-18T00:14:00Z,38.93,62.00
2025-08-18T00:15:00Z,33.53,76.82
2025-08-18T00:16:00Z,26.29,78.85
2025-08-18T00:17:00Z,26.11,80.00
2025-08-18T00:18:00Z,19.15,80.00
2025-08-18T00:19:00Z,19.15,81.00
2025-08-18T00:20:00Z,20.89,81.00
2025-08-18T00:21:00Z,21.88,80.00
2025-08-18T00:23:00Z,26.23,80.00
2025-08-18T00:24:00Z,21.77,85.58
2025-08-18T00:25:00Z,16.00,85.58
2025-08-18T00:26:00Z,19.85,81.04
2025-08-18T00:27:00Z,19.83,82.00
2025-08-18T00:28:00Z,19.00,82.00
2025-08-18T00:30:00Z,19.00,85.47
2025-08-18T00:31:00Z,15.16,88.29
2025-08-18T00:32:00Z,13.00,88.29
2025-08-18T00:33:00Z,11.00,88.29
2025-08-18T00:34:00Z,13.00,88.29
2025-08-18T00:35:00Z,13.97,73.50
2025-08-18T00:36:00Z,16.46,89.99
2025-08-18T00:38:00Z,17.00,86.00
2025-08-18T00:39:00Z,19.00,85.00
2025-08-18T00:41:00Z,16.00,85.00
2025-08-18T00:42:00Z,14.00,88.00
2025-08-18T00:43:00Z,16.00,88.00
2025-08-18T00:44:00Z,16.42,86.00
2025-08-18T00:45:00Z,16.00,86.00
2025-08-18T00:46:00Z,16.03,86.00
2025-08-18T00:48:00Z,17.00,86.00
2025-08-18T00:49:00Z,17.00,87.00
2025-08-18T00:50:00Z,17.00,87.00
2025-08-18T00:51:00Z,10.26,89.00
2025-08-18T00:52:00Z,10.26,91.00
2025-08-18T00:53:00Z,6.86,97.57
2025-08-18T00:54:00Z,17.54,99.00
2025-08-18T00:55:00Z,4.08,99.00
2025-08-18T00:56:00Z,4.00,99.00
2025-08-18T00:57:00Z,3.00,99.00
2025-08-18T00:58:00Z,5.53,93.38
2025-08-18T00:59:00Z,10.20,89.80
2025-08-18T01:00:00Z,16.98,86.00
2025-08-18T01:02:00Z,18.00,86.00
2025-08-18T01:03:00Z,18.00,84.00
2025-08-18T01:04:00Z,18.00,84.00
2025-08-18T01:05:00Z,18.00,86.91
2025-08-18T01:06:00Z,17.00,86.91
2025-08-18T01:07:00Z,17.00,88.97
2025-08-18T01:08:00Z,10.37,94.28
2025-08-18T01:09:00Z,7.02,94.94
2025-08-18T01:10:00Z,13.58,95.00
2025-08-18T01:11:00Z,13.45,90.00
2025-08-18T01:12:00Z,18.63,90.00
2025-08-18T01:13:00Z,15.91,85.00
2025-08-18T01:14:00Z,19.00,85.00
2025-08-18T01:15:00Z,15.00,83.13
2025-08-18T01:16:00Z,15.96,89.00
2025-08-18T01:17:00Z,17.00,81.01
2025-08-18T01:18:00Z,19.93,81.01
2025-08-18T01:19:00Z,20.00,81.01
2025-08-18T01:21:00Z,19.12,81.01
2025-08-18T01:22:00Z,18.00,82.00
2025-08-18T01:23:00Z,18.00,82.00
2025-08-18T01:24:00Z,20.56,79.00
2025-08-18T01:25:00Z,28.83,59.76
2025-08-18T01:26:00Z,38.93,62.40
2025-08-18T01:27:00Z,35.00,66.00
2025-08-18T01:28:00Z,33.00,67.00
2025-08-18T01:29:00Z,41.28,59.04
2025-08-18T01:30:00Z,38.00,63.00
2025-08-18T01:31:00Z,38.00,63.00
2025-08-18T01:32:00Z,24.91,84.15
2025-08-18T01:33:00Z,24.91,84.00
2025-08-18T01:34:00Z,24.91,44.08
2025-08-18T01:35:00Z,44.49,44.08
2025-08-18T01:36:00Z,45.00,44.08
2025-08-18T01:37:00Z,48.08,44.08
2025-08-18T01:38:00Z,47.60,85.21
2025-08-18T01:39:00Z,44.00,73.51
2025-08-18T01:40:00Z,44.38,70.00
2025-08-18T01:41:00Z,46.58,63.18
2025-08-18T01:42:00Z,46.79,67.79
2025-08-18T01:43:00Z,46.99,67.79
2025-08-18T01:44:00Z,57.00,66.00
2025-08-18T01:45:00Z,57.08,66.00
2025-08-18T01:46:00Z,57.08,65.00
2025-08-18T01:47:00Z,75.00,65.00
2025-08-18T01:48:00Z,54.00,65.00
2025-08-18T01:49:00Z,53.66,52.64
2025-08-18T01:50:00Z,61.54,49.72
2025-08-18T01:51:00Z,60.22,51.98
2025-08-18T01:52:00Z,60.42,45.93
2025-08-18T01:53:00Z,50.00,50.00
2025-08-18T01:54:00Z,50.00,63.00
2025-08-18T01:55:00Z,50.00,44.21
2025-08-18T01:56:00Z,58.29,50.50
2025-08-18T01:57:00Z,55.40,50.50
2025-08-18T01:58:00Z,64.83,50.50
2025-08-18T01:59:00Z,66.43,68.74
2025-08-18T02:00:00Z,51.01,68.75
2025-08-18T02:01:00Z,37.54,70.00
2025-08-18T02:02:00Z,37.54,75.31
2025-08-18T02:03:00Z,25.35,80.41
2025-08-18T02:04:00Z,36.18,74.14
2025-08-18T02:05:00Z,40.91,72.49
2025-08-18T02:06:00Z,50.07,68.29
2025-08-18T02:07:00Z,52.16,61.96
2025-08-18T02:08:00Z,54.95,56.27
2025-08-18T02:09:00Z,37.56,66.10
2025-08-18T02:10:00Z,36.26,70.81
2025-08-18T02:11:00Z,40.89,61.95
2025-08-18T02:12:00Z,46.69,57.53
2025-08-18T02:13:00Z,57.93,46.18
2025-08-18T02:14:00Z,54.01,50.21
2025-08-18T02:15:00Z,62.01,42.43
2025-08-18T02:16:00Z,40.14,66.18
2025-08-18T02:17:00Z,41.42,63.34
2025-08-18T02:18:00Z,41.72,60.46
2025-08-18T02:19:00Z,47.86,55.56
2025-08-18T02:20:00Z,35.61,69.35
2025-08-18T02:21:00Z,45.80,60.86
2025-08-18T02:22:00Z,39.70,59.52
2025-08-18T02:23:00Z,28.12,72.33
2025-08-18T02:24:00Z,14.38,86.18
2025-08-18T02:25:00Z,8.93,88.94
2025-08-18T02:26:00Z,3.22,98.55
2025-08-18T02:27:00Z,3.22,99.00
2025-08-18T02:28:00Z,3.22,99.00
2025-08-18T02:29:00Z,3.22,99.00
2025-08-18T02:30:00Z,3.22,99.00
2025-08-18T02:31:00Z,3.22,99.00
