# event_ticker=KXATPMATCH-26FEB14FRICIL
# final_score=7-6(5) 7-6(3)
# score_resolution=6-7 6-7
# match_winner=Taylor Fritz
# fav_player=Marin Cilic
# dog_player=Taylor Fritz
# kalshi_date=2026-02-14
timestamp,Marin Cilic,Taylor Fritz
2026-02-14T08:24:00Z,,62.00
2026-02-14T08:33:00Z,,64.00
2026-02-14T08:38:00Z,,64.00
2026-02-14T08:43:00Z,,64.00
2026-02-14T08:47:00Z,38.00,64.00
2026-02-14T08:48:00Z,38.00,64.00
2026-02-14T08:57:00Z,38.00,64.00
2026-02-14T09:01:00Z,38.00,64.00
2026-02-14T09:06:00Z,38.00,64.00
2026-02-14T09:08:00Z,38.00,64.00
2026-02-14T09:09:00Z,38.00,64.00
2026-02-14T09:15:00Z,38.00,63.00
2026-02-14T09:30:00Z,38.00,64.00
2026-02-14T09:35:00Z,38.00,64.00
2026-02-14T09:56:00Z,38.00,64.00
2026-02-14T10:04:00Z,38.01,64.00
2026-02-14T10:05:00Z,38.01,63.00
2026-02-14T10:12:00Z,38.00,63.00
2026-02-14T10:14:00Z,37.00,63.00
2026-02-14T10:15:00Z,37.00,63.00
2026-02-14T10:19:00Z,37.00,63.00
2026-02-14T10:20:00Z,37.00,63.00
2026-02-14T10:21:00Z,37.00,63.00
2026-02-14T10:23:00Z,37.00,63.00
2026-02-14T10:28:00Z,37.00,63.00
2026-02-14T10:29:00Z,37.00,63.00
2026-02-14T10:42:00Z,37.00,63.00
2026-02-14T10:48:00Z,37.00,64.00
2026-02-14T10:52:00Z,37.00,64.00
2026-02-14T10:53:00Z,37.00,64.00
2026-02-14T10:57:00Z,37.00,64.00
2026-02-14T11:00:00Z,37.00,64.00
2026-02-14T11:09:00Z,37.00,64.00
2026-02-14T11:11:00Z,37.00,64.00
2026-02-14T11:14:00Z,37.00,64.00
2026-02-14T11:15:00Z,37.00,64.00
2026-02-14T11:19:00Z,37.00,64.00
2026-02-14T11:20:00Z,37.00,64.00
2026-02-14T11:25:00Z,37.00,64.00
2026-02-14T11:29:00Z,38.00,64.00
2026-02-14T11:31:00Z,38.00,64.00
2026-02-14T11:33:00Z,38.00,64.00
2026-02-14T11:34:00Z,38.00,64.00
2026-02-14T11:41:00Z,38.00,64.00
2026-02-14T11:42:00Z,38.00,64.00
2026-02-14T11:48:00Z,38.00,64.00
2026-02-14T11:49:00Z,38.00,64.00
2026-02-14T11:50:00Z,38.00,64.00
2026-02-14T11:51:00Z,38.00,64.00
2026-02-14T11:52:00Z,38.00,64.00
2026-02-14T12:00:00Z,38.00,64.00
2026-02-14T12:03:00Z,38.00,64.00
2026-02-14T12:04:00Z,38.00,64.00
2026-02-14T12:07:00Z,38.00,64.00
2026-02-14T12:09:00Z,38.00,62.00
2026-02-14T12:11:00Z,37.00,62.00
2026-02-14T12:13:00Z,38.00,62.00
2026-02-14T12:17:00Z,38.00,64.00
2026-02-14T12:18:00Z,38.00,64.00
2026-02-14T12:20:00Z,38.00,64.00
2026-02-14T12:22:00Z,38.00,64.00
2026-02-14T12:26:00Z,38.00,64.00
2026-02-14T12:27:00Z,38.00,64.00
