# event_ticker=KXATPCHALLENGERMATCH-26APR04MARRIN
# final_score=7-5 7-5
# score_resolution=5-7 5-7
# match_winner=Alex Martinez
# fav_player=Daniel Rincon
# dog_player=Alex Martinez
# kalshi_date=2026-04-04
timestamp,Daniel Rincon,Alex Martinez
2026-04-04T02:34:00Z,,36.00
2026-04-04T03:09:00Z,,36.00
2026-04-04T03:54:00Z,65.00,36.00
2026-04-04T04:00:00Z,65.00,36.00
2026-04-04T04:01:00Z,65.00,36.00
2026-04-04T04:02:00Z,65.00,36.00
2026-04-04T04:03:00Z,65.00,36.00
2026-04-04T04:08:00Z,65.00,36.00
2026-04-04T04:17:00Z,65.00,37.00
2026-04-04T04:26:00Z,64.00,37.00
2026-04-04T04:32:00Z,64.00,37.00
2026-04-04T04:33:00Z,64.00,37.00
2026-04-04T04:40:00Z,64.00,37.00
2026-04-04T04:49:00Z,64.00,37.00
2026-04-04T05:02:00Z,64.00,37.00
2026-04-04T05:05:00Z,64.00,37.00
2026-04-04T05:10:00Z,64.00,37.00
2026-04-04T05:19:00Z,66.00,37.00
2026-04-04T05:35:00Z,66.00,37.00
2026-04-04T05:37:00Z,66.00,37.00
2026-04-04T06:36:00Z,66.00,37.00
2026-04-04T06:37:00Z,66.00,36.00
2026-04-04T06:40:00Z,66.00,36.00
2026-04-04T07:03:00Z,66.00,36.00
2026-04-04T07:14:00Z,66.00,36.00
2026-04-04T07:16:00Z,65.00,36.00
2026-04-04T07:20:00Z,66.00,36.00
2026-04-04T07:24:00Z,66.00,36.00
2026-04-04T08:05:00Z,66.00,36.00
2026-04-04T08:25:00Z,66.00,36.00
2026-04-04T08:31:00Z,66.00,36.00
2026-04-04T08:50:00Z,66.00,36.00
2026-04-04T09:06:00Z,66.00,36.00
2026-04-04T09:08:00Z,66.00,36.00
2026-04-04T09:32:00Z,66.00,36.00
2026-04-04T09:33:00Z,66.00,35.00
2026-04-04T09:34:00Z,66.00,35.00
2026-04-04T09:51:00Z,66.00,35.00
2026-04-04T09:56:00Z,66.00,35.00
2026-04-04T09:59:00Z,66.00,35.00
2026-04-04T10:05:00Z,66.00,35.00
2026-04-04T10:06:00Z,66.00,35.00
2026-04-04T10:07:00Z,67.00,35.00
2026-04-04T10:08:00Z,67.00,35.00
2026-04-04T10:09:00Z,67.00,35.00
2026-04-04T10:10:00Z,65.00,35.50
2026-04-04T10:12:00Z,65.00,35.00
2026-04-04T10:13:00Z,65.00,34.12
2026-04-04T10:14:00Z,72.13,32.00
2026-04-04T10:15:00Z,75.44,24.14
2026-04-04T10:16:00Z,73.00,27.30
2026-04-04T10:17:00Z,67.98,34.84
2026-04-04T10:18:00Z,67.78,34.99
2026-04-04T10:19:00Z,70.78,32.89
2026-04-04T10:20:00Z,68.00,34.29
2026-04-04T10:22:00Z,69.00,31.00
2026-04-04T10:23:00Z,65.00,35.00
2026-04-04T10:24:00Z,68.99,31.00
2026-04-04T10:26:00Z,71.00,31.00
2026-04-04T10:27:00Z,72.00,31.00
2026-04-04T10:29:00Z,72.00,31.92
2026-04-04T10:30:00Z,66.00,37.64
2026-04-04T10:31:00Z,64.00,39.00
2026-04-04T10:32:00Z,64.00,41.01
2026-04-04T10:33:00Z,62.63,37.31
2026-04-04T10:34:00Z,62.96,39.55
2026-04-04T10:35:00Z,69.95,31.29
2026-04-04T10:36:00Z,69.95,31.00
2026-04-04T10:37:00Z,69.16,33.05
2026-04-04T10:38:00Z,61.00,39.78
2026-04-04T10:39:00Z,62.00,39.75
2026-04-04T10:40:00Z,64.73,34.25
2026-04-04T10:41:00Z,65.00,34.44
2026-04-04T10:42:00Z,68.00,33.03
2026-04-04T10:43:00Z,65.95,36.62
2026-04-04T10:44:00Z,65.95,37.69
2026-04-04T10:45:00Z,65.95,40.00
2026-04-04T10:46:00Z,55.76,44.82
2026-04-04T10:47:00Z,49.84,46.73
2026-04-04T10:48:00Z,44.41,56.67
2026-04-04T10:49:00Z,38.51,61.03
2026-04-04T10:50:00Z,39.83,62.74
2026-04-04T10:51:00Z,44.00,55.27
2026-04-04T10:52:00Z,46.28,54.74
2026-04-04T10:53:00Z,54.54,47.02
2026-04-04T10:54:00Z,60.98,38.31
2026-04-04T10:55:00Z,55.98,44.62
2026-04-04T10:56:00Z,51.04,50.82
2026-04-04T10:57:00Z,52.97,40.95
2026-04-04T10:58:00Z,43.50,55.54
2026-04-04T10:59:00Z,43.31,59.06
2026-04-04T11:00:00Z,44.07,54.90
2026-04-04T11:01:00Z,48.15,53.82
2026-04-04T11:02:00Z,51.38,46.65
2026-04-04T11:03:00Z,54.28,50.08
2026-04-04T11:04:00Z,42.47,58.14
2026-04-04T11:05:00Z,40.16,56.63
2026-04-04T11:06:00Z,35.39,62.13
2026-04-04T11:07:00Z,35.10,64.39
2026-04-04T11:08:00Z,36.05,64.30
2026-04-04T11:09:00Z,35.99,66.33
2026-04-04T11:10:00Z,40.71,64.40
2026-04-04T11:11:00Z,40.53,61.17
2026-04-04T11:12:00Z,39.28,61.10
2026-04-04T11:13:00Z,40.94,60.40
2026-04-04T11:14:00Z,41.00,62.39
2026-04-04T11:15:00Z,38.06,63.40
2026-04-04T11:16:00Z,42.38,60.50
2026-04-04T11:17:00Z,38.25,61.98
2026-04-04T11:18:00Z,32.11,61.98
2026-04-04T11:19:00Z,36.54,66.17
2026-04-04T11:20:00Z,40.29,63.61
2026-04-04T11:21:00Z,42.07,60.00
2026-04-04T11:22:00Z,41.95,61.30
2026-04-04T11:23:00Z,42.68,59.59
2026-04-04T11:24:00Z,39.84,60.94
2026-04-04T11:25:00Z,37.00,64.00
2026-04-04T11:26:00Z,35.77,64.81
2026-04-04T11:27:00Z,36.00,64.96
2026-04-04T11:28:00Z,30.54,70.93
2026-04-04T11:29:00Z,22.77,77.12
2026-04-04T11:30:00Z,16.63,83.03
2026-04-04T11:31:00Z,19.33,84.07
2026-04-04T11:32:00Z,16.84,85.92
2026-04-04T11:33:00Z,17.84,83.64
2026-04-04T11:34:00Z,22.24,77.74
2026-04-04T11:35:00Z,28.40,69.53
2026-04-04T11:36:00Z,35.18,67.03
2026-04-04T11:37:00Z,34.47,65.70
2026-04-04T11:38:00Z,31.69,68.81
2026-04-04T11:39:00Z,36.84,66.32
2026-04-04T11:40:00Z,38.60,66.35
2026-04-04T11:41:00Z,33.89,65.36
2026-04-04T11:42:00Z,40.08,60.04
2026-04-04T11:43:00Z,45.52,60.82
2026-04-04T11:44:00Z,44.40,59.47
2026-04-04T11:45:00Z,34.11,65.09
2026-04-04T11:46:00Z,32.06,68.17
2026-04-04T11:47:00Z,29.74,71.71
2026-04-04T11:48:00Z,31.08,70.04
2026-04-04T11:49:00Z,31.67,71.60
2026-04-04T11:50:00Z,33.95,65.79
2026-04-04T11:51:00Z,33.89,70.39
2026-04-04T11:52:00Z,25.86,75.94
2026-04-04T11:53:00Z,35.99,66.45
2026-04-04T11:54:00Z,32.38,67.93
2026-04-04T11:55:00Z,38.52,62.40
2026-04-04T11:56:00Z,41.59,60.79
2026-04-04T11:57:00Z,35.62,64.02
2026-04-04T11:58:00Z,29.93,71.96
2026-04-04T11:59:00Z,24.86,75.89
2026-04-04T12:00:00Z,21.34,76.83
2026-04-04T12:01:00Z,21.86,81.61
2026-04-04T12:02:00Z,10.33,90.65
2026-04-04T12:03:00Z,7.58,92.90
2026-04-04T12:04:00Z,4.55,95.35
2026-04-04T12:05:00Z,1.75,98.08
2026-04-04T12:06:00Z,1.64,98.69
2026-04-04T12:07:00Z,3.13,98.40
2026-04-04T12:08:00Z,3.13,99.00
2026-04-04T12:09:00Z,1.00,99.00
2026-04-04T12:10:00Z,1.00,99.00
2026-04-04T12:11:00Z,1.00,99.00
