# event_ticker=KXATPCHALLENGERMATCH-26MAY13BAUMAR
# final_score=6-3 6-1
# match_winner=Roberto Bautista Agut
# fav_player=Roberto Bautista Agut
# dog_player=Pedro Martinez
# kalshi_date=2026-05-13
timestamp,Roberto Bautista Agut,Pedro Martinez
2026-05-13T02:33:00Z,,47.00
2026-05-13T02:39:00Z,53.00,47.00
2026-05-13T02:58:00Z,53.00,48.00
2026-05-13T02:59:00Z,53.00,48.00
2026-05-13T03:15:00Z,53.00,48.00
2026-05-13T03:16:00Z,52.00,48.00
2026-05-13T03:38:00Z,52.00,48.00
2026-05-13T03:50:00Z,52.00,48.00
2026-05-13T04:29:00Z,52.00,48.00
2026-05-13T04:30:00Z,52.00,50.00
2026-05-13T04:53:00Z,52.00,50.00
2026-05-13T04:56:00Z,52.00,50.00
2026-05-13T05:04:00Z,52.00,50.00
2026-05-13T05:09:00Z,52.00,50.00
2026-05-13T05:10:00Z,52.00,50.00
2026-05-13T05:12:00Z,52.00,50.00
2026-05-13T05:34:00Z,52.00,50.00
2026-05-13T05:43:00Z,52.00,50.00
2026-05-13T06:20:00Z,52.00,50.00
2026-05-13T06:27:00Z,52.00,50.00
2026-05-13T07:21:00Z,52.00,50.00
2026-05-13T07:39:00Z,52.00,50.00
2026-05-13T08:00:00Z,51.00,50.00
2026-05-13T08:15:00Z,51.00,50.00
2026-05-13T08:36:00Z,51.00,50.00
2026-05-13T08:42:00Z,51.00,50.00
2026-05-13T08:48:00Z,52.00,50.00
2026-05-13T08:59:00Z,52.00,50.00
2026-05-13T09:03:00Z,52.00,50.00
2026-05-13T09:59:00Z,52.00,50.00
2026-05-13T10:17:00Z,52.00,50.00
2026-05-13T10:19:00Z,52.00,50.00
2026-05-13T10:21:00Z,52.00,49.00
2026-05-13T10:32:00Z,51.00,49.00
2026-05-13T10:40:00Z,51.00,49.00
2026-05-13T11:05:00Z,51.00,49.00
2026-05-13T12:00:00Z,52.00,49.00
2026-05-13T12:10:00Z,52.58,49.00
2026-05-13T12:14:00Z,52.00,49.00
2026-05-13T12:40:00Z,51.00,49.00
2026-05-13T12:42:00Z,51.58,49.00
2026-05-13T12:45:00Z,52.00,49.00
2026-05-13T12:53:00Z,52.00,49.00
2026-05-13T12:55:00Z,52.00,50.00
2026-05-13T13:02:00Z,52.00,50.50
2026-05-13T13:11:00Z,52.00,50.50
2026-05-13T13:18:00Z,52.00,50.00
2026-05-13T13:25:00Z,52.00,50.00
2026-05-13T13:32:00Z,52.00,50.00
2026-05-13T13:33:00Z,52.00,50.00
2026-05-13T13:37:00Z,52.00,50.00
2026-05-13T13:38:00Z,52.00,50.00
2026-05-13T13:41:00Z,52.00,49.00
2026-05-13T13:43:00Z,52.00,49.00
2026-05-13T13:44:00Z,52.00,49.00
2026-05-13T13:45:00Z,52.00,49.00
2026-05-13T13:46:00Z,52.00,49.00
2026-05-13T13:49:00Z,52.00,49.00
2026-05-13T13:50:00Z,52.00,49.00
2026-05-13T13:52:00Z,52.00,49.00
2026-05-13T13:53:00Z,52.00,49.88
2026-05-13T13:55:00Z,52.00,50.00
2026-05-13T13:57:00Z,50.58,50.00
2026-05-13T13:58:00Z,50.58,50.00
2026-05-13T13:59:00Z,51.00,50.00
2026-05-13T14:01:00Z,52.08,50.00
2026-05-13T14:02:00Z,52.00,51.00
2026-05-13T14:03:00Z,52.91,51.00
2026-05-13T14:04:00Z,52.91,50.85
2026-05-13T14:06:00Z,52.91,50.80
2026-05-13T14:07:00Z,52.91,51.00
2026-05-13T14:08:00Z,52.00,51.00
2026-05-13T14:09:00Z,52.00,51.00
2026-05-13T14:10:00Z,52.87,51.00
2026-05-13T14:11:00Z,52.87,51.00
2026-05-13T14:12:00Z,53.00,51.00
2026-05-13T14:13:00Z,49.05,54.38
2026-05-13T14:14:00Z,45.15,57.74
2026-05-13T14:15:00Z,47.24,54.76
2026-05-13T14:16:00Z,48.90,55.40
2026-05-13T14:17:00Z,47.38,53.13
2026-05-13T14:18:00Z,49.93,53.43
2026-05-13T14:19:00Z,52.97,48.14
2026-05-13T14:20:00Z,54.00,48.58
2026-05-13T14:21:00Z,52.77,50.05
2026-05-13T14:22:00Z,48.98,52.27
2026-05-13T14:23:00Z,47.09,54.88
2026-05-13T14:24:00Z,47.88,52.15
2026-05-13T14:25:00Z,49.30,53.00
2026-05-13T14:26:00Z,50.08,50.91
2026-05-13T14:27:00Z,51.00,50.00
2026-05-13T14:28:00Z,51.58,49.37
2026-05-13T14:29:00Z,57.77,41.07
2026-05-13T14:30:00Z,63.59,38.84
2026-05-13T14:31:00Z,62.45,38.67
2026-05-13T14:32:00Z,65.89,34.35
2026-05-13T14:33:00Z,69.41,32.11
2026-05-13T14:34:00Z,69.24,30.67
2026-05-13T14:35:00Z,68.15,30.87
2026-05-13T14:36:00Z,71.00,28.47
2026-05-13T14:37:00Z,72.00,29.01
2026-05-13T14:38:00Z,72.00,27.69
2026-05-13T14:39:00Z,71.84,32.47
2026-05-13T14:40:00Z,68.29,32.86
2026-05-13T14:41:00Z,72.00,28.15
2026-05-13T14:42:00Z,72.00,28.73
2026-05-13T14:43:00Z,72.76,27.79
2026-05-13T14:44:00Z,70.70,30.00
2026-05-13T14:45:00Z,71.51,31.37
2026-05-13T14:46:00Z,68.19,32.00
2026-05-13T14:47:00Z,70.96,31.82
2026-05-13T14:48:00Z,68.98,31.55
2026-05-13T14:49:00Z,71.40,29.00
2026-05-13T14:50:00Z,72.89,28.00
2026-05-13T14:51:00Z,72.93,27.33
2026-05-13T14:52:00Z,72.49,28.00
2026-05-13T14:53:00Z,72.03,29.75
2026-05-13T14:54:00Z,73.00,28.83
2026-05-13T14:55:00Z,72.07,28.03
2026-05-13T14:56:00Z,74.83,25.34
2026-05-13T14:57:00Z,73.96,26.29
2026-05-13T14:58:00Z,72.76,28.44
2026-05-13T14:59:00Z,73.08,25.64
2026-05-13T15:00:00Z,75.97,25.00
2026-05-13T15:01:00Z,75.36,24.99
2026-05-13T15:02:00Z,78.56,25.82
2026-05-13T15:03:00Z,77.81,21.39
2026-05-13T15:04:00Z,77.43,24.43
2026-05-13T15:05:00Z,85.00,23.68
2026-05-13T15:06:00Z,79.62,24.24
