# event_ticker=KXATPMATCH-26APR24DAMMEN
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Jakub Mensik
# fav_player=Martin Damm Jr
# dog_player=Jakub Mensik
# kalshi_date=2026-04-24
timestamp,Martin Damm Jr,Jakub Mensik
2026-04-25T00:05:00Z,24.00,
2026-04-25T00:09:00Z,24.00,77.00
2026-04-25T00:14:00Z,24.00,77.00
2026-04-25T00:27:00Z,26.00,77.00
2026-04-25T00:34:00Z,26.00,77.00
2026-04-25T00:55:00Z,26.00,77.00
2026-04-25T02:02:00Z,26.00,77.00
2026-04-25T02:23:00Z,26.00,77.00
2026-04-25T02:27:00Z,26.00,77.00
2026-04-25T02:30:00Z,26.00,77.00
2026-04-25T02:43:00Z,26.00,77.00
2026-04-25T02:48:00Z,26.00,77.00
2026-04-25T02:53:00Z,26.00,77.00
2026-04-25T02:54:00Z,26.00,77.00
2026-04-25T02:59:00Z,26.00,77.00
2026-04-25T03:13:00Z,26.00,77.00
2026-04-25T03:15:00Z,26.00,77.00
2026-04-25T03:22:00Z,26.00,77.00
2026-04-25T03:35:00Z,26.90,77.00
2026-04-25T03:47:00Z,26.90,77.00
2026-04-25T04:02:00Z,26.00,77.00
2026-04-25T04:05:00Z,26.00,77.00
2026-04-25T04:14:00Z,26.00,77.00
2026-04-25T04:15:00Z,26.00,77.00
2026-04-25T04:16:00Z,26.00,76.00
2026-04-25T04:18:00Z,26.00,77.00
2026-04-25T04:19:00Z,26.00,77.00
2026-04-25T04:26:00Z,26.00,77.00
2026-04-25T04:31:00Z,26.00,77.00
2026-04-25T04:34:00Z,26.00,77.00
2026-04-25T04:36:00Z,26.00,76.00
2026-04-25T04:42:00Z,26.00,76.00
2026-04-25T04:54:00Z,26.00,77.00
2026-04-25T04:57:00Z,26.00,77.00
2026-04-25T05:08:00Z,26.00,77.00
2026-04-25T05:10:00Z,26.00,77.00
2026-04-25T05:13:00Z,26.00,76.17
2026-04-25T05:17:00Z,25.00,76.17
2026-04-25T05:18:00Z,25.00,76.00
2026-04-25T05:21:00Z,26.00,76.00
2026-04-25T05:23:00Z,26.00,76.00
2026-04-25T05:24:00Z,26.00,77.00
2026-04-25T05:25:00Z,26.00,77.00
2026-04-25T05:28:00Z,26.21,77.00
2026-04-25T05:29:00Z,26.65,76.00
2026-04-25T05:30:00Z,26.65,77.00
2026-04-25T05:34:00Z,27.00,77.00
2026-04-25T05:35:00Z,27.00,76.00
2026-04-25T05:45:00Z,27.00,76.00
2026-04-25T05:47:00Z,27.00,77.00
2026-04-25T05:48:00Z,27.00,77.00
2026-04-25T05:49:00Z,27.00,77.00
2026-04-25T05:52:00Z,27.00,77.00
2026-04-25T05:56:00Z,27.00,77.00
2026-04-25T05:57:00Z,27.00,77.00
2026-04-25T06:00:00Z,27.00,77.00
2026-04-25T06:01:00Z,27.00,77.00
2026-04-25T06:02:00Z,27.00,77.00
2026-04-25T06:03:00Z,27.00,77.00
2026-04-25T06:05:00Z,27.00,77.00
2026-04-25T06:12:00Z,27.00,77.00
2026-04-25T06:13:00Z,26.00,77.00
2026-04-25T06:16:00Z,27.00,77.00
2026-04-25T06:17:00Z,26.00,77.00
2026-04-25T06:18:00Z,26.00,77.00
2026-04-25T06:30:00Z,26.00,76.00
2026-04-25T06:42:00Z,27.00,77.00
2026-04-25T06:47:00Z,27.00,77.00
2026-04-25T06:48:00Z,27.00,77.00
2026-04-25T06:49:00Z,27.00,77.00
2026-04-25T06:51:00Z,27.00,76.00
2026-04-25T06:53:00Z,27.00,76.00
2026-04-25T06:58:00Z,27.00,76.00
2026-04-25T07:16:00Z,27.00,76.00
2026-04-25T07:18:00Z,26.00,76.00
2026-04-25T07:19:00Z,26.00,76.00
2026-04-25T07:21:00Z,27.00,76.00
2026-04-25T07:23:00Z,27.00,76.00
2026-04-25T07:32:00Z,26.00,76.00
2026-04-25T07:35:00Z,27.00,76.00
2026-04-25T07:38:00Z,26.00,76.00
2026-04-25T07:40:00Z,26.00,75.00
2026-04-25T07:55:00Z,27.00,75.00
2026-04-25T07:59:00Z,27.00,74.00
2026-04-25T08:00:00Z,27.00,74.00
2026-04-25T08:06:00Z,27.00,74.00
2026-04-25T08:11:00Z,27.00,74.00
