# event_ticker=KXATPMATCH-26MAR29OCONAV
# final_score=6-4 7-6(8)
# score_resolution=4-6 6-7
# match_winner=Mariano Navone
# fav_player=Christopher O'Connell
# dog_player=Mariano Navone
# kalshi_date=2026-03-29
timestamp,Christopher O'Connell,Mariano Navone
2026-03-31T06:37:00Z,26.00,75.00
2026-03-31T06:42:00Z,26.00,75.00
2026-03-31T06:46:00Z,26.00,74.00
2026-03-31T06:47:00Z,26.00,75.00
2026-03-31T06:48:00Z,26.00,75.00
2026-03-31T06:50:00Z,26.00,75.00
2026-03-31T06:58:00Z,26.00,75.00
2026-03-31T07:02:00Z,26.00,76.00
2026-03-31T07:05:00Z,26.00,76.00
2026-03-31T07:06:00Z,26.00,77.00
2026-03-31T07:10:00Z,25.00,77.00
2026-03-31T07:11:00Z,24.00,77.00
2026-03-31T07:12:00Z,23.00,77.00
2026-03-31T07:13:00Z,23.00,77.00
2026-03-31T07:18:00Z,23.00,77.93
2026-03-31T07:19:00Z,23.00,78.00
2026-03-31T07:21:00Z,24.00,78.00
2026-03-31T07:23:00Z,24.00,78.00
2026-03-31T07:25:00Z,24.00,78.00
2026-03-31T07:35:00Z,24.00,77.64
2026-03-31T07:38:00Z,24.00,79.00
2026-03-31T07:42:00Z,24.00,75.00
2026-03-31T07:43:00Z,24.00,75.00
2026-03-31T07:47:00Z,24.00,75.00
2026-03-31T07:49:00Z,24.00,75.00
2026-03-31T07:50:00Z,25.00,75.00
2026-03-31T07:53:00Z,25.00,75.00
2026-03-31T07:56:00Z,25.00,75.00
2026-03-31T07:57:00Z,25.00,75.00
2026-03-31T07:58:00Z,25.00,75.00
2026-03-31T08:01:00Z,25.00,76.00
2026-03-31T08:03:00Z,25.00,76.00
2026-03-31T08:05:00Z,26.00,76.00
2026-03-31T08:07:00Z,26.00,76.00
2026-03-31T08:08:00Z,26.00,76.00
2026-03-31T08:09:00Z,26.00,76.00
2026-03-31T08:10:00Z,24.00,78.72
2026-03-31T08:11:00Z,24.00,78.57
2026-03-31T08:12:00Z,22.92,79.95
2026-03-31T08:13:00Z,23.00,79.95
2026-03-31T08:14:00Z,24.00,80.00
2026-03-31T08:15:00Z,23.50,80.00
2026-03-31T08:16:00Z,26.97,75.46
2026-03-31T08:17:00Z,26.16,73.98
2026-03-31T08:18:00Z,28.03,73.87
2026-03-31T08:19:00Z,24.84,73.87
2026-03-31T08:20:00Z,24.00,78.00
2026-03-31T08:21:00Z,24.00,78.00
2026-03-31T08:22:00Z,25.14,76.02
2026-03-31T08:23:00Z,28.21,76.02
2026-03-31T08:24:00Z,30.43,71.02
2026-03-31T08:25:00Z,29.96,71.02
2026-03-31T08:26:00Z,31.00,76.00
2026-03-31T08:27:00Z,25.16,76.00
2026-03-31T08:28:00Z,25.00,75.00
2026-03-31T08:29:00Z,25.01,74.00
2026-03-31T08:30:00Z,30.00,74.00
2026-03-31T08:31:00Z,30.96,67.38
2026-03-31T08:32:00Z,39.96,68.04
2026-03-31T08:33:00Z,35.27,70.07
2026-03-31T08:34:00Z,35.16,70.00
2026-03-31T08:35:00Z,29.80,71.13
2026-03-31T08:36:00Z,29.00,71.85
2026-03-31T08:37:00Z,29.00,72.80
2026-03-31T08:38:00Z,26.43,74.02
2026-03-31T08:39:00Z,28.92,74.02
2026-03-31T08:40:00Z,16.23,80.73
2026-03-31T08:41:00Z,14.68,86.06
2026-03-31T08:42:00Z,13.25,85.63
2026-03-31T08:43:00Z,18.17,84.00
2026-03-31T08:44:00Z,21.60,81.73
2026-03-31T08:45:00Z,22.88,82.33
2026-03-31T08:46:00Z,15.61,82.33
2026-03-31T08:47:00Z,14.67,86.02
2026-03-31T08:48:00Z,15.09,85.00
2026-03-31T08:49:00Z,14.00,87.40
2026-03-31T08:50:00Z,17.81,82.25
2026-03-31T08:51:00Z,26.92,76.04
2026-03-31T08:52:00Z,26.33,74.08
2026-03-31T08:53:00Z,24.87,75.68
2026-03-31T08:54:00Z,17.61,81.57
2026-03-31T08:55:00Z,11.17,88.18
2026-03-31T08:56:00Z,11.00,89.00
2026-03-31T08:57:00Z,10.36,89.00
2026-03-31T08:58:00Z,11.04,91.00
2026-03-31T08:59:00Z,8.22,93.00
2026-03-31T09:00:00Z,7.84,94.00
2026-03-31T09:01:00Z,6.74,95.00
2026-03-31T09:02:00Z,8.00,93.00
2026-03-31T09:03:00Z,8.12,90.07
2026-03-31T09:04:00Z,9.36,90.07
2026-03-31T09:05:00Z,10.00,92.00
2026-03-31T09:06:00Z,11.00,91.25
2026-03-31T09:07:00Z,9.94,91.01
2026-03-31T09:08:00Z,8.21,93.03
2026-03-31T09:09:00Z,7.95,93.72
2026-03-31T09:10:00Z,8.33,94.00
2026-03-31T09:11:00Z,9.87,94.00
2026-03-31T09:12:00Z,8.13,93.00
2026-03-31T09:13:00Z,10.00,91.00
2026-03-31T09:14:00Z,9.12,90.93
2026-03-31T09:15:00Z,7.10,93.86
2026-03-31T09:16:00Z,9.16,93.91
2026-03-31T09:17:00Z,7.95,94.00
2026-03-31T09:18:00Z,6.84,94.00
2026-03-31T09:19:00Z,6.25,94.00
2026-03-31T09:20:00Z,8.70,92.91
2026-03-31T09:21:00Z,10.09,91.20
2026-03-31T09:22:00Z,10.55,89.18
2026-03-31T09:23:00Z,14.08,86.65
2026-03-31T09:24:00Z,20.73,81.21
2026-03-31T09:25:00Z,18.59,79.26
2026-03-31T09:26:00Z,22.84,79.00
2026-03-31T09:27:00Z,22.98,79.00
2026-03-31T09:28:00Z,26.10,74.24
2026-03-31T09:29:00Z,25.17,74.34
2026-03-31T09:30:00Z,26.05,74.00
2026-03-31T09:31:00Z,25.87,73.70
2026-03-31T09:32:00Z,29.85,70.66
2026-03-31T09:33:00Z,29.91,69.97
2026-03-31T09:34:00Z,27.81,74.76
2026-03-31T09:35:00Z,24.44,76.00
2026-03-31T09:36:00Z,25.16,75.00
2026-03-31T09:37:00Z,21.96,78.60
2026-03-31T09:38:00Z,25.05,81.98
2026-03-31T09:39:00Z,13.53,85.40
2026-03-31T09:40:00Z,11.69,89.06
2026-03-31T09:41:00Z,13.32,85.00
2026-03-31T09:42:00Z,15.84,88.10
2026-03-31T09:43:00Z,13.97,86.27
2026-03-31T09:44:00Z,15.61,84.00
2026-03-31T09:45:00Z,15.03,87.09
2026-03-31T09:46:00Z,14.02,88.00
2026-03-31T09:47:00Z,11.73,88.19
2026-03-31T09:48:00Z,14.81,84.02
2026-03-31T09:49:00Z,24.59,76.33
2026-03-31T09:50:00Z,25.68,74.02
2026-03-31T09:51:00Z,24.89,75.00
2026-03-31T09:52:00Z,24.67,75.00
2026-03-31T09:53:00Z,19.63,82.08
2026-03-31T09:54:00Z,18.85,82.75
2026-03-31T09:55:00Z,15.92,85.76
2026-03-31T09:56:00Z,15.13,88.24
2026-03-31T09:57:00Z,13.38,87.42
2026-03-31T09:58:00Z,11.88,92.90
2026-03-31T09:59:00Z,17.45,86.27
2026-03-31T10:00:00Z,23.01,78.42
2026-03-31T10:01:00Z,26.73,74.10
2026-03-31T10:02:00Z,27.46,73.37
2026-03-31T10:03:00Z,28.90,70.05
2026-03-31T10:04:00Z,20.46,78.60
2026-03-31T10:05:00Z,13.42,87.33
2026-03-31T10:06:00Z,18.49,84.67
2026-03-31T10:07:00Z,20.23,81.28
2026-03-31T10:08:00Z,19.59,82.32
2026-03-31T10:09:00Z,11.24,90.28
2026-03-31T10:10:00Z,1.52,98.24
2026-03-31T10:11:00Z,1.00,99.00
2026-03-31T10:12:00Z,1.00,99.00
2026-03-31T10:13:00Z,1.00,99.00
2026-03-31T10:14:00Z,1.00,99.00
2026-03-31T10:15:00Z,1.00,99.00
2026-03-31T10:16:00Z,1.00,99.00
2026-03-31T10:17:00Z,1.00,99.00
