# event_ticker=KXATPCHALLENGERMATCH-26JUN05MAYCOU
# final_score=7-5 6-4
# score_resolution=5-7 4-6
# match_winner=Harold Mayot
# fav_player=Eliakim Coulibaly
# dog_player=Harold Mayot
# kalshi_date=2026-06-05
timestamp,Harold Mayot,Eliakim Coulibaly
2026-06-04T23:14:00Z,,39.00
2026-06-04T23:25:00Z,64.00,39.00
2026-06-04T23:37:00Z,64.00,39.00
2026-06-04T23:48:00Z,64.00,39.00
2026-06-04T23:59:00Z,64.00,39.00
2026-06-05T00:05:00Z,64.34,39.00
2026-06-05T00:23:00Z,64.34,39.00
2026-06-05T01:47:00Z,62.00,39.00
2026-06-05T02:31:00Z,62.00,39.00
2026-06-05T02:39:00Z,60.00,39.00
2026-06-05T02:51:00Z,60.00,39.95
2026-06-05T03:02:00Z,60.00,40.00
2026-06-05T03:03:00Z,61.00,40.00
2026-06-05T03:08:00Z,62.00,40.00
2026-06-05T03:23:00Z,60.00,40.00
2026-06-05T03:30:00Z,61.00,40.00
2026-06-05T03:35:00Z,61.00,40.00
2026-06-05T03:36:00Z,61.00,40.00
2026-06-05T03:53:00Z,61.00,40.00
2026-06-05T03:58:00Z,62.12,40.00
2026-06-05T04:00:00Z,63.00,40.00
2026-06-05T04:02:00Z,63.00,40.00
2026-06-05T04:05:00Z,63.00,40.00
2026-06-05T04:12:00Z,63.00,40.00
2026-06-05T04:17:00Z,63.00,40.00
2026-06-05T04:18:00Z,63.00,40.00
2026-06-05T04:19:00Z,63.00,40.00
2026-06-05T04:20:00Z,63.00,40.00
2026-06-05T04:22:00Z,63.00,40.00
2026-06-05T04:24:00Z,63.00,40.00
2026-06-05T04:37:00Z,62.00,40.00
2026-06-05T04:49:00Z,62.00,38.00
2026-06-05T04:51:00Z,62.00,38.00
2026-06-05T04:53:00Z,61.00,38.00
2026-06-05T04:58:00Z,62.00,38.00
2026-06-05T05:05:00Z,62.00,38.00
2026-06-05T05:06:00Z,62.00,38.00
2026-06-05T05:09:00Z,62.00,38.00
2026-06-05T05:15:00Z,62.00,38.00
2026-06-05T05:20:00Z,62.00,38.00
2026-06-05T05:21:00Z,62.00,38.00
2026-06-05T05:22:00Z,62.00,39.00
2026-06-05T05:28:00Z,61.00,39.00
2026-06-05T05:36:00Z,62.00,39.00
2026-06-05T05:40:00Z,62.00,39.00
2026-06-05T05:42:00Z,62.00,38.00
2026-06-05T05:47:00Z,62.00,38.00
2026-06-05T05:48:00Z,62.00,39.00
2026-06-05T05:55:00Z,62.00,39.00
2026-06-05T05:56:00Z,62.00,39.00
2026-06-05T05:59:00Z,61.00,39.00
2026-06-05T06:06:00Z,62.00,39.00
2026-06-05T06:11:00Z,62.00,39.00
2026-06-05T06:19:00Z,62.00,39.00
2026-06-05T06:22:00Z,63.00,39.00
2026-06-05T06:30:00Z,62.00,40.00
2026-06-05T06:32:00Z,60.00,40.00
2026-06-05T06:44:00Z,60.00,39.63
2026-06-05T07:00:00Z,61.00,39.63
2026-06-05T07:17:00Z,61.00,39.63
2026-06-05T07:27:00Z,61.00,39.63
2026-06-05T07:31:00Z,61.00,39.63
2026-06-05T07:50:00Z,61.00,40.00
2026-06-05T08:09:00Z,61.00,40.00
2026-06-05T08:13:00Z,61.00,40.00
2026-06-05T08:19:00Z,61.00,40.00
2026-06-05T08:20:00Z,61.00,40.00
2026-06-05T08:21:00Z,61.00,40.00
2026-06-05T08:22:00Z,61.00,40.00
2026-06-05T08:30:00Z,61.28,40.00
2026-06-05T08:32:00Z,61.00,40.00
2026-06-05T08:48:00Z,61.00,40.00
2026-06-05T08:59:00Z,61.00,41.26
2026-06-05T09:03:00Z,61.00,41.26
2026-06-05T09:04:00Z,61.00,41.26
2026-06-05T09:06:00Z,61.00,41.26
2026-06-05T09:11:00Z,60.65,41.26
2026-06-05T09:14:00Z,61.00,41.26
2026-06-05T09:17:00Z,61.00,42.00
2026-06-05T09:21:00Z,61.00,44.71
2026-06-05T09:23:00Z,61.00,41.00
2026-06-05T09:28:00Z,61.00,41.00
2026-06-05T09:30:00Z,61.00,41.00
2026-06-05T09:32:00Z,61.00,41.00
2026-06-05T09:36:00Z,61.06,41.00
2026-06-05T09:38:00Z,61.06,42.00
2026-06-05T09:39:00Z,61.00,42.00
2026-06-05T09:43:00Z,61.00,42.00
2026-06-05T09:54:00Z,61.00,42.00
2026-06-05T09:56:00Z,62.00,42.00
2026-06-05T09:59:00Z,62.00,42.00
2026-06-05T10:02:00Z,62.00,42.00
2026-06-05T10:03:00Z,62.00,42.00
2026-06-05T10:04:00Z,62.00,41.00
2026-06-05T10:11:00Z,62.00,41.00
2026-06-05T10:13:00Z,60.00,41.97
2026-06-05T10:14:00Z,60.00,41.97
2026-06-05T10:15:00Z,61.94,41.97
2026-06-05T10:20:00Z,62.00,41.97
2026-06-05T10:25:00Z,62.00,41.97
2026-06-05T10:26:00Z,61.00,41.97
2026-06-05T10:28:00Z,61.00,41.00
2026-06-05T10:33:00Z,61.00,41.00
2026-06-05T10:38:00Z,60.71,41.00
2026-06-05T10:39:00Z,60.71,40.00
2026-06-05T10:41:00Z,60.00,40.00
2026-06-05T10:42:00Z,60.00,40.00
2026-06-05T10:45:00Z,61.00,40.00
2026-06-05T10:46:00Z,61.00,39.00
2026-06-05T10:47:00Z,61.00,39.00
2026-06-05T10:48:00Z,61.00,39.00
2026-06-05T10:49:00Z,61.00,42.62
2026-06-05T10:50:00Z,60.61,42.62
2026-06-05T10:51:00Z,61.00,42.62
2026-06-05T10:52:00Z,61.00,43.00
2026-06-05T10:53:00Z,61.63,43.00
2026-06-05T10:54:00Z,62.52,42.00
2026-06-05T10:56:00Z,63.00,42.00
2026-06-05T10:57:00Z,63.00,42.00
2026-06-05T11:00:00Z,63.00,42.00
2026-06-05T11:02:00Z,56.77,44.64
2026-06-05T11:03:00Z,50.81,49.20
2026-06-05T11:04:00Z,44.60,55.00
2026-06-05T11:05:00Z,46.97,55.07
2026-06-05T11:06:00Z,47.69,55.00
2026-06-05T11:07:00Z,46.30,55.00
2026-06-05T11:08:00Z,49.88,54.40
2026-06-05T11:09:00Z,47.47,54.84
2026-06-05T11:10:00Z,41.14,59.63
2026-06-05T11:11:00Z,41.57,60.49
2026-06-05T11:12:00Z,41.54,60.17
2026-06-05T11:13:00Z,35.58,65.84
2026-06-05T11:14:00Z,31.71,68.07
2026-06-05T11:15:00Z,33.56,68.71
2026-06-05T11:16:00Z,28.44,73.12
2026-06-05T11:17:00Z,27.76,73.33
2026-06-05T11:18:00Z,28.51,74.07
2026-06-05T11:19:00Z,31.22,71.50
2026-06-05T11:20:00Z,31.10,70.44
2026-06-05T11:21:00Z,32.00,70.00
2026-06-05T11:22:00Z,31.87,71.14
2026-06-05T11:23:00Z,31.27,70.84
2026-06-05T11:24:00Z,32.36,69.60
2026-06-05T11:25:00Z,36.74,65.15
2026-06-05T11:26:00Z,38.66,63.60
2026-06-05T11:27:00Z,40.23,60.88
2026-06-05T11:28:00Z,42.00,59.76
2026-06-05T11:29:00Z,47.36,57.07
2026-06-05T11:30:00Z,55.17,43.13
2026-06-05T11:31:00Z,55.44,44.30
2026-06-05T11:32:00Z,49.90,51.87
2026-06-05T11:33:00Z,42.49,55.52
2026-06-05T11:34:00Z,40.37,59.05
2026-06-05T11:35:00Z,43.00,60.11
2026-06-05T11:36:00Z,45.78,55.64
2026-06-05T11:37:00Z,46.80,51.74
2026-06-05T11:38:00Z,48.11,55.57
2026-06-05T11:39:00Z,41.32,58.00
2026-06-05T11:40:00Z,41.00,61.00
2026-06-05T11:41:00Z,41.00,61.00
2026-06-05T11:42:00Z,40.78,59.21
2026-06-05T11:43:00Z,42.31,59.79
2026-06-05T11:44:00Z,51.38,50.08
