# event_ticker=KXATPCHALLENGERMATCH-26APR03SOTMEJ
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Nicolas Mejia
# fav_player=Nicolas Mejia
# dog_player=Matias Soto
# kalshi_date=2026-04-03
timestamp,Nicolas Mejia,Matias Soto
2026-04-03T23:47:00Z,66.95,33.89
2026-04-03T23:48:00Z,68.11,35.63
2026-04-03T23:49:00Z,69.14,32.72
2026-04-03T23:50:00Z,68.11,33.13
2026-04-03T23:51:00Z,71.00,29.98
2026-04-03T23:52:00Z,77.39,24.72
2026-04-03T23:53:00Z,81.20,19.50
2026-04-03T23:54:00Z,80.22,23.55
2026-04-03T23:55:00Z,81.96,18.85
2026-04-03T23:56:00Z,79.27,21.19
2026-04-03T23:57:00Z,75.87,25.35
2026-04-03T23:58:00Z,72.34,27.03
2026-04-03T23:59:00Z,75.71,27.18
2026-04-04T00:00:00Z,72.00,29.00
2026-04-04T00:01:00Z,70.74,30.52
2026-04-04T00:02:00Z,69.00,31.15
2026-04-04T00:03:00Z,68.05,33.27
2026-04-04T00:04:00Z,69.94,31.19
2026-04-04T00:05:00Z,71.16,28.40
2026-04-04T00:06:00Z,72.00,28.09
2026-04-04T00:07:00Z,73.00,27.78
2026-04-04T00:08:00Z,69.53,30.25
2026-04-04T00:09:00Z,70.05,31.97
2026-04-04T00:10:00Z,68.72,32.15
2026-04-04T00:11:00Z,69.27,31.92
2026-04-04T00:12:00Z,72.51,28.86
2026-04-04T00:13:00Z,72.67,28.04
2026-04-04T00:14:00Z,73.27,26.81
2026-04-04T00:15:00Z,73.23,30.10
2026-04-04T00:16:00Z,66.70,33.24
2026-04-04T00:17:00Z,67.18,33.11
2026-04-04T00:18:00Z,69.37,30.69
2026-04-04T00:19:00Z,69.47,32.48
2026-04-04T00:20:00Z,67.07,32.53
2026-04-04T00:21:00Z,69.56,31.00
2026-04-04T00:22:00Z,67.83,33.10
2026-04-04T00:23:00Z,67.23,31.52
2026-04-04T00:24:00Z,64.49,33.34
2026-04-04T00:25:00Z,63.39,32.87
2026-04-04T00:26:00Z,64.02,36.13
2026-04-04T00:27:00Z,62.04,36.76
2026-04-04T00:28:00Z,60.43,39.32
2026-04-04T00:29:00Z,63.12,35.14
2026-04-04T00:30:00Z,63.35,38.39
2026-04-04T00:31:00Z,63.48,38.35
2026-04-04T00:32:00Z,61.44,38.98
2026-04-04T00:33:00Z,59.91,40.88
2026-04-04T00:34:00Z,60.25,40.28
2026-04-04T00:35:00Z,60.92,39.33
2026-04-04T00:36:00Z,53.94,47.76
2026-04-04T00:37:00Z,59.75,48.01
2026-04-04T00:38:00Z,64.98,36.13
2026-04-04T00:39:00Z,65.09,31.96
2026-04-04T00:40:00Z,69.44,34.15
2026-04-04T00:41:00Z,64.29,37.22
2026-04-04T00:42:00Z,57.02,41.10
2026-04-04T00:43:00Z,58.04,42.55
2026-04-04T00:44:00Z,65.53,34.36
2026-04-04T00:45:00Z,67.80,32.50
2026-04-04T00:46:00Z,69.05,31.39
2026-04-04T00:47:00Z,62.82,40.57
2026-04-04T00:48:00Z,54.66,46.06
2026-04-04T00:49:00Z,55.78,44.18
2026-04-04T00:50:00Z,61.44,44.62
2026-04-04T00:51:00Z,65.16,37.30
2026-04-04T00:52:00Z,74.73,25.76
2026-04-04T00:53:00Z,80.03,19.88
2026-04-04T00:54:00Z,80.02,20.00
2026-04-04T00:55:00Z,80.11,19.37
2026-04-04T00:56:00Z,81.59,19.31
2026-04-04T00:57:00Z,84.83,15.87
2026-04-04T00:58:00Z,85.71,14.16
2026-04-04T00:59:00Z,85.49,15.05
2026-04-04T01:00:00Z,90.43,9.69
2026-04-04T01:01:00Z,92.60,8.63
2026-04-04T01:02:00Z,88.49,11.27
2026-04-04T01:03:00Z,89.30,12.57
2026-04-04T01:04:00Z,93.28,7.78
2026-04-04T01:05:00Z,92.27,8.02
2026-04-04T01:06:00Z,92.88,8.47
2026-04-04T01:07:00Z,93.75,7.13
2026-04-04T01:08:00Z,96.87,2.94
2026-04-04T01:09:00Z,97.99,2.79
2026-04-04T01:10:00Z,97.34,2.60
2026-04-04T01:11:00Z,96.99,3.90
2026-04-04T01:12:00Z,97.56,3.81
2026-04-04T01:13:00Z,96.49,4.74
2026-04-04T01:14:00Z,98.72,2.49
2026-04-04T01:15:00Z,98.03,2.71
2026-04-04T01:16:00Z,97.79,2.76
2026-04-04T01:17:00Z,98.93,2.44
2026-04-04T01:18:00Z,99.00,1.18
2026-04-04T01:19:00Z,98.07,1.08
2026-04-04T01:20:00Z,98.98,2.00
2026-04-04T01:21:00Z,99.00,2.00
2026-04-04T01:22:00Z,99.00,2.00
2026-04-04T01:23:00Z,99.00,1.98
2026-04-04T01:24:00Z,99.00,1.98
2026-04-04T01:25:00Z,99.00,2.00
2026-04-04T01:26:00Z,99.00,2.00
2026-04-04T01:27:00Z,99.00,2.00
2026-04-04T01:29:00Z,99.00,1.35
2026-04-04T01:30:00Z,99.00,1.55
2026-04-04T01:31:00Z,99.00,1.66
2026-04-04T01:32:00Z,99.00,2.00
2026-04-04T01:33:00Z,97.91,2.00
2026-04-04T01:34:00Z,97.70,2.51
2026-04-04T01:35:00Z,97.31,3.66
2026-04-04T01:36:00Z,96.48,4.83
2026-04-04T01:37:00Z,95.81,5.01
2026-04-04T01:38:00Z,96.66,4.55
2026-04-04T01:39:00Z,91.94,7.96
2026-04-04T01:40:00Z,88.85,9.80
2026-04-04T01:41:00Z,94.27,6.72
2026-04-04T01:42:00Z,96.34,3.50
2026-04-04T01:43:00Z,97.86,4.56
2026-04-04T01:44:00Z,99.00,4.56
2026-04-04T01:45:00Z,99.00,1.00
2026-04-04T01:46:00Z,99.00,1.00
2026-04-04T01:48:00Z,99.00,1.00
2026-04-04T01:51:00Z,99.00,1.00
2026-04-04T01:52:00Z,99.00,1.00
