# event_ticker=KXATPCHALLENGERMATCH-26APR03SOTMEJ
# final_score=7-6(5) 6-4
# score_resolution=7-6 6-4
# match_winner=Nicolas Mejia
# fav_player=Nicolas Mejia
# dog_player=Matias Soto
# kalshi_date=2026-04-03
timestamp,Nicolas Mejia,Matias Soto
2026-04-03T12:43:00Z,,32.00
2026-04-03T12:47:00Z,,32.00
2026-04-03T13:11:00Z,68.00,32.00
2026-04-03T13:32:00Z,68.93,32.00
2026-04-03T13:42:00Z,69.00,32.00
2026-04-03T14:00:00Z,69.00,32.00
2026-04-03T14:53:00Z,70.00,32.00
2026-04-03T14:56:00Z,70.00,32.00
2026-04-03T14:57:00Z,70.00,31.00
2026-04-03T15:28:00Z,70.00,31.00
2026-04-03T15:48:00Z,70.00,31.00
2026-04-03T15:58:00Z,70.00,31.00
2026-04-03T16:13:00Z,70.00,32.00
2026-04-03T16:14:00Z,70.00,31.00
2026-04-03T16:16:00Z,70.00,32.00
2026-04-03T16:29:00Z,70.00,32.00
2026-04-03T16:31:00Z,70.00,32.00
2026-04-03T16:32:00Z,70.00,32.00
2026-04-03T17:10:00Z,70.00,32.00
2026-04-03T17:16:00Z,70.00,32.00
2026-04-03T17:20:00Z,70.00,32.00
2026-04-03T17:57:00Z,70.00,32.00
2026-04-03T18:09:00Z,70.00,32.00
2026-04-03T18:23:00Z,71.00,32.00
2026-04-03T18:27:00Z,71.00,32.00
2026-04-03T18:39:00Z,71.00,31.00
2026-04-03T18:47:00Z,71.00,31.00
2026-04-03T18:50:00Z,71.00,31.00
2026-04-03T18:52:00Z,71.00,31.00
2026-04-03T18:53:00Z,71.00,31.00
2026-04-03T19:00:00Z,71.00,31.00
2026-04-03T19:37:00Z,71.00,32.00
2026-04-03T19:45:00Z,71.00,32.00
2026-04-03T20:09:00Z,71.00,32.00
2026-04-03T20:10:00Z,71.00,32.00
2026-04-03T20:13:00Z,71.00,32.00
2026-04-03T20:15:00Z,71.00,32.00
2026-04-03T20:20:00Z,71.00,32.00
2026-04-03T20:40:00Z,71.00,32.00
2026-04-03T20:59:00Z,71.00,32.00
2026-04-03T21:08:00Z,71.00,32.00
2026-04-03T21:17:00Z,71.00,32.00
2026-04-03T21:32:00Z,71.00,32.00
2026-04-03T21:41:00Z,71.00,32.00
2026-04-03T21:42:00Z,71.00,32.00
2026-04-03T21:43:00Z,71.00,32.00
2026-04-03T21:48:00Z,71.00,32.00
2026-04-03T21:53:00Z,71.00,32.00
2026-04-03T21:56:00Z,71.00,32.00
2026-04-03T21:57:00Z,71.00,32.00
2026-04-03T21:58:00Z,71.00,32.00
2026-04-03T21:59:00Z,71.00,32.00
2026-04-03T22:01:00Z,71.00,32.00
2026-04-03T22:02:00Z,71.00,32.00
2026-04-03T22:10:00Z,71.00,32.00
2026-04-03T22:12:00Z,71.00,32.00
2026-04-03T22:19:00Z,71.00,32.00
2026-04-03T22:21:00Z,71.00,32.00
2026-04-03T22:22:00Z,70.94,31.00
2026-04-03T22:23:00Z,70.00,31.00
2026-04-03T22:27:00Z,70.00,31.00
2026-04-03T22:33:00Z,70.00,32.00
2026-04-03T22:34:00Z,70.00,32.00
2026-04-03T22:35:00Z,70.00,32.00
2026-04-03T22:37:00Z,70.06,32.00
2026-04-03T22:40:00Z,70.80,32.00
2026-04-03T22:41:00Z,70.00,32.00
2026-04-03T22:42:00Z,70.77,29.81
2026-04-03T22:44:00Z,70.77,30.00
2026-04-03T22:46:00Z,71.00,30.00
2026-04-03T22:48:00Z,68.06,30.00
2026-04-03T22:49:00Z,68.06,30.00
2026-04-03T22:51:00Z,71.00,30.00
2026-04-03T22:53:00Z,71.00,31.72
2026-04-03T22:56:00Z,70.00,29.08
2026-04-03T22:58:00Z,70.68,29.08
2026-04-03T23:02:00Z,70.68,31.00
2026-04-03T23:06:00Z,70.00,31.00
2026-04-03T23:07:00Z,70.00,31.00
2026-04-03T23:08:00Z,70.00,29.10
2026-04-03T23:09:00Z,70.00,31.00
2026-04-03T23:12:00Z,71.00,31.00
2026-04-03T23:21:00Z,71.00,31.00
2026-04-03T23:27:00Z,71.00,31.99
2026-04-03T23:29:00Z,71.00,32.00
2026-04-03T23:31:00Z,70.73,32.00
2026-04-03T23:32:00Z,70.96,31.77
2026-04-03T23:33:00Z,71.00,31.77
2026-04-03T23:34:00Z,70.33,31.73
2026-04-03T23:35:00Z,70.93,31.90
2026-04-03T23:36:00Z,70.00,32.18
2026-04-03T23:37:00Z,70.00,32.00
2026-04-03T23:38:00Z,70.00,32.00
2026-04-03T23:39:00Z,69.00,32.90
2026-04-03T23:40:00Z,69.00,32.13
2026-04-03T23:41:00Z,70.97,32.13
2026-04-03T23:43:00Z,71.00,31.00
2026-04-03T23:44:00Z,71.00,31.00
2026-04-03T23:45:00Z,71.00,31.00
2026-04-03T23:46:00Z,71.00,31.37
