# event_ticker=KXATPCHALLENGERMATCH-26MAR13BOSBUE
# final_score=7-6(5) 6-2
# score_resolution=6-7 2-6
# match_winner=Pedro Boscardin Dias
# fav_player=Gonzalo Bueno
# dog_player=Pedro Boscardin Dias
# kalshi_date=2026-03-13
timestamp,Gonzalo Bueno,Pedro Boscardin Dias
2026-03-13T02:36:00Z,62.00,
2026-03-13T04:01:00Z,61.00,
2026-03-13T04:02:00Z,61.00,39.00
2026-03-13T04:14:00Z,61.00,39.00
2026-03-13T04:21:00Z,61.00,39.00
2026-03-13T04:29:00Z,61.08,39.00
2026-03-13T04:34:00Z,62.00,39.00
2026-03-13T04:36:00Z,62.00,39.00
2026-03-13T04:39:00Z,62.00,39.00
2026-03-13T04:44:00Z,60.00,39.00
2026-03-13T04:58:00Z,62.46,39.00
2026-03-13T05:02:00Z,62.00,39.00
2026-03-13T05:09:00Z,62.00,39.00
2026-03-13T05:12:00Z,62.00,39.00
2026-03-13T05:18:00Z,62.00,39.00
2026-03-13T05:22:00Z,62.00,39.00
2026-03-13T05:35:00Z,62.00,39.00
2026-03-13T05:41:00Z,62.00,39.00
2026-03-13T05:50:00Z,62.00,39.00
2026-03-13T06:07:00Z,62.00,39.00
2026-03-13T06:08:00Z,62.00,39.00
2026-03-13T06:10:00Z,62.00,39.00
2026-03-13T06:15:00Z,62.00,39.00
2026-03-13T06:16:00Z,62.00,39.00
2026-03-13T06:18:00Z,62.00,39.00
2026-03-13T06:21:00Z,62.00,39.63
2026-03-13T06:27:00Z,62.00,39.63
2026-03-13T06:29:00Z,62.00,39.63
2026-03-13T07:02:00Z,62.00,39.00
2026-03-13T07:03:00Z,62.00,39.00
2026-03-13T07:41:00Z,61.00,39.00
2026-03-13T08:36:00Z,61.00,39.00
2026-03-13T09:13:00Z,61.00,39.00
2026-03-13T09:51:00Z,61.00,39.00
2026-03-13T10:09:00Z,61.00,38.00
2026-03-13T10:30:00Z,62.00,38.00
2026-03-13T10:36:00Z,62.00,38.00
2026-03-13T10:41:00Z,62.00,38.00
2026-03-13T10:45:00Z,62.00,38.00
2026-03-13T10:48:00Z,62.00,38.00
2026-03-13T10:51:00Z,62.00,38.00
2026-03-13T11:03:00Z,62.00,38.00
2026-03-13T11:16:00Z,62.00,38.00
2026-03-13T11:35:00Z,62.00,38.00
2026-03-13T11:36:00Z,62.00,38.00
2026-03-13T11:37:00Z,62.00,38.00
2026-03-13T11:51:00Z,62.00,38.00
2026-03-13T11:52:00Z,62.00,38.00
2026-03-13T12:01:00Z,62.00,38.00
2026-03-13T12:03:00Z,62.00,38.00
2026-03-13T12:05:00Z,62.00,38.00
2026-03-13T12:12:00Z,62.00,38.00
2026-03-13T12:15:00Z,62.00,40.00
2026-03-13T12:16:00Z,62.00,40.00
2026-03-13T12:22:00Z,62.00,40.00
2026-03-13T12:30:00Z,62.00,40.00
2026-03-13T12:33:00Z,62.00,40.00
2026-03-13T12:36:00Z,62.00,40.00
2026-03-13T12:37:00Z,62.00,40.00
2026-03-13T12:42:00Z,62.00,39.00
2026-03-13T12:49:00Z,62.00,39.00
2026-03-13T12:52:00Z,62.00,39.00
2026-03-13T12:54:00Z,62.00,39.00
2026-03-13T12:55:00Z,62.00,39.00
2026-03-13T12:59:00Z,62.00,39.00
2026-03-13T13:02:00Z,62.00,39.00
2026-03-13T13:03:00Z,62.00,39.00
2026-03-13T13:04:00Z,62.00,39.00
2026-03-13T13:08:00Z,62.00,39.00
2026-03-13T13:09:00Z,62.00,39.00
2026-03-13T13:10:00Z,62.00,39.00
2026-03-13T13:11:00Z,62.00,39.00
2026-03-13T13:12:00Z,62.00,39.00
2026-03-13T13:17:00Z,62.00,39.00
2026-03-13T13:19:00Z,62.00,39.00
2026-03-13T13:23:00Z,62.00,39.00
2026-03-13T13:24:00Z,62.00,39.00
2026-03-13T13:26:00Z,62.00,39.00
2026-03-13T13:27:00Z,62.00,39.59
2026-03-13T13:28:00Z,62.00,40.98
2026-03-13T13:32:00Z,62.00,41.00
2026-03-13T13:36:00Z,62.00,41.00
2026-03-13T13:37:00Z,62.00,41.00
2026-03-13T13:41:00Z,62.00,41.00
2026-03-13T13:42:00Z,62.00,41.00
2026-03-13T13:44:00Z,62.00,41.00
2026-03-13T13:45:00Z,62.00,41.00
2026-03-13T13:46:00Z,62.00,41.00
2026-03-13T13:47:00Z,62.00,41.00
2026-03-13T13:54:00Z,62.00,41.00
2026-03-13T13:55:00Z,62.00,41.00
2026-03-13T13:56:00Z,62.00,41.00
2026-03-13T13:58:00Z,62.00,39.00
2026-03-13T14:00:00Z,62.00,39.00
2026-03-13T14:01:00Z,62.00,40.00
2026-03-13T14:02:00Z,62.00,41.00
2026-03-13T14:03:00Z,59.85,41.00
2026-03-13T14:04:00Z,61.76,41.00
2026-03-13T14:06:00Z,61.91,41.00
2026-03-13T14:07:00Z,61.29,41.00
2026-03-13T14:08:00Z,61.29,41.00
2026-03-13T14:09:00Z,62.70,40.61
2026-03-13T14:10:00Z,62.00,41.00
2026-03-13T14:11:00Z,62.00,38.00
2026-03-13T14:12:00Z,59.89,44.66
2026-03-13T14:13:00Z,54.50,46.95
2026-03-13T14:14:00Z,53.00,49.00
2026-03-13T14:15:00Z,53.49,46.03
2026-03-13T14:16:00Z,57.02,44.81
2026-03-13T14:17:00Z,58.96,43.00
2026-03-13T14:18:00Z,60.01,41.75
2026-03-13T14:19:00Z,66.30,38.00
2026-03-13T14:20:00Z,62.17,39.43
2026-03-13T14:21:00Z,66.42,36.00
2026-03-13T14:22:00Z,71.96,29.96
2026-03-13T14:23:00Z,72.54,28.93
2026-03-13T14:24:00Z,72.42,30.82
2026-03-13T14:25:00Z,66.32,35.53
2026-03-13T14:26:00Z,66.67,35.13
2026-03-13T14:27:00Z,61.73,40.60
2026-03-13T14:28:00Z,58.96,43.33
2026-03-13T14:29:00Z,57.79,43.99
2026-03-13T14:30:00Z,55.02,47.25
2026-03-13T14:31:00Z,54.58,47.64
2026-03-13T14:32:00Z,53.90,49.81
2026-03-13T14:33:00Z,50.72,51.60
2026-03-13T14:34:00Z,50.15,51.35
2026-03-13T14:35:00Z,52.04,51.18
2026-03-13T14:36:00Z,48.65,53.28
2026-03-13T14:37:00Z,43.17,58.33
2026-03-13T14:38:00Z,38.96,62.52
2026-03-13T14:39:00Z,34.22,66.35
2026-03-13T14:40:00Z,40.05,63.33
2026-03-13T14:41:00Z,46.61,54.37
2026-03-13T14:42:00Z,47.21,56.79
2026-03-13T14:43:00Z,44.37,57.39
2026-03-13T14:44:00Z,38.34,62.52
2026-03-13T14:45:00Z,43.81,57.17
