# event_ticker=KXATPMATCH-25JUL28BLOSVR
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Dalibor Svrcina
# fav_player=Alexander Blockx
# dog_player=Dalibor Svrcina
# kalshi_date=2025-07-28
timestamp,Alexander Blockx,Dalibor Svrcina
2025-07-28T12:40:00Z,,34.00
2025-07-28T12:56:00Z,68.00,34.00
2025-07-28T13:14:00Z,67.00,34.00
2025-07-28T13:17:00Z,67.00,35.00
2025-07-28T13:18:00Z,67.00,35.00
2025-07-28T14:08:00Z,67.00,36.43
2025-07-28T14:24:00Z,67.00,37.00
2025-07-28T14:43:00Z,63.00,37.00
2025-07-28T15:07:00Z,63.00,35.00
2025-07-28T15:11:00Z,66.00,35.00
2025-07-28T15:35:00Z,66.00,35.00
2025-07-28T15:36:00Z,66.00,35.00
2025-07-28T15:55:00Z,66.00,35.00
2025-07-28T16:00:00Z,66.00,35.00
2025-07-28T16:12:00Z,66.49,35.00
2025-07-28T16:22:00Z,66.49,36.81
2025-07-28T16:23:00Z,67.00,36.81
2025-07-28T16:30:00Z,67.00,36.81
2025-07-28T16:36:00Z,67.00,36.00
2025-07-28T16:38:00Z,67.00,35.00
2025-07-28T16:44:00Z,67.00,35.00
2025-07-28T16:45:00Z,69.00,35.00
2025-07-28T16:47:00Z,67.00,38.00
2025-07-28T16:48:00Z,67.00,38.00
2025-07-28T16:49:00Z,67.61,39.48
2025-07-28T16:50:00Z,67.53,38.75
2025-07-28T16:52:00Z,68.75,38.75
2025-07-28T16:53:00Z,68.26,34.08
2025-07-28T16:54:00Z,69.00,38.27
2025-07-28T16:55:00Z,69.00,35.00
2025-07-28T16:56:00Z,66.00,35.00
2025-07-28T16:57:00Z,67.06,35.00
2025-07-28T16:58:00Z,69.55,30.00
2025-07-28T17:00:00Z,72.00,30.00
2025-07-28T17:01:00Z,73.11,23.00
2025-07-28T17:02:00Z,77.00,26.00
2025-07-28T17:03:00Z,72.00,33.19
2025-07-28T17:04:00Z,72.00,32.34
2025-07-28T17:05:00Z,67.24,32.34
2025-07-28T17:06:00Z,69.36,32.34
2025-07-28T17:07:00Z,71.00,32.34
2025-07-28T17:08:00Z,69.98,33.00
2025-07-28T17:09:00Z,69.98,30.00
2025-07-28T17:10:00Z,73.00,30.00
2025-07-28T17:12:00Z,73.00,33.49
2025-07-28T17:13:00Z,73.00,29.45
2025-07-28T17:14:00Z,71.66,29.45
2025-07-28T17:15:00Z,71.66,36.00
2025-07-28T17:16:00Z,66.00,33.69
2025-07-28T17:17:00Z,69.86,33.69
2025-07-28T17:18:00Z,60.81,37.98
2025-07-28T17:19:00Z,51.44,50.94
2025-07-28T17:20:00Z,52.00,48.14
2025-07-28T17:21:00Z,49.74,48.14
2025-07-28T17:22:00Z,49.74,54.00
2025-07-28T17:23:00Z,49.74,57.89
2025-07-28T17:24:00Z,26.00,61.00
2025-07-28T17:26:00Z,45.00,55.00
2025-07-28T17:27:00Z,45.00,55.52
2025-07-28T17:28:00Z,44.00,57.80
2025-07-28T17:29:00Z,41.00,59.00
2025-07-28T17:30:00Z,36.00,64.00
2025-07-28T17:31:00Z,39.00,67.00
2025-07-28T17:32:00Z,39.00,71.00
2025-07-28T17:33:00Z,33.65,65.00
2025-07-28T17:34:00Z,34.99,69.38
2025-07-28T17:35:00Z,25.17,69.46
2025-07-28T17:36:00Z,37.00,71.00
2025-07-28T17:37:00Z,38.00,71.00
2025-07-28T17:38:00Z,38.00,61.99
2025-07-28T17:39:00Z,38.00,62.00
2025-07-28T17:40:00Z,38.00,69.00
2025-07-28T17:41:00Z,48.00,69.00
2025-07-28T17:42:00Z,48.00,69.28
2025-07-28T17:43:00Z,48.00,68.73
2025-07-28T17:45:00Z,43.18,59.00
2025-07-28T17:46:00Z,43.18,60.00
2025-07-28T17:47:00Z,44.04,60.00
2025-07-28T17:48:00Z,38.45,60.00
2025-07-28T17:49:00Z,42.00,58.88
2025-07-28T17:50:00Z,46.71,53.84
2025-07-28T17:51:00Z,38.00,60.95
2025-07-28T17:52:00Z,41.00,62.00
2025-07-28T17:54:00Z,41.00,58.00
2025-07-28T17:55:00Z,33.00,67.69
2025-07-28T17:56:00Z,22.01,79.73
2025-07-28T17:57:00Z,16.00,82.92
2025-07-28T17:58:00Z,16.00,84.63
2025-07-28T17:59:00Z,16.03,84.63
2025-07-28T18:00:00Z,14.00,86.43
2025-07-28T18:01:00Z,14.00,88.65
2025-07-28T18:03:00Z,14.00,91.76
2025-07-28T18:04:00Z,6.00,90.41
2025-07-28T18:05:00Z,1.99,97.92
2025-07-28T18:06:00Z,1.99,98.88
2025-07-28T18:07:00Z,1.04,99.00
2025-07-28T18:08:00Z,1.90,99.00
2025-07-28T18:14:00Z,1.90,99.00
