# event_ticker=KXATPMATCH-25AUG23VANFUC
# final_score=6-3 7-6(3)
# score_resolution=3-6 6-7
# match_winner=Marton Fucsovics
# fav_player=Botic Van de Zandschulp
# dog_player=Marton Fucsovics
# kalshi_date=2025-08-23
timestamp,Botic Van de Zandschulp,Marton Fucsovics
2025-08-23T13:07:00Z,,54.00
2025-08-23T13:23:00Z,,54.99
2025-08-23T13:46:00Z,47.00,54.99
2025-08-23T13:52:00Z,47.00,54.99
2025-08-23T14:06:00Z,47.00,54.99
2025-08-23T14:26:00Z,47.00,55.00
2025-08-23T14:48:00Z,47.00,55.00
2025-08-23T14:55:00Z,47.00,55.00
2025-08-23T15:01:00Z,47.00,55.00
2025-08-23T15:11:00Z,47.00,54.00
2025-08-23T15:27:00Z,47.00,54.00
2025-08-23T15:53:00Z,47.00,54.00
2025-08-23T15:55:00Z,47.00,54.00
2025-08-23T15:57:00Z,47.00,54.00
2025-08-23T16:22:00Z,47.00,54.00
2025-08-23T16:26:00Z,47.00,54.00
2025-08-23T16:31:00Z,47.00,54.00
2025-08-23T17:19:00Z,47.00,54.00
2025-08-23T17:36:00Z,47.90,51.71
2025-08-23T17:37:00Z,47.90,52.00
2025-08-23T17:42:00Z,47.90,54.00
2025-08-23T18:00:00Z,48.00,54.00
2025-08-23T18:17:00Z,48.00,54.00
2025-08-23T18:18:00Z,48.00,54.00
2025-08-23T18:19:00Z,48.00,54.00
2025-08-23T18:34:00Z,48.00,54.00
2025-08-23T18:42:00Z,48.00,54.00
2025-08-23T19:00:00Z,48.00,54.00
2025-08-23T19:22:00Z,48.00,54.00
2025-08-23T19:25:00Z,48.00,54.00
2025-08-23T19:28:00Z,47.00,54.00
2025-08-23T19:31:00Z,47.00,54.00
2025-08-23T19:32:00Z,47.00,55.00
2025-08-23T19:40:00Z,47.00,53.00
2025-08-23T19:42:00Z,48.00,53.00
2025-08-23T19:52:00Z,48.00,53.00
2025-08-23T20:00:00Z,48.00,53.00
2025-08-23T20:01:00Z,48.00,53.00
2025-08-23T20:02:00Z,48.00,53.35
2025-08-23T20:03:00Z,48.00,53.35
2025-08-23T20:07:00Z,48.00,53.35
2025-08-23T20:08:00Z,48.00,54.00
2025-08-23T20:09:00Z,48.00,54.00
2025-08-23T20:10:00Z,48.00,54.00
2025-08-23T20:16:00Z,48.00,54.00
2025-08-23T20:18:00Z,48.00,54.00
2025-08-23T20:19:00Z,48.00,54.00
2025-08-23T20:23:00Z,48.00,54.00
2025-08-23T20:24:00Z,48.00,54.00
2025-08-23T20:27:00Z,48.00,54.00
2025-08-23T20:35:00Z,48.00,54.00
2025-08-23T20:36:00Z,48.00,54.00
2025-08-23T20:39:00Z,48.00,54.00
2025-08-23T20:40:00Z,48.00,54.00
2025-08-23T20:41:00Z,48.00,54.00
2025-08-23T20:43:00Z,48.00,54.00
2025-08-23T20:45:00Z,48.00,54.00
2025-08-23T20:47:00Z,48.00,53.00
2025-08-23T20:48:00Z,48.93,53.00
2025-08-23T20:50:00Z,48.00,53.00
2025-08-23T20:53:00Z,48.00,53.51
2025-08-23T20:54:00Z,47.93,54.00
2025-08-23T20:55:00Z,48.17,53.00
2025-08-23T20:58:00Z,48.17,53.00
2025-08-23T20:59:00Z,47.00,54.00
2025-08-23T21:00:00Z,47.00,54.00
2025-08-23T21:01:00Z,46.00,56.23
2025-08-23T21:03:00Z,47.28,56.00
2025-08-23T21:04:00Z,48.00,55.00
2025-08-23T21:05:00Z,47.00,55.00
2025-08-23T21:06:00Z,47.00,55.00
2025-08-23T21:07:00Z,47.00,54.00
2025-08-23T21:08:00Z,47.00,54.00
2025-08-23T21:09:00Z,47.00,55.45
2025-08-23T21:11:00Z,46.33,59.82
2025-08-23T21:12:00Z,46.33,57.61
2025-08-23T21:13:00Z,45.06,57.61
2025-08-23T21:14:00Z,44.99,56.02
2025-08-23T21:15:00Z,44.99,56.78
2025-08-23T21:16:00Z,48.00,55.36
2025-08-23T21:17:00Z,46.00,55.00
2025-08-23T21:18:00Z,47.00,55.00
2025-08-23T21:19:00Z,47.00,54.00
2025-08-23T21:20:00Z,44.00,54.00
2025-08-23T21:21:00Z,45.44,56.91
2025-08-23T21:22:00Z,44.00,58.08
2025-08-23T21:23:00Z,41.18,67.01
2025-08-23T21:24:00Z,36.00,71.91
2025-08-23T21:25:00Z,29.55,72.73
2025-08-23T21:26:00Z,30.34,71.83
2025-08-23T21:27:00Z,30.34,72.53
2025-08-23T21:28:00Z,30.34,67.63
2025-08-23T21:29:00Z,32.86,69.54
2025-08-23T21:30:00Z,37.61,65.78
2025-08-23T21:31:00Z,30.09,72.59
2025-08-23T21:32:00Z,24.85,77.00
2025-08-23T21:33:00Z,28.00,75.77
2025-08-23T21:34:00Z,28.00,76.97
2025-08-23T21:35:00Z,28.00,74.53
2025-08-23T21:36:00Z,31.28,72.05
2025-08-23T21:37:00Z,30.00,71.00
2025-08-23T21:38:00Z,25.57,70.89
2025-08-23T21:39:00Z,28.90,72.68
2025-08-23T21:40:00Z,28.67,76.79
2025-08-23T21:41:00Z,24.00,78.50
2025-08-23T21:42:00Z,24.82,77.88
2025-08-23T21:43:00Z,25.00,78.15
2025-08-23T21:44:00Z,25.95,75.88
2025-08-23T21:45:00Z,27.19,77.07
2025-08-23T21:46:00Z,25.00,76.24
2025-08-23T21:47:00Z,25.71,78.74
2025-08-23T21:48:00Z,26.88,72.55
2025-08-23T21:49:00Z,25.98,79.73
2025-08-23T21:50:00Z,18.76,81.56
2025-08-23T21:51:00Z,22.09,81.91
2025-08-23T21:52:00Z,17.33,87.39
2025-08-23T21:53:00Z,8.63,87.39
2025-08-23T21:54:00Z,13.86,88.55
2025-08-23T21:55:00Z,7.34,93.11
2025-08-23T21:56:00Z,10.72,84.62
2025-08-23T21:57:00Z,13.50,90.63
2025-08-23T21:58:00Z,16.00,89.61
2025-08-23T21:59:00Z,11.84,91.45
2025-08-23T22:00:00Z,11.80,90.20
2025-08-23T22:01:00Z,10.00,90.20
2025-08-23T22:02:00Z,9.00,94.39
2025-08-23T22:03:00Z,6.73,92.25
2025-08-23T22:04:00Z,3.93,95.12
2025-08-23T22:05:00Z,3.74,94.43
2025-08-23T22:06:00Z,5.24,97.00
2025-08-23T22:07:00Z,3.00,97.00
2025-08-23T22:08:00Z,3.15,97.00
2025-08-23T22:09:00Z,5.06,98.00
2025-08-23T22:10:00Z,5.97,93.76
2025-08-23T22:11:00Z,9.20,92.06
2025-08-23T22:12:00Z,9.00,92.06
2025-08-23T22:13:00Z,10.20,89.73
2025-08-23T22:14:00Z,10.82,91.85
2025-08-23T22:15:00Z,6.00,92.10
2025-08-23T22:16:00Z,7.60,94.46
2025-08-23T22:17:00Z,3.72,96.09
2025-08-23T22:18:00Z,3.00,97.00
2025-08-23T22:19:00Z,3.00,98.45
2025-08-23T22:20:00Z,1.11,99.00
2025-08-23T22:21:00Z,1.78,98.00
2025-08-23T22:22:00Z,1.78,98.00
2025-08-23T22:23:00Z,2.00,99.00
2025-08-23T22:24:00Z,2.00,98.04
2025-08-23T22:25:00Z,2.00,98.04
2025-08-23T22:26:00Z,2.00,98.04
2025-08-23T22:28:00Z,1.00,98.18
2025-08-23T22:30:00Z,2.00,98.00
2025-08-23T22:31:00Z,2.00,98.00
2025-08-23T22:32:00Z,2.22,98.00
2025-08-23T22:33:00Z,2.22,96.97
2025-08-23T22:34:00Z,4.47,96.97
2025-08-23T22:35:00Z,5.00,98.00
2025-08-23T22:36:00Z,3.82,97.99
2025-08-23T22:38:00Z,4.32,96.64
2025-08-23T22:39:00Z,5.00,97.55
2025-08-23T22:40:00Z,8.10,93.45
2025-08-23T22:41:00Z,8.71,92.33
