# event_ticker=KXATPMATCH-25AUG01DAVMEN
# final_score=6-2 6-4
# match_winner=Alejandro Davidovich Fokina
# fav_player=Alejandro Davidovich Fokina
# dog_player=Jakub Mensik
# kalshi_date=2025-08-01
timestamp,Alejandro Davidovich Fokina,Jakub Mensik
2025-08-01T05:08:00Z,,55.00
2025-08-01T05:12:00Z,56.00,48.00
2025-08-01T05:13:00Z,56.30,48.00
2025-08-01T05:14:00Z,57.00,48.00
2025-08-01T05:15:00Z,56.00,48.00
2025-08-01T05:18:00Z,55.00,47.00
2025-08-01T05:19:00Z,55.88,47.00
2025-08-01T05:21:00Z,55.88,47.00
2025-08-01T05:22:00Z,56.86,47.00
2025-08-01T05:23:00Z,56.81,47.00
2025-08-01T05:25:00Z,56.00,47.00
2025-08-01T05:26:00Z,56.00,47.00
2025-08-01T05:27:00Z,57.00,47.00
2025-08-01T05:30:00Z,57.17,47.00
2025-08-01T05:33:00Z,57.17,46.00
2025-08-01T05:36:00Z,57.08,46.00
2025-08-01T05:37:00Z,57.08,45.00
2025-08-01T05:38:00Z,58.00,45.00
2025-08-01T05:42:00Z,58.00,45.00
2025-08-01T05:45:00Z,58.00,46.88
2025-08-01T05:46:00Z,58.00,46.88
2025-08-01T05:48:00Z,60.00,46.88
2025-08-01T05:49:00Z,60.00,46.00
2025-08-01T05:53:00Z,60.00,46.00
2025-08-01T05:54:00Z,60.00,46.00
2025-08-01T05:56:00Z,60.00,46.00
2025-08-01T05:57:00Z,60.43,46.00
2025-08-01T06:00:00Z,60.43,45.00
2025-08-01T06:04:00Z,60.43,46.00
2025-08-01T06:05:00Z,60.43,46.00
2025-08-01T06:06:00Z,60.00,46.00
2025-08-01T06:09:00Z,60.31,46.00
2025-08-01T06:20:00Z,60.31,46.00
2025-08-01T06:24:00Z,61.00,46.00
2025-08-01T06:25:00Z,61.00,46.00
2025-08-01T06:26:00Z,55.00,46.00
2025-08-01T06:27:00Z,55.00,46.00
2025-08-01T06:29:00Z,61.38,46.00
2025-08-01T06:31:00Z,61.00,46.00
2025-08-01T06:33:00Z,61.00,46.00
2025-08-01T06:38:00Z,61.00,46.00
2025-08-01T06:42:00Z,61.00,46.00
2025-08-01T06:43:00Z,61.00,46.00
2025-08-01T06:51:00Z,61.00,45.20
2025-08-01T06:55:00Z,61.00,46.00
2025-08-01T12:01:00Z,61.00,46.00
2025-08-01T12:02:00Z,61.00,46.00
2025-08-01T12:03:00Z,61.00,47.83
2025-08-01T12:06:00Z,61.00,49.00
2025-08-01T12:07:00Z,56.00,49.00
2025-08-01T12:08:00Z,54.20,49.00
2025-08-01T12:10:00Z,54.20,48.00
2025-08-01T12:11:00Z,54.00,48.00
2025-08-01T12:12:00Z,54.00,48.00
2025-08-01T12:14:00Z,54.00,48.00
2025-08-01T12:17:00Z,54.00,48.00
2025-08-01T12:19:00Z,54.00,49.00
2025-08-01T12:20:00Z,54.00,49.00
2025-08-01T12:21:00Z,54.00,49.00
2025-08-01T12:22:00Z,54.00,49.00
2025-08-01T12:23:00Z,54.00,49.00
2025-08-01T12:27:00Z,54.00,49.00
2025-08-01T12:29:00Z,54.00,49.00
2025-08-01T12:30:00Z,54.00,49.00
2025-08-01T12:32:00Z,54.00,49.00
2025-08-01T12:34:00Z,54.00,49.00
2025-08-01T12:38:00Z,54.00,49.00
2025-08-01T12:39:00Z,54.00,49.00
2025-08-01T12:42:00Z,54.00,49.00
2025-08-01T12:46:00Z,53.00,49.00
2025-08-01T12:47:00Z,53.00,49.33
2025-08-01T12:49:00Z,52.00,49.33
2025-08-01T12:51:00Z,52.00,51.00
2025-08-01T12:59:00Z,51.96,51.00
2025-08-01T13:00:00Z,51.96,52.00
2025-08-01T13:04:00Z,52.86,52.00
2025-08-01T13:05:00Z,52.55,52.00
2025-08-01T13:06:00Z,53.00,52.00
2025-08-01T13:08:00Z,53.00,52.00
2025-08-01T13:09:00Z,53.09,52.00
2025-08-01T13:10:00Z,53.00,52.00
2025-08-01T13:12:00Z,54.00,50.00
2025-08-01T13:13:00Z,52.69,50.00
2025-08-01T13:14:00Z,52.69,50.00
2025-08-01T13:17:00Z,52.00,49.00
2025-08-01T13:18:00Z,52.00,49.00
2025-08-01T13:19:00Z,53.00,49.00
