# event_ticker=KXATPCHALLENGERMATCH-26MAY14MOLSAK
# final_score=6-4 6-0
# match_winner=Alex Molcan
# fav_player=Alex Molcan
# dog_player=Rei Sakamoto
# kalshi_date=2026-05-14
timestamp,Alex Molcan,Rei Sakamoto
2026-05-14T09:36:00Z,73.48,31.00
2026-05-14T09:37:00Z,73.48,31.00
2026-05-14T09:40:00Z,73.48,31.00
2026-05-14T09:42:00Z,73.48,31.00
2026-05-14T09:43:00Z,71.00,31.00
2026-05-14T09:46:00Z,71.00,31.19
2026-05-14T09:47:00Z,81.40,30.00
2026-05-14T09:48:00Z,81.40,31.00
2026-05-14T09:52:00Z,72.33,30.66
2026-05-14T09:55:00Z,72.33,31.00
2026-05-14T09:59:00Z,72.33,31.00
2026-05-14T10:00:00Z,72.33,30.00
2026-05-14T10:07:00Z,72.33,29.44
2026-05-14T10:08:00Z,72.00,30.18
2026-05-14T10:09:00Z,72.00,30.84
2026-05-14T10:16:00Z,72.00,29.00
2026-05-14T10:23:00Z,69.00,29.00
2026-05-14T10:27:00Z,69.00,31.00
2026-05-14T10:28:00Z,77.27,28.49
2026-05-14T10:30:00Z,77.27,31.00
2026-05-14T10:36:00Z,77.27,32.91
2026-05-14T10:39:00Z,77.27,31.00
2026-05-14T10:43:00Z,77.27,31.00
2026-05-14T10:45:00Z,70.00,31.00
2026-05-14T10:46:00Z,72.00,31.00
2026-05-14T10:47:00Z,70.00,31.00
2026-05-14T10:48:00Z,70.47,32.00
2026-05-14T10:54:00Z,70.47,34.30
2026-05-14T10:55:00Z,70.47,30.00
2026-05-14T10:59:00Z,70.47,31.00
2026-05-14T11:03:00Z,70.47,30.00
2026-05-14T11:04:00Z,71.00,30.00
2026-05-14T11:07:00Z,71.00,30.00
2026-05-14T11:08:00Z,71.00,30.00
2026-05-14T11:09:00Z,71.00,30.00
2026-05-14T11:11:00Z,71.00,31.00
2026-05-14T11:12:00Z,71.00,30.03
2026-05-14T11:14:00Z,71.00,30.00
2026-05-14T11:16:00Z,69.00,34.28
2026-05-14T11:18:00Z,69.00,31.00
2026-05-14T11:24:00Z,69.00,31.00
2026-05-14T11:25:00Z,71.00,31.17
2026-05-14T11:33:00Z,70.00,31.17
2026-05-14T11:35:00Z,70.00,31.17
2026-05-14T11:36:00Z,70.00,29.26
2026-05-14T11:41:00Z,69.00,31.53
2026-05-14T11:43:00Z,69.00,31.00
2026-05-14T11:44:00Z,70.79,29.03
2026-05-14T11:46:00Z,70.79,30.00
2026-05-14T11:47:00Z,70.79,30.00
2026-05-14T11:48:00Z,70.79,29.00
2026-05-14T11:50:00Z,70.79,30.00
2026-05-14T11:51:00Z,72.00,30.00
2026-05-14T11:55:00Z,72.00,29.82
2026-05-14T11:58:00Z,71.00,29.82
2026-05-14T12:01:00Z,69.00,29.82
2026-05-14T12:03:00Z,71.00,29.82
2026-05-14T12:04:00Z,71.00,29.00
2026-05-14T12:05:00Z,71.00,29.00
2026-05-14T12:07:00Z,71.00,29.00
2026-05-14T12:21:00Z,71.00,31.00
2026-05-14T12:22:00Z,71.00,30.00
2026-05-14T12:23:00Z,71.00,30.00
2026-05-14T12:27:00Z,71.00,30.00
2026-05-14T12:28:00Z,71.00,30.00
2026-05-14T12:30:00Z,71.00,30.00
2026-05-14T12:38:00Z,70.00,30.00
2026-05-14T12:41:00Z,70.00,30.00
2026-05-14T12:42:00Z,70.00,30.00
2026-05-14T12:46:00Z,70.00,30.00
2026-05-14T12:51:00Z,71.00,29.00
2026-05-14T12:55:00Z,71.00,30.00
2026-05-14T12:56:00Z,70.00,30.00
2026-05-14T12:57:00Z,71.00,29.07
2026-05-14T12:58:00Z,71.00,30.00
2026-05-14T12:59:00Z,71.00,30.00
2026-05-14T13:00:00Z,71.00,30.00
2026-05-14T13:01:00Z,71.00,30.00
2026-05-14T13:02:00Z,71.00,31.00
2026-05-14T13:05:00Z,71.00,31.00
2026-05-14T13:07:00Z,69.00,31.00
2026-05-14T13:12:00Z,69.00,31.00
2026-05-14T13:13:00Z,66.00,34.00
2026-05-14T13:14:00Z,66.00,34.00
2026-05-14T13:15:00Z,69.00,32.80
2026-05-14T13:16:00Z,69.00,31.14
2026-05-14T13:17:00Z,70.00,31.14
2026-05-14T13:18:00Z,69.33,33.00
2026-05-14T13:19:00Z,69.49,30.02
2026-05-14T13:20:00Z,72.62,28.48
2026-05-14T13:21:00Z,76.97,20.22
2026-05-14T13:22:00Z,82.00,20.01
2026-05-14T13:23:00Z,79.81,21.72
2026-05-14T13:24:00Z,83.96,21.72
2026-05-14T13:25:00Z,84.00,17.00
2026-05-14T13:26:00Z,83.81,17.38
2026-05-14T13:27:00Z,81.00,20.00
2026-05-14T13:28:00Z,83.00,20.00
2026-05-14T13:29:00Z,82.08,17.35
2026-05-14T13:31:00Z,82.50,19.00
2026-05-14T13:32:00Z,84.41,16.57
2026-05-14T13:33:00Z,84.77,16.00
2026-05-14T13:34:00Z,84.00,16.00
2026-05-14T13:35:00Z,83.00,17.30
2026-05-14T13:36:00Z,83.00,17.20
2026-05-14T13:37:00Z,86.00,15.09
2026-05-14T13:38:00Z,86.00,15.00
2026-05-14T13:39:00Z,87.00,14.00
2026-05-14T13:40:00Z,87.94,13.94
2026-05-14T13:41:00Z,85.67,14.99
2026-05-14T13:42:00Z,86.00,14.99
2026-05-14T13:43:00Z,87.00,13.82
2026-05-14T13:44:00Z,87.50,14.74
2026-05-14T13:45:00Z,84.72,14.91
2026-05-14T13:46:00Z,87.00,12.22
2026-05-14T13:47:00Z,88.00,12.89
2026-05-14T13:48:00Z,88.00,13.00
2026-05-14T13:49:00Z,88.00,13.00
2026-05-14T13:50:00Z,88.00,13.00
2026-05-14T13:51:00Z,88.02,12.17
2026-05-14T13:52:00Z,93.16,9.25
2026-05-14T13:53:00Z,93.53,6.03
2026-05-14T13:54:00Z,94.39,5.08
2026-05-14T13:55:00Z,95.92,6.97
2026-05-14T13:56:00Z,96.99,4.67
2026-05-14T13:57:00Z,96.97,4.00
2026-05-14T13:58:00Z,96.00,4.52
2026-05-14T13:59:00Z,97.95,4.00
2026-05-14T14:00:00Z,98.45,1.13
2026-05-14T14:01:00Z,99.00,1.00
2026-05-14T14:03:00Z,99.00,1.00
2026-05-14T14:05:00Z,99.00,1.00
2026-05-14T14:06:00Z,99.00,1.00
2026-05-14T14:07:00Z,99.00,1.00
2026-05-14T14:10:00Z,99.00,1.00
2026-05-14T14:11:00Z,99.00,1.00
2026-05-14T14:12:00Z,99.00,1.00
2026-05-14T14:13:00Z,99.00,1.00
2026-05-14T14:15:00Z,99.00,1.00
2026-05-14T14:16:00Z,99.00,1.00
2026-05-14T14:22:00Z,99.00,1.00
