# event_ticker=KXATPMATCH-25SEP25SINCIL
# final_score=6-2 6-2
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Marin Cilic
# kalshi_date=2025-09-25
timestamp,Jannik Sinner,Marin Cilic
2025-09-25T01:44:00Z,95.00,
2025-09-25T01:45:00Z,95.00,5.00
2025-09-25T02:26:00Z,95.00,5.00
2025-09-25T02:35:00Z,96.00,5.00
2025-09-25T03:13:00Z,96.00,5.00
2025-09-25T03:18:00Z,96.00,5.00
2025-09-25T04:07:00Z,96.00,5.00
2025-09-25T04:15:00Z,96.00,5.00
2025-09-25T04:16:00Z,96.49,5.00
2025-09-25T04:26:00Z,96.49,5.00
2025-09-25T04:42:00Z,96.49,5.00
2025-09-25T04:46:00Z,96.00,5.00
2025-09-25T05:00:00Z,96.00,5.00
2025-09-25T05:05:00Z,96.00,5.00
2025-09-25T05:06:00Z,96.00,5.00
2025-09-25T05:11:00Z,96.00,5.00
2025-09-25T05:18:00Z,96.00,5.00
2025-09-25T05:24:00Z,96.00,5.00
2025-09-25T05:31:00Z,96.00,5.00
2025-09-25T05:35:00Z,96.00,5.00
2025-09-25T05:36:00Z,96.00,5.00
2025-09-25T05:43:00Z,96.00,5.00
2025-09-25T05:54:00Z,96.00,5.00
2025-09-25T05:57:00Z,96.00,5.00
2025-09-25T06:06:00Z,96.00,5.00
2025-09-25T06:11:00Z,96.00,5.00
2025-09-25T06:12:00Z,96.00,5.00
2025-09-25T06:20:00Z,96.00,5.00
2025-09-25T06:21:00Z,96.00,5.00
2025-09-25T06:33:00Z,96.00,5.00
2025-09-25T06:46:00Z,96.00,5.00
2025-09-25T06:54:00Z,96.00,5.00
2025-09-25T09:03:00Z,96.00,4.00
2025-09-25T09:05:00Z,96.00,4.00
2025-09-25T09:10:00Z,96.00,4.00
2025-09-25T09:12:00Z,97.10,4.00
2025-09-25T09:13:00Z,97.10,4.00
2025-09-25T09:21:00Z,97.10,4.00
2025-09-25T09:26:00Z,97.10,4.00
2025-09-25T09:34:00Z,98.00,4.00
2025-09-25T09:39:00Z,98.00,4.00
2025-09-25T09:45:00Z,98.00,4.00
2025-09-25T09:49:00Z,97.00,4.00
2025-09-25T09:50:00Z,97.00,4.00
2025-09-25T09:51:00Z,97.00,4.00
2025-09-25T09:52:00Z,97.00,4.00
2025-09-25T09:59:00Z,97.00,4.00
2025-09-25T10:04:00Z,97.00,4.00
2025-09-25T10:07:00Z,97.00,4.00
2025-09-25T10:09:00Z,97.00,4.00
2025-09-25T10:13:00Z,97.00,4.00
2025-09-25T10:15:00Z,97.00,4.00
2025-09-25T10:17:00Z,97.00,4.00
2025-09-25T10:18:00Z,97.00,4.71
2025-09-25T10:19:00Z,97.00,4.00
2025-09-25T10:20:00Z,97.00,4.00
2025-09-25T10:24:00Z,97.00,4.00
2025-09-25T10:25:00Z,97.00,4.00
2025-09-25T10:28:00Z,97.00,4.00
2025-09-25T10:29:00Z,97.00,4.25
2025-09-25T10:30:00Z,97.00,4.31
2025-09-25T10:34:00Z,97.00,4.00
2025-09-25T10:37:00Z,97.00,4.00
2025-09-25T10:38:00Z,97.00,5.00
2025-09-25T10:39:00Z,97.00,5.00
2025-09-25T10:41:00Z,97.00,4.00
2025-09-25T10:45:00Z,97.00,4.00
2025-09-25T10:46:00Z,97.00,4.00
2025-09-25T10:50:00Z,97.00,4.34
2025-09-25T10:52:00Z,97.00,5.00
2025-09-25T10:55:00Z,97.00,5.00
2025-09-25T10:57:00Z,97.00,4.97
2025-09-25T11:01:00Z,97.00,5.00
2025-09-25T11:05:00Z,97.00,4.00
2025-09-25T11:08:00Z,97.00,5.00
