# event_ticker=KXATPMATCH-25SEP25SINCIL
# final_score=6-2 6-2
# match_winner=Jannik Sinner
# fav_player=Jannik Sinner
# dog_player=Marin Cilic
# kalshi_date=2025-09-25
timestamp,Jannik Sinner,Marin Cilic
2025-09-25T11:13:00Z,97.00,6.07
2025-09-25T11:14:00Z,97.00,7.00
2025-09-25T11:15:00Z,95.55,7.00
2025-09-25T11:16:00Z,95.55,6.00
2025-09-25T11:17:00Z,95.55,7.00
2025-09-25T11:18:00Z,95.55,6.00
2025-09-25T11:19:00Z,95.55,6.47
2025-09-25T11:20:00Z,95.55,7.00
2025-09-25T11:21:00Z,95.55,7.79
2025-09-25T11:22:00Z,96.51,9.00
2025-09-25T11:23:00Z,94.02,6.00
2025-09-25T11:24:00Z,94.02,5.26
2025-09-25T11:25:00Z,94.02,5.16
2025-09-25T11:26:00Z,95.00,5.05
2025-09-25T11:27:00Z,95.00,6.00
2025-09-25T11:28:00Z,97.00,5.00
2025-09-25T11:29:00Z,95.46,6.80
2025-09-25T11:30:00Z,95.46,18.09
2025-09-25T11:31:00Z,95.84,7.59
2025-09-25T11:32:00Z,95.00,10.81
2025-09-25T11:33:00Z,95.00,7.00
2025-09-25T11:34:00Z,94.00,7.79
2025-09-25T11:35:00Z,95.51,7.00
2025-09-25T11:36:00Z,95.27,9.33
2025-09-25T11:37:00Z,95.27,7.00
2025-09-25T11:38:00Z,96.24,4.71
2025-09-25T11:39:00Z,97.00,4.77
2025-09-25T11:40:00Z,97.00,6.00
2025-09-25T11:41:00Z,97.00,3.84
2025-09-25T11:42:00Z,98.00,5.90
2025-09-25T11:43:00Z,97.60,6.00
2025-09-25T11:44:00Z,97.00,5.00
2025-09-25T11:45:00Z,97.93,3.82
2025-09-25T11:46:00Z,98.00,3.82
2025-09-25T11:47:00Z,98.27,1.10
2025-09-25T11:48:00Z,97.00,5.00
2025-09-25T11:49:00Z,97.00,5.00
2025-09-25T11:50:00Z,98.00,5.00
2025-09-25T11:51:00Z,98.00,4.27
2025-09-25T11:52:00Z,98.00,4.39
2025-09-25T11:53:00Z,98.09,3.77
2025-09-25T11:54:00Z,98.81,3.23
2025-09-25T11:55:00Z,98.81,3.00
2025-09-25T11:56:00Z,99.00,3.28
2025-09-25T11:57:00Z,99.00,4.00
2025-09-25T11:58:00Z,99.00,4.00
2025-09-25T11:59:00Z,99.00,4.00
2025-09-25T12:00:00Z,99.00,4.00
2025-09-25T12:01:00Z,99.00,3.54
2025-09-25T12:02:00Z,99.00,2.20
2025-09-25T12:03:00Z,99.00,2.00
2025-09-25T12:04:00Z,99.00,2.00
2025-09-25T12:05:00Z,99.00,1.36
2025-09-25T12:06:00Z,99.00,1.00
2025-09-25T12:08:00Z,99.00,1.00
2025-09-25T12:09:00Z,99.00,1.00
2025-09-25T12:12:00Z,99.00,1.00
2025-09-25T12:15:00Z,99.00,1.00
2025-09-25T12:16:00Z,99.00,1.00
2025-09-25T12:20:00Z,99.00,1.00
2025-09-25T12:22:00Z,99.00,1.00
2025-09-25T12:36:00Z,99.00,1.00
