# event_ticker=KXATPCHALLENGERMATCH-26MAR01SCHPIR
# final_score=7-5 4-6 6-3
# match_winner=Zsombor Piros
# fav_player=Zsombor Piros
# dog_player=Joel Schwaerzler
# kalshi_date=2026-03-01
timestamp,Zsombor Piros,Joel Schwaerzler
2026-03-01T12:35:00Z,69.00,33.00
2026-03-01T12:37:00Z,69.00,32.00
2026-03-01T12:38:00Z,69.00,32.00
2026-03-01T12:40:00Z,69.00,32.00
2026-03-01T12:41:00Z,69.00,32.00
2026-03-01T12:44:00Z,69.00,32.00
2026-03-01T12:47:00Z,69.00,31.00
2026-03-01T12:48:00Z,69.00,32.00
2026-03-01T12:51:00Z,69.00,32.00
2026-03-01T12:52:00Z,69.00,32.00
2026-03-01T12:53:00Z,69.00,32.00
2026-03-01T12:54:00Z,69.00,31.04
2026-03-01T12:55:00Z,69.00,31.04
2026-03-01T12:56:00Z,69.00,32.00
2026-03-01T12:57:00Z,69.00,32.00
2026-03-01T12:58:00Z,69.00,32.00
2026-03-01T13:00:00Z,69.00,32.00
2026-03-01T13:01:00Z,69.00,32.01
2026-03-01T13:02:00Z,69.00,31.50
2026-03-01T13:03:00Z,69.00,32.00
2026-03-01T13:04:00Z,69.00,32.00
2026-03-01T13:05:00Z,70.00,32.00
2026-03-01T13:06:00Z,69.00,32.00
2026-03-01T13:07:00Z,68.00,32.78
2026-03-01T13:08:00Z,68.16,33.00
2026-03-01T13:09:00Z,67.33,32.99
2026-03-01T13:10:00Z,68.35,30.85
2026-03-01T13:11:00Z,70.09,28.81
2026-03-01T13:12:00Z,72.00,29.10
2026-03-01T13:13:00Z,72.00,33.58
2026-03-01T13:14:00Z,70.12,37.39
2026-03-01T13:15:00Z,70.35,30.47
2026-03-01T13:16:00Z,69.28,32.77
2026-03-01T13:17:00Z,69.84,30.28
2026-03-01T13:18:00Z,67.72,34.93
2026-03-01T13:19:00Z,68.42,35.22
2026-03-01T13:20:00Z,64.95,35.29
2026-03-01T13:21:00Z,66.43,33.70
2026-03-01T13:22:00Z,69.08,31.99
2026-03-01T13:23:00Z,66.18,33.51
2026-03-01T13:24:00Z,65.36,36.87
2026-03-01T13:25:00Z,65.18,36.92
2026-03-01T13:26:00Z,62.34,37.28
2026-03-01T13:27:00Z,66.15,35.08
2026-03-01T13:28:00Z,67.05,33.26
2026-03-01T13:29:00Z,68.50,32.00
2026-03-01T13:30:00Z,66.73,34.86
2026-03-01T13:31:00Z,62.09,38.33
2026-03-01T13:32:00Z,54.02,45.99
2026-03-01T13:33:00Z,45.13,55.08
2026-03-01T13:34:00Z,51.22,49.37
2026-03-01T13:35:00Z,56.89,45.06
2026-03-01T13:36:00Z,57.85,46.04
2026-03-01T13:37:00Z,59.78,44.52
2026-03-01T13:38:00Z,54.03,45.57
2026-03-01T13:39:00Z,61.34,40.07
2026-03-01T13:40:00Z,65.00,37.00
2026-03-01T13:41:00Z,64.72,39.58
2026-03-01T13:42:00Z,65.88,34.43
2026-03-01T13:43:00Z,67.76,35.51
2026-03-01T13:44:00Z,74.26,25.61
2026-03-01T13:45:00Z,66.62,33.42
2026-03-01T13:46:00Z,61.73,39.47
2026-03-01T13:47:00Z,60.19,40.31
2026-03-01T13:48:00Z,58.68,43.95
2026-03-01T13:49:00Z,57.23,43.64
2026-03-01T13:50:00Z,64.97,35.16
2026-03-01T13:51:00Z,66.00,35.00
2026-03-01T13:52:00Z,63.85,36.84
2026-03-01T13:53:00Z,59.35,41.30
2026-03-01T13:54:00Z,59.01,39.56
2026-03-01T13:55:00Z,63.35,38.56
2026-03-01T13:56:00Z,62.66,37.04
2026-03-01T13:57:00Z,57.49,44.13
2026-03-01T13:58:00Z,60.50,40.43
2026-03-01T13:59:00Z,63.00,37.64
2026-03-01T14:00:00Z,65.07,38.01
2026-03-01T14:01:00Z,69.80,31.01
2026-03-01T14:02:00Z,69.87,33.23
2026-03-01T14:03:00Z,72.22,30.30
2026-03-01T14:04:00Z,66.67,30.89
2026-03-01T14:05:00Z,80.06,21.61
2026-03-01T14:06:00Z,84.12,15.94
2026-03-01T14:07:00Z,84.17,16.06
2026-03-01T14:08:00Z,85.66,18.82
2026-03-01T14:09:00Z,83.29,17.99
2026-03-01T14:10:00Z,80.08,18.73
2026-03-01T14:11:00Z,82.16,19.16
2026-03-01T14:12:00Z,84.80,17.12
2026-03-01T14:13:00Z,84.92,16.09
2026-03-01T14:14:00Z,86.27,14.32
2026-03-01T14:15:00Z,85.63,14.30
2026-03-01T14:16:00Z,83.68,17.26
2026-03-01T14:17:00Z,82.14,17.89
2026-03-01T14:18:00Z,84.98,17.42
2026-03-01T14:19:00Z,80.30,20.53
2026-03-01T14:20:00Z,81.02,18.39
2026-03-01T14:21:00Z,81.14,19.86
2026-03-01T14:22:00Z,80.19,22.01
2026-03-01T14:23:00Z,74.35,24.81
2026-03-01T14:24:00Z,77.83,23.12
2026-03-01T14:25:00Z,80.10,22.38
2026-03-01T14:26:00Z,79.97,21.51
2026-03-01T14:27:00Z,81.88,18.95
2026-03-01T14:28:00Z,82.84,19.23
2026-03-01T14:29:00Z,81.81,19.98
2026-03-01T14:30:00Z,78.94,22.22
2026-03-01T14:31:00Z,77.81,23.12
2026-03-01T14:32:00Z,75.03,26.46
2026-03-01T14:33:00Z,72.48,34.39
2026-03-01T14:34:00Z,61.10,41.62
2026-03-01T14:35:00Z,58.04,43.48
2026-03-01T14:36:00Z,56.94,42.09
2026-03-01T14:37:00Z,55.92,46.23
2026-03-01T14:38:00Z,54.32,45.72
2026-03-01T14:39:00Z,55.37,45.66
2026-03-01T14:40:00Z,56.90,43.86
2026-03-01T14:41:00Z,57.70,42.99
2026-03-01T14:42:00Z,58.66,42.93
2026-03-01T14:43:00Z,57.03,42.58
2026-03-01T14:44:00Z,54.56,46.83
2026-03-01T14:45:00Z,53.37,49.09
2026-03-01T14:46:00Z,52.87,49.19
2026-03-01T14:47:00Z,53.85,47.35
2026-03-01T14:48:00Z,54.16,46.81
2026-03-01T14:49:00Z,56.82,46.43
2026-03-01T14:50:00Z,62.72,37.02
2026-03-01T14:51:00Z,58.20,42.69
2026-03-01T14:52:00Z,54.38,47.77
2026-03-01T14:53:00Z,52.92,47.39
2026-03-01T14:54:00Z,52.92,47.22
2026-03-01T14:55:00Z,52.94,46.55
2026-03-01T14:56:00Z,51.21,49.22
2026-03-01T14:57:00Z,48.83,49.46
2026-03-01T14:58:00Z,56.65,43.44
2026-03-01T14:59:00Z,60.44,40.84
2026-03-01T15:00:00Z,65.86,36.98
2026-03-01T15:01:00Z,64.08,34.37
2026-03-01T15:02:00Z,62.97,37.31
2026-03-01T15:03:00Z,77.05,31.75
2026-03-01T15:04:00Z,63.50,36.55
2026-03-01T15:05:00Z,65.56,31.70
2026-03-01T15:06:00Z,83.81,18.33
2026-03-01T15:07:00Z,81.46,19.17
2026-03-01T15:08:00Z,75.31,24.12
2026-03-01T15:09:00Z,82.46,22.80
2026-03-01T15:10:00Z,87.66,11.36
2026-03-01T15:11:00Z,88.83,11.02
2026-03-01T15:12:00Z,89.74,10.20
2026-03-01T15:13:00Z,94.09,6.36
2026-03-01T15:14:00Z,96.13,3.58
2026-03-01T15:15:00Z,94.46,5.90
2026-03-01T15:16:00Z,89.68,10.66
2026-03-01T15:17:00Z,90.60,12.24
2026-03-01T15:18:00Z,92.84,6.01
2026-03-01T15:19:00Z,93.91,6.56
2026-03-01T15:20:00Z,93.49,6.76
2026-03-01T15:21:00Z,93.74,6.28
2026-03-01T15:22:00Z,92.95,8.37
2026-03-01T15:23:00Z,93.68,5.08
2026-03-01T15:24:00Z,94.22,5.20
2026-03-01T15:25:00Z,96.41,3.40
2026-03-01T15:26:00Z,96.26,3.26
2026-03-01T15:27:00Z,95.77,4.65
2026-03-01T15:28:00Z,94.51,5.67
2026-03-01T15:29:00Z,96.34,3.80
2026-03-01T15:30:00Z,97.36,2.93
2026-03-01T15:31:00Z,98.88,1.25
2026-03-01T15:32:00Z,99.00,1.28
2026-03-01T15:33:00Z,99.00,1.00
2026-03-01T15:34:00Z,99.00,1.00
2026-03-01T15:35:00Z,99.00,1.00
2026-03-01T15:36:00Z,99.00,1.00
2026-03-01T15:37:00Z,99.00,1.00
