# event_ticker=KXATPCHALLENGERMATCH-26FEB16KOZMCC
# final_score=6-3 6-7(4) 6-4
# score_resolution=6-3 6-7 6-4
# match_winner=Stefan Kozlov
# fav_player=Stefan Kozlov
# dog_player=Tristan McCormick
# kalshi_date=2026-02-16
timestamp,Stefan Kozlov,Tristan McCormick
2026-02-16T21:00:00Z,90.03,10.10
2026-02-16T21:01:00Z,92.00,10.10
2026-02-16T21:02:00Z,93.92,7.42
2026-02-16T21:03:00Z,92.00,7.00
2026-02-16T21:04:00Z,93.00,6.48
2026-02-16T21:05:00Z,93.81,8.00
2026-02-16T21:06:00Z,92.93,8.00
2026-02-16T21:07:00Z,92.93,7.01
2026-02-16T21:08:00Z,92.93,9.00
2026-02-16T21:09:00Z,92.93,9.00
2026-02-16T21:10:00Z,92.29,7.35
2026-02-16T21:11:00Z,92.29,10.00
2026-02-16T21:12:00Z,92.29,10.00
2026-02-16T21:13:00Z,92.48,6.14
2026-02-16T21:14:00Z,95.00,5.43
2026-02-16T21:15:00Z,93.48,8.05
2026-02-16T21:16:00Z,93.00,9.00
2026-02-16T21:17:00Z,93.20,8.00
2026-02-16T21:18:00Z,94.00,6.56
2026-02-16T21:19:00Z,96.81,3.38
2026-02-16T21:20:00Z,96.57,4.00
2026-02-16T21:21:00Z,97.00,3.98
2026-02-16T21:22:00Z,98.00,4.00
2026-02-16T21:23:00Z,97.00,2.02
2026-02-16T21:24:00Z,95.81,3.98
2026-02-16T21:25:00Z,95.39,3.80
2026-02-16T21:27:00Z,98.00,3.04
2026-02-16T21:28:00Z,98.00,2.36
2026-02-16T21:29:00Z,98.00,3.00
2026-02-16T21:30:00Z,98.00,2.63
2026-02-16T21:31:00Z,99.00,1.96
2026-02-16T21:32:00Z,98.52,1.99
2026-02-16T21:33:00Z,98.52,2.00
2026-02-16T21:35:00Z,98.52,1.30
2026-02-16T21:36:00Z,98.52,2.00
2026-02-16T21:37:00Z,99.00,2.00
2026-02-16T21:38:00Z,99.00,2.00
2026-02-16T21:39:00Z,98.00,2.08
2026-02-16T21:40:00Z,98.00,1.70
2026-02-16T21:41:00Z,99.00,2.40
2026-02-16T21:42:00Z,97.00,3.00
2026-02-16T21:43:00Z,97.00,3.20
2026-02-16T21:44:00Z,98.00,3.50
2026-02-16T21:45:00Z,97.91,3.77
2026-02-16T21:46:00Z,97.04,4.80
2026-02-16T21:47:00Z,97.01,2.25
2026-02-16T21:48:00Z,98.12,2.49
2026-02-16T21:49:00Z,97.33,3.51
2026-02-16T21:50:00Z,98.71,2.12
2026-02-16T21:51:00Z,98.98,2.33
2026-02-16T21:52:00Z,98.99,3.00
2026-02-16T21:53:00Z,98.70,3.06
2026-02-16T21:54:00Z,97.62,4.14
2026-02-16T21:55:00Z,95.15,7.12
2026-02-16T21:56:00Z,90.54,14.08
2026-02-16T21:57:00Z,88.29,11.52
2026-02-16T21:58:00Z,86.38,13.67
2026-02-16T21:59:00Z,84.25,18.13
2026-02-16T22:00:00Z,82.39,19.69
2026-02-16T22:01:00Z,82.95,15.50
2026-02-16T22:02:00Z,84.14,15.83
2026-02-16T22:03:00Z,86.73,13.64
2026-02-16T22:04:00Z,91.32,9.69
2026-02-16T22:05:00Z,91.53,9.11
2026-02-16T22:06:00Z,91.60,13.58
2026-02-16T22:07:00Z,84.71,16.56
2026-02-16T22:08:00Z,86.87,14.12
2026-02-16T22:09:00Z,81.14,20.50
2026-02-16T22:10:00Z,73.72,27.49
2026-02-16T22:11:00Z,73.08,28.97
2026-02-16T22:12:00Z,69.60,30.08
2026-02-16T22:13:00Z,68.89,31.16
2026-02-16T22:14:00Z,69.10,33.44
2026-02-16T22:15:00Z,69.92,31.14
2026-02-16T22:16:00Z,70.00,30.34
2026-02-16T22:17:00Z,70.00,31.76
2026-02-16T22:18:00Z,70.00,30.91
2026-02-16T22:19:00Z,68.88,29.79
2026-02-16T22:20:00Z,70.00,30.70
2026-02-16T22:21:00Z,70.93,28.67
2026-02-16T22:22:00Z,73.50,25.84
2026-02-16T22:23:00Z,76.03,25.09
2026-02-16T22:24:00Z,76.89,23.86
2026-02-16T22:25:00Z,74.13,28.40
2026-02-16T22:26:00Z,69.98,30.97
2026-02-16T22:27:00Z,69.14,31.86
2026-02-16T22:28:00Z,71.38,29.00
2026-02-16T22:29:00Z,75.53,24.96
2026-02-16T22:30:00Z,76.91,25.05
2026-02-16T22:31:00Z,74.43,25.14
2026-02-16T22:32:00Z,71.38,28.82
2026-02-16T22:33:00Z,69.19,32.63
2026-02-16T22:34:00Z,69.18,34.17
2026-02-16T22:35:00Z,65.45,38.81
2026-02-16T22:36:00Z,70.56,34.23
2026-02-16T22:37:00Z,74.63,27.58
2026-02-16T22:38:00Z,74.67,26.13
2026-02-16T22:39:00Z,76.46,22.79
2026-02-16T22:40:00Z,80.81,23.93
2026-02-16T22:41:00Z,82.26,24.27
2026-02-16T22:42:00Z,86.46,20.30
2026-02-16T22:43:00Z,72.47,28.76
2026-02-16T22:44:00Z,70.20,31.55
2026-02-16T22:45:00Z,67.61,33.30
2026-02-16T22:46:00Z,70.17,30.35
2026-02-16T22:47:00Z,75.07,25.16
2026-02-16T22:48:00Z,74.99,27.00
2026-02-16T22:49:00Z,79.00,25.23
2026-02-16T22:50:00Z,79.68,24.18
2026-02-16T22:51:00Z,82.67,18.75
2026-02-16T22:52:00Z,76.44,23.14
2026-02-16T22:53:00Z,75.22,25.61
2026-02-16T22:54:00Z,72.54,29.30
2026-02-16T22:55:00Z,72.66,24.88
2026-02-16T22:56:00Z,68.72,32.12
2026-02-16T22:57:00Z,73.26,26.69
2026-02-16T22:58:00Z,76.46,25.00
2026-02-16T22:59:00Z,76.62,23.87
2026-02-16T23:00:00Z,77.00,25.99
2026-02-16T23:01:00Z,72.70,27.90
2026-02-16T23:02:00Z,71.54,30.70
2026-02-16T23:03:00Z,76.74,28.42
2026-02-16T23:04:00Z,73.42,28.31
2026-02-16T23:05:00Z,82.30,21.45
2026-02-16T23:06:00Z,88.95,8.06
2026-02-16T23:07:00Z,99.00,1.00
2026-02-16T23:08:00Z,99.00,1.00
2026-02-16T23:09:00Z,99.00,1.00
2026-02-16T23:10:00Z,99.00,1.00
2026-02-16T23:11:00Z,99.00,1.00
2026-02-16T23:12:00Z,99.00,1.00
