# event_ticker=KXATPMATCH-26APR02JODMAC
# final_score=6-4 4-6 6-3
# match_winner=Rafael Jodar
# fav_player=Rafael Jodar
# dog_player=Tomas Machac
# kalshi_date=2026-04-02
timestamp,Rafael Jodar,Tomas Machac
2026-04-02T01:00:00Z,,55.00
2026-04-02T01:24:00Z,46.00,55.00
2026-04-02T01:25:00Z,46.00,55.00
2026-04-02T01:32:00Z,45.00,55.00
2026-04-02T01:43:00Z,47.00,55.00
2026-04-02T01:57:00Z,47.00,55.00
2026-04-02T02:08:00Z,47.00,55.00
2026-04-02T02:16:00Z,47.00,55.00
2026-04-02T02:21:00Z,47.00,55.00
2026-04-02T02:28:00Z,47.00,55.00
2026-04-02T02:38:00Z,47.00,55.00
2026-04-02T02:39:00Z,47.00,55.00
2026-04-02T02:42:00Z,47.00,55.00
2026-04-02T02:46:00Z,47.00,55.00
2026-04-02T02:47:00Z,47.00,55.00
2026-04-02T02:49:00Z,47.00,55.00
2026-04-02T02:51:00Z,47.00,55.00
2026-04-02T02:52:00Z,47.00,55.00
2026-04-02T02:53:00Z,47.00,55.00
2026-04-02T02:55:00Z,47.00,55.00
2026-04-02T02:56:00Z,47.00,55.00
2026-04-02T03:04:00Z,47.00,55.00
2026-04-02T03:08:00Z,47.00,55.00
2026-04-02T03:11:00Z,47.00,55.00
2026-04-02T03:21:00Z,47.00,55.00
2026-04-02T03:22:00Z,47.00,55.00
2026-04-02T03:23:00Z,47.00,54.00
2026-04-02T03:34:00Z,47.00,54.00
2026-04-02T03:35:00Z,47.00,54.00
2026-04-02T03:37:00Z,47.00,54.00
2026-04-02T03:48:00Z,47.00,54.52
2026-04-02T04:00:00Z,47.00,53.94
2026-04-02T04:01:00Z,47.00,53.94
2026-04-02T04:03:00Z,47.00,53.94
2026-04-02T04:06:00Z,47.00,54.00
2026-04-02T04:07:00Z,47.00,54.00
2026-04-02T04:12:00Z,47.00,54.00
2026-04-02T04:14:00Z,47.00,54.00
2026-04-02T04:17:00Z,47.00,54.00
2026-04-02T04:18:00Z,47.00,54.00
2026-04-02T04:21:00Z,47.00,54.00
2026-04-02T04:22:00Z,47.00,54.00
2026-04-02T04:25:00Z,47.00,54.00
2026-04-02T04:28:00Z,47.00,54.00
2026-04-02T04:32:00Z,47.00,54.00
2026-04-02T04:41:00Z,47.00,54.00
2026-04-02T04:42:00Z,47.00,54.00
2026-04-02T04:43:00Z,47.00,54.00
2026-04-02T04:46:00Z,47.00,54.00
2026-04-02T04:49:00Z,47.00,54.00
2026-04-02T04:51:00Z,47.00,54.00
2026-04-02T05:02:00Z,47.00,53.00
2026-04-02T05:06:00Z,47.00,53.00
2026-04-02T05:10:00Z,47.00,54.00
2026-04-02T05:11:00Z,47.76,54.00
2026-04-02T05:15:00Z,47.00,54.00
2026-04-02T05:16:00Z,48.00,54.00
2026-04-02T05:21:00Z,48.00,54.00
2026-04-02T05:23:00Z,48.00,54.00
2026-04-02T05:28:00Z,48.00,54.00
2026-04-02T05:30:00Z,48.00,54.00
2026-04-02T05:32:00Z,48.00,53.00
2026-04-02T05:34:00Z,48.00,53.00
2026-04-02T05:35:00Z,48.00,53.00
2026-04-02T05:36:00Z,47.00,53.48
2026-04-02T05:38:00Z,47.00,54.00
2026-04-02T05:40:00Z,47.00,54.00
2026-04-02T05:46:00Z,48.00,54.00
