# event_ticker=KXATPMATCH-26JUN07GENHIJ
# final_score=6-7(7) 7-6(2) 6-3
# score_resolution=6-7 7-6 6-3
# match_winner=Rinky Hijikata
# fav_player=Rinky Hijikata
# dog_player=Tom Gentzsch
# kalshi_date=2026-06-07
timestamp,Tom Gentzsch,Rinky Hijikata
2026-06-09T01:13:00Z,,80.00
2026-06-09T01:18:00Z,,80.00
2026-06-09T01:30:00Z,21.00,80.00
2026-06-09T02:02:00Z,21.00,80.00
2026-06-09T02:14:00Z,21.00,80.00
2026-06-09T02:29:00Z,21.00,80.00
2026-06-09T02:57:00Z,21.00,80.00
2026-06-09T03:01:00Z,21.00,80.00
2026-06-09T03:34:00Z,21.00,80.00
2026-06-09T03:35:00Z,21.00,81.00
2026-06-09T03:47:00Z,21.00,80.00
2026-06-09T03:49:00Z,21.00,80.00
2026-06-09T03:52:00Z,21.00,81.00
2026-06-09T03:53:00Z,21.00,81.00
2026-06-09T03:57:00Z,21.00,81.00
2026-06-09T04:01:00Z,21.00,81.00
2026-06-09T04:08:00Z,20.00,81.00
2026-06-09T04:19:00Z,21.50,81.00
2026-06-09T04:25:00Z,22.00,81.00
2026-06-09T04:32:00Z,22.00,81.00
2026-06-09T04:36:00Z,22.00,78.00
2026-06-09T04:41:00Z,20.00,78.00
2026-06-09T04:45:00Z,20.00,79.00
2026-06-09T04:49:00Z,22.00,79.00
2026-06-09T04:50:00Z,22.00,80.00
2026-06-09T04:52:00Z,22.00,80.00
2026-06-09T04:53:00Z,22.00,80.00
2026-06-09T04:54:00Z,22.00,80.00
2026-06-09T04:56:00Z,22.00,80.00
2026-06-09T04:59:00Z,22.00,80.00
2026-06-09T05:01:00Z,22.00,80.00
2026-06-09T05:02:00Z,22.00,80.00
2026-06-09T05:04:00Z,22.00,80.00
2026-06-09T05:11:00Z,22.00,80.00
2026-06-09T05:19:00Z,22.00,80.00
2026-06-09T05:20:00Z,22.00,80.00
2026-06-09T05:21:00Z,22.00,80.00
2026-06-09T05:22:00Z,22.00,80.00
2026-06-09T05:25:00Z,22.00,80.00
2026-06-09T05:26:00Z,22.00,80.00
2026-06-09T05:29:00Z,22.00,80.00
2026-06-09T05:30:00Z,22.00,78.65
2026-06-09T05:32:00Z,22.00,78.00
2026-06-09T05:36:00Z,22.00,80.00
2026-06-09T05:37:00Z,22.00,80.00
2026-06-09T05:38:00Z,22.00,80.00
2026-06-09T05:44:00Z,22.00,80.00
2026-06-09T05:45:00Z,22.00,80.00
2026-06-09T06:06:00Z,22.00,80.00
2026-06-09T06:14:00Z,22.00,80.00
2026-06-09T06:15:00Z,22.00,80.00
2026-06-09T06:27:00Z,22.00,80.00
2026-06-09T06:30:00Z,22.00,79.00
2026-06-09T06:31:00Z,22.00,79.00
2026-06-09T06:44:00Z,22.00,79.00
2026-06-09T06:49:00Z,22.00,79.00
2026-06-09T06:50:00Z,22.00,79.00
2026-06-09T06:53:00Z,22.00,79.00
2026-06-09T07:03:00Z,22.00,79.00
2026-06-09T07:05:00Z,22.00,79.00
2026-06-09T07:15:00Z,22.00,79.00
2026-06-09T07:18:00Z,22.00,79.00
2026-06-09T07:21:00Z,22.00,79.00
2026-06-09T07:23:00Z,22.00,79.00
2026-06-09T07:31:00Z,22.00,79.00
2026-06-09T07:43:00Z,22.00,79.00
2026-06-09T07:55:00Z,22.00,79.00
2026-06-09T07:56:00Z,22.00,79.00
2026-06-09T08:24:00Z,22.00,79.00
2026-06-09T08:32:00Z,22.00,79.00
2026-06-09T08:38:00Z,22.00,79.00
2026-06-09T08:39:00Z,22.00,79.00
2026-06-09T08:42:00Z,21.00,79.00
2026-06-09T08:51:00Z,21.00,79.00
2026-06-09T08:58:00Z,22.00,79.00
2026-06-09T09:13:00Z,22.00,79.00
2026-06-09T09:22:00Z,22.00,79.55
2026-06-09T09:38:00Z,21.00,79.55
2026-06-09T09:39:00Z,21.00,79.55
2026-06-09T09:45:00Z,21.00,80.00
2026-06-09T09:48:00Z,21.00,80.00
2026-06-09T10:00:00Z,21.00,80.00
2026-06-09T10:02:00Z,21.00,80.00
2026-06-09T10:38:00Z,21.00,80.00
2026-06-09T10:54:00Z,21.00,80.00
2026-06-09T10:55:00Z,21.00,79.00
2026-06-09T11:05:00Z,21.00,79.00
2026-06-09T11:06:00Z,21.00,79.00
2026-06-09T11:10:00Z,21.00,80.00
2026-06-09T11:11:00Z,21.00,80.00
2026-06-09T11:14:00Z,21.00,80.00
2026-06-09T11:18:00Z,21.31,80.00
2026-06-09T11:22:00Z,21.31,79.00
2026-06-09T11:30:00Z,22.00,79.00
2026-06-09T11:31:00Z,22.00,78.00
2026-06-09T11:36:00Z,22.00,79.00
2026-06-09T11:43:00Z,22.00,79.00
2026-06-09T11:45:00Z,22.00,80.00
2026-06-09T11:46:00Z,22.00,80.00
2026-06-09T11:49:00Z,22.00,80.00
2026-06-09T11:51:00Z,22.00,80.00
2026-06-09T11:54:00Z,22.00,80.00
2026-06-09T12:00:00Z,22.00,80.00
2026-06-09T12:01:00Z,22.00,80.00
2026-06-09T12:03:00Z,22.00,80.00
2026-06-09T12:06:00Z,22.00,80.00
2026-06-09T12:10:00Z,22.00,80.00
2026-06-09T12:11:00Z,22.00,80.00
2026-06-09T12:13:00Z,22.00,80.00
2026-06-09T12:17:00Z,22.00,79.00
2026-06-09T12:20:00Z,22.00,79.00
2026-06-09T12:22:00Z,22.00,80.21
2026-06-09T12:28:00Z,22.00,80.00
2026-06-09T12:29:00Z,22.00,80.00
2026-06-09T12:31:00Z,22.00,80.00
2026-06-09T12:34:00Z,22.00,79.00
2026-06-09T12:35:00Z,22.00,79.00
2026-06-09T12:38:00Z,22.00,79.00
2026-06-09T12:43:00Z,21.08,80.00
2026-06-09T12:44:00Z,21.08,80.00
2026-06-09T12:45:00Z,22.00,80.00
2026-06-09T12:47:00Z,22.00,80.00
2026-06-09T12:50:00Z,22.00,80.00
2026-06-09T12:52:00Z,21.00,80.00
2026-06-09T12:55:00Z,22.00,80.00
2026-06-09T12:57:00Z,22.00,80.00
2026-06-09T12:58:00Z,22.00,80.00
2026-06-09T13:00:00Z,22.00,80.00
2026-06-09T13:02:00Z,22.00,80.00
2026-06-09T13:06:00Z,22.82,79.50
2026-06-09T13:07:00Z,22.82,79.11
2026-06-09T13:08:00Z,19.00,81.38
2026-06-09T13:09:00Z,20.87,79.97
2026-06-09T13:10:00Z,22.00,80.00
2026-06-09T13:11:00Z,22.00,80.97
2026-06-09T13:12:00Z,20.00,81.00
2026-06-09T13:13:00Z,20.00,82.00
2026-06-09T13:14:00Z,15.93,84.14
2026-06-09T13:15:00Z,18.04,83.12
2026-06-09T13:16:00Z,20.00,81.25
2026-06-09T13:17:00Z,19.53,80.32
2026-06-09T13:18:00Z,20.84,81.00
2026-06-09T13:19:00Z,19.00,81.00
2026-06-09T13:20:00Z,19.00,82.00
2026-06-09T13:21:00Z,20.00,81.00
2026-06-09T13:22:00Z,21.00,80.00
2026-06-09T13:23:00Z,20.12,80.03
2026-06-09T13:24:00Z,19.57,81.00
2026-06-09T13:25:00Z,19.96,80.00
2026-06-09T13:26:00Z,19.00,80.00
2026-06-09T13:27:00Z,19.34,80.23
2026-06-09T13:28:00Z,21.02,80.23
2026-06-09T13:29:00Z,22.89,77.11
2026-06-09T13:30:00Z,24.94,75.61
2026-06-09T13:31:00Z,26.69,75.29
2026-06-09T13:32:00Z,27.76,72.00
2026-06-09T13:33:00Z,30.32,68.92
2026-06-09T13:34:00Z,24.55,75.61
2026-06-09T13:35:00Z,23.07,75.00
2026-06-09T13:36:00Z,22.00,75.00
2026-06-09T13:37:00Z,22.00,80.00
2026-06-09T13:38:00Z,20.70,79.14
2026-06-09T13:39:00Z,24.79,77.00
2026-06-09T13:40:00Z,25.50,76.00
2026-06-09T13:41:00Z,24.02,76.52
2026-06-09T13:42:00Z,24.00,76.74
2026-06-09T13:43:00Z,24.00,76.74
2026-06-09T13:44:00Z,23.77,75.80
2026-06-09T13:45:00Z,25.08,75.00
2026-06-09T13:46:00Z,28.90,71.13
2026-06-09T13:47:00Z,27.33,73.17
2026-06-09T13:48:00Z,34.58,66.58
2026-06-09T13:49:00Z,29.25,72.00
2026-06-09T13:50:00Z,30.81,70.02
2026-06-09T13:51:00Z,32.76,67.46
2026-06-09T13:52:00Z,29.52,69.84
2026-06-09T13:53:00Z,36.04,65.23
2026-06-09T13:54:00Z,31.34,67.59
2026-06-09T13:55:00Z,41.42,61.76
2026-06-09T13:56:00Z,37.21,66.14
2026-06-09T13:57:00Z,53.87,44.97
2026-06-09T13:58:00Z,55.19,44.99
2026-06-09T13:59:00Z,56.32,45.09
2026-06-09T14:00:00Z,54.14,45.68
2026-06-09T14:01:00Z,51.63,48.95
2026-06-09T14:02:00Z,48.26,50.65
