# event_ticker=KXATPCHALLENGERMATCH-26MAR06OFNROD
# final_score=6-2 3-6 6-3
# score_resolution=2-6 6-3 3-6
# match_winner=Sebastian Ofner
# fav_player=Jurij Rodionov
# dog_player=Sebastian Ofner
# kalshi_date=2026-03-06
timestamp,Jurij Rodionov,Sebastian Ofner
2026-03-06T10:04:00Z,,59.00
2026-03-06T10:06:00Z,,59.00
2026-03-06T10:52:00Z,,59.00
2026-03-06T10:56:00Z,,59.00
2026-03-06T11:09:00Z,,59.00
2026-03-06T11:10:00Z,,60.00
2026-03-06T11:14:00Z,,60.00
2026-03-06T11:15:00Z,,60.00
2026-03-06T11:39:00Z,40.00,60.00
2026-03-06T11:46:00Z,40.00,60.00
2026-03-06T11:51:00Z,40.00,60.00
2026-03-06T11:56:00Z,40.00,57.00
2026-03-06T12:18:00Z,40.00,60.00
2026-03-06T12:30:00Z,40.00,60.00
2026-03-06T12:41:00Z,40.00,60.00
2026-03-06T12:53:00Z,40.00,59.94
2026-03-06T12:57:00Z,40.00,59.94
2026-03-06T12:58:00Z,40.00,61.00
2026-03-06T13:00:00Z,40.00,61.00
2026-03-06T13:11:00Z,40.00,61.00
2026-03-06T13:13:00Z,40.00,61.00
2026-03-06T13:22:00Z,40.00,61.00
2026-03-06T13:29:00Z,43.00,61.00
2026-03-06T13:41:00Z,43.00,60.00
2026-03-06T13:43:00Z,42.00,61.00
2026-03-06T13:46:00Z,42.00,60.00
2026-03-06T13:53:00Z,42.00,60.00
2026-03-06T13:55:00Z,42.00,60.00
2026-03-06T13:56:00Z,42.00,60.00
2026-03-06T13:57:00Z,40.00,60.00
2026-03-06T13:58:00Z,40.00,61.00
2026-03-06T14:07:00Z,43.00,58.00
2026-03-06T14:11:00Z,43.00,59.00
2026-03-06T14:12:00Z,43.00,59.00
2026-03-06T14:15:00Z,43.00,59.00
2026-03-06T14:16:00Z,43.00,59.00
2026-03-06T14:17:00Z,43.00,59.00
2026-03-06T14:19:00Z,43.00,59.00
2026-03-06T14:20:00Z,43.00,59.00
2026-03-06T14:23:00Z,43.00,59.00
2026-03-06T14:25:00Z,43.00,59.00
2026-03-06T14:26:00Z,43.00,59.00
2026-03-06T14:28:00Z,43.00,59.00
2026-03-06T14:29:00Z,43.00,59.00
2026-03-06T14:36:00Z,43.00,59.00
2026-03-06T14:38:00Z,43.00,59.00
2026-03-06T14:45:00Z,43.00,59.00
2026-03-06T14:49:00Z,44.00,59.00
2026-03-06T14:52:00Z,44.00,59.00
2026-03-06T14:53:00Z,44.00,59.00
2026-03-06T14:55:00Z,44.00,59.00
2026-03-06T14:56:00Z,44.00,59.00
2026-03-06T15:00:00Z,44.00,59.00
2026-03-06T15:02:00Z,44.00,59.00
2026-03-06T15:03:00Z,44.00,59.00
2026-03-06T15:04:00Z,44.00,59.00
2026-03-06T15:05:00Z,44.00,59.00
2026-03-06T15:07:00Z,42.00,59.00
2026-03-06T15:09:00Z,44.00,59.00
2026-03-06T15:11:00Z,44.00,59.00
2026-03-06T15:12:00Z,44.00,59.00
2026-03-06T15:14:00Z,42.00,59.00
2026-03-06T15:15:00Z,44.00,59.00
2026-03-06T15:18:00Z,44.00,59.00
2026-03-06T15:19:00Z,43.00,59.00
2026-03-06T15:22:00Z,43.00,59.00
2026-03-06T15:24:00Z,43.00,59.00
2026-03-06T15:25:00Z,44.00,59.00
2026-03-06T15:26:00Z,44.00,59.00
2026-03-06T15:27:00Z,44.00,59.00
2026-03-06T15:28:00Z,44.00,59.00
2026-03-06T15:29:00Z,44.00,59.00
2026-03-06T15:30:00Z,44.00,59.00
2026-03-06T15:31:00Z,44.00,59.00
2026-03-06T15:32:00Z,44.00,59.00
2026-03-06T15:34:00Z,44.00,59.00
2026-03-06T15:36:00Z,44.00,59.00
2026-03-06T15:37:00Z,44.00,59.00
2026-03-06T15:38:00Z,42.00,59.00
2026-03-06T15:39:00Z,42.00,59.00
2026-03-06T15:40:00Z,42.00,59.00
2026-03-06T15:43:00Z,42.00,59.00
2026-03-06T15:44:00Z,42.00,59.00
2026-03-06T15:45:00Z,42.00,59.00
2026-03-06T15:49:00Z,42.00,59.00
2026-03-06T15:50:00Z,42.00,59.00
2026-03-06T15:52:00Z,42.00,59.00
