# event_ticker=KXATPMATCH-26APR15COBBER
# final_score=6-2 6-3
# score_resolution=2-6 3-6
# match_winner=Flavio Cobolli
# fav_player=Zizou Bergs
# dog_player=Flavio Cobolli
# kalshi_date=2026-04-15
timestamp,Zizou Bergs,Flavio Cobolli
2026-04-15T02:00:00Z,,58.00
2026-04-15T02:25:00Z,,58.00
2026-04-15T02:37:00Z,,58.00
2026-04-15T02:46:00Z,,58.00
2026-04-15T02:57:00Z,,59.00
2026-04-15T03:00:00Z,,59.00
2026-04-15T03:19:00Z,42.00,59.00
2026-04-15T03:20:00Z,42.00,59.00
2026-04-15T03:28:00Z,42.00,59.00
2026-04-15T03:43:00Z,42.00,59.00
2026-04-15T03:45:00Z,42.00,60.00
2026-04-15T03:51:00Z,42.00,60.00
2026-04-15T03:58:00Z,42.00,60.00
2026-04-15T04:04:00Z,41.00,60.00
2026-04-15T04:06:00Z,41.00,60.00
2026-04-15T04:07:00Z,41.00,60.00
2026-04-15T04:09:00Z,41.00,60.00
2026-04-15T04:10:00Z,41.00,60.00
2026-04-15T04:20:00Z,41.00,60.71
2026-04-15T04:21:00Z,41.00,61.00
2026-04-15T04:30:00Z,41.00,60.00
2026-04-15T04:32:00Z,41.00,60.00
2026-04-15T04:33:00Z,41.00,60.00
2026-04-15T04:36:00Z,41.00,60.00
2026-04-15T04:37:00Z,41.00,60.00
2026-04-15T04:38:00Z,40.00,60.00
2026-04-15T04:39:00Z,40.00,59.00
2026-04-15T04:42:00Z,40.00,60.00
2026-04-15T04:50:00Z,40.00,59.00
2026-04-15T04:53:00Z,40.00,60.00
2026-04-15T04:55:00Z,40.00,60.00
2026-04-15T04:57:00Z,41.00,60.12
2026-04-15T05:00:00Z,41.00,59.00
2026-04-15T05:01:00Z,41.00,59.00
2026-04-15T05:02:00Z,41.00,59.00
2026-04-15T05:05:00Z,41.00,59.00
2026-04-15T05:06:00Z,41.00,60.36
2026-04-15T05:07:00Z,41.00,60.07
2026-04-15T05:08:00Z,41.00,61.00
2026-04-15T05:11:00Z,41.00,61.00
2026-04-15T05:14:00Z,41.00,61.00
2026-04-15T05:16:00Z,41.00,61.00
2026-04-15T05:18:00Z,41.00,61.00
2026-04-15T05:20:00Z,41.00,61.00
2026-04-15T05:21:00Z,41.00,61.00
2026-04-15T05:24:00Z,41.00,61.00
2026-04-15T05:26:00Z,41.00,61.00
2026-04-15T05:27:00Z,41.00,61.00
2026-04-15T05:29:00Z,41.00,61.00
2026-04-15T05:30:00Z,41.00,61.00
2026-04-15T05:31:00Z,41.00,61.00
2026-04-15T05:34:00Z,41.00,60.00
2026-04-15T05:35:00Z,41.00,61.00
2026-04-15T05:36:00Z,41.00,61.00
2026-04-15T05:38:00Z,41.00,61.00
2026-04-15T05:39:00Z,42.00,61.00
2026-04-15T05:41:00Z,42.00,61.00
2026-04-15T05:44:00Z,42.00,61.00
2026-04-15T05:46:00Z,42.00,61.00
2026-04-15T05:51:00Z,42.00,61.00
2026-04-15T05:54:00Z,42.00,61.00
2026-04-15T05:58:00Z,42.00,61.00
2026-04-15T05:59:00Z,42.00,61.00
2026-04-15T06:03:00Z,42.00,61.00
2026-04-15T06:04:00Z,42.00,61.00
2026-04-15T06:06:00Z,42.00,61.00
2026-04-15T06:11:00Z,42.00,61.00
2026-04-15T06:15:00Z,42.00,61.00
2026-04-15T06:19:00Z,42.00,61.00
2026-04-15T06:24:00Z,42.00,61.00
2026-04-15T06:26:00Z,41.00,61.00
2026-04-15T06:28:00Z,41.00,61.00
2026-04-15T06:31:00Z,41.00,61.00
2026-04-15T06:42:00Z,41.00,61.00
2026-04-15T06:43:00Z,41.00,61.00
2026-04-15T06:44:00Z,41.00,61.00
2026-04-15T06:50:00Z,41.00,61.00
2026-04-15T06:52:00Z,41.00,61.00
2026-04-15T06:54:00Z,41.00,61.00
2026-04-15T06:55:00Z,41.00,61.00
2026-04-15T06:56:00Z,41.00,61.00
2026-04-15T06:57:00Z,41.00,61.00
2026-04-15T06:58:00Z,41.00,61.00
2026-04-15T07:01:00Z,40.00,61.00
2026-04-15T07:04:00Z,41.00,61.00
2026-04-15T07:06:00Z,41.00,61.00
2026-04-15T07:09:00Z,41.00,61.00
2026-04-15T07:11:00Z,40.00,61.00
2026-04-15T07:12:00Z,40.00,61.00
2026-04-15T07:22:00Z,41.00,61.00
2026-04-15T07:23:00Z,41.00,61.00
2026-04-15T07:24:00Z,41.00,61.00
2026-04-15T07:30:00Z,41.00,61.00
2026-04-15T07:32:00Z,41.00,61.00
2026-04-15T07:38:00Z,41.00,61.93
2026-04-15T07:41:00Z,41.00,61.93
2026-04-15T07:48:00Z,41.00,62.00
2026-04-15T07:49:00Z,41.00,62.00
2026-04-15T07:50:00Z,41.00,62.00
2026-04-15T07:58:00Z,41.00,62.00
2026-04-15T08:01:00Z,41.00,61.00
2026-04-15T08:06:00Z,41.00,62.00
2026-04-15T08:11:00Z,41.00,62.00
2026-04-15T08:26:00Z,41.00,62.00
