# event_ticker=KXATPCHALLENGERMATCH-26FEB12BONRIE
# final_score=6-3 7-6(4)
# score_resolution=6-3 7-6
# match_winner=Benjamin Bonzi
# fav_player=Benjamin Bonzi
# dog_player=Leandro Riedi
# kalshi_date=2026-02-12
timestamp,Benjamin Bonzi,Leandro Riedi
2026-02-12T06:58:00Z,53.00,
2026-02-12T07:12:00Z,53.00,
2026-02-12T07:29:00Z,53.00,
2026-02-12T07:47:00Z,53.00,49.00
2026-02-12T10:16:00Z,53.00,49.00
2026-02-12T11:56:00Z,55.00,49.00
2026-02-12T12:03:00Z,55.00,49.00
2026-02-12T12:07:00Z,55.00,49.00
2026-02-12T12:09:00Z,55.00,49.00
2026-02-12T13:04:00Z,55.00,49.00
2026-02-12T13:21:00Z,55.00,49.00
2026-02-12T13:36:00Z,55.00,48.00
2026-02-12T13:49:00Z,55.00,48.00
2026-02-12T14:04:00Z,55.00,48.00
2026-02-12T14:30:00Z,58.00,48.00
2026-02-12T14:36:00Z,58.00,48.00
2026-02-12T14:39:00Z,58.00,48.00
2026-02-12T14:45:00Z,58.00,48.00
2026-02-12T14:54:00Z,59.00,48.00
2026-02-12T14:57:00Z,58.00,48.00
2026-02-12T15:01:00Z,58.00,48.00
2026-02-12T15:09:00Z,58.00,48.00
2026-02-12T15:13:00Z,58.00,44.00
2026-02-12T15:20:00Z,55.19,44.00
2026-02-12T15:24:00Z,57.95,44.00
2026-02-12T15:50:00Z,57.80,44.00
2026-02-12T16:04:00Z,57.97,44.00
2026-02-12T16:09:00Z,58.00,44.00
2026-02-12T16:24:00Z,58.00,45.25
2026-02-12T16:27:00Z,54.00,45.25
2026-02-12T16:31:00Z,56.00,45.25
2026-02-12T16:32:00Z,56.00,46.00
2026-02-12T16:33:00Z,56.00,46.00
2026-02-12T16:34:00Z,56.00,46.00
2026-02-12T16:40:00Z,56.00,46.00
2026-02-12T16:46:00Z,56.00,46.00
2026-02-12T16:47:00Z,56.13,46.00
2026-02-12T16:49:00Z,56.88,46.00
2026-02-12T16:53:00Z,57.00,46.00
2026-02-12T16:54:00Z,57.00,46.00
2026-02-12T16:58:00Z,57.32,46.00
2026-02-12T17:00:00Z,57.00,46.00
2026-02-12T17:01:00Z,56.91,46.00
2026-02-12T17:02:00Z,57.00,46.00
2026-02-12T17:03:00Z,57.00,46.00
2026-02-12T17:09:00Z,57.00,46.00
2026-02-12T17:13:00Z,57.00,46.00
2026-02-12T17:14:00Z,57.00,46.00
2026-02-12T17:16:00Z,57.00,46.00
2026-02-12T17:19:00Z,57.00,46.00
2026-02-12T17:20:00Z,57.00,46.00
2026-02-12T17:30:00Z,57.53,46.00
2026-02-12T17:32:00Z,57.00,46.00
2026-02-12T17:41:00Z,57.00,46.00
2026-02-12T17:42:00Z,57.00,46.00
2026-02-12T17:43:00Z,57.00,44.00
2026-02-12T17:45:00Z,58.00,44.00
2026-02-12T17:46:00Z,58.00,44.00
2026-02-12T17:47:00Z,58.00,44.86
2026-02-12T17:48:00Z,58.39,44.86
2026-02-12T17:49:00Z,59.32,44.86
2026-02-12T17:50:00Z,59.00,44.00
2026-02-12T17:51:00Z,59.09,44.00
2026-02-12T17:52:00Z,59.43,44.00
2026-02-12T17:53:00Z,60.54,44.00
2026-02-12T17:54:00Z,60.00,44.00
2026-02-12T17:55:00Z,60.00,44.00
2026-02-12T17:56:00Z,60.91,44.00
2026-02-12T17:57:00Z,63.63,41.07
2026-02-12T17:58:00Z,58.00,43.00
2026-02-12T17:59:00Z,58.68,43.00
2026-02-12T18:00:00Z,58.00,43.00
2026-02-12T18:01:00Z,58.04,43.77
2026-02-12T18:02:00Z,58.00,45.75
2026-02-12T18:03:00Z,59.93,42.00
2026-02-12T18:04:00Z,60.16,41.74
2026-02-12T18:05:00Z,59.94,40.38
2026-02-12T18:06:00Z,63.45,41.00
2026-02-12T18:07:00Z,61.47,38.77
2026-02-12T18:08:00Z,58.00,45.75
2026-02-12T18:09:00Z,59.11,43.00
2026-02-12T18:10:00Z,57.62,43.16
2026-02-12T18:11:00Z,64.28,40.00
2026-02-12T18:12:00Z,61.00,39.00
2026-02-12T18:13:00Z,60.38,42.00
2026-02-12T18:14:00Z,56.80,46.00
2026-02-12T18:15:00Z,57.37,46.00
2026-02-12T18:16:00Z,57.32,41.00
2026-02-12T18:17:00Z,61.18,40.04
2026-02-12T18:18:00Z,59.75,42.20
2026-02-12T18:19:00Z,60.00,41.04
2026-02-12T18:20:00Z,64.89,39.66
2026-02-12T18:21:00Z,65.70,36.99
2026-02-12T18:22:00Z,64.45,38.91
2026-02-12T18:23:00Z,62.71,38.91
2026-02-12T18:24:00Z,63.25,35.04
2026-02-12T18:25:00Z,76.14,27.98
2026-02-12T18:26:00Z,80.83,27.98
2026-02-12T18:27:00Z,81.71,18.69
2026-02-12T18:28:00Z,81.42,19.84
2026-02-12T18:29:00Z,78.69,22.97
2026-02-12T18:30:00Z,79.65,20.99
2026-02-12T18:31:00Z,85.78,17.55
2026-02-12T18:32:00Z,82.39,15.48
2026-02-12T18:33:00Z,84.30,15.03
2026-02-12T18:34:00Z,86.28,14.50
2026-02-12T18:35:00Z,80.02,22.00
2026-02-12T18:36:00Z,81.00,21.13
2026-02-12T18:37:00Z,82.50,20.00
2026-02-12T18:38:00Z,82.68,17.46
2026-02-12T18:39:00Z,80.00,24.00
2026-02-12T18:40:00Z,77.92,23.71
2026-02-12T18:41:00Z,78.00,22.00
2026-02-12T18:42:00Z,77.39,22.71
2026-02-12T18:43:00Z,80.29,19.00
2026-02-12T18:44:00Z,76.36,22.82
2026-02-12T18:45:00Z,78.96,22.82
2026-02-12T18:46:00Z,82.59,20.00
2026-02-12T18:47:00Z,84.00,17.61
2026-02-12T18:48:00Z,80.75,21.05
2026-02-12T18:49:00Z,74.80,25.89
2026-02-12T18:50:00Z,61.88,37.72
2026-02-12T18:51:00Z,64.97,36.98
2026-02-12T18:52:00Z,69.15,33.65
2026-02-12T18:53:00Z,69.00,37.01
2026-02-12T18:54:00Z,73.57,27.97
2026-02-12T18:55:00Z,75.97,23.02
