# event_ticker=KXATPMATCH-26APR25CERDAR
# final_score=6-1 6-3
# score_resolution=1-6 3-6
# match_winner=Luciano Darderi
# fav_player=Juan Manuel Cerundolo
# dog_player=Luciano Darderi
# kalshi_date=2026-04-25
timestamp,Juan Manuel Cerundolo,Luciano Darderi
2026-04-25T06:01:00Z,39.00,63.00
2026-04-25T06:03:00Z,39.00,63.00
2026-04-25T06:04:00Z,39.00,63.00
2026-04-25T06:05:00Z,39.00,63.00
2026-04-25T06:07:00Z,39.00,63.00
2026-04-25T06:11:00Z,39.00,61.14
2026-04-25T06:14:00Z,37.00,61.14
2026-04-25T06:18:00Z,37.00,63.00
2026-04-25T06:19:00Z,39.00,63.00
2026-04-25T06:20:00Z,39.00,63.00
2026-04-25T06:21:00Z,39.00,62.00
2026-04-25T06:27:00Z,39.00,62.00
2026-04-25T06:30:00Z,39.00,62.00
2026-04-25T06:34:00Z,39.00,62.00
2026-04-25T06:35:00Z,39.00,62.00
2026-04-25T06:43:00Z,39.00,62.00
2026-04-25T06:45:00Z,39.00,62.00
2026-04-25T06:46:00Z,39.00,62.00
2026-04-25T06:50:00Z,39.00,62.00
2026-04-25T06:55:00Z,39.00,62.00
2026-04-25T07:19:00Z,38.00,62.00
2026-04-25T07:25:00Z,39.00,62.00
2026-04-25T07:28:00Z,39.00,62.00
2026-04-25T07:29:00Z,39.00,62.00
2026-04-25T07:39:00Z,39.00,62.00
2026-04-25T07:40:00Z,39.00,62.00
2026-04-25T07:42:00Z,39.00,62.00
2026-04-25T07:45:00Z,39.00,62.00
2026-04-25T07:48:00Z,39.00,62.00
2026-04-25T08:01:00Z,39.00,62.00
2026-04-25T08:05:00Z,39.00,62.00
2026-04-25T08:11:00Z,39.00,62.00
2026-04-25T08:13:00Z,39.00,62.00
2026-04-25T08:18:00Z,39.00,62.00
2026-04-25T08:36:00Z,39.00,62.00
2026-04-25T08:37:00Z,39.00,62.00
2026-04-25T08:38:00Z,39.00,62.00
2026-04-25T08:56:00Z,39.00,62.00
2026-04-25T09:05:00Z,40.31,62.00
2026-04-25T09:08:00Z,40.00,62.00
2026-04-25T09:11:00Z,41.00,62.00
2026-04-25T09:18:00Z,41.00,62.00
2026-04-25T09:20:00Z,41.00,62.00
2026-04-25T09:23:00Z,41.00,62.00
2026-04-25T09:30:00Z,41.00,62.00
2026-04-25T09:32:00Z,41.00,62.00
2026-04-25T09:33:00Z,41.00,62.00
2026-04-25T09:40:00Z,40.00,62.00
2026-04-25T09:47:00Z,41.00,62.00
2026-04-25T09:55:00Z,41.00,62.00
2026-04-25T09:56:00Z,41.00,62.00
2026-04-25T09:58:00Z,41.00,62.00
2026-04-25T10:00:00Z,41.00,62.00
2026-04-25T10:03:00Z,41.00,62.00
2026-04-25T10:08:00Z,41.00,62.00
2026-04-25T10:12:00Z,41.00,62.00
2026-04-25T10:13:00Z,41.00,62.00
2026-04-25T10:14:00Z,41.00,62.00
2026-04-25T10:16:00Z,41.00,62.00
2026-04-25T10:17:00Z,41.00,62.00
2026-04-25T10:18:00Z,41.00,62.00
2026-04-25T10:24:00Z,41.00,62.00
2026-04-25T10:25:00Z,41.00,62.00
2026-04-25T10:28:00Z,41.00,62.00
2026-04-25T10:29:00Z,41.00,62.00
2026-04-25T10:32:00Z,41.00,62.00
2026-04-25T10:34:00Z,41.00,62.00
2026-04-25T10:36:00Z,41.00,62.00
2026-04-25T10:37:00Z,41.00,62.00
2026-04-25T10:39:00Z,41.00,62.00
2026-04-25T10:42:00Z,41.00,62.00
2026-04-25T10:43:00Z,41.00,62.00
2026-04-25T10:44:00Z,41.00,62.00
2026-04-25T10:48:00Z,41.00,62.00
2026-04-25T10:49:00Z,41.00,62.00
2026-04-25T10:50:00Z,41.00,62.00
2026-04-25T10:51:00Z,41.00,62.00
2026-04-25T10:52:00Z,41.00,62.00
2026-04-25T10:53:00Z,41.00,62.00
2026-04-25T10:54:00Z,41.00,62.00
2026-04-25T10:55:00Z,40.66,62.00
2026-04-25T10:59:00Z,41.00,62.00
2026-04-25T11:01:00Z,41.00,61.00
2026-04-25T11:02:00Z,41.00,62.00
2026-04-25T11:03:00Z,41.00,62.00
2026-04-25T11:04:00Z,41.00,61.81
2026-04-25T11:05:00Z,41.00,62.00
2026-04-25T11:06:00Z,41.00,62.00
2026-04-25T11:07:00Z,41.00,62.00
2026-04-25T11:08:00Z,40.37,61.50
2026-04-25T11:09:00Z,41.00,61.50
2026-04-25T11:10:00Z,41.00,61.85
2026-04-25T11:11:00Z,41.00,61.00
2026-04-25T11:12:00Z,41.00,61.00
2026-04-25T11:13:00Z,42.00,61.00
2026-04-25T11:14:00Z,41.16,61.00
2026-04-25T11:15:00Z,43.00,59.35
2026-04-25T11:16:00Z,39.11,63.00
2026-04-25T11:17:00Z,40.45,61.06
2026-04-25T11:18:00Z,38.50,62.21
2026-04-25T11:19:00Z,43.41,55.92
2026-04-25T11:20:00Z,38.28,61.98
2026-04-25T11:21:00Z,38.00,62.94
2026-04-25T11:22:00Z,38.63,61.91
2026-04-25T11:23:00Z,37.18,63.59
2026-04-25T11:24:00Z,37.76,62.62
2026-04-25T11:25:00Z,34.96,68.13
2026-04-25T11:26:00Z,28.45,72.00
2026-04-25T11:27:00Z,25.94,73.04
2026-04-25T11:28:00Z,28.00,73.40
2026-04-25T11:29:00Z,26.84,74.00
2026-04-25T11:30:00Z,26.00,74.10
2026-04-25T11:31:00Z,25.00,74.91
2026-04-25T11:32:00Z,28.18,73.93
2026-04-25T11:33:00Z,29.00,72.92
2026-04-25T11:34:00Z,29.14,73.00
2026-04-25T11:35:00Z,25.10,75.00
2026-04-25T11:36:00Z,25.66,74.97
2026-04-25T11:37:00Z,26.00,75.00
2026-04-25T11:38:00Z,25.00,75.00
2026-04-25T11:39:00Z,20.40,77.98
2026-04-25T11:40:00Z,17.36,81.93
2026-04-25T11:41:00Z,17.00,84.07
2026-04-25T11:42:00Z,17.00,84.00
2026-04-25T11:43:00Z,24.44,75.13
2026-04-25T11:44:00Z,18.62,82.48
2026-04-25T11:45:00Z,18.39,82.24
2026-04-25T11:46:00Z,18.09,82.72
2026-04-25T11:47:00Z,17.42,84.36
2026-04-25T11:48:00Z,12.88,86.71
2026-04-25T11:49:00Z,9.18,89.95
2026-04-25T11:50:00Z,6.52,93.05
2026-04-25T11:51:00Z,5.98,94.04
2026-04-25T11:52:00Z,7.13,93.11
2026-04-25T11:53:00Z,7.88,92.63
2026-04-25T11:54:00Z,8.99,91.08
2026-04-25T11:55:00Z,7.95,88.88
2026-04-25T11:56:00Z,12.01,89.13
2026-04-25T11:57:00Z,16.86,84.76
2026-04-25T11:58:00Z,17.90,83.16
2026-04-25T11:59:00Z,12.88,87.69
2026-04-25T12:00:00Z,8.26,91.85
2026-04-25T12:01:00Z,10.79,91.90
2026-04-25T12:02:00Z,7.00,94.00
2026-04-25T12:03:00Z,6.53,93.81
2026-04-25T12:04:00Z,4.06,95.10
2026-04-25T12:05:00Z,5.52,95.10
2026-04-25T12:06:00Z,5.29,95.64
2026-04-25T12:07:00Z,3.97,96.74
2026-04-25T12:08:00Z,4.92,95.44
2026-04-25T12:09:00Z,6.00,95.14
2026-04-25T12:10:00Z,6.00,94.88
2026-04-25T12:11:00Z,6.00,95.00
2026-04-25T12:12:00Z,5.91,95.98
2026-04-25T12:13:00Z,6.35,94.84
2026-04-25T12:14:00Z,4.00,96.01
2026-04-25T12:15:00Z,5.92,96.78
2026-04-25T12:16:00Z,4.00,97.00
2026-04-25T12:17:00Z,5.00,95.88
2026-04-25T12:18:00Z,4.99,95.54
2026-04-25T12:19:00Z,5.00,95.92
2026-04-25T12:20:00Z,4.54,96.00
2026-04-25T12:21:00Z,5.40,95.16
2026-04-25T12:22:00Z,8.83,92.41
2026-04-25T12:23:00Z,9.17,90.97
2026-04-25T12:24:00Z,10.66,90.11
2026-04-25T12:25:00Z,8.22,92.42
2026-04-25T12:26:00Z,2.99,97.08
2026-04-25T12:27:00Z,3.29,97.11
2026-04-25T12:28:00Z,3.01,96.94
2026-04-25T12:29:00Z,3.04,97.37
2026-04-25T12:30:00Z,1.53,98.87
2026-04-25T12:31:00Z,1.00,99.00
2026-04-25T12:32:00Z,1.00,99.00
