# event_ticker=KXATPMATCH-26FEB21TABBUS
# final_score=6-3 6-3
# score_resolution=3-6 3-6
# match_winner=Alejandro Tabilo
# fav_player=Ignacio Buse
# dog_player=Alejandro Tabilo
# kalshi_date=2026-02-21
timestamp,Ignacio Buse,Alejandro Tabilo
2026-02-22T02:24:00Z,,58.00
2026-02-22T02:25:00Z,,59.00
2026-02-22T02:26:00Z,43.00,59.00
2026-02-22T02:27:00Z,41.00,57.00
2026-02-22T02:29:00Z,41.00,56.38
2026-02-22T02:31:00Z,41.00,57.00
2026-02-22T02:32:00Z,41.00,57.00
2026-02-22T02:35:00Z,41.00,57.00
2026-02-22T02:40:00Z,41.00,59.00
2026-02-22T02:42:00Z,41.00,59.00
2026-02-22T02:43:00Z,41.08,59.00
2026-02-22T02:47:00Z,41.08,57.00
2026-02-22T02:48:00Z,41.08,57.00
2026-02-22T02:49:00Z,41.00,57.00
2026-02-22T02:53:00Z,41.00,57.00
2026-02-22T02:58:00Z,41.00,59.00
2026-02-22T03:00:00Z,41.00,59.00
2026-02-22T03:01:00Z,41.00,59.00
2026-02-22T03:06:00Z,41.00,59.00
2026-02-22T03:15:00Z,41.00,59.00
2026-02-22T03:17:00Z,41.00,59.00
2026-02-22T03:18:00Z,43.00,59.00
2026-02-22T03:26:00Z,41.00,59.00
2026-02-22T03:27:00Z,41.00,59.00
2026-02-22T03:31:00Z,41.00,59.00
2026-02-22T03:32:00Z,41.00,59.00
2026-02-22T03:33:00Z,41.00,59.00
2026-02-22T03:34:00Z,41.00,59.00
2026-02-22T03:35:00Z,41.00,56.00
2026-02-22T03:38:00Z,41.00,56.00
2026-02-22T03:40:00Z,41.00,59.00
2026-02-22T03:41:00Z,43.00,55.57
2026-02-22T03:42:00Z,43.00,54.99
2026-02-22T03:43:00Z,43.00,54.00
2026-02-22T03:45:00Z,42.00,55.41
2026-02-22T03:48:00Z,42.00,57.00
2026-02-22T03:50:00Z,42.00,56.00
2026-02-22T03:58:00Z,43.00,57.00
2026-02-22T03:59:00Z,43.00,57.00
2026-02-22T04:02:00Z,42.00,56.00
2026-02-22T04:04:00Z,43.00,56.00
2026-02-22T04:06:00Z,43.00,57.00
2026-02-22T04:13:00Z,43.00,56.00
2026-02-22T04:14:00Z,43.00,56.00
2026-02-22T04:15:00Z,43.00,56.00
2026-02-22T04:16:00Z,43.00,56.00
2026-02-22T04:20:00Z,43.00,57.00
2026-02-22T04:21:00Z,43.00,56.49
2026-02-22T04:22:00Z,43.00,56.00
2026-02-22T04:23:00Z,43.00,57.00
2026-02-22T04:24:00Z,43.00,57.00
2026-02-22T04:26:00Z,43.00,57.00
2026-02-22T04:28:00Z,43.00,57.00
2026-02-22T04:33:00Z,43.00,57.00
2026-02-22T04:40:00Z,43.00,57.00
2026-02-22T04:41:00Z,43.00,58.00
2026-02-22T04:44:00Z,43.00,58.00
2026-02-22T04:47:00Z,43.00,58.00
2026-02-22T04:49:00Z,43.00,58.00
2026-02-22T04:52:00Z,43.00,58.00
2026-02-22T04:53:00Z,43.00,58.00
2026-02-22T04:56:00Z,43.00,58.00
2026-02-22T04:57:00Z,43.00,58.00
2026-02-22T05:00:00Z,43.00,58.00
2026-02-22T05:03:00Z,43.00,58.00
2026-02-22T05:05:00Z,43.00,58.00
2026-02-22T05:15:00Z,43.00,56.00
2026-02-22T05:16:00Z,43.00,57.00
2026-02-22T05:22:00Z,43.00,58.00
2026-02-22T05:24:00Z,43.00,58.00
2026-02-22T05:26:00Z,43.00,58.00
2026-02-22T05:27:00Z,43.00,58.00
2026-02-22T05:29:00Z,43.00,58.00
2026-02-22T05:30:00Z,43.00,58.00
2026-02-22T05:32:00Z,43.00,58.00
2026-02-22T05:33:00Z,43.00,58.00
2026-02-22T05:34:00Z,43.00,58.00
2026-02-22T05:37:00Z,43.00,58.00
2026-02-22T05:40:00Z,43.00,58.00
2026-02-22T05:42:00Z,43.00,58.00
2026-02-22T05:44:00Z,43.00,58.00
2026-02-22T05:45:00Z,43.00,58.00
2026-02-22T05:46:00Z,43.00,58.00
